Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000162496,DHRS3,70,1.62335,14,-1.0259,14,-1.3586,42,0.95425
ENSG00000116731,PRDM2,48,-0.4648,97,0.75769,58,-0.2827,60,-0.1485
ENSG00000189337,KAZN,32,-0.1176,61,1.08263,24,-0.8284,35,0.02509
ENSG00000142634,EFHD2,36,-1.0214,170,1.80689,19,-2.5214,101,0.76292
ENSG00000116138,DNAJC16,14,-0.9384,36,0.54744,22,-0.3787,30,0.29199
ENSG00000197312,DDI2,13,-0.4870,33,1.16524,14,-0.5906,16,-0.2121
ENSG00000116786,PLEKHM2,90,-0.0427,74,-0.3872,101,0.24673,91,-0.0264
ENSG00000065526,SPEN,47,0.23634,48,0.27915,33,-0.4811,46,0.24982
ENSG00000116809,ZBTB17,19,0.01429,17,-0.2071,16,-0.4072,25,0.59089
ENSG00000037637,FBXO42,9,-1.0218,24,0.64339,19,0.30692,12,-0.6977
ENSG00000055070,SZRD1,51,0.64999,30,-0.1945,29,-0.4362,40,0.33168
ENSG00000219481,NBPF1,16,-0.2963,18,-0.1408,19,-0.1152,24,0.34173
ENSG00000058453,CROCC,16,-0.0626,26,0.86463,15,-0.2490,13,-0.4759
ENSG00000159363,ATP13A2,106,-0.5449,176,0.27760,150,-0.0036,149,-0.0219
ENSG00000117118,SDHB,73,-0.4304,86,-0.1875,110,0.38868,87,-0.2016
ENSG00000117115,PADI2,51,0.66948,17,-1.0894,18,-1.3267,64,1.52382
ENSG00000179051,RCC2,12,-0.7598,20,0.05403,21,0.25750,18,-0.1109
ENSG00000117154,IGSF21,11,-2.5799,125,1.25768,47,-0.7509,73,0.22938
ENSG00000159423,ALDH4A1,25,-0.6819,24,-0.7892,40,0.07223,52,0.58749
ENSG00000127463,EMC1,41,0.43095,41,0.48947,28,-0.3032,27,-0.2455
ENSG00000053372,MRTO4,22,-0.6478,34,0.00226,42,0.55105,26,-0.5120
ENSG00000053371,AKR7A2,85,0.88003,33,-0.6673,50,0.02304,48,-0.0692
ENSG00000077549,CAPZB,311,0.59288,235,0.15766,198,-0.2118,199,-0.1556
ENSG00000173436,MICOS10,350,-0.2045,285,-0.5728,424,0.16555,449,0.24079
ENSG00000158747,NBL1,580,1.62307,255,0.23524,132,-1.1793,236,0.11050
ENSG00000169914,OTUD3,9,-1.1869,26,0.57904,22,0.43340,12,-0.7803
ENSG00000162545,CAMK2N1,579,-1.3708,1103,-0.4279,2008,1.12552,912,-0.8135
ENSG00000090432,MUL1,19,-0.2967,32,0.59098,20,-0.3657,24,0.06102
ENSG00000158828,PINK1,229,-0.9733,460,0.12211,460,0.18913,424,-0.0229
ENSG00000244038,DDOST,30,0.14305,29,0.08849,30,0.24948,21,-0.4809
ENSG00000117245,KIF17,8,-1.1389,29,0.98885,17,-0.0775,13,-0.5029
ENSG00000189410,SH2D5,22,-0.2514,34,0.50785,26,0.10473,19,-0.4981
ENSG00000127483,HP1BP3,177,0.01418,184,0.08392,152,-0.3587,209,0.35236
ENSG00000075151,EIF4G3,71,-0.9240,193,0.73552,131,0.02684,105,-0.4050
ENSG00000117298,ECE1,51,1.77706,16,-0.1740,12,-0.9307,18,0.02387
ENSG00000076864,RAP1GAP,95,-0.7342,259,0.98861,141,-0.2078,123,-0.4264
ENSG00000090686,USP48,26,-0.7409,43,0.04649,47,0.30233,39,-0.1693
ENSG00000070831,CDC42,274,0.20299,279,0.25877,240,-0.0159,208,-0.2882
ENSG00000173372,C1QA,144,2.68041,9,-2.0730,21,-1.0021,32,-0.0537
ENSG00000159189,C1QC,112,2.60391,5,-2.6548,15,-1.2047,32,0.34277
ENSG00000173369,C1QB,216,2.88710,17,-1.5992,31,-0.8924,33,-0.6155
ENSG00000004487,KDM1A,35,-0.5923,62,0.33816,52,0.01325,50,-0.0815
ENSG00000169641,LUZP1,22,-0.7860,49,0.55774,31,-0.4098,42,0.28251
ENSG00000125944,HNRNPR,81,-0.3279,117,0.27540,95,-0.1212,103,0.05572
ENSG00000125945,ZNF436,12,-0.9717,35,0.70560,23,-0.0195,20,-0.2934
ENSG00000117318,ID3,317,3.88725,6,-3.0856,12,-2.6484,46,-0.0906
ENSG00000142676,RPL11,1678,1.34028,372,-1.1724,664,-0.3232,854,0.25012
ENSG00000011007,ELOA,31,0.59604,31,0.69291,17,-0.5690,19,-0.2108
ENSG00000057757,PITHD1,105,-0.9453,246,0.44049,196,0.04441,182,-0.1184
ENSG00000011009,LYPLA2,38,-0.6889,58,-0.0324,77,0.79458,37,-0.8520
ENSG00000117308,GALE,10,-0.8378,22,0.46062,16,-0.2329,19,0.17846
ENSG00000117305,HMGCL,30,1.11301,13,-0.2017,9,-1.0424,21,0.66073
ENSG00000179163,FUCA1,12,-0.3224,16,0.16961,16,0.24071,12,-0.3294
ENSG00000189266,PNRC2,112,1.03403,64,0.11466,47,-0.5626,60,0.01926
ENSG00000188529,SRSF10,50,-0.1353,71,0.45184,49,-0.3010,56,0.05226
ENSG00000001461,NIPAL3,43,-0.4446,83,0.70312,31,-1.2999,86,0.90795
ENSG00000133226,SRRM1,106,1.12554,59,0.16910,35,-0.9531,63,0.32811
ENSG00000169504,CLIC4,227,2.88087,27,-0.9708,12,-2.7167,64,0.59438
ENSG00000117614,SYF2,119,0.73588,60,-0.3854,70,-0.2033,81,0.13708
ENSG00000117616,RSRP1,45,-0.0578,57,0.33889,41,-0.3599,52,0.18753
ENSG00000183726,TMEM50A,99,0.07195,101,0.10846,94,-0.0182,91,-0.0924
ENSG00000204178,MACO1,38,0.37331,36,0.31488,27,-0.2550,28,-0.1122
ENSG00000117643,MAN1C1,71,0.77096,44,-0.0148,58,0.80222,13,-2.0778
ENSG00000162430,SELENON,70,0.59589,44,-0.1605,48,0.00284,44,-0.1866
ENSG00000117640,MTFR1L,53,-0.3531,84,0.42936,61,-0.2297,69,0.06419
ENSG00000117632,STMN1,463,-1.3506,1565,0.62246,1272,0.36809,774,-0.6847
ENSG00000158008,EXTL1,26,-1.0819,64,0.30237,54,0.01058,56,0.07692
ENSG00000175087,PDIK1L,4,-1.8233,20,0.56796,15,0.06213,14,-0.0978
ENSG00000142684,ZNF593,36,0.17592,28,-0.2365,34,0.16692,30,-0.1206
ENSG00000142669,SH3BGRL3,383,0.39031,359,0.32240,283,-0.1560,263,-0.2575
ENSG00000158062,UBXN11,33,0.27908,17,-0.8195,29,0.10784,31,0.23920
ENSG00000117682,DHDDS,13,-0.8153,31,0.60938,19,-0.3942,25,0.22690
ENSG00000198830,HMGN2,280,0.77466,116,-0.6899,151,-0.3536,216,0.44586
ENSG00000117713,ARID1A,38,-0.6817,79,0.51097,51,-0.3676,67,0.24985
ENSG00000204160,ZDHHC18,24,-0.4518,48,0.75908,29,-0.2062,28,-0.2543
ENSG00000142751,GPN2,19,0.14711,21,0.32577,18,0.03017,14,-0.3881
ENSG00000090273,NUDC,140,-0.3447,173,-0.0148,191,0.25341,159,-0.1824
ENSG00000253368,TRNP1,41,-0.9900,60,-0.4711,95,0.55166,76,-0.0636
ENSG00000090020,SLC9A1,28,0.04685,53,1.25905,20,-0.6792,22,-0.4372
ENSG00000142784,WDTC1,40,-0.0778,40,-0.0625,42,0.03487,43,0.03417
ENSG00000186501,TMEM222,63,-0.2208,96,0.50479,63,-0.3494,76,0.09379
ENSG00000158195,WASF2,79,1.51546,20,-0.7567,18,-1.2503,48,0.84224
ENSG00000126705,AHDC1,10,-2.1752,70,0.96494,34,-0.5371,48,0.26754
ENSG00000126709,IFI6,437,1.28758,293,0.68933,90,-1.7127,250,0.44056
ENSG00000009780,FAM76A,16,-0.1307,24,0.49829,19,0.15401,13,-0.6186
ENSG00000117758,STX12,81,-0.1556,137,0.80597,82,-0.2148,72,-0.4120
ENSG00000117751,PPP1R8,7,-2.2740,27,-0.2583,31,-0.0294,44,0.66927
ENSG00000117748,RPA2,41,-0.4397,76,0.62867,53,-0.0459,45,-0.3367
ENSG00000126698,DNAJC8,210,0.59482,155,0.11857,128,-0.3210,146,0.01120
ENSG00000130770,ATP5IF1,319,-0.8905,477,-0.2979,737,0.79172,426,-0.5391
ENSG00000180098,TRNAU1AP,8,-1.3332,20,0.13367,17,-0.1832,24,0.47443
ENSG00000120656,TAF12,34,1.20792,24,0.73718,11,-0.8607,13,-0.3486
ENSG00000198492,YTHDF2,31,-1.2789,86,0.31739,81,0.30252,63,-0.2739
ENSG00000116350,SRSF4,51,0.23762,65,0.73412,26,-1.1379,56,0.52181
ENSG00000116353,MECR,38,0.41549,35,0.32457,25,-0.3975,30,0.03182
ENSG00000162511,LAPTM5,90,1.25529,19,-1.2938,37,-0.3021,50,0.33348
ENSG00000162512,SDC3,93,-1.1755,211,0.08823,200,-0.0020,230,0.27629
ENSG00000134644,PUM1,57,-1.3563,188,0.56226,141,0.06017,127,-0.1665
ENSG00000121766,ZCCHC17,62,-1.0992,164,0.47729,134,0.15834,110,-0.2696
ENSG00000121769,FABP3,63,-1.5224,218,0.43165,218,0.70256,101,-0.9754
ENSG00000162517,PEF1,72,-0.3962,114,0.38658,103,0.30276,67,-0.6086
ENSG00000084636,COL16A1,21,-0.3269,38,0.75273,20,-0.5393,27,0.11832
ENSG00000121753,ADGRB2,123,-0.9859,296,0.43703,258,0.27947,186,-0.4293
ENSG00000184007,PTP4A2,165,-0.1142,165,-0.1278,150,-0.4183,236,0.59967
ENSG00000121774,KHDRBS1,153,0.22384,150,0.21566,132,-0.0162,116,-0.2593
ENSG00000121775,TMEM39B,20,0.36889,22,0.58946,13,-0.5611,16,0.01003
ENSG00000025800,KPNA6,38,0.07096,59,0.88370,30,-0.5038,33,-0.2164
ENSG00000084652,TXLNA,28,0.21350,32,0.44312,21,-0.3511,24,-0.0278
ENSG00000160050,CCDC28B,14,-0.3146,12,-0.5911,16,-0.2112,24,0.69948
ENSG00000084623,EIF3I,126,-0.0265,161,0.41719,113,-0.3173,132,0.05960
ENSG00000175130,MARCKSL1,189,-0.4907,163,-0.7791,203,-0.5822,438,1.19148
ENSG00000160058,BSDC1,25,-1.4035,73,0.26891,60,-0.0962,72,0.28968
ENSG00000176261,ZBTB8OS,32,-0.6100,38,-0.4210,52,0.21601,54,0.22210
ENSG00000162521,RBBP4,90,-0.0107,97,0.12605,94,0.11197,80,-0.2425
ENSG00000162522,KIAA1522,25,-0.1151,18,-0.7179,32,0.50295,25,-0.1319
ENSG00000134684,YARS,77,-0.4987,141,0.50894,124,0.41542,65,-0.9005
ENSG00000121905,HPCA,153,-0.7935,317,0.38851,303,0.48707,170,-0.7593
ENSG00000121900,TMEM54,33,-0.6874,41,-0.3985,60,0.39430,52,0.01319
ENSG00000004455,AK2,30,0.27828,24,-0.1149,17,-0.9701,40,0.96796
ENSG00000142920,AZIN2,22,0.04935,26,0.32441,21,-0.0840,20,-0.1823
ENSG00000160094,ZNF362,1,-3.2969,17,0.10769,17,0.15160,18,0.30122
ENSG00000134686,PHC2,67,0.27726,68,0.34291,50,-0.2900,55,-0.0439
ENSG00000163866,SMIM12,24,-0.9017,47,0.14851,50,0.36022,37,-0.2899
ENSG00000116544,DLGAP3,45,-0.5652,63,-0.0522,76,0.41839,56,-0.3013
ENSG00000163867,ZMYM6,9,-1.1385,27,0.68377,16,-0.2996,20,0.12174
ENSG00000116560,SFPQ,184,0.45985,151,0.16239,118,-0.3908,148,0.13264
ENSG00000146463,ZMYM4,64,0.40139,45,-0.1843,53,0.17408,43,-0.2864
ENSG00000142687,KIAA0319L,21,-1.1675,73,0.87169,45,-0.0267,37,-0.4248
ENSG00000020129,NCDN,267,-1.0065,642,0.40986,640,0.65974,293,-1.0170
ENSG00000126067,PSMB2,85,-0.3934,138,0.41632,102,-0.1924,112,0.04393
ENSG00000142686,C1orf216,46,-1.2562,144,0.58545,128,0.59004,59,-1.0501
ENSG00000092847,AGO1,24,-0.3918,32,0.06760,24,-0.6236,45,0.76533
ENSG00000126070,AGO3,11,-0.2320,20,0.70355,5,-1.9640,24,1.29846
ENSG00000116863,ADPRHL2,19,0.06051,23,0.35774,15,-0.4509,21,0.22806
ENSG00000054116,TRAPPC3,45,-0.4015,77,0.48556,60,0.06399,49,-0.3547
ENSG00000116871,MAP7D1,169,-0.4054,203,-0.1399,258,0.45323,184,-0.3358
ENSG00000054118,THRAP3,65,0.11078,81,0.51873,53,-0.3267,58,-0.0801
ENSG00000196182,STK40,13,-0.6373,25,0.34072,20,-0.0675,21,0.03098
ENSG00000181817,LSM10,53,0.11869,41,-0.3182,57,0.37355,42,-0.3148
ENSG00000116885,OSCP1,12,-0.9916,23,0.02317,27,0.43535,20,-0.2632
ENSG00000116898,MRPS15,39,-0.8176,64,-0.0549,79,0.51979,55,-0.3633
ENSG00000163873,GRIK3,0,-7.0614,40,1.48799,5,-2.4747,34,1.32787
ENSG00000163875,MEAF6,85,-0.5448,146,0.33820,136,0.32598,91,-0.5347
ENSG00000163877,SNIP1,9,-0.8616,17,0.13980,18,0.28580,14,-0.1914
ENSG00000134697,GNL2,20,0.12207,23,0.38240,17,-0.1384,17,-0.1979
ENSG00000185090,MANEAL,12,-1.3710,43,0.58491,30,-0.1085,32,0.02959
ENSG00000196449,YRDC,13,-0.2267,18,0.37291,16,0.22202,11,-0.5410
ENSG00000197982,C1orf122,252,-0.1189,209,-0.4439,267,-0.0442,327,0.38223
ENSG00000183431,SF3A3,51,0.51250,44,0.30859,34,-0.2019,32,-0.2541
ENSG00000183520,UTP11,25,-0.4880,42,0.37132,35,0.11303,29,-0.2786
ENSG00000116954,RRAGC,43,-0.0051,43,-0.0299,42,-0.0722,46,0.11265
ENSG00000174574,AKIRIN1,38,-1.3277,104,0.23788,103,0.36149,79,-0.2718
ENSG00000168653,NDUFS5,573,-0.4148,606,-0.3623,908,0.56515,632,-0.3227
ENSG00000127603,MACF1,156,0.25930,137,0.06265,101,-0.6438,174,0.56558
ENSG00000090621,PABPC4,84,0.24704,60,-0.3132,63,-0.3395,91,0.49092
ENSG00000116983,HPCAL4,144,-1.3644,351,-0.0019,400,0.36301,340,-0.0665
ENSG00000084072,PPIE,29,0.06130,27,-0.1030,26,-0.1926,32,0.27684
ENSG00000168389,MFSD2A,42,0.84700,19,-0.4066,21,-0.4569,30,0.36853
ENSG00000131236,CAP1,149,-0.0315,158,0.06962,163,0.18864,131,-0.2904
ENSG00000131238,PPT1,128,-0.1530,146,0.06553,146,0.10734,132,-0.1258
ENSG00000084073,ZMPSTE24,43,0.09796,48,0.29057,34,-0.4592,47,0.27563
ENSG00000084070,SMAP2,95,-0.4275,171,0.57246,132,0.13643,94,-0.5461
ENSG00000117016,RIMS3,32,-1.1743,88,0.46313,69,0.02042,66,-0.0566
ENSG00000066136,NFYC,22,-0.7396,47,0.45633,35,-0.1102,37,0.01039
ENSG00000179862,CITED4,26,0.32817,20,-0.0546,23,0.24633,17,-0.4524
ENSG00000010803,SCMH1,24,0.40162,17,-0.1367,21,0.38631,13,-0.6412
ENSG00000127124,HIVEP3,0,-4.4934,32,0.99719,16,-0.3304,20,0.12134
ENSG00000198815,FOXJ3,43,-0.6688,87,0.47783,78,0.41169,44,-0.7848
ENSG00000177181,RIMKLA,12,-1.5155,39,0.29618,37,0.32023,29,-0.2327
ENSG00000127125,PPCS,45,-0.4815,49,-0.4013,72,0.43129,59,-0.0938
ENSG00000171960,PPIH,2,-3.2131,14,-0.2528,21,0.74036,15,-0.1685
ENSG00000065978,YBX1,516,2.30348,67,-1.2431,95,-0.9181,144,0.03553
ENSG00000164008,C1orf50,13,-1.0672,27,-0.0421,33,0.49923,24,-0.2789
ENSG00000177868,SVBP,40,-0.0578,33,-0.4014,52,0.65858,30,-0.5829
ENSG00000117394,SLC2A1,346,2.36314,39,-1.3917,54,-1.1864,106,0.28892
ENSG00000117395,EBNA1BP2,17,-2.0920,80,0.29189,83,0.54984,53,-0.4646
ENSG00000066322,ELOVL1,35,0.68056,17,-0.5419,6,-2.4865,52,2.00000
ENSG00000159479,MED8,18,-0.4158,23,-0.0438,25,0.16791,23,-0.0242
ENSG00000178922,HYI,45,0.84186,15,-0.9855,22,-0.4644,37,0.65066
ENSG00000142949,PTPRF,49,-1.4219,161,0.46114,141,0.33232,100,-0.4298
ENSG00000066135,KDM4A,4,-2.3663,27,0.61344,18,-0.1410,21,0.17079
ENSG00000126091,ST3GAL3,32,-0.4673,39,-0.1549,51,0.47681,36,-0.3347
ENSG00000117408,IPO13,51,-0.4284,59,-0.2033,65,-0.0802,81,0.38190
ENSG00000117410,ATP6V0B,262,-0.6412,523,0.50486,399,0.01979,352,-0.2316
ENSG00000117411,B4GALT2,92,0.24524,70,-0.2132,82,0.10143,76,-0.0853
ENSG00000159214,CCDC24,2,-3.1208,29,0.77213,22,0.34045,14,-0.5839
ENSG00000178028,DMAP1,41,-0.1490,50,0.18136,45,0.00205,43,-0.0856
ENSG00000117419,ERI3,112,-0.7244,216,0.34007,189,0.15471,158,-0.2309
ENSG00000187147,RNF220,61,-0.8284,129,0.36924,117,0.30457,83,-0.4408
ENSG00000126106,TMEM53,10,-0.4845,14,0.08860,14,0.10095,14,-0.0183
ENSG00000142937,RPS8,2659,1.17577,801,-0.8299,1139,-0.3520,1489,0.25800
ENSG00000070785,EIF2B3,31,0.23590,34,0.39753,25,-0.1342,23,-0.2747
ENSG00000126107,HECTD3,9,-0.6293,19,0.48688,15,0.18073,11,-0.4442
ENSG00000126088,UROD,54,-0.4607,87,0.30848,70,-0.1171,75,0.06644
ENSG00000117450,PRDX1,358,-0.3512,384,-0.2677,416,-0.1863,572,0.51385
ENSG00000117448,AKR1A1,52,0.26229,52,0.28813,42,-0.1157,40,-0.2107
ENSG00000132780,NASP,59,1.18604,21,-0.4977,20,-0.8709,39,0.62011
ENSG00000159592,GPBP1L1,44,0.25283,35,-0.1270,31,-0.4770,48,0.52162
ENSG00000159596,TMEM69,12,-0.6704,18,-0.0404,22,0.51607,15,-0.4155
ENSG00000086015,MAST2,33,0.34555,26,-0.0304,28,0.19775,21,-0.4120
ENSG00000117461,PIK3R3,37,0.69423,27,0.26155,21,-0.2652,21,-0.2406
ENSG00000085998,POMGNT1,57,-0.0317,65,0.18693,59,0.05037,52,-0.2025
ENSG00000132128,LRRC41,53,-0.3197,80,0.38320,64,-0.0519,61,-0.1280
ENSG00000173660,UQCRH,417,-0.6554,594,-0.1186,784,0.61423,489,-0.4978
ENSG00000117480,FAAH,24,-0.5126,41,0.33424,40,0.48312,22,-0.7963
ENSG00000079277,MKNK1,13,-0.7397,25,0.29220,21,-0.0104,22,0.02984
ENSG00000123472,ATPAF1,88,-0.6417,136,0.04043,131,-0.0315,148,0.22415
ENSG00000159658,EFCAB14,92,0.32133,53,-0.6015,57,-0.6647,115,0.92946
ENSG00000186377,CYP4X1,29,0.18942,35,0.57574,25,-0.0961,20,-0.4898
ENSG00000162368,CMPK1,71,-0.5853,121,0.26733,106,0.03494,102,-0.0497
ENSG00000162373,BEND5,29,0.35460,27,0.31556,25,0.25947,14,-0.8663
ENSG00000162374,ELAVL4,37,-1.9270,295,1.62434,101,-0.6377,106,-0.4192
ENSG00000185104,FAF1,39,-0.0143,34,-0.2523,39,0.01631,42,0.16040
ENSG00000123091,RNF11,182,-1.4010,547,0.33549,466,0.07107,462,0.03622
ENSG00000085832,EPS15,97,-0.9165,252,0.67385,172,-0.0506,155,-0.2313
