Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7
ENSG00000117616,RSRP1,136,0.88983,86,0.08531,84,0.04312,107,0.45798,76,-0.1350,36,-1.3151,49,-0.8176
ENSG00000183726,TMEM50A,154,0.51180,145,0.41127,109,-0.0852,112,-0.0284,96,-0.2933,94,-0.3267,90,-0.3832
ENSG00000117643,MAN1C1,28,0.01519,66,1.59104,13,-1.1981,25,-0.1633,25,-0.1706,16,-0.8466,22,-0.4237
ENSG00000162430,SELENON,75,0.03086,71,-0.0696,81,0.15654,79,0.12611,72,-0.0395,61,-0.3042,77,0.06465
ENSG00000117640,MTFR1L,111,0.34139,90,-0.0052,92,0.03004,91,0.01236,98,0.13606,81,-0.1852,71,-0.4128
ENSG00000117632,STMN1,379,-0.3445,888,1.16286,284,-0.8040,345,-0.4965,511,0.15629,452,-0.0525,406,-0.2312
ENSG00000158008,EXTL1,18,-1.8302,89,0.75633,64,0.17531,44,-0.4347,79,0.54289,44,-0.4426,66,0.22228
ENSG00000142684,ZNF593,38,-0.3117,49,0.09558,43,-0.1084,46,-0.0191,69,0.67676,52,0.18082,28,-0.8241
ENSG00000142669,SH3BGRL3,202,-0.2971,250,0.05546,263,0.14038,163,-0.6437,268,0.17022,359,0.68651,190,-0.4032
ENSG00000198830,HMGN2,210,0.84227,95,-0.5209,173,0.49469,103,-0.3834,80,-0.7919,143,0.16279,107,-0.3260
ENSG00000117713,ARID1A,80,0.15578,98,0.49426,74,0.01358,76,0.05462,81,0.16373,60,-0.3311,45,-0.7994
ENSG00000204160,ZDHHC18,36,0.01688,66,1.07527,40,0.16875,36,-0.0229,26,-0.5421,32,-0.2050,17,-1.1903
ENSG00000090273,NUDC,189,0.30148,203,0.43220,157,-0.0114,134,-0.2690,92,-0.8682,202,0.41766,129,-0.3328
ENSG00000253368,TRNP1,23,-0.8497,59,0.72087,48,0.34268,29,-0.4966,40,0.03674,60,0.72325,16,-1.4381
ENSG00000090020,SLC9A1,42,0.45445,65,1.24029,11,-1.6924,36,0.18012,23,-0.5761,26,-0.3715,25,-0.4457
ENSG00000142784,WDTC1,12,-2.2125,41,-0.3376,24,-1.1455,45,-0.1886,81,0.83973,63,0.38734,86,0.94086
ENSG00000186501,TMEM222,71,-0.6703,145,0.51338,126,0.26441,109,0.02065,92,-0.2590,105,-0.0403,105,-0.0352
ENSG00000158195,WASF2,117,1.31229,26,-1.2571,58,0.01763,100,0.98864,55,-0.0540,27,-1.1979,17,-1.8862
ENSG00000126705,AHDC1,30,-1.0915,110,1.10557,28,-1.1682,68,0.24991,71,0.32049,33,-0.9347,73,0.36361
ENSG00000126709,IFI6,173,0.56962,119,-0.0785,65,-1.0372,124,-0.0117,138,0.17656,119,-0.0814,134,0.12513
ENSG00000117758,STX12,132,0.54258,90,-0.1202,70,-0.5272,118,0.34081,107,0.18276,92,-0.0748,66,-0.6163
ENSG00000117751,PPP1R8,77,1.23783,44,0.22932,27,-0.5748,36,-0.1214,18,-1.2098,47,0.33912,21,-0.9470
ENSG00000117748,RPA2,38,-0.2103,59,0.53830,58,0.51517,38,-0.2009,41,-0.1051,36,-0.3015,32,-0.4773
ENSG00000126698,DNAJC8,145,0.01586,160,0.18776,106,-0.5010,131,-0.1475,185,0.44012,123,-0.2548,154,0.11748
ENSG00000130770,ATP5IF1,186,-0.5665,306,0.25369,330,0.38508,185,-0.5785,309,0.26958,354,0.50819,175,-0.6669
ENSG00000198492,YTHDF2,12,-2.4245,103,0.96003,68,0.22071,59,-0.0183,80,0.50012,40,-0.6675,57,-0.0899
ENSG00000116350,SRSF4,49,-0.0300,52,0.09113,26,-1.0203,67,0.53142,80,0.84434,39,-0.3850,33,-0.6610
ENSG00000116353,MECR,28,-0.2817,35,0.08029,42,0.37833,33,-0.0038,36,0.10739,24,-0.5095,36,0.10502
ENSG00000162512,SDC3,162,-0.8951,289,0.04751,315,0.19442,332,0.28339,265,-0.1006,353,0.39177,252,-0.1824
ENSG00000134644,PUM1,59,-1.1902,242,1.19713,79,-0.7324,111,-0.1866,110,-0.2098,134,0.11836,137,0.16448
ENSG00000121766,ZCCHC17,63,-1.2926,220,0.78240,105,-0.4800,102,-0.5274,193,0.54693,158,0.19918,145,0.04468
ENSG00000121769,FABP3,34,-1.7076,165,0.86120,50,-1.1192,90,-0.2033,135,0.48912,175,0.96741,61,-0.8253
ENSG00000162517,PEF1,59,-0.6526,129,0.65920,61,-0.6090,93,0.09366,89,0.01717,120,0.53568,66,-0.4704
ENSG00000084636,COL16A1,77,1.03454,46,0.11675,37,-0.2592,74,0.97620,35,-0.3466,17,-1.4744,15,-1.6385
ENSG00000121753,ADGRB2,195,-0.6039,418,0.68401,127,-1.2766,319,0.20693,254,-0.1773,330,0.26177,335,0.28989
ENSG00000184007,PTP4A2,165,-0.2047,170,-0.1493,141,-0.4614,131,-0.5744,197,0.09455,237,0.41590,263,0.59759
ENSG00000121774,KHDRBS1,112,0.12477,135,0.44012,113,0.13768,109,0.07222,93,-0.1927,88,-0.2859,80,-0.4279
ENSG00000025800,KPNA6,29,-0.7229,66,0.65912,38,-0.3000,47,0.08343,42,-0.1212,50,0.17381,44,-0.0401
ENSG00000160050,CCDC28B,19,-0.8307,22,-0.6265,55,0.95383,48,0.68835,30,-0.0911,26,-0.3560,25,-0.4222
ENSG00000084623,EIF3I,158,0.45619,141,0.26064,105,-0.2307,109,-0.1762,146,0.31713,92,-0.4481,96,-0.3768
ENSG00000175130,MARCKSL1,400,-0.0935,232,-0.9699,651,0.75586,482,0.22195,454,0.11964,410,-0.0510,332,-0.3990
ENSG00000160058,BSDC1,64,-0.4563,99,0.27039,68,-0.3505,90,0.09676,109,0.42911,90,0.10276,72,-0.2575
ENSG00000176261,ZBTB8OS,32,-0.5157,47,0.07982,50,0.19191,45,0.02812,36,-0.3302,46,0.05785,55,0.35544
ENSG00000162521,RBBP4,83,-0.0812,100,0.23291,79,-0.1590,120,0.56329,81,-0.1214,69,-0.3697,76,-0.2156
ENSG00000162522,KIAA1522,55,0.15381,45,-0.1605,39,-0.4031,41,-0.3165,81,0.84154,50,0.02065,38,-0.4422
ENSG00000134684,YARS,63,-0.1526,113,0.85976,60,-0.2503,78,0.19058,42,-0.8076,63,-0.1497,67,-0.0685
ENSG00000121905,HPCA,93,-1.4021,476,1.37406,117,-1.0544,157,-0.5872,226,0.00803,316,0.59097,190,-0.2805
ENSG00000121900,TMEM54,63,-0.0728,43,-0.7080,78,0.27815,55,-0.3108,46,-0.5834,69,0.07877,109,0.87653
ENSG00000004455,AK2,75,1.06113,27,-0.7201,63,0.72853,46,0.18680,33,-0.3713,19,-1.2274,27,-0.6897
ENSG00000134686,PHC2,60,0.12948,78,0.59627,40,-0.5451,67,0.32405,59,0.10102,30,-0.9661,54,-0.0441
ENSG00000163866,SMIM12,35,-0.0513,51,0.61877,39,0.14947,40,0.19244,26,-0.4966,27,-0.4617,32,-0.1823
ENSG00000116544,DLGAP3,128,-0.1569,143,0.02493,76,-0.9882,116,-0.3197,150,0.10776,209,0.69079,163,0.24995
ENSG00000116560,SFPQ,153,0.10696,173,0.32452,129,-0.1809,192,0.50123,83,-0.8818,145,0.02058,129,-0.1761
ENSG00000146463,ZMYM4,46,0.27125,51,0.42102,47,0.29224,17,-1.3371,54,0.53359,21,-1.0236,41,0.06648
ENSG00000142687,KIAA0319L,50,-0.3812,79,0.39473,51,-0.3208,64,0.04958,52,-0.3046,81,0.44888,60,-0.0611
ENSG00000020129,NCDN,281,-0.6039,935,1.55322,223,-0.9667,300,-0.4959,257,-0.7466,556,0.54246,292,-0.5411
ENSG00000126067,PSMB2,115,0.19035,137,0.49677,112,0.14606,55,-0.9924,141,0.54498,95,-0.1283,64,-0.7723
ENSG00000142686,C1orf216,24,-1.6949,183,1.78921,30,-1.3449,65,-0.1441,46,-0.6982,91,0.41728,58,-0.3209
ENSG00000092847,AGO1,29,-0.4214,31,-0.3291,36,-0.0897,30,-0.3823,38,0.00464,71,1.12110,30,-0.3718
ENSG00000054116,TRAPPC3,76,0.34081,87,0.57098,89,0.61294,49,-0.4059,61,-0.0237,57,-0.1348,17,-2.0095
ENSG00000116871,MAP7D1,166,-0.0048,252,0.71910,145,-0.2373,128,-0.4319,167,0.00450,185,0.17200,125,-0.4745
ENSG00000054118,THRAP3,74,0.35341,67,0.17173,38,-0.7567,58,-0.0576,81,0.50032,51,-0.2717,53,-0.2028
ENSG00000181817,LSM10,50,-0.2481,35,-0.7985,44,-0.4503,48,-0.2974,89,0.76205,86,0.70208,52,-0.1872
ENSG00000116898,MRPS15,61,0.07610,83,0.59370,68,0.24162,49,-0.2954,44,-0.4807,61,0.06295,45,-0.4249
ENSG00000163875,MEAF6,62,-0.3311,140,1.10370,50,-0.6674,67,-0.1932,67,-0.2005,73,-0.0604,70,-0.1243
ENSG00000183317,EPHA10,4,-2.7078,54,1.31469,15,-0.8784,20,-0.4803,47,1.01831,24,-0.1284,20,-0.4682
ENSG00000185090,MANEAL,4,-3.0788,44,0.53428,15,-1.1520,29,-0.1544,41,0.40465,54,0.90918,38,0.26731
ENSG00000197982,C1orf122,215,-0.7296,195,-0.8829,310,-0.1382,392,0.26065,408,0.32754,385,0.22763,452,0.50773
ENSG00000183431,SF3A3,26,-0.4246,52,0.76697,28,-0.2724,37,0.15412,23,-0.6002,51,0.74479,17,-1.0703
ENSG00000116954,RRAGC,49,0.07316,44,-0.0970,41,-0.2015,47,0.00666,50,0.11038,56,0.32056,40,-0.2727
ENSG00000174574,AKIRIN1,43,-0.8160,114,0.82421,85,0.28879,68,-0.0943,55,-0.4371,75,0.07088,61,-0.2505
ENSG00000168653,NDUFS5,448,-0.2582,445,-0.2675,387,-0.4943,661,0.40387,494,-0.0965,615,0.27762,610,0.26314
ENSG00000127603,MACF1,158,-0.1080,124,-0.5079,192,0.21982,219,0.44926,193,0.22906,161,-0.0778,134,-0.3812
ENSG00000090621,PABPC4,128,0.79061,75,-0.1423,58,-0.5586,58,-0.5465,80,-0.0320,94,0.24078,78,-0.0793
ENSG00000116983,HPCAL4,284,-0.5682,486,0.32474,251,-0.7679,253,-0.7507,479,0.29747,845,1.36317,216,-1.0006
ENSG00000084072,PPIE,110,1.59321,28,-0.7921,27,-0.8666,36,-0.4408,61,0.45181,42,-0.1679,22,-1.1541
ENSG00000131236,CAP1,172,0.37745,187,0.52824,134,-0.0527,185,0.50344,73,-1.0170,110,-0.3720,105,-0.4534
ENSG00000131238,PPT1,69,-1.0085,162,0.39371,148,0.24201,170,0.48259,134,0.06823,90,-0.5852,127,-0.0148
ENSG00000084073,ZMPSTE24,4,-3.4753,47,0.15468,81,1.13577,36,-0.2871,41,-0.0660,47,0.13685,45,0.06311
ENSG00000084070,SMAP2,43,-1.0697,171,1.29411,34,-1.4171,83,-0.0257,127,0.72320,72,-0.2566,58,-0.6062
ENSG00000117016,RIMS3,54,-0.0509,89,0.82698,50,-0.1938,16,-1.9065,47,-0.2913,57,0.02618,78,0.57149
ENSG00000066136,NFYC,31,-0.3209,55,0.67240,35,-0.0990,58,0.76053,18,-1.1625,25,-0.6555,40,0.11158
ENSG00000198815,FOXJ3,37,-0.2187,90,1.39537,33,-0.3848,46,0.14729,26,-0.7394,29,-0.5703,32,-0.4427
ENSG00000177181,RIMKLA,13,-1.1882,40,0.68278,6,-2.2505,15,-0.9499,33,0.32530,42,0.75871,41,0.71488
ENSG00000127125,PPCS,1,-5.6502,33,-0.5982,53,0.15434,42,-0.2341,99,1.29319,54,0.18754,57,0.27082
ENSG00000065978,YBX1,436,1.73660,81,-1.2310,144,-0.3145,134,-0.4275,158,-0.1667,114,-0.6888,153,-0.2197
ENSG00000177868,SVBP,32,-0.6888,43,-0.1982,52,0.11276,39,-0.3671,59,0.31898,48,-0.0237,68,0.57902
ENSG00000117394,SLC2A1,821,2.92450,61,-1.9295,144,-0.6165,154,-0.5067,91,-1.3349,75,-1.6240,122,-0.8767
ENSG00000117395,EBNA1BP2,26,-0.7710,56,0.50235,25,-0.8216,58,0.57285,45,0.11518,27,-0.6701,55,0.46921
ENSG00000178922,HYI,18,-0.9063,15,-1.1686,70,1.44527,43,0.52882,16,-1.0389,16,-1.0777,43,0.54022
ENSG00000142949,PTPRF,106,-1.0043,272,0.55720,169,-0.2538,187,-0.0869,221,0.19562,222,0.20349,203,0.04585
