metric,name,value,form,cell_type
Min.,Rin,1.1427528291894095e-11,apoe,Vasc
Min.,pseudo_expr_chrM_ratio,4.787069530898043e-9,apoe,Vasc
Min.,ncells,7.11995368749284e-10,apoe,Vasc
Min.,Residuals,7.82337217135282e-4,apoe,Vasc
1st Qu.,APOE,0,apoe,Vasc
1st Qu.,exp_round,0,apoe,Vasc
1st Qu.,seq_round,0,apoe,Vasc
1st Qu.,Sex,0,apoe,Vasc
1st Qu.,Anc_Afr,0.004303436885121884,apoe,Vasc
1st Qu.,Age,0.002948262526527499,apoe,Vasc
1st Qu.,Rin,0.0042048573676894165,apoe,Vasc
1st Qu.,pseudo_expr_chrM_ratio,0.005489152156749099,apoe,Vasc
1st Qu.,ncells,0.00699560518402624,apoe,Vasc
1st Qu.,Residuals,0.5532225160163532,apoe,Vasc
Median,APOE,0,apoe,Vasc
Median,exp_round,1.5990721093392614e-16,apoe,Vasc
Median,seq_round,0,apoe,Vasc
Median,Sex,0,apoe,Vasc
Median,Anc_Afr,0.018362094272379146,apoe,Vasc
Median,Age,0.012960301087449964,apoe,Vasc
Median,Rin,0.019244945057695948,apoe,Vasc
Median,pseudo_expr_chrM_ratio,0.023577385226316278,apoe,Vasc
Median,ncells,0.03002685546657971,apoe,Vasc
Median,Residuals,0.7035100997046533,apoe,Vasc
Mean,APOE,0.031269636264353626,apoe,Vasc
Mean,exp_round,0.048076155705828155,apoe,Vasc
Mean,seq_round,0.011742068801567264,apoe,Vasc
Mean,Sex,0.010901885776962826,apoe,Vasc
Mean,Anc_Afr,0.03330851108502209,apoe,Vasc
Mean,Age,0.032347255254625326,apoe,Vasc
Mean,Rin,0.039009951077848756,apoe,Vasc
Mean,pseudo_expr_chrM_ratio,0.05023500275294765,apoe,Vasc
Mean,ncells,0.06678195119971682,apoe,Vasc
Mean,Residuals,0.6763275820811275,apoe,Vasc
3rd Qu.,APOE,0.02985317710446548,apoe,Vasc
3rd Qu.,exp_round,0.057803229177110726,apoe,Vasc
3rd Qu.,seq_round,2.126561992813832e-13,apoe,Vasc
3rd Qu.,Sex,0,apoe,Vasc
3rd Qu.,Anc_Afr,0.048092846512524406,apoe,Vasc
3rd Qu.,Age,0.041528155155147156,apoe,Vasc
3rd Qu.,Rin,0.052577999266279034,apoe,Vasc
3rd Qu.,pseudo_expr_chrM_ratio,0.06291148565542508,apoe,Vasc
3rd Qu.,ncells,0.08754684707655025,apoe,Vasc
3rd Qu.,Residuals,0.8235494953764857,apoe,Vasc
Max.,APOE,0.5658212602293733,apoe,Vasc
Max.,exp_round,0.99346444300625,apoe,Vasc
Max.,seq_round,0.5354499162236759,apoe,Vasc
Max.,Sex,0.8574058898539682,apoe,Vasc
Max.,Anc_Afr,0.46832891114201175,apoe,Vasc
Max.,Age,0.4801308677072354,apoe,Vasc
Max.,Rin,0.5493445422447806,apoe,Vasc
Max.,pseudo_expr_chrM_ratio,0.7152090082110898,apoe,Vasc
Max.,ncells,0.6775884163571205,apoe,Vasc
Max.,Residuals,0.9967603004377138,apoe,Vasc
Min.,APOE_E4E4,0,e4e4,Vasc
Min.,exp_round,0,e4e4,Vasc
Min.,seq_round,0,e4e4,Vasc
Min.,Sex,0,e4e4,Vasc
Min.,Anc_Afr,2.8485390880334335e-12,e4e4,Vasc
Min.,Age,2.183577808204343e-11,e4e4,Vasc
Min.,Rin,1.7671202861001924e-10,e4e4,Vasc
Min.,pseudo_expr_chrM_ratio,2.7411811229151498e-9,e4e4,Vasc
Min.,ncells,2.7803559709121414e-11,e4e4,Vasc
Min.,Residuals,8.761736790393935e-4,e4e4,Vasc
1st Qu.,APOE_E4E4,0,e4e4,Vasc
1st Qu.,exp_round,0,e4e4,Vasc
1st Qu.,seq_round,0,e4e4,Vasc
1st Qu.,Sex,0,e4e4,Vasc
1st Qu.,Anc_Afr,0.004239525148050833,e4e4,Vasc
1st Qu.,Age,0.002938991900161831,e4e4,Vasc
1st Qu.,Rin,0.003908298540410595,e4e4,Vasc
1st Qu.,pseudo_expr_chrM_ratio,0.00529658550262358,e4e4,Vasc
1st Qu.,ncells,0.006785149577901702,e4e4,Vasc
1st Qu.,Residuals,0.6012559254132125,e4e4,Vasc
Median,APOE_E4E4,0,e4e4,Vasc
Median,exp_round,0,e4e4,Vasc
Median,seq_round,0,e4e4,Vasc
Median,Sex,0,e4e4,Vasc
Median,Anc_Afr,0.017980416398645487,e4e4,Vasc
Median,Age,0.012398823870514171,e4e4,Vasc
Median,Rin,0.018954672303662157,e4e4,Vasc
Median,pseudo_expr_chrM_ratio,0.023633890622322906,e4e4,Vasc
Median,ncells,0.02983166719247564,e4e4,Vasc
Median,Residuals,0.725698822030855,e4e4,Vasc
Mean,APOE_E4E4,0.014047816798819815,e4e4,Vasc
Mean,exp_round,0.0445199849101272,e4e4,Vasc
Mean,seq_round,0.011455033033538285,e4e4,Vasc
Mean,Sex,0.01104160989601288,e4e4,Vasc
Mean,Anc_Afr,0.03361876721969434,e4e4,Vasc
Mean,Age,0.031199975854582826,e4e4,Vasc
Mean,Rin,0.037982947651220796,e4e4,Vasc
Mean,pseudo_expr_chrM_ratio,0.0502136232676312,e4e4,Vasc
Mean,ncells,0.06602057217796588,e4e4,Vasc
Mean,Residuals,0.6998996691904068,e4e4,Vasc
3rd Qu.,APOE_E4E4,0,e4e4,Vasc
3rd Qu.,exp_round,0.04445166839849753,e4e4,Vasc
3rd Qu.,seq_round,3.144932682389588e-18,e4e4,Vasc
3rd Qu.,Sex,2.467864431099943e-15,e4e4,Vasc
3rd Qu.,Anc_Afr,0.05200116611548546,e4e4,Vasc
3rd Qu.,Age,0.03957609945097168,e4e4,Vasc
3rd Qu.,Rin,0.05156790794421508,e4e4,Vasc
3rd Qu.,pseudo_expr_chrM_ratio,0.06287506452175654,e4e4,Vasc
3rd Qu.,ncells,0.08528444619893763,e4e4,Vasc
3rd Qu.,Residuals,0.8343298204311707,e4e4,Vasc
Max.,APOE_E4E4,0.6308782774490864,e4e4,Vasc
Max.,exp_round,0.993744407032863,e4e4,Vasc
Max.,seq_round,0.5354184630880561,e4e4,Vasc
Max.,Sex,0.8391857006735929,e4e4,Vasc
Max.,Anc_Afr,0.4683289111420078,e4e4,Vasc
Max.,Age,0.4813612289398225,e4e4,Vasc
Max.,Rin,0.5497374379509972,e4e4,Vasc
Max.,pseudo_expr_chrM_ratio,0.7152837491557119,e4e4,Vasc
Max.,ncells,0.6946925750691217,e4e4,Vasc
Max.,Residuals,0.9969882880073055,e4e4,Vasc
Min.,APOE_carrier,0,carrier_i,Vasc
Min.,APOE_carrier.Anc_Afr,0,carrier_i,Vasc
Min.,exp_round,0,carrier_i,Vasc
Min.,seq_round,0,carrier_i,Vasc
Min.,Sex,0,carrier_i,Vasc
Min.,Anc_Afr,2.8485390880334335e-12,carrier_i,Vasc
Min.,Age,1.8891073206908846e-10,carrier_i,Vasc
Min.,Rin,1.0559441612604782e-9,carrier_i,Vasc
Min.,pseudo_expr_chrM_ratio,6.023683979097684e-10,carrier_i,Vasc
Min.,ncells,4.9849434505451205e-11,carrier_i,Vasc
Min.,Residuals,0.07948436425461804,carrier_i,Vasc
1st Qu.,APOE_carrier,0,carrier_i,Vasc
1st Qu.,APOE_carrier.Anc_Afr,5.003013179675685e-21,carrier_i,Vasc
1st Qu.,exp_round,0,carrier_i,Vasc
1st Qu.,seq_round,0,carrier_i,Vasc
1st Qu.,Sex,0,carrier_i,Vasc
1st Qu.,Anc_Afr,0.003981492092340887,carrier_i,Vasc
1st Qu.,Age,0.002829760888410607,carrier_i,Vasc
1st Qu.,Rin,0.004524405929763331,carrier_i,Vasc
1st Qu.,pseudo_expr_chrM_ratio,0.005058406567457837,carrier_i,Vasc
1st Qu.,ncells,0.006953998325188106,carrier_i,Vasc
1st Qu.,Residuals,0.6308296700390883,carrier_i,Vasc
Median,APOE_carrier,0,carrier_i,Vasc
Median,APOE_carrier.Anc_Afr,9.816771161324901e-11,carrier_i,Vasc
Median,exp_round,3.5751401642078066e-9,carrier_i,Vasc
Median,seq_round,0,carrier_i,Vasc
Median,Sex,5.0798850729277386e-11,carrier_i,Vasc
Median,Anc_Afr,0.018362094272379146,carrier_i,Vasc
Median,Age,0.012121371819595059,carrier_i,Vasc
Median,Rin,0.018975498592477255,carrier_i,Vasc
Median,pseudo_expr_chrM_ratio,0.022316596263658835,carrier_i,Vasc
Median,ncells,0.029779917778866294,carrier_i,Vasc
Median,Residuals,0.7472358426905864,carrier_i,Vasc
Mean,APOE_carrier,0.009614121286858313,carrier_i,Vasc
Mean,APOE_carrier.Anc_Afr,0.022678392007966595,carrier_i,Vasc
Mean,exp_round,0.015286736285553422,carrier_i,Vasc
Mean,seq_round,0.011816759491727304,carrier_i,Vasc
Mean,Sex,0.002513277079332126,carrier_i,Vasc
Mean,Anc_Afr,0.03283366782100854,carrier_i,Vasc
Mean,Age,0.03026091868312195,carrier_i,Vasc
Mean,Rin,0.037296942320863585,carrier_i,Vasc
Mean,pseudo_expr_chrM_ratio,0.04935501032178942,carrier_i,Vasc
Mean,ncells,0.06660837467775972,carrier_i,Vasc
Mean,Residuals,0.721735800024019,carrier_i,Vasc
3rd Qu.,APOE_carrier,0,carrier_i,Vasc
3rd Qu.,APOE_carrier.Anc_Afr,1.6706401119242485e-5,carrier_i,Vasc
3rd Qu.,exp_round,9.526744938300073e-9,carrier_i,Vasc
3rd Qu.,seq_round,0,carrier_i,Vasc
3rd Qu.,Sex,7.239390155822287e-9,carrier_i,Vasc
3rd Qu.,Anc_Afr,0.04904092941671435,carrier_i,Vasc
3rd Qu.,Age,0.038640977961281776,carrier_i,Vasc
3rd Qu.,Rin,0.05124309961876871,carrier_i,Vasc
3rd Qu.,pseudo_expr_chrM_ratio,0.0619908089282517,carrier_i,Vasc
3rd Qu.,ncells,0.08699821082212285,carrier_i,Vasc
3rd Qu.,Residuals,0.8429384793368908,carrier_i,Vasc
Max.,APOE_carrier,0.5259165260855655,carrier_i,Vasc
Max.,APOE_carrier.Anc_Afr,0.70108067816122,carrier_i,Vasc
Max.,exp_round,0.8543156489387869,carrier_i,Vasc
Max.,seq_round,0.4394898915066565,carrier_i,Vasc
Max.,Sex,0.8132134944294133,carrier_i,Vasc
Max.,Anc_Afr,0.4713446850053819,carrier_i,Vasc
Max.,Age,0.4716006835305502,carrier_i,Vasc
Max.,Rin,0.5497374379509972,carrier_i,Vasc
Max.,pseudo_expr_chrM_ratio,0.7145765211721097,carrier_i,Vasc
Max.,ncells,0.6946925750691217,carrier_i,Vasc
Max.,Residuals,0.9960378976642535,carrier_i,Vasc
Min.,APOE,0,apoe_i,Vasc
Min.,APOE.Anc_Afr,0,apoe_i,Vasc
Min.,exp_round,0,apoe_i,Vasc
Min.,seq_round,0,apoe_i,Vasc
Min.,Sex,0,apoe_i,Vasc
Min.,Anc_Afr,7.00932601340251e-29,apoe_i,Vasc
Min.,Age,3.0901246915566457e-28,apoe_i,Vasc
Min.,Rin,8.41874418651631e-29,apoe_i,Vasc
Min.,pseudo_expr_chrM_ratio,2.780488104377143e-28,apoe_i,Vasc
Min.,ncells,1.0781249256962459e-28,apoe_i,Vasc
Min.,Residuals,3.5745568768551576e-14,apoe_i,Vasc
1st Qu.,APOE,0,apoe_i,Vasc
1st Qu.,APOE.Anc_Afr,4.1254061008798563e-11,apoe_i,Vasc
1st Qu.,exp_round,0,apoe_i,Vasc
1st Qu.,seq_round,0,apoe_i,Vasc
1st Qu.,Sex,0,apoe_i,Vasc
1st Qu.,Anc_Afr,0.003600301322641276,apoe_i,Vasc
1st Qu.,Age,0.0024349366741759247,apoe_i,Vasc
1st Qu.,Rin,0.003328809655321218,apoe_i,Vasc
1st Qu.,pseudo_expr_chrM_ratio,0.004040778878200892,apoe_i,Vasc
1st Qu.,ncells,0.005475947587562204,apoe_i,Vasc
1st Qu.,Residuals,0.3733755410054548,apoe_i,Vasc
Median,APOE,6.853004145512444e-4,apoe_i,Vasc
Median,APOE.Anc_Afr,0.025894142289913876,apoe_i,Vasc
Median,exp_round,1.2100576476044918e-10,apoe_i,Vasc
Median,seq_round,0,apoe_i,Vasc
Median,Sex,0,apoe_i,Vasc
Median,Anc_Afr,0.01540414482128442,apoe_i,Vasc
Median,Age,0.011684413677057451,apoe_i,Vasc
Median,Rin,0.016518270637571,apoe_i,Vasc
Median,pseudo_expr_chrM_ratio,0.019519488239205334,apoe_i,Vasc
Median,ncells,0.02712972735421703,apoe_i,Vasc
Median,Residuals,0.5600202288080568,apoe_i,Vasc
Mean,APOE,0.0583913232081737,apoe_i,Vasc
Mean,APOE.Anc_Afr,0.12226704326568165,apoe_i,Vasc
Mean,exp_round,0.046399198200291356,apoe_i,Vasc
Mean,seq_round,0.011634958518232952,apoe_i,Vasc
Mean,Sex,0.010955361344736687,apoe_i,Vasc
Mean,Anc_Afr,0.029204281974736866,apoe_i,Vasc
Mean,Age,0.02937069689932559,apoe_i,Vasc
Mean,Rin,0.0340497638780429,apoe_i,Vasc
Mean,pseudo_expr_chrM_ratio,0.04465286624070528,apoe_i,Vasc
Mean,ncells,0.060628635082328027,apoe_i,Vasc
Mean,Residuals,0.552445871387745,apoe_i,Vasc
3rd Qu.,APOE,0.10188611632339083,apoe_i,Vasc
3rd Qu.,APOE.Anc_Afr,0.21204562784331457,apoe_i,Vasc
3rd Qu.,exp_round,0.053750048671254186,apoe_i,Vasc
3rd Qu.,seq_round,0,apoe_i,Vasc
3rd Qu.,Sex,0,apoe_i,Vasc
3rd Qu.,Anc_Afr,0.04125111624280355,apoe_i,Vasc
3rd Qu.,Age,0.03737151916406047,apoe_i,Vasc
3rd Qu.,Rin,0.0468951594798695,apoe_i,Vasc
3rd Qu.,pseudo_expr_chrM_ratio,0.05457066145963224,apoe_i,Vasc
3rd Qu.,ncells,0.08173788629867268,apoe_i,Vasc
3rd Qu.,Residuals,0.7443114030070763,apoe_i,Vasc
Max.,APOE,0.6266983092243422,apoe_i,Vasc
Max.,APOE.Anc_Afr,0.9459766311659522,apoe_i,Vasc
Max.,exp_round,0.9935525046888712,apoe_i,Vasc
Max.,seq_round,0.5304439971006074,apoe_i,Vasc
Max.,Sex,0.8495299737876498,apoe_i,Vasc
Max.,Anc_Afr,0.4683289093403591,apoe_i,Vasc
Max.,Age,0.4801297642144215,apoe_i,Vasc
Max.,Rin,0.5443015398040105,apoe_i,Vasc
Max.,pseudo_expr_chrM_ratio,0.7171895168823996,apoe_i,Vasc
Max.,ncells,0.6336844874370049,apoe_i,Vasc
Max.,Residuals,0.9949959985429409,apoe_i,Vasc
Min.,APOE_E4E4,0,e4e4_i,Vasc
Min.,APOE_E4E4.Anc_Afr,0,e4e4_i,Vasc
Min.,exp_round,0,e4e4_i,Vasc
Min.,seq_round,0,e4e4_i,Vasc
Min.,Sex,0,e4e4_i,Vasc
Min.,Anc_Afr,9.437048050824732e-29,e4e4_i,Vasc
Min.,Age,6.349930501503468e-29,e4e4_i,Vasc
Min.,Rin,3.0372556449336696e-29,e4e4_i,Vasc
Min.,pseudo_expr_chrM_ratio,5.0456436526533085e-31,e4e4_i,Vasc
Min.,ncells,2.0201829200654586e-29,e4e4_i,Vasc
Min.,Residuals,6.8444513635313e-15,e4e4_i,Vasc
1st Qu.,APOE_E4E4,0,e4e4_i,Vasc
1st Qu.,APOE_E4E4.Anc_Afr,6.364824791908797e-13,e4e4_i,Vasc
1st Qu.,exp_round,0,e4e4_i,Vasc
1st Qu.,seq_round,0,e4e4_i,Vasc
1st Qu.,Sex,0,e4e4_i,Vasc
1st Qu.,Anc_Afr,0.004293826448040592,e4e4_i,Vasc
1st Qu.,Age,0.0026115698759681793,e4e4_i,Vasc
1st Qu.,Rin,0.003579366802572448,e4e4_i,Vasc
1st Qu.,pseudo_expr_chrM_ratio,0.004620687065726841,e4e4_i,Vasc
1st Qu.,ncells,0.005898127619075517,e4e4_i,Vasc
1st Qu.,Residuals,0.5234004762699539,e4e4_i,Vasc
Median,APOE_E4E4,0,e4e4_i,Vasc
Median,APOE_E4E4.Anc_Afr,1.0536423439884772e-11,e4e4_i,Vasc
Median,exp_round,0,e4e4_i,Vasc
Median,seq_round,0,e4e4_i,Vasc
Median,Sex,0,e4e4_i,Vasc
Median,Anc_Afr,0.01939773960367116,e4e4_i,Vasc
Median,Age,0.01184010900844382,e4e4_i,Vasc
Median,Rin,0.017723620253802953,e4e4_i,Vasc
Median,pseudo_expr_chrM_ratio,0.021674925060233236,e4e4_i,Vasc
Median,ncells,0.027888605207696954,e4e4_i,Vasc
Median,Residuals,0.690447982305173,e4e4_i,Vasc
Mean,APOE_E4E4,0.024990933924982108,e4e4_i,Vasc
Mean,APOE_E4E4.Anc_Afr,0.04620620507850722,e4e4_i,Vasc
Mean,exp_round,0.04241893789386017,e4e4_i,Vasc
Mean,seq_round,0.010953028171807452,e4e4_i,Vasc
Mean,Sex,0.010610453011960652,e4e4_i,Vasc
Mean,Anc_Afr,0.0346667456888338,e4e4_i,Vasc
Mean,Age,0.029692492063473186,e4e4_i,Vasc
Mean,Rin,0.03651280563420119,e4e4_i,Vasc
Mean,pseudo_expr_chrM_ratio,0.04812374646145675,e4e4_i,Vasc
Mean,ncells,0.06339242200378044,e4e4_i,Vasc
Mean,Residuals,0.652432230067137,e4e4_i,Vasc
3rd Qu.,APOE_E4E4,4.28706873373293e-8,e4e4_i,Vasc
3rd Qu.,APOE_E4E4.Anc_Afr,3.5873967473520256e-4,e4e4_i,Vasc
3rd Qu.,exp_round,0.03918418221771884,e4e4_i,Vasc
3rd Qu.,seq_round,0,e4e4_i,Vasc
3rd Qu.,Sex,0,e4e4_i,Vasc
3rd Qu.,Anc_Afr,0.053612907244199835,e4e4_i,Vasc
3rd Qu.,Age,0.037306341728096166,e4e4_i,Vasc
3rd Qu.,Rin,0.048966534443471675,e4e4_i,Vasc
3rd Qu.,pseudo_expr_chrM_ratio,0.05960878616541437,e4e4_i,Vasc
3rd Qu.,ncells,0.08026727105327128,e4e4_i,Vasc
3rd Qu.,Residuals,0.8186544657206163,e4e4_i,Vasc
Max.,APOE_E4E4,0.6541388431995899,e4e4_i,Vasc
Max.,APOE_E4E4.Anc_Afr,0.7389025382732095,e4e4_i,Vasc
Max.,exp_round,0.9937250080889211,e4e4_i,Vasc
Max.,seq_round,0.53548438193814,e4e4_i,Vasc
Max.,Sex,0.8414372154654975,e4e4_i,Vasc
Max.,Anc_Afr,0.4683289111418545,e4e4_i,Vasc
Max.,Age,0.4817920623170416,e4e4_i,Vasc
Max.,Rin,0.5497374379478149,e4e4_i,Vasc
Max.,pseudo_expr_chrM_ratio,0.7153956666398784,e4e4_i,Vasc
Max.,ncells,0.6946925750687248,e4e4_i,Vasc
Max.,Residuals,0.9969882880064654,e4e4_i,Vasc
