metric,name,value,form,cell_type
3rd Qu.,Residuals,0.7517329587128634,apoe_i,Astro
Max.,APOE,0.5773710301478505,apoe_i,Astro
Max.,APOE.Anc_Afr,0.8623831149678611,apoe_i,Astro
Max.,exp_round,0.77176807834555206,apoe_i,Astro
Max.,seq_round,0.5730257839062235,apoe_i,Astro
Max.,Sex,0.8970039832627182,apoe_i,Astro
Max.,Anc_Afr,0.41015509665720723,apoe_i,Astro
Max.,Age,0.39073040899994077,apoe_i,Astro
Max.,Rin,0.4382188778509386,apoe_i,Astro
Max.,pseudo_expr_chrM_ratio,0.7336482413498966,apoe_i,Astro
Max.,ncells,0.6580364963393721,apoe_i,Astro
Max.,Residuals,0.9985119918378751,apoe_i,Astro
Min.,APOE_E4E4,0,e4e4_i,Astro
Min.,APOE_E4E4.Anc_Afr,0,e4e4_i,Astro
Min.,exp_round,0,e4e4_i,Astro
Min.,seq_round,0,e4e4_i,Astro
Min.,Sex,0,e4e4_i,Astro
Min.,Anc_Afr,4.4810879385046444e-30,e4e4_i,Astro
Min.,Age,5.27154097078491e-30,e4e4_i,Astro
Min.,Rin,3.162493210312141e-30,e4e4_i,Astro
Min.,pseudo_expr_chrM_ratio,7.559288995330472e-30,e4e4_i,Astro
Min.,ncells,7.06256652835239e-29,e4e4_i,Astro
Min.,Residuals,5.825173718598635e-15,e4e4_i,Astro
1st Qu.,APOE_E4E4,0,e4e4_i,Astro
1st Qu.,APOE_E4E4.Anc_Afr,1.5557454592800554e-17,e4e4_i,Astro
1st Qu.,exp_round,0,e4e4_i,Astro
1st Qu.,seq_round,0,e4e4_i,Astro
1st Qu.,Sex,0,e4e4_i,Astro
1st Qu.,Anc_Afr,0.0029103158075685226,e4e4_i,Astro
1st Qu.,Age,0.002720822284490258,e4e4_i,Astro
1st Qu.,Rin,0.003257749716789761,e4e4_i,Astro
1st Qu.,pseudo_expr_chrM_ratio,0.005751678222051564,e4e4_i,Astro
1st Qu.,ncells,0.01041524279208526,e4e4_i,Astro
1st Qu.,Residuals,0.5269961586654195,e4e4_i,Astro
Median,APOE_E4E4,0,e4e4_i,Astro
Median,APOE_E4E4.Anc_Afr,9.456944909203124e-12,e4e4_i,Astro
Median,exp_round,0,e4e4_i,Astro
Median,seq_round,0,e4e4_i,Astro
Median,Sex,0,e4e4_i,Astro
Median,Anc_Afr,0.013409168260078186,e4e4_i,Astro
Median,Age,0.012154086079535826,e4e4_i,Astro
Median,Rin,0.013974392220944836,e4e4_i,Astro
Median,pseudo_expr_chrM_ratio,0.024091745401108835,e4e4_i,Astro
Median,ncells,0.04389456797163515,e4e4_i,Astro
Median,Residuals,0.703004203957468,e4e4_i,Astro
Mean,APOE_E4E4,0.02049134156872209,e4e4_i,Astro
Mean,APOE_E4E4.Anc_Afr,0.03430367891319333,e4e4_i,Astro
Mean,exp_round,0.04892280533334422,e4e4_i,Astro
Mean,seq_round,0.011756557664431242,e4e4_i,Astro
Mean,Sex,0.01306243343972635,e4e4_i,Astro
Mean,Anc_Afr,0.02886966207293768,e4e4_i,Astro
Mean,Age,0.02644312075107875,e4e4_i,Astro
Mean,Rin,0.028217903401717478,e4e4_i,Astro
Mean,pseudo_expr_chrM_ratio,0.04694564560810969,e4e4_i,Astro
Mean,ncells,0.08138327499013413,e4e4_i,Astro
Mean,Residuals,0.659603576256605,e4e4_i,Astro
3rd Qu.,APOE_E4E4,2.728494613905772e-8,e4e4_i,Astro
3rd Qu.,APOE_E4E4.Anc_Afr,4.3881420360788516e-7,e4e4_i,Astro
3rd Qu.,exp_round,0.050207573860803295,e4e4_i,Astro
3rd Qu.,seq_round,5.88109072280808e-11,e4e4_i,Astro
3rd Qu.,Sex,1.3227509563401848e-12,e4e4_i,Astro
3rd Qu.,Anc_Afr,0.03867833610676709,e4e4_i,Astro
3rd Qu.,Age,0.034585214824901636,e4e4_i,Astro
3rd Qu.,Rin,0.03859894811923229,e4e4_i,Astro
3rd Qu.,pseudo_expr_chrM_ratio,0.065165066083231,e4e4_i,Astro
3rd Qu.,ncells,0.11922990365148634,e4e4_i,Astro
3rd Qu.,Residuals,0.8277571627277078,e4e4_i,Astro
Max.,APOE_E4E4,0.5793380907579487,e4e4_i,Astro
Max.,APOE_E4E4.Anc_Afr,0.7335116635252684,e4e4_i,Astro
Max.,exp_round,0.9074752828660626,e4e4_i,Astro
Max.,seq_round,0.5729952871192001,e4e4_i,Astro
Max.,Sex,0.8878547800524522,e4e4_i,Astro
Max.,Anc_Afr,0.41416373987386756,e4e4_i,Astro
Max.,Age,0.41237983258013905,e4e4_i,Astro
Max.,Rin,0.45639554459908127,e4e4_i,Astro
Max.,pseudo_expr_chrM_ratio,0.7384574263057911,e4e4_i,Astro
Max.,ncells,0.6580364964522658,e4e4_i,Astro
Max.,Residuals,0.9985119918591031,e4e4_i,Astro
