Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000160075,SSU72,134,-0.0398,116,-0.2693,178,0.41487,190,0.52697,102,-0.4579,135,-0.0258,145,0.08659,117,-0.2465,123,-0.1738,154,0.18708,115,-0.2720
ENSG00000228594,FNDC10,24,-0.3140,53,0.97905,23,-0.3532,32,0.12707,19,-0.6643,27,-0.1105,21,-0.4780,44,0.65289,23,-0.3447,36,0.30953,19,-0.6580
ENSG00000272106,AL691432.2,31,0.81069,7,-1.4165,27,0.56173,12,-0.6238,16,-0.2505,16,-0.2519,24,0.40869,13,-0.5882,30,0.76024,8,-1.2476,22,0.23471
ENSG00000197530,MIB2,46,0.29035,17,-1.2541,32,-0.3001,55,0.58275,42,0.14548,23,-0.7795,53,0.51585,31,-0.3169,45,0.24174,34,-0.1763,44,0.22014
ENSG00000189339,SLC35E2B,19,0.06797,24,0.45261,16,-0.1165,7,-1.2756,12,-0.5800,30,0.82381,24,0.50592,10,-0.7946,24,0.46462,10,-0.8051,18,0.04120
ENSG00000215790,SLC35E2A,20,-0.3989,25,-0.0314,31,0.31140,18,-0.5247,19,-0.4807,46,0.92749,36,0.51468,19,-0.4747,29,0.19812,22,-0.2665,19,-0.4886
ENSG00000008130,NADK,30,0.20546,34,0.41395,26,0.00466,17,-0.6484,18,-0.6055,26,-0.0278,26,-0.0262,26,0.02263,27,0.03761,32,0.31103,26,0.01577
ENSG00000078369,GNB1,432,0.07338,305,-0.4711,491,0.27554,438,0.09321,283,-0.5883,496,0.29517,421,0.02935,421,0.03096,329,-0.3557,452,0.14258,474,0.21946
ENSG00000187730,GABRD,113,-0.0061,155,0.49889,152,0.46957,105,-0.1247,29,-2.0463,137,0.29746,149,0.43220,69,-0.7768,82,-0.5125,115,0.01674,144,0.38479
ENSG00000067606,PRKCZ,245,0.29430,167,-0.3107,211,0.05342,256,0.36662,137,-0.6182,173,-0.2622,264,0.41570,176,-0.2347,211,0.05493,186,-0.1428,217,0.09717
ENSG00000162585,FAAP20,35,-0.7099,65,0.25063,42,-0.4375,72,0.41898,93,0.85669,67,0.29846,19,-1.5963,72,0.42391,35,-0.6932,63,0.22059,45,-0.3312
ENSG00000157933,SKI,15,-0.6936,15,-0.6799,15,-0.6645,18,-0.3518,22,-0.0501,23,-0.0189,57,1.51222,17,-0.4625,37,0.77158,11,-1.1105,24,0.04333
ENSG00000157916,RER1,63,-0.0675,53,-0.3326,118,0.95252,78,0.26292,53,-0.3539,79,0.28531,57,-0.2432,62,-0.0933,50,-0.4345,67,0.02824,46,-0.5530
ENSG00000157911,PEX10,29,-0.2187,45,0.49605,27,-0.2826,33,0.01934,42,0.40190,33,0.00190,13,-1.3580,24,-0.4927,20,-0.7523,28,-0.2266,67,1.16233
ENSG00000149527,PLCH2,6,-1.7160,46,1.35651,45,1.31207,14,-0.5403,16,-0.3478,15,-0.4708,24,0.24295,23,0.21913,3,-2.8074,19,-0.0917,12,-0.8302
ENSG00000197921,HES5,8,-0.7071,5,-1.3235,5,-1.3539,6,-1.2646,19,0.53005,11,-0.2457,18,0.41564,11,-0.2953,36,1.63972,17,0.37558,11,-0.2644
ENSG00000157870,PRXL2B,68,0.49238,49,-0.0311,68,0.48354,39,-0.3697,32,-0.6883,34,-0.6132,65,0.41252,20,-1.3756,61,0.32828,61,0.32220,53,0.08650
ENSG00000177133,PRDM16-DT,9,-0.5758,2,-2.5017,4,-1.6886,10,-0.3729,13,-0.0526,8,-0.7714,5,-1.4945,17,0.39709,53,2.43011,10,-0.4253,15,0.22398
ENSG00000158109,TPRG1L,178,0.34877,120,-0.2728,221,0.70803,138,-0.0582,92,-0.6804,177,0.34638,199,0.53198,124,-0.2157,119,-0.2880,98,-0.5840,105,-0.4736
ENSG00000116213,WRAP73,22,0.85465,18,0.48771,18,0.52562,23,0.91871,8,-0.7313,13,0.05000,13,-0.0470,9,-0.5075,4,-1.6095,11,-0.2702,3,-1.8962
ENSG00000130764,LRRC47,90,0.44668,61,-0.1793,89,0.42227,76,0.16830,46,-0.5914,63,-0.1113,87,0.38504,39,-0.8667,71,0.06131,73,0.11499,55,-0.3433
ENSG00000116198,CEP104,16,0.61373,1,-2.8696,16,0.64516,7,-0.5534,17,0.75572,12,0.19000,10,-0.0440,12,0.22514,12,0.17289,3,-1.7935,10,-0.0974
ENSG00000196581,AJAP1,38,0.34374,27,-0.1782,37,0.31636,41,0.47546,10,-1.6336,69,1.36834,39,0.41226,11,-1.5439,19,-0.7037,32,0.11304,10,-1.6477
ENSG00000069424,KCNAB2,163,-0.0934,107,-0.7425,193,0.17794,214,0.34182,92,-0.9736,209,0.30753,209,0.30436,195,0.19469,160,-0.1164,222,0.40093,136,-0.3768
ENSG00000116254,CHD5,143,0.46467,133,0.34805,84,-0.3765,99,-0.1217,53,-1.0866,108,0.01780,170,0.75633,75,-0.5427,130,0.30576,68,-0.6959,113,0.09228
ENSG00000116251,RPL22,439,-0.0941,437,-0.1014,311,-0.6309,339,-0.4984,881,1.05120,388,-0.2874,383,-0.3079,433,-0.1151,471,0.01478,533,0.21422,513,0.15129
ENSG00000116237,ICMT,14,-1.3858,17,-1.0768,55,0.76336,61,0.94046,30,-0.2265,59,0.86681,22,-0.6535,30,-0.2138,23,-0.5872,25,-0.4699,42,0.30397
ENSG00000097021,ACOT7,263,-0.1244,366,0.40745,513,0.97204,371,0.42919,125,-1.2649,281,-0.0168,228,-0.3460,188,-0.6450,273,-0.0659,226,-0.3569,293,0.04704
ENSG00000215788,TNFRSF25,14,0.33708,13,0.24252,15,0.43225,5,-1.0960,15,0.44935,10,-0.0844,15,0.43675,17,0.67801,10,-0.1037,3,-1.7254,5,-1.2436
ENSG00000171680,PLEKHG5,31,0.45006,16,-0.5589,20,-0.2496,30,0.39410,5,-2.3451,44,1.06284,35,0.66442,15,-0.6578,28,0.29786,18,-0.3636,13,-0.8546
ENSG00000162408,NOL9,31,0.62244,25,0.32224,21,0.02388,12,-0.7675,16,-0.3873,17,-0.3074,19,-0.1383,24,0.20245,20,-0.0243,10,-1.1470,33,0.73511
ENSG00000162413,KLHL21,30,0.84287,12,-0.6302,15,-0.2724,28,0.71635,27,0.64288,24,0.45973,14,-0.3569,17,-0.0646,10,-0.8081,9,-1.0621,10,-0.8014
ENSG00000116273,PHF13,11,-0.2915,9,-0.5656,19,0.54334,19,0.55207,16,0.24895,18,0.46676,8,-0.8032,8,-0.7780,17,0.34440,7,-0.9413,16,0.26121
ENSG00000041988,THAP3,15,-0.3221,3,-2.5773,27,0.64031,27,0.63215,17,-0.1260,30,0.84414,6,-1.5457,14,-0.3319,16,-0.1926,28,0.70624,15,-0.2647
ENSG00000007923,DNAJC11,21,-0.3966,8,-1.8461,25,-0.1131,24,-0.1696,29,0.10139,41,0.65408,28,0.04925,20,-0.4706,47,0.88292,19,-0.5298,36,0.46998
ENSG00000171735,CAMTA1,113,-0.3678,212,0.63257,105,-0.4785,209,0.60755,145,0.02383,120,-0.2798,185,0.41263,111,-0.3921,212,0.63769,84,-0.8187,78,-0.9345
ENSG00000049245,VAMP3,34,0.88417,11,-0.8300,4,-2.4284,11,-0.8672,83,2.58850,12,-0.7467,5,-2.0489,9,-1.1896,14,-0.4669,17,-0.2253,17,-0.2606
ENSG00000049246,PER3,10,-0.6435,11,-0.4823,10,-0.5893,20,0.48261,16,0.18102,11,-0.3956,16,0.14180,11,-0.4514,30,1.15725,5,-1.5537,22,0.61526
ENSG00000116288,PARK7,390,0.13560,382,0.10531,436,0.31647,335,-0.1040,427,0.28325,227,-0.7082,357,-0.0032,246,-0.5862,388,0.13043,390,0.13532,358,0.00282
ENSG00000116285,ERRFI1,23,0.51047,15,-0.1543,33,1.10796,6,-1.5710,14,-0.2275,22,0.42996,17,0.06581,15,-0.1636,8,-1.0088,19,0.24320,10,-0.7619
ENSG00000162426,SLC45A1,37,-0.0894,67,0.85475,76,1.06436,55,0.53749,20,-1.0734,23,-0.8268,51,0.39877,33,-0.2770,30,-0.4406,18,-1.2160,26,-0.6504
ENSG00000142599,RERE,63,-0.0031,43,-0.5809,80,0.38298,106,0.83811,66,0.06079,55,-0.2049,74,0.24937,59,-0.1042,75,0.27317,25,-1.3835,48,-0.4272
ENSG00000074800,ENO1,604,0.00094,657,0.13694,852,0.55823,712,0.26461,582,-0.0576,548,-0.1505,631,0.07240,434,-0.5126,591,-0.0323,450,-0.4602,575,-0.0770
ENSG00000171612,SLC25A33,32,-0.1799,37,0.06137,16,-1.2494,75,1.22380,37,0.04868,31,-0.2231,14,-1.3886,38,0.08780,46,0.38391,39,0.14518,29,-0.3193
ENSG00000171608,PIK3CD,25,0.94542,18,0.42734,12,-0.2270,13,-0.1145,9,-0.6484,10,-0.4232,19,0.47799,9,-0.6763,18,0.43026,9,-0.5587,10,-0.5512
ENSG00000171603,CLSTN1,700,0.34043,490,-0.2273,941,0.83006,653,0.22793,243,-1.3011,615,0.13107,755,0.46358,382,-0.6123,505,-0.1816,530,-0.1058,416,-0.4823
ENSG00000178585,CTNNBIP1,31,-0.2980,40,0.08605,36,-0.0615,27,-0.5122,35,-0.1216,37,-0.0146,46,0.31545,47,0.34900,44,0.24921,30,-0.3518,41,0.13695
ENSG00000162441,LZIC,26,-0.1913,29,-0.0456,30,0.02529,29,-0.0368,45,0.66680,31,0.10151,16,-0.9081,26,-0.1725,19,-0.6649,35,0.28895,38,0.38877
ENSG00000130939,UBE4B,41,0.48479,15,-1.0591,43,0.56126,48,0.72399,24,-0.3848,28,-0.1643,36,0.24253,20,-0.6873,31,0.02177,17,-0.8677,34,0.14665
ENSG00000054523,KIF1B,245,0.37547,164,-0.2677,165,-0.2526,205,0.08507,158,-0.3210,175,-0.1645,237,0.32017,171,-0.1995,246,0.38020,173,-0.1772,195,0.01199
ENSG00000142657,PGD,66,0.66460,87,1.15303,61,0.55226,60,0.50656,35,-0.3460,37,-0.2425,25,-0.8186,20,-1.1650,27,-0.7534,39,-0.1656,21,-1.1228
ENSG00000241563,CORT,72,-1.9199,2295,5.51399,57,-2.2500,47,-2.5246,92,-1.5517,31,-3.1464,23,-3.5365,93,-1.5328,26,-3.3838,28,-3.2711,28,-3.2660
ENSG00000160049,DFFA,24,-0.5426,47,0.55516,24,-0.4913,34,0.01182,36,0.11957,32,-0.0880,47,0.55022,30,-0.1745,14,-1.3062,40,0.27543,41,0.30136
ENSG00000142655,PEX14,26,0.19189,39,0.84780,45,1.05937,26,0.19775,11,-1.1103,23,-0.0332,23,-0.0166,16,-0.5635,19,-0.2980,17,-0.4584,10,-1.2659
ENSG00000120948,TARDBP,74,0.46910,70,0.39118,53,-0.0520,84,0.68651,41,-0.4438,43,-0.3906,59,0.10514,43,-0.3853,37,-0.6092,36,-0.6660,65,0.26804
ENSG00000116649,SRM,114,-0.0494,218,1.00988,152,0.41151,128,0.12569,88,-0.4612,119,0.01243,113,-0.0702,102,-0.2315,100,-0.2637,86,-0.4924,78,-0.6359
ENSG00000171824,EXOSC10,18,-0.2152,32,0.65484,24,0.16423,35,0.79283,16,-0.4405,27,0.37918,23,0.11217,16,-0.4790,9,-1.2361,15,-0.5236,19,-0.1576
ENSG00000198793,MTOR,46,0.27481,41,0.10711,44,0.23013,42,0.13180,25,-0.6518,34,-0.1813,41,0.11863,28,-0.4989,55,0.56859,34,-0.1815,32,-0.2814
ENSG00000116661,FBXO2,152,-0.6545,225,-0.0410,208,-0.1672,218,-0.0909,417,0.97179,163,-0.5427,185,-0.3521,254,0.14944,245,0.09094,165,-0.5209,310,0.47428
ENSG00000132879,FBXO44,177,0.29275,124,-0.2752,219,0.64174,166,0.19079,70,-1.1327,159,0.12492,223,0.67442,126,-0.2420,159,0.11989,93,-0.7183,104,-0.5415
ENSG00000116670,MAD2L2,10,-1.1007,23,0.10439,29,0.43045,22,-0.0129,21,-0.0275,25,0.22689,19,-0.2227,17,-0.4059,25,0.22776,29,0.43688,20,-0.1595
ENSG00000011021,CLCN6,47,0.16782,70,0.79810,42,-0.0208,44,0.05645,19,-1.2184,40,-0.0887,65,0.68767,32,-0.4449,37,-0.2393,28,-0.6451,44,0.06092
ENSG00000116685,KIAA2013,50,0.66125,38,0.21603,51,0.69960,31,-0.0868,20,-0.7669,42,0.35892,22,-0.6389,29,-0.2372,39,0.26188,18,-0.9264,25,-0.4357
ENSG00000083444,PLOD1,29,0.42375,44,1.10802,17,-0.4163,11,-1.0434,28,0.36189,15,-0.5443,23,0.06707,10,-1.2468,26,0.26140,15,-0.6098,26,0.25456
ENSG00000116688,MFN2,87,0.35795,68,-0.0412,108,0.71761,56,-0.3366,51,-0.4863,62,-0.1746,99,0.57518,62,-0.1829,64,-0.1426,50,-0.5044,58,-0.2886
ENSG00000116691,MIIP,28,1.20195,6,-1.2197,18,0.48739,17,0.32975,14,0.07281,4,-1.6249,21,0.67611,8,-0.7564,17,0.35255,3,-2.3105,12,-0.1250
ENSG00000048707,VPS13D,40,0.27595,17,-1.0020,47,0.53443,29,-0.2344,29,-0.2329,31,-0.1176,31,-0.1189,22,-0.6656,68,1.15875,30,-0.1700,25,-0.4319
ENSG00000162496,DHRS3,19,-0.0900,5,-1.9671,13,-0.7398,39,1.01738,42,1.16997,10,-1.0882,9,-1.3035,12,-0.8610,25,0.30626,25,0.32860,28,0.48809
ENSG00000116731,PRDM2,96,0.94104,23,-1.2937,50,-0.1130,30,-0.8921,32,-0.8011,65,0.29902,98,0.97231,32,-0.8188,63,0.24077,36,-0.6410,70,0.39974
ENSG00000189337,KAZN,112,1.25747,145,1.74026,26,-1.0482,72,0.49806,38,-0.4926,30,-0.8745,25,-1.1071,31,-0.8057,24,-1.1899,33,-0.7230,41,-0.3861
ENSG00000142634,EFHD2,505,2.62351,124,0.05533,11,-3.4596,8,-4.0104,80,-0.6307,11,-3.5689,141,0.25070,13,-3.2451,247,1.19773,47,-1.4404,134,0.17601
ENSG00000116138,DNAJC16,7,-1.6328,39,0.88939,28,0.33622,35,0.68910,16,-0.4982,24,0.13753,17,-0.4678,12,-0.8904,28,0.36050,17,-0.4248,23,0.06329
ENSG00000197312,DDI2,18,0.19410,3,-2.2615,19,0.25398,20,0.34318,15,-0.0759,14,-0.2530,27,0.78384,14,-0.2405,16,0.01548,15,-0.1264,17,0.03768
ENSG00000116786,PLEKHM2,69,-0.0639,69,-0.0640,61,-0.2574,69,-0.0665,55,-0.4109,70,-0.0487,43,-0.7867,69,-0.0763,128,0.92940,83,0.21403,78,0.11268
ENSG00000065526,SPEN,30,0.43728,19,-0.2584,21,-0.0744,30,0.45072,21,-0.1253,20,-0.2130,51,1.35648,14,-0.7606,21,-0.1032,6,-1.8403,15,-0.6147
ENSG00000116809,ZBTB17,17,0.54688,5,-1.3356,15,0.34742,8,-0.5873,15,0.32851,12,-0.0014,21,0.87625,12,0.00173,5,-1.3772,11,-0.1967,13,0.04197
ENSG00000185519,FAM131C,4,-2.1481,53,1.72794,8,-1.3529,43,1.34319,20,0.08672,7,-1.3957,2,-3.4169,18,-0.0812,18,-0.0879,22,0.20820,15,-0.3822
ENSG00000037637,FBXO42,13,-0.2232,29,1.05723,14,-0.0678,21,0.55581,5,-1.6574,20,0.44661,20,0.48427,13,-0.2372,14,-0.0889,8,-0.9788,8,-0.9951
ENSG00000055070,SZRD1,21,0.13988,15,-0.4046,11,-0.9034,7,-1.5624,41,1.23945,19,-0.0444,32,0.83910,19,0.02195,14,-0.4885,7,-1.5713,27,0.50935
ENSG00000157191,NECAP2,10,-0.0435,9,-0.1234,7,-0.4635,9,-0.2368,27,1.63829,15,0.65858,2,-2.3872,11,0.19653,15,0.56479,1,-3.2825,5,-1.0100
ENSG00000219481,NBPF1,10,-0.0788,12,0.18339,11,0.16595,14,0.51450,19,1.02290,9,-0.2050,9,-0.2708,9,-0.2316,2,-2.5129,11,0.04739,8,-0.3867
ENSG00000238142,BX284668.5,10,-0.6365,8,-0.9109,13,-0.2522,19,0.28803,25,0.76267,10,-0.6506,10,-0.7038,18,0.22053,26,0.83470,20,0.42789,11,-0.5072
ENSG00000159363,ATP13A2,114,-0.5606,198,0.31383,230,0.55509,264,0.78554,90,-0.9173,161,-0.0177,134,-0.3081,173,0.09863,179,0.15156,146,-0.1691,103,-0.7121
ENSG00000117118,SDHB,87,-0.2152,104,0.06377,127,0.39122,135,0.48748,91,-0.1527,89,-0.1869,74,-0.4655,81,-0.3220,103,0.04483,111,0.16319,97,-0.0503
ENSG00000117115,PADI2,20,-0.0502,1,-4.4484,1,-3.6305,15,-0.4957,78,2.34381,16,-0.3974,10,-1.0847,18,-0.1811,20,-0.0463,13,-0.7101,35,0.86298
ENSG00000179051,RCC2,16,0.32125,0,-4.1702,15,0.20159,39,1.85936,14,0.17453,16,0.39201,6,-0.9976,17,0.44018,1,-2.9759,9,-0.4535,7,-0.9612
ENSG00000074964,ARHGEF10L,8,-0.7689,18,0.48177,14,0.07643,10,-0.5039,14,0.06037,23,0.82783,9,-0.5274,14,0.01983,15,0.19154,10,-0.4598,13,-0.0442
ENSG00000117154,IGSF21,259,2.08292,57,-0.4938,82,0.06017,53,-0.6158,24,-1.7777,27,-1.5962,104,0.43784,31,-1.3981,123,0.71708,56,-0.5391,51,-0.6822
ENSG00000159423,ALDH4A1,20,-0.1572,7,-1.8094,8,-1.6224,11,-1.0201,37,0.80742,11,-1.0494,23,0.04420,31,0.49221,52,1.37095,22,-0.0371,26,0.23658
ENSG00000127481,UBR4,17,0.57307,30,1.59987,18,0.69853,13,0.20911,10,-0.2682,7,-0.7352,9,-0.4400,4,-1.6004,5,-1.1182,7,-0.8162,8,-0.5738
ENSG00000127463,EMC1,24,-0.1011,61,1.49254,35,0.53658,25,0.02085,15,-0.7780,19,-0.4147,25,0.02120,15,-0.7389,23,-0.1300,21,-0.2889,12,-1.1398
ENSG00000053372,MRTO4,28,-0.1154,21,-0.5714,39,0.39856,38,0.36975,15,-1.0876,25,-0.3316,41,0.49571,28,-0.1079,39,0.38885,30,0.00293,29,-0.0578
ENSG00000053371,AKR7A2,45,0.14646,57,0.53776,35,-0.2526,37,-0.1744,63,0.69980,35,-0.2529,23,-0.8508,29,-0.5481,64,0.73398,30,-0.4604,32,-0.3946
ENSG00000077549,CAPZB,343,0.78075,252,0.27420,247,0.24155,214,0.01060,144,-0.5998,186,-0.2121,227,0.10920,125,-0.8176,150,-0.5396,194,-0.1444,254,0.28355
ENSG00000173436,MICOS10,306,-0.1011,328,0.01035,336,0.04562,257,-0.3730,434,0.45834,259,-0.3627,288,-0.1959,328,0.00780,263,-0.3380,421,0.40913,369,0.19704
ENSG00000158747,NBL1,423,1.39009,192,0.05624,160,-0.2262,204,0.15543,134,-0.4986,44,-2.1767,142,-0.4175,131,-0.5375,249,0.47811,165,-0.1751,191,0.04826
ENSG00000162545,CAMK2N1,216,-2.4152,875,-0.3154,1400,0.43384,1854,0.90380,619,-0.8468,1414,0.45025,717,-0.6237,1566,0.61945,687,-0.6883,1673,0.72975,740,-0.5743
ENSG00000090432,MUL1,36,0.90783,6,-1.8867,42,1.14744,33,0.76250,20,-0.0779,8,-1.4452,20,-0.0824,14,-0.5948,27,0.39716,9,-1.2527,14,-0.5898
ENSG00000183114,FAM43B,148,2.72420,90,1.67645,8,-2.1347,7,-2.2429,11,-1.6674,5,-2.8137,18,-0.9477,11,-1.6389,38,0.22477,10,-1.7608,21,-0.6809
ENSG00000158828,PINK1,593,0.53751,413,-0.0459,570,0.47388,455,0.10919,309,-0.4962,319,-0.4494,310,-0.4930,335,-0.3720,473,0.16914,531,0.35830,367,-0.2327
ENSG00000244038,DDOST,42,0.68949,17,-0.7214,50,0.98444,37,0.50393,26,-0.0593,23,-0.2529,19,-0.5642,23,-0.2909,21,-0.3848,13,-1.1024,29,0.07072
ENSG00000117245,KIF17,54,1.84480,5,-1.8376,27,0.58373,18,-0.0107,11,-0.7696,13,-0.5399,7,-1.3249,13,-0.5646,25,0.45989,9,-1.0585,20,0.14683
ENSG00000189410,SH2D5,21,-0.0656,22,0.02991,36,0.78953,18,-0.3403,12,-0.8829,17,-0.3806,38,0.86998,18,-0.3390,16,-0.4514,23,0.09823,20,-0.1217
ENSG00000127483,HP1BP3,148,0.56973,88,-0.2638,101,-0.0466,137,0.44054,111,0.10054,95,-0.1396,117,0.18695,80,-0.4181,108,0.05065,83,-0.3600,78,-0.4527
ENSG00000075151,EIF4G3,154,0.45136,135,0.23363,152,0.42836,158,0.49439,63,-0.9367,128,0.14943,152,0.42462,86,-0.4744,97,-0.2896,76,-0.6690,80,-0.5811
ENSG00000117298,ECE1,10,-0.1943,12,0.00893,12,-0.0311,16,0.43261,26,1.30639,6,-0.9259,6,-1.0276,13,0.09933,17,0.61937,5,-1.2478,7,-0.7871
ENSG00000162551,ALPL,22,0.35999,3,-2.5458,5,-1.7245,2,-2.7338,21,0.28714,8,-1.1271,40,1.35347,9,-1.0680,20,0.23700,15,-0.2824,47,1.67676
ENSG00000076864,RAP1GAP,357,1.44384,157,0.05662,207,0.50162,121,-0.3511,62,-1.3515,176,0.24297,159,0.08307,82,-0.9439,169,0.17203,88,-0.8323,86,-0.8648
ENSG00000090686,USP48,46,0.63637,31,0.01569,33,0.11264,24,-0.3823,34,0.13535,38,0.31203,47,0.68442,13,-1.2942,32,0.04665,15,-1.1245,27,-0.1952
ENSG00000070831,CDC42,313,0.58992,214,-0.0228,319,0.62417,347,0.76257,155,-0.5262,194,-0.1758,150,-0.5718,150,-0.5733,157,-0.5039,205,-0.0941,184,-0.2578
ENSG00000173372,C1QA,54,0.12984,42,-0.2421,21,-1.2653,19,-1.4654,125,1.56361,27,-0.9317,57,0.21261,52,0.06875,43,-0.2030,25,-1.0409,79,0.76808
ENSG00000159189,C1QC,34,-0.4503,41,-0.1921,11,-2.1395,15,-1.7255,76,0.81864,22,-1.1165,66,0.57962,50,0.13368,37,-0.3462,57,0.32640,98,1.25369
ENSG00000173369,C1QB,49,-0.4796,47,-0.5390,15,-2.2504,42,-0.7385,180,1.68359,59,-0.1918,80,0.27202,62,-0.1217,61,-0.1602,55,-0.3231,89,0.44564
ENSG00000004487,KDM1A,58,0.60300,44,0.16211,51,0.40860,74,1.01270,29,-0.4947,28,-0.5251,26,-0.6680,32,-0.3283,38,-0.0811,23,-0.8610,35,-0.2083
ENSG00000169641,LUZP1,28,-0.2328,30,-0.1339,32,0.00171,56,0.88294,26,-0.3475,36,0.15376,24,-0.4770,19,-0.7850,44,0.48199,25,-0.3751,37,0.18946
ENSG00000125944,HNRNPR,112,0.46549,67,-0.3524,94,0.18898,79,-0.0962,75,-0.1774,94,0.19345,114,0.50187,58,-0.5601,76,-0.1468,89,0.09610,62,-0.4698
ENSG00000125945,ZNF436,22,0.63583,3,-2.1627,21,0.57016,12,-0.2154,9,-0.7351,23,0.77515,24,0.79773,9,-0.7654,14,-0.0593,15,0.07910,7,-1.0678
