Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000074800,ENO1,541,-0.5189,446,-0.8193,650,-0.2572,711,-0.0945,1010,0.70809
ENSG00000171603,CLSTN1,335,-0.8741,263,-1.2481,555,-0.0929,525,-0.1948,833,0.85631
ENSG00000178585,CTNNBIP1,35,-0.4416,41,-0.2021,24,-1.1052,56,0.35233,61,0.61225
ENSG00000162441,LZIC,70,1.15578,46,0.42477,30,-0.3182,32,-0.1752,26,-0.5841
ENSG00000130939,UBE4B,50,0.15448,33,-0.4912,40,-0.2231,51,0.21504,48,0.11020
ENSG00000054523,KIF1B,355,0.19673,248,-0.3758,377,0.34793,265,-0.3069,314,-0.0052
ENSG00000142657,PGD,55,-0.0452,27,-1.1731,49,-0.2785,83,0.73840,56,-0.0479
ENSG00000241563,CORT,16,-2.6018,45,-1.0672,4,-4.6928,34,-1.6197,221,3.26256
ENSG00000160049,DFFA,60,1.14025,27,-0.1811,17,-1.0211,33,0.11543,30,-0.0549
ENSG00000120948,TARDBP,148,1.03196,65,-0.3470,135,1.04529,39,-1.2270,55,-0.7658
ENSG00000116649,SRM,52,-1.5436,72,-1.0454,76,-1.0626,194,0.61119,203,0.87078
ENSG00000198793,MTOR,29,-0.3884,18,-1.0965,35,-0.1597,41,0.17261,47,0.47697
ENSG00000116661,FBXO2,336,0.65010,262,0.22750,212,-0.1323,226,-0.0095,191,-0.3590
ENSG00000132879,FBXO44,43,-1.4899,60,-0.9834,120,0.11225,105,-0.1276,154,0.73764
ENSG00000011021,CLCN6,43,-0.8248,38,-1.0107,102,0.67590,46,-0.7845,91,0.53433
ENSG00000116685,KIAA2013,81,1.72734,12,-1.4574,21,-0.6411,31,0.03045,26,-0.3411
ENSG00000116688,MFN2,82,-0.5090,61,-0.9616,147,0.51514,93,-0.3408,130,0.32388
ENSG00000048707,VPS13D,61,-0.0426,84,0.48029,49,-0.4533,54,-0.2657,71,0.28527
ENSG00000116731,PRDM2,58,0.18155,57,0.15574,69,0.55955,31,-0.8608,50,-0.0784
ENSG00000189337,KAZN,67,0.45609,34,-0.6503,33,-0.7621,61,0.35726,56,0.21824
ENSG00000142634,EFHD2,69,-0.8505,23,-2.4740,34,-2.0786,211,1.18289,163,0.74755
ENSG00000116786,PLEKHM2,38,-0.7532,47,-0.3903,60,-0.0337,74,0.37288,65,0.14246
ENSG00000065526,SPEN,79,1.38282,70,1.15615,32,-0.2090,20,-1.0186,23,-0.8726
ENSG00000159363,ATP13A2,30,-2.7514,91,-1.0911,91,-1.1962,244,0.56381,284,1.10715
ENSG00000117118,SDHB,66,-0.3290,64,-0.3698,59,-0.5402,97,0.35262,94,0.35335
ENSG00000117115,PADI2,293,3.74212,91,0.95935,13,-2.2042,5,-3.5734,15,-2.2217
ENSG00000117154,IGSF21,24,-1.7273,34,-1.1975,126,1.07477,56,-0.4995,82,0.22044
ENSG00000127463,EMC1,29,-0.2407,25,-0.4832,47,0.64865,16,-1.2141,41,0.43457
ENSG00000053372,MRTO4,19,-1.0763,17,-1.2224,41,0.17409,42,0.18996,46,0.43670
ENSG00000053371,AKR7A2,94,1.12136,32,-0.6487,39,-0.4050,38,-0.4259,53,0.16683
ENSG00000077549,CAPZB,209,0.03008,111,-0.9597,201,-0.0385,181,-0.2220,253,0.48697
ENSG00000173436,MICOS10,220,-0.1873,240,-0.0470,253,0.04194,306,0.40979,216,-0.2866
ENSG00000158747,NBL1,47,-2.0065,79,-1.2409,183,0.09051,176,0.01140,242,0.78465
ENSG00000162545,CAMK2N1,391,-0.6897,516,-0.2544,1075,1.19166,365,-0.8838,552,-0.1932
ENSG00000158828,PINK1,210,-1.1691,259,-0.8521,337,-0.4913,592,0.55903,556,0.51907
ENSG00000244038,DDOST,59,1.13979,15,-1.1118,24,-0.3695,21,-0.6538,36,0.38240
ENSG00000127483,HP1BP3,251,0.82491,94,-0.7700,166,0.14149,130,-0.2976,149,-0.0730
ENSG00000075151,EIF4G3,98,-0.4237,102,-0.3532,81,-0.7935,150,0.30982,162,0.54961
ENSG00000076864,RAP1GAP,32,-2.9345,67,-1.8336,237,0.11720,212,-0.0851,335,1.00728
ENSG00000090686,USP48,60,0.39883,83,0.95176,28,-0.8899,40,-0.2864,48,0.04579
ENSG00000070831,CDC42,276,0.01462,142,-1.0212,204,-0.5218,296,0.14935,347,0.55373
ENSG00000173372,C1QA,72,1.25636,66,1.09239,14,-1.4986,26,-0.5193,31,-0.2116
ENSG00000173369,C1QB,135,1.86409,99,1.25671,18,-1.6312,19,-1.5649,41,-0.3286
ENSG00000004487,KDM1A,51,0.15340,18,-1.4829,43,-0.1337,42,-0.1771,60,0.57452
ENSG00000169641,LUZP1,12,-2.1795,41,-0.3162,30,-0.8809,71,0.67376,66,0.61998
ENSG00000125944,HNRNPR,137,0.32777,99,-0.1912,137,0.38756,82,-0.5530,111,-0.0175
ENSG00000142676,RPL11,1345,1.60667,785,0.61765,522,-0.0703,392,-0.5776,307,-1.1036
ENSG00000057757,PITHD1,87,-1.3117,103,-1.0558,173,-0.2868,247,0.37514,265,0.62400
ENSG00000011009,LYPLA2,78,0.70315,19,-1.5483,45,-0.2328,30,-0.9476,72,0.79949
ENSG00000189266,PNRC2,103,1.51334,32,-0.4913,50,0.27450,34,-0.4150,29,-0.8088
ENSG00000188529,SRSF10,105,0.98796,50,-0.2606,51,-0.2530,50,-0.2800,57,-0.0677
ENSG00000001461,NIPAL3,135,1.05470,47,-0.6877,71,-0.0476,39,-1.0540,84,0.32017
ENSG00000133226,SRRM1,107,1.38042,44,-0.1522,56,0.28704,44,-0.1447,27,-1.0966
ENSG00000169504,CLIC4,233,4.06989,39,0.04422,19,-1.1940,8,-2.5026,5,-3.2641
ENSG00000117614,SYF2,113,1.01152,61,-0.0262,68,0.16794,41,-0.7137,55,-0.2359
ENSG00000117616,RSRP1,200,1.68126,46,-0.7942,85,0.17466,53,-0.6622,58,-0.5863
ENSG00000183726,TMEM50A,138,1.10269,37,-1.0218,106,0.76210,32,-1.3650,66,-0.1941
ENSG00000117643,MAN1C1,35,0.22902,11,-1.5284,38,0.46114,27,-0.1818,31,0.08910
ENSG00000162430,SELENON,92,1.41642,24,-0.7913,59,0.71838,24,-0.9123,28,-0.7359
ENSG00000117640,MTFR1L,65,0.03741,26,-1.3651,67,0.11728,80,0.45488,61,-0.0741
ENSG00000117632,STMN1,786,-0.3158,432,-1.2416,1211,0.45381,885,-0.1424,1067,0.24236
ENSG00000158008,EXTL1,0,-7.7560,27,-0.7342,33,-0.4863,44,-0.0053,71,1.22289
ENSG00000142684,ZNF593,57,0.67411,38,0.00053,36,-0.1213,32,-0.3014,37,-0.0457
ENSG00000142669,SH3BGRL3,275,-0.2972,209,-0.7283,197,-0.9059,461,0.64730,394,0.39126
ENSG00000198830,HMGN2,410,1.74745,128,-0.2984,159,0.06514,98,-0.7863,111,-0.6640
ENSG00000117713,ARID1A,73,0.55036,49,-0.0989,54,0.05173,31,-0.9076,60,0.29432
ENSG00000090273,NUDC,201,0.39381,121,-0.4334,164,0.06758,138,-0.2491,166,0.10680
ENSG00000253368,TRNP1,7,-3.4471,46,-0.7656,58,-0.4544,123,1.01509,85,0.30340
ENSG00000186501,TMEM222,82,0.12579,61,-0.3429,62,-0.3598,62,-0.3647,98,0.57325
ENSG00000126705,AHDC1,43,-0.0121,4,-3.4762,79,1.23719,30,-0.6636,42,-0.0653
ENSG00000126709,IFI6,1099,2.12001,197,-0.8929,137,-1.5646,160,-1.3191,410,0.37911
ENSG00000117758,STX12,75,-0.6927,64,-0.9304,91,-0.4462,146,0.44101,144,0.49779
ENSG00000117748,RPA2,70,-0.4714,54,-0.8751,89,-0.0967,89,-0.0955,122,0.60315
ENSG00000126698,DNAJC8,129,0.20904,82,-0.5206,143,0.44997,88,-0.4484,115,0.04142
ENSG00000130770,ATP5IF1,225,-1.5072,362,-0.7806,336,-0.9873,905,0.84362,757,0.56478
ENSG00000198492,YTHDF2,49,-0.5625,23,-1.7309,71,0.03408,63,-0.1841,97,0.75939
ENSG00000116350,SRSF4,61,0.65344,51,0.33130,51,0.39130,23,-1.0292,38,-0.1922
ENSG00000116353,MECR,13,-1.4312,19,-0.8965,26,-0.4174,30,-0.1888,52,1.09314
ENSG00000162511,LAPTM5,84,0.82209,129,1.62076,39,-0.4992,36,-0.6410,34,-0.8400
ENSG00000162512,SDC3,121,0.21572,36,-1.6796,145,0.60733,56,-1.0864,132,0.49771
ENSG00000134644,PUM1,136,-0.0375,69,-1.0882,175,0.44236,114,-0.3475,155,0.24993
ENSG00000121766,ZCCHC17,58,-0.9430,29,-1.9572,202,1.37111,82,-0.4410,97,-0.1615
ENSG00000121769,FABP3,31,-1.7459,34,-1.5904,42,-1.4056,108,0.21287,168,1.45444
ENSG00000162517,PEF1,44,-1.0301,30,-1.5943,105,0.40984,94,0.19209,97,0.30194
ENSG00000084636,COL16A1,142,2.32931,15,-1.4967,30,-0.5440,25,-0.8628,33,-0.4193
ENSG00000121753,ADGRB2,49,-2.4370,96,-1.4291,287,0.33091,216,-0.2022,340,0.82538
ENSG00000184007,PTP4A2,465,1.77599,256,0.66281,123,-0.6004,133,-0.4645,105,-0.9559
ENSG00000121774,KHDRBS1,185,0.62246,84,-0.6545,173,0.59594,77,-0.8731,125,-0.0313
ENSG00000025800,KPNA6,52,0.10458,50,0.03580,36,-0.5305,34,-0.6673,67,0.71242
ENSG00000084623,EIF3I,63,-0.7102,73,-0.4828,87,-0.2531,98,-0.0283,130,0.62104
ENSG00000175130,MARCKSL1,514,2.63333,137,0.08176,176,0.58304,36,-2.0959,32,-2.4469
ENSG00000160058,BSDC1,68,0.21051,25,-1.3496,62,0.07634,47,-0.4522,76,0.54987
ENSG00000176261,ZBTB8OS,57,0.49156,24,-0.9026,42,-0.0175,43,0.01381,44,0.06772
ENSG00000162521,RBBP4,88,0.36374,41,-0.8512,71,0.02416,70,-0.0017,74,0.10371
ENSG00000134684,YARS,37,-1.4401,40,-1.3412,62,-0.7442,119,0.43665,137,0.90980
ENSG00000121905,HPCA,29,-2.8189,60,-1.7629,194,0.04474,213,0.21383,268,0.82988
ENSG00000134686,PHC2,99,0.94226,25,-1.2561,55,-0.0519,43,-0.4942,63,0.24395
ENSG00000163866,SMIM12,17,-2.0134,28,-1.2316,48,-0.4887,82,0.51401,87,0.77152
ENSG00000116544,DLGAP3,11,-1.9666,37,-0.1627,54,0.54013,45,0.20367,40,-0.0382
ENSG00000116560,SFPQ,226,0.77458,136,-0.0674,154,0.14832,114,-0.3995,127,-0.2311
ENSG00000146463,ZMYM4,74,1.01082,53,0.42442,37,-0.1566,29,-0.5797,35,-0.2873
ENSG00000142687,KIAA0319L,27,-1.0081,53,0.02911,46,-0.2142,37,-0.6165,74,0.84791
ENSG00000020129,NCDN,143,-2.4941,270,-1.5583,885,0.34958,609,-0.3438,1076,0.92458
ENSG00000126067,PSMB2,95,-0.6058,39,-1.9315,147,0.11003,144,0.06485,178,0.57331
ENSG00000142686,C1orf216,19,-2.5757,27,-2.0995,88,-0.3478,110,0.06036,172,1.22112
ENSG00000054116,TRAPPC3,40,-0.7876,19,-1.9008,85,0.49904,77,0.30888,69,0.11347
ENSG00000116871,MAP7D1,157,-0.3969,102,-1.0658,263,0.52258,224,0.20549,192,-0.0997
ENSG00000054118,THRAP3,89,0.90203,38,-0.5021,41,-0.4283,63,0.38338,44,-0.3417
ENSG00000181817,LSM10,34,-0.4474,21,-1.1433,28,-0.8174,74,1.00724,48,0.15840
ENSG00000116898,MRPS15,39,-0.3855,45,-0.1549,36,-0.5762,69,0.64247,51,0.05901
ENSG00000163875,MEAF6,84,-0.3653,32,-1.8184,100,-0.0900,92,-0.2553,150,0.84143
ENSG00000185090,MANEAL,11,-2.1089,7,-2.6402,56,0.44927,53,0.34755,54,0.44466
ENSG00000197982,C1orf122,348,0.61099,272,0.19928,243,0.01140,248,0.05472,189,-0.4959
ENSG00000183431,SF3A3,30,-0.1079,14,-1.2263,26,-0.3897,50,0.84704,32,-0.0423
ENSG00000183520,UTP11,37,0.11964,20,-0.8427,36,0.10600,30,-0.2140,39,0.30877
ENSG00000185668,POU3F1,0,-7.9697,7,-2.9845,0,-6.4608,90,1.18886,89,1.50296
ENSG00000116954,RRAGC,63,0.50030,28,-0.7914,31,-0.7017,36,-0.4223,63,0.75266
ENSG00000174574,AKIRIN1,94,-0.0386,33,-1.6515,78,-0.3854,111,0.26606,121,0.52279
ENSG00000168653,NDUFS5,366,-0.8608,567,-0.1723,581,-0.1507,833,0.53844,640,0.02887
ENSG00000127603,MACF1,327,1.10414,277,0.80867,153,-0.2075,116,-0.6922,133,-0.5092
ENSG00000090621,PABPC4,85,0.98487,44,-0.1201,41,-0.2368,37,-0.4494,47,-0.0193
ENSG00000116983,HPCAL4,69,-2.2164,203,-0.5869,439,0.80084,198,-0.6950,365,0.50254
ENSG00000131236,CAP1,104,-0.7499,103,-0.7589,152,-0.1666,196,0.29941,200,0.40894
ENSG00000131238,PPT1,169,0.18069,79,-1.0249,122,-0.3952,183,0.35597,169,0.24330
ENSG00000084073,ZMPSTE24,85,0.78478,14,-2.0211,80,0.82941,36,-0.6758,48,-0.1917
ENSG00000084070,SMAP2,65,-1.0158,86,-0.5848,152,0.37745,129,0.06481,136,0.19541
ENSG00000117016,RIMS3,8,-2.6031,42,-0.2142,71,0.73738,51,0.07850,48,-0.0337
ENSG00000066136,NFYC,26,-0.4994,9,-2.0864,39,0.12770,34,-0.0755,48,0.64605
ENSG00000198815,FOXJ3,23,-1.5995,55,-0.2989,59,-0.2151,78,0.29112,82,0.48439
ENSG00000177181,RIMKLA,3,-3.3782,29,-0.1823,31,-0.1089,41,0.43334,40,0.42131
ENSG00000127125,PPCS,66,0.37676,50,-0.0600,48,-0.1303,64,0.37986,43,-0.3964
ENSG00000065978,YBX1,233,1.84126,76,-0.1537,87,0.08669,48,-0.9383,57,-0.7668
ENSG00000177868,SVBP,56,0.88475,20,-0.7719,40,0.34922,31,-0.1249,27,-0.4363
ENSG00000117394,SLC2A1,125,2.12245,25,-0.6737,31,-0.4025,31,-0.4238,26,-0.8128
ENSG00000117395,EBNA1BP2,45,-0.9913,44,-1.0400,93,0.16862,117,0.62723,85,0.00609
ENSG00000142949,PTPRF,163,1.06184,55,-0.7416,90,0.05279,64,-0.5442,87,-0.0147
ENSG00000126091,ST3GAL3,35,-0.3270,32,-0.4681,48,0.20601,55,0.48275,37,-0.2687
ENSG00000117408,IPO13,158,1.66746,49,-0.3626,57,-0.1487,36,-0.9060,53,-0.2920
ENSG00000117410,ATP6V0B,341,-0.7025,176,-1.7082,524,-0.0240,491,-0.1446,744,0.80984
ENSG00000117411,B4GALT2,55,0.21301,51,0.08518,53,0.16899,33,-0.6415,52,0.16019
ENSG00000178028,DMAP1,24,-0.9594,34,-0.4675,63,0.61832,35,-0.4544,52,0.28936
ENSG00000117419,ERI3,120,-0.6703,78,-1.3369,148,-0.3882,195,0.11085,257,0.79801
ENSG00000187147,RNF220,205,0.95602,53,-1.2206,109,-0.1210,138,0.32053,99,-0.3419
ENSG00000142937,RPS8,1699,1.58446,782,0.20074,785,0.23805,461,-0.7183,419,-0.9844
ENSG00000070785,EIF2B3,28,-0.2324,9,-1.9620,36,0.23183,19,-0.8972,47,0.93373
ENSG00000126088,UROD,52,-0.8382,35,-1.4119,95,0.13730,104,0.31052,103,0.34890
ENSG00000117450,PRDX1,672,1.14581,215,-0.7483,337,-0.0396,300,-0.2536,313,-0.2000
ENSG00000117448,AKR1A1,93,0.82649,26,-1.1831,50,-0.2085,50,-0.2210,63,0.23996
ENSG00000132780,NASP,85,1.87001,43,0.57826,17,-0.9487,26,-0.2578,18,-0.9350
ENSG00000159592,GPBP1L1,77,1.30106,15,-1.3776,37,0.06112,29,-0.4174,34,-0.1357
ENSG00000085998,POMGNT1,63,0.18116,70,0.36053,34,-0.8724,38,-0.6910,76,0.72342
ENSG00000132128,LRRC41,36,-0.4507,11,-2.1300,55,0.27111,32,-0.6980,69,0.89786
ENSG00000173660,UQCRH,286,-1.2127,378,-0.7889,519,-0.3277,867,0.65111,721,0.33167
ENSG00000117480,FAAH,60,0.51610,39,-0.1802,45,0.03010,22,-1.1535,54,0.47086
ENSG00000123472,ATPAF1,140,0.23299,93,-0.4331,114,-0.1174,109,-0.2077,139,0.29606
ENSG00000159658,EFCAB14,171,1.83509,40,-0.6750,66,0.12575,37,-0.8643,45,-0.6185
ENSG00000162368,CMPK1,133,0.33007,48,-1.2511,90,-0.3394,128,0.31667,120,0.21758
ENSG00000162374,ELAVL4,11,-3.9679,86,-0.9903,96,-0.9066,267,1.00980,212,0.62523
ENSG00000185104,FAF1,36,-0.0333,27,-0.4531,29,-0.4089,52,0.69330,35,-0.1247
ENSG00000123091,RNF11,282,-0.6469,211,-1.0877,458,0.14699,365,-0.2722,558,0.64557
ENSG00000085832,EPS15,172,0.00561,156,-0.1498,75,-1.4047,238,0.63972,197,0.30484
ENSG00000078618,NRDC,54,-0.5614,90,0.24897,60,-0.4319,60,-0.4561,103,0.68389
ENSG00000169213,RAB3B,27,-3.0831,89,-1.2990,207,0.00327,183,-0.2170,320,1.09932
ENSG00000134717,BTF3L4,49,-0.7200,42,-0.9458,105,0.58522,83,0.12055,77,-0.0119
ENSG00000157077,ZFYVE9,34,-0.2644,30,-0.4424,38,-0.1147,36,-0.2252,50,0.51253
ENSG00000162378,ZYG11B,47,-1.5431,114,-0.1835,107,-0.3137,149,0.29498,158,0.49429
ENSG00000116171,SCP2,236,1.46345,67,-0.6568,101,-0.0297,106,0.06734,68,-0.8165
ENSG00000162384,CZIB,79,0.56397,33,-0.8380,50,-0.1994,62,0.19147,56,0.00058
ENSG00000162385,MAGOH,38,0.19776,1,-4.4654,52,0.88160,38,0.23647,27,-0.4182
ENSG00000157193,LRP8,15,-2.1047,19,-1.7422,47,-0.4363,79,0.52958,84,0.82323
ENSG00000081870,HSPB11,48,0.13403,26,-0.7961,42,-0.0689,48,0.14341,47,0.15912
ENSG00000116209,TMEM59,377,0.91814,112,-1.0518,165,-0.5008,211,-0.0701,243,0.23301
ENSG00000116221,MRPL37,47,-0.3829,34,-0.8975,46,-0.4621,55,-0.1557,85,0.84836
ENSG00000157216,SSBP3,141,-0.4301,86,-1.1986,149,-0.3923,228,0.39732,229,0.48248
ENSG00000116133,DHCR24,143,-0.3270,66,-1.5173,93,-1.0929,166,-0.1090,285,1.23129
ENSG00000162402,USP24,68,1.38068,23,-0.4523,32,0.11412,19,-0.7894,27,-0.2730
ENSG00000162407,PLPP3,290,2.29369,57,-0.6272,179,1.62713,15,-2.7286,8,-3.7850
ENSG00000177606,JUN,174,0.76257,11,-3.3940,291,2.28755,23,-2.5371,61,-1.1496
ENSG00000134709,HOOK1,6,-2.6396,21,-0.8489,58,0.92500,29,-0.4134,42,0.33713
ENSG00000162599,NFIA,364,3.16619,113,0.65343,65,-0.2773,17,-2.4007,14,-2.8506
ENSG00000162604,TM2D1,107,0.68633,19,-1.9727,63,-0.2329,67,-0.0968,84,0.38654
ENSG00000116641,DOCK7,54,0.93173,45,0.59394,25,-0.4112,14,-1.2942,34,0.21691
ENSG00000079739,PGM1,25,-0.4068,21,-0.6721,39,0.38646,31,-0.0387,34,0.11682
ENSG00000158966,CACHD1,59,0.33953,23,-1.1305,50,0.05061,53,0.18372,49,0.01773
ENSG00000162437,RAVER2,19,-0.7295,37,0.31580,34,0.18267,19,-0.8196,38,0.48121
ENSG00000162434,JAK1,51,-0.6548,44,-0.8780,83,0.10634,49,-0.8214,114,0.93284
ENSG00000162433,AK4,51,-0.3022,43,-0.5625,82,0.54902,44,-0.6135,70,0.28010
ENSG00000116675,DNAJC6,258,-0.9819,231,-1.1564,434,-0.1941,503,0.07608,661,0.74586
ENSG00000184588,PDE4B,117,1.54098,23,-1.1420,41,-0.2766,30,-0.8211,51,0.10453
ENSG00000118473,SGIP1,49,-1.3652,91,-0.4020,130,0.18228,118,0.01021,141,0.40918
ENSG00000142864,SERBP1,162,0.41245,117,-0.1182,108,-0.2684,103,-0.3613,144,0.29627
ENSG00000162595,DIRAS3,16,-1.6859,0,-5.9335,156,3.09921,6,-3.2379,32,-0.8162
ENSG00000116729,WLS,232,1.83385,39,-1.1668,148,1.18168,37,-1.3642,36,-1.5497
ENSG00000033122,LRRC7,18,-2.5207,97,0.05236,70,-0.5294,96,0.03235,134,0.84157
ENSG00000066557,LRRC40,30,0.02885,20,-0.5774,15,-1.1074,18,-0.8250,48,1.31076
ENSG00000116754,SRSF11,177,0.75160,98,-0.2254,111,-0.0369,90,-0.4010,113,0.00328
ENSG00000118454,ANKRD13C,35,-0.0984,20,-0.9443,32,-0.2931,30,-0.3757,52,0.79712
ENSG00000050628,PTGER3,5,-3.9575,4,-4.3121,71,-0.0174,118,1.00329,87,0.42385
ENSG00000132485,ZRANB2,91,-0.1985,70,-0.6132,118,0.25762,90,-0.2530,117,0.28291
ENSG00000172260,NEGR1,30,-2.7996,142,-0.4511,190,0.01173,131,-0.6427,295,1.11704
ENSG00000178965,ERICH3,28,-1.5832,36,-1.2116,111,0.66719,56,-0.5939,104,0.63729
ENSG00000116791,CRYZ,4,-3.1829,5,-2.8459,34,-0.1450,29,-0.4367,65,1.52332
ENSG00000162623,TYW3,54,1.17349,22,-0.3211,14,-1.0674,17,-0.7759,35,0.57057
ENSG00000117054,ACADM,125,1.92506,48,0.17854,28,-0.7221,32,-0.5265,31,-0.6548
ENSG00000137955,RABGGTB,83,1.25607,27,-0.6336,28,-0.6329,45,0.24108,34,-0.3092
ENSG00000117069,ST6GALNAC5,13,-2.8607,17,-2.5007,128,0.71061,39,-1.4148,146,1.26670
ENSG00000142892,PIGK,33,-0.4514,33,-0.4382,29,-0.7105,63,0.72528,47,0.18444
ENSG00000154027,AK5,100,-2.2160,152,-1.5978,580,0.60123,279,-0.7443,621,0.91954
ENSG00000077254,USP33,66,-0.7697,87,-0.3331,113,0.09578,98,-0.1633,131,0.44051
ENSG00000180488,MIGA1,111,0.27399,69,-0.4879,43,-1.3191,114,0.37327,117,0.49877
ENSG00000162613,FUBP1,63,0.13761,10,-2.5927,60,0.06956,72,0.41466,61,0.12169
ENSG00000162616,DNAJB4,58,0.46442,36,-0.3070,46,0.10669,39,-0.2258,43,-0.0248
ENSG00000137959,IFI44L,191,3.36229,54,0.62021,2,-4.1981,4,-3.4094,26,-0.7038
ENSG00000117114,ADGRL2,21,-1.0776,20,-1.1105,34,-0.3600,49,0.30225,56,0.69164
ENSG00000137941,TTLL7,363,1.54542,157,0.06842,79,-1.1156,144,-0.0816,130,-0.3078
ENSG00000142875,PRKACB,239,-1.0905,382,-0.3619,586,0.38396,377,-0.4304,589,0.47140
ENSG00000174021,GNG5,134,2.38075,36,-0.0599,48,0.48759,17,-1.2827,12,-2.0534
ENSG00000117155,SSX2IP,16,-2.7988,85,-0.2779,85,-0.3087,116,0.25770,136,0.69209
