Feature ID,Feature Name,Feature count topic 1to8,Feature log2 fold change topic 1to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000157870,PRXL2B,65,1.12544,28,-1.1045,31,-0.9700
ENSG00000177133,PRDM16-DT,31,0.60730,23,-0.3676,17,-0.7571
ENSG00000158109,TPRG1L,145,0.68241,89,-0.6521,92,-0.5898
ENSG00000130764,LRRC47,74,0.67628,49,-0.5041,42,-0.7337
ENSG00000196581,AJAP1,34,1.27254,6,-2.4195,22,-0.4874
ENSG00000069424,KCNAB2,234,1.75537,92,-1.2069,46,-2.2372
ENSG00000116254,CHD5,127,2.12023,22,-2.3552,35,-1.6975
ENSG00000116251,RPL22,473,-1.3376,1429,1.43619,965,0.73454
ENSG00000116237,ICMT,36,0.05696,26,-0.5010,44,0.30855
ENSG00000158292,GPR153,20,0.60592,11,-0.7811,15,-0.3466
ENSG00000097021,ACOT7,209,1.76509,100,-0.9059,22,-3.1299
ENSG00000215788,TNFRSF25,19,1.53686,4,-2.1391,9,-0.9406
ENSG00000171680,PLEKHG5,34,1.44860,24,-0.3120,0,-5.9753
ENSG00000162408,NOL9,32,0.14895,18,-0.8023,39,0.35059
ENSG00000162413,KLHL21,38,0.70100,39,0.16996,7,-2.2927
ENSG00000116273,PHF13,16,-0.7086,19,0.05630,35,1.04484
ENSG00000041988,THAP3,21,1.37048,5,-2.0044,11,-0.7687
ENSG00000007923,DNAJC11,38,0.07658,18,-1.1265,54,0.58919
ENSG00000171735,CAMTA1,213,0.33653,181,-0.1945,157,-0.4182
ENSG00000049245,VAMP3,24,-1.5699,86,1.61186,59,0.90784
ENSG00000049246,PER3,33,-0.5580,52,0.61108,45,0.34864
ENSG00000116288,PARK7,318,0.02946,372,0.26096,251,-0.3683
ENSG00000116285,ERRFI1,20,-0.4743,40,1.02035,16,-0.4783
ENSG00000162426,SLC45A1,37,4.67898,2,-3.7980,0,-5.9938
ENSG00000142599,RERE,119,0.60608,54,-1.1021,102,-0.1354
ENSG00000074800,ENO1,656,0.53575,460,-0.4599,445,-0.5107
ENSG00000171612,SLC25A33,53,1.02864,24,-1.0393,28,-0.8548
ENSG00000171603,CLSTN1,561,0.98669,364,-0.5164,201,-1.4170
ENSG00000178585,CTNNBIP1,38,1.20918,28,-0.2670,4,-3.0710
ENSG00000162441,LZIC,30,-0.7257,77,1.37647,23,-0.5928
ENSG00000130939,UBE4B,35,0.33688,35,0.06685,20,-0.7747
ENSG00000054523,KIF1B,261,0.75981,137,-0.8712,171,-0.5314
ENSG00000142657,PGD,54,0.58136,50,-0.0154,22,-1.2672
ENSG00000241563,CORT,77,2.38279,17,-2.0136,12,-2.5231
ENSG00000160049,DFFA,34,-0.8768,68,0.90753,56,0.57677
ENSG00000142655,PEX14,25,0.74861,13,-0.8481,17,-0.5314
ENSG00000120948,TARDBP,58,0.15115,69,0.32165,35,-0.7535
ENSG00000116649,SRM,106,0.15147,108,0.07239,82,-0.3709
ENSG00000171824,EXOSC10,21,0.89722,13,-0.5891,9,-1.0912
ENSG00000198793,MTOR,41,0.08130,31,-0.4193,47,0.21772
ENSG00000116661,FBXO2,317,0.21448,303,-0.0282,244,-0.3730
ENSG00000132879,FBXO44,153,1.88385,49,-1.4943,33,-2.0861
ENSG00000116670,MAD2L2,22,0.32534,27,0.35502,9,-1.3449
ENSG00000011021,CLCN6,61,2.66274,12,-2.1075,6,-3.0940
ENSG00000116685,KIAA2013,34,0.19571,47,0.58349,12,-1.5547
ENSG00000083444,PLOD1,21,-1.5570,71,1.49065,55,1.03919
ENSG00000116688,MFN2,75,0.81860,43,-0.7320,42,-0.7629
ENSG00000116691,MIIP,19,2.26795,4,-1.8363,3,-2.5071
ENSG00000048707,VPS13D,42,1.00843,42,0.13741,0,-6.0886
ENSG00000162496,DHRS3,30,-1.2936,111,1.85460,36,-0.1102
ENSG00000116731,PRDM2,60,0.26722,50,-0.2458,50,-0.2339
ENSG00000189337,KAZN,47,0.32743,27,-0.7642,47,0.07438
ENSG00000142634,EFHD2,54,0.31360,30,-0.8251,56,0.13073
ENSG00000116138,DNAJC16,25,0.68122,15,-0.6535,16,-0.5863
ENSG00000197312,DDI2,23,1.92068,11,-0.8560,0,-4.7521
ENSG00000116786,PLEKHM2,87,1.10383,46,-0.8175,35,-1.2411
ENSG00000065526,SPEN,36,-0.1884,47,0.36196,36,-0.0526
ENSG00000185519,FAM131C,20,4.00953,2,-3.1789,0,-5.1289
ENSG00000037637,FBXO42,19,-0.5111,11,-0.8675,42,1.21725
ENSG00000055070,SZRD1,24,-1.1211,76,1.57057,32,0.06475
ENSG00000159363,ATP13A2,163,0.99919,69,-1.1673,94,-0.6997
ENSG00000117118,SDHB,77,0.29003,75,0.01363,51,-0.5863
ENSG00000117115,PADI2,33,-1.9705,92,0.92766,170,2.08528
ENSG00000179051,RCC2,22,0.16492,20,-0.1096,19,-0.1861
ENSG00000074964,ARHGEF10L,23,-0.4752,14,-0.8617,50,1.17249
ENSG00000117154,IGSF21,50,0.67085,9,-2.3919,53,0.22575
ENSG00000159423,ALDH4A1,34,1.93952,17,-0.8164,0,-5.9141
ENSG00000127463,EMC1,30,1.34796,19,-0.5513,5,-2.5238
ENSG00000053372,MRTO4,36,0.58674,26,-0.3897,21,-0.6877
ENSG00000053371,AKR7A2,42,-0.4349,97,1.30050,17,-1.5030
ENSG00000077549,CAPZB,187,-0.6773,311,0.64921,288,0.51736
ENSG00000173436,MICOS10,303,0.58695,250,-0.1967,153,-0.9522
ENSG00000158747,NBL1,193,-0.6539,452,1.26084,155,-0.5173
ENSG00000162545,CAMK2N1,1083,1.10549,490,-1.0581,516,-0.9769
ENSG00000090432,MUL1,24,0.79657,27,0.34162,0,-5.5301
ENSG00000158828,PINK1,361,0.66052,179,-0.9722,277,-0.2965
ENSG00000244038,DDOST,24,-1.1677,87,1.82361,23,-0.4059
ENSG00000117245,KIF17,17,1.45387,10,-0.5838,2,-2.9052
ENSG00000189410,SH2D5,29,2.69641,0,-4.8688,8,-1.6873
ENSG00000127483,HP1BP3,150,0.07342,170,0.21939,115,-0.4046
ENSG00000075151,EIF4G3,124,0.27869,100,-0.2795,104,-0.2214
ENSG00000117298,ECE1,17,-1.8230,101,2.53237,20,-0.3915
ENSG00000076864,RAP1GAP,143,2.73854,19,-2.7197,23,-2.4806
ENSG00000090686,USP48,33,0.63208,19,-0.7158,23,-0.4433
ENSG00000070831,CDC42,211,0.23968,226,0.15345,133,-0.6825
ENSG00000173372,C1QA,18,-2.2174,118,2.39667,54,0.86680
ENSG00000159189,C1QC,12,-2.9447,130,2.76860,68,1.40384
ENSG00000173369,C1QB,32,-2.0369,191,2.36362,75,0.58195
ENSG00000004487,KDM1A,52,1.20011,33,-0.5058,11,-2.0825
ENSG00000169641,LUZP1,48,0.12049,51,0.10641,38,-0.3510
ENSG00000125944,HNRNPR,96,0.42039,93,0.03210,50,-0.9223
ENSG00000125945,ZNF436,17,2.51219,5,-1.6008,0,-4.0536
ENSG00000117318,ID3,14,-4.7160,603,4.36970,148,0.89476
ENSG00000142676,RPL11,423,-1.6958,1451,1.48002,1293,1.26601
ENSG00000011007,ELOA,18,0.79612,10,-0.6762,10,-0.7782
ENSG00000057757,PITHD1,162,2.32785,48,-1.6061,16,-3.1669
ENSG00000011009,LYPLA2,45,0.68440,31,-0.4190,24,-0.8543
ENSG00000117305,HMGCL,19,-1.0037,55,1.46103,23,-0.0052
ENSG00000189266,PNRC2,37,-1.0905,89,1.09538,72,0.72938
ENSG00000188529,SRSF10,45,-0.1264,69,0.67652,29,-0.7104
ENSG00000001461,NIPAL3,53,1.52535,23,-1.0594,13,-1.8803
ENSG00000133226,SRRM1,55,-0.4681,89,0.64959,65,0.13199
ENSG00000169504,CLIC4,17,-3.2480,226,3.01456,110,1.43168
ENSG00000117614,SYF2,59,-0.8798,91,0.44025,128,1.02178
ENSG00000117616,RSRP1,42,0.24648,17,-1.3281,54,0.44871
ENSG00000183726,TMEM50A,72,-0.6602,152,1.06529,76,-0.0894
ENSG00000204178,MACO1,24,0.08955,32,0.46670,14,-0.8745
ENSG00000117643,MAN1C1,36,-1.4655,170,2.27668,28,-0.8397
ENSG00000162430,SELENON,42,-0.0978,49,0.20025,42,-0.0345
ENSG00000117640,MTFR1L,51,0.44433,53,0.12871,22,-1.1752
ENSG00000117632,STMN1,854,1.07806,381,-1.0822,428,-0.9048
ENSG00000158008,EXTL1,38,1.60949,21,-0.6800,3,-3.3377
ENSG00000142684,ZNF593,36,0.13214,59,0.83629,7,-2.4299
ENSG00000142669,SH3BGRL3,212,-0.4708,330,0.60035,259,0.19957
ENSG00000158062,UBXN11,24,0.53868,16,-0.5508,17,-0.4270
ENSG00000117682,DHDDS,20,2.54670,6,-1.5418,0,-4.6944
ENSG00000198830,HMGN2,111,-1.1769,377,1.73920,126,-0.1583
ENSG00000117713,ARID1A,64,0.11110,44,-0.5490,74,0.25930
ENSG00000204160,ZDHHC18,31,-0.4076,21,-0.7481,63,1.04964
ENSG00000090273,NUDC,131,0.06278,124,-0.0666,126,-0.0452
ENSG00000253368,TRNP1,76,1.91652,27,-1.3255,12,-2.4700
ENSG00000090020,SLC9A1,28,1.19046,18,-0.4803,6,-2.1180
ENSG00000142784,WDTC1,31,-0.3315,32,0.00257,45,0.54081
ENSG00000186501,TMEM222,74,0.02993,86,0.25380,59,-0.3592
ENSG00000158195,WASF2,27,-1.4940,122,2.10379,34,-0.1681
ENSG00000126705,AHDC1,48,0.54424,28,-0.7208,38,-0.2921
ENSG00000126709,IFI6,112,-0.8417,165,0.38102,239,1.01150
ENSG00000117758,STX12,82,0.43489,38,-1.0942,82,0.10291
ENSG00000117751,PPP1R8,24,0.80274,25,0.18618,2,-3.0629
ENSG00000117748,RPA2,45,0.03176,73,0.80878,15,-1.6772
ENSG00000126698,DNAJC8,119,0.13193,105,-0.1620,111,-0.0747
ENSG00000130770,ATP5IF1,410,0.94476,251,-0.6098,174,-1.1690
ENSG00000198492,YTHDF2,64,1.09039,38,-0.6304,22,-1.4880
ENSG00000116350,SRSF4,43,-0.6008,51,0.12079,79,0.85275
ENSG00000116353,MECR,26,0.35725,22,-0.1679,18,-0.4904
ENSG00000162511,LAPTM5,32,-1.7285,126,1.72683,86,1.02306
ENSG00000162512,SDC3,215,0.98765,126,-0.6753,91,-1.1748
ENSG00000134644,PUM1,120,1.13790,74,-0.5822,35,-1.7062
ENSG00000121766,ZCCHC17,94,1.02254,38,-1.2361,54,-0.6876
ENSG00000121769,FABP3,118,1.38465,49,-1.1355,40,-1.4438
ENSG00000162517,PEF1,89,0.67966,64,-0.3991,47,-0.8703
ENSG00000084636,COL16A1,24,-1.1446,59,1.16169,46,0.74386
ENSG00000121753,ADGRB2,236,1.76453,60,-1.8631,78,-1.4568
ENSG00000184007,PTP4A2,151,-0.0037,120,-0.3605,182,0.30584
ENSG00000121774,KHDRBS1,107,0.56613,102,0.03738,42,-1.3378
ENSG00000025800,KPNA6,50,1.10997,34,-0.4267,12,-1.9768
ENSG00000084652,TXLNA,21,1.18696,18,-0.0643,0,-5.2618
ENSG00000160050,CCDC28B,20,-0.2738,22,0.10581,26,0.36651
ENSG00000084623,EIF3I,110,-0.1220,150,0.47344,90,-0.3491
ENSG00000175130,MARCKSL1,271,0.17669,257,-0.0510,223,-0.2720
ENSG00000160058,BSDC1,66,0.58524,61,-0.0023,26,-1.3069
ENSG00000176261,ZBTB8OS,41,0.73441,43,0.22026,6,-2.7697
ENSG00000162521,RBBP4,76,-0.2044,102,0.44163,72,-0.1241
ENSG00000162522,KIAA1522,21,0.83904,23,0.28290,0,-4.9701
ENSG00000134684,YARS,93,0.63496,54,-0.7449,66,-0.4239
ENSG00000160097,FNDC5,23,-0.1757,32,0.47187,21,-0.2273
ENSG00000121905,HPCA,201,1.86823,66,-1.4715,44,-2.0823
ENSG00000121900,TMEM54,40,-0.6727,64,0.57844,64,0.58257
ENSG00000116514,RNF19B,15,-0.8574,20,0.20174,36,1.15584
ENSG00000004455,AK2,24,-1.4659,70,1.29868,63,1.11369
ENSG00000142920,AZIN2,23,0.83985,21,0.03132,4,-2.4023
ENSG00000160094,ZNF362,16,0.40205,24,0.72842,0,-4.9329
ENSG00000134686,PHC2,57,-0.3393,74,0.35297,69,0.24035
ENSG00000163866,SMIM12,45,0.18827,21,-1.1383,58,0.45129
ENSG00000116544,DLGAP3,71,1.58529,20,-1.6836,27,-1.2896
ENSG00000116560,SFPQ,123,-0.1229,119,-0.0829,149,0.28227
ENSG00000146463,ZMYM4,44,0.32462,45,0.10882,25,-0.8148
ENSG00000142687,KIAA0319L,52,0.18287,28,-0.9277,64,0.36654
ENSG00000020129,NCDN,454,1.22214,186,-1.1943,203,-1.0633
ENSG00000126067,PSMB2,99,0.04375,104,0.10395,87,-0.1942
ENSG00000142686,C1orf216,80,0.82942,37,-1.0335,52,-0.5213
ENSG00000092847,AGO1,27,-0.3791,40,0.51962,31,0.12334
ENSG00000116863,ADPRHL2,16,1.81089,7,-1.0395,2,-2.8446
ENSG00000054116,TRAPPC3,53,0.33351,41,-0.3432,43,-0.2579
ENSG00000116871,MAP7D1,162,0.76791,119,-0.3575,72,-1.1330
ENSG00000054118,THRAP3,55,-0.8822,97,0.66215,107,0.84015
ENSG00000196182,STK40,20,-0.7615,53,1.41297,16,-0.5764
ENSG00000181817,LSM10,40,0.34142,20,-1.0209,43,0.19565
ENSG00000116885,OSCP1,21,-0.1294,25,0.26006,20,-0.0436
ENSG00000116898,MRPS15,58,0.25454,44,-0.3802,53,-0.0886
ENSG00000163873,GRIK3,18,3.40175,1,-3.4307,1,-3.0868
ENSG00000163875,MEAF6,113,1.69281,34,-1.5910,35,-1.5643
ENSG00000183317,EPHA10,17,0.15267,11,-0.6676,20,0.27110
ENSG00000185090,MANEAL,32,1.89865,13,-1.1595,4,-2.8234
ENSG00000197982,C1orf122,229,0.17015,205,-0.1405,202,-0.1639
ENSG00000183431,SF3A3,30,-0.7042,55,0.75725,45,0.44415
ENSG00000183520,UTP11,28,0.27871,5,-2.3663,41,0.66488
ENSG00000116954,RRAGC,40,0.34161,55,0.60869,7,-2.4524
ENSG00000174574,AKIRIN1,69,0.99445,40,-0.6878,29,-1.1728
ENSG00000168653,NDUFS5,600,0.61193,287,-1.0371,499,-0.1817
ENSG00000127603,MACF1,126,-0.1712,152,0.26397,131,0.03104
ENSG00000183682,BMP8A,17,2.34636,1,-3.1035,4,-1.6543
ENSG00000090621,PABPC4,57,0.19880,71,0.41468,27,-1.0824
ENSG00000116983,HPCAL4,280,1.06184,105,-1.3385,163,-0.6798
ENSG00000084072,PPIE,26,-0.2513,62,1.40367,0,-5.6911
ENSG00000168389,MFSD2A,16,-1.1574,49,1.51542,24,0.25319
ENSG00000131236,CAP1,127,-0.1236,133,0.05025,143,0.16671
ENSG00000131238,PPT1,120,0.76617,100,-0.1627,41,-1.4975
ENSG00000084073,ZMPSTE24,29,0.25977,30,0.11868,18,-0.6745
ENSG00000084070,SMAP2,114,0.86722,49,-1.1487,75,-0.5007
ENSG00000117016,RIMS3,79,1.43546,28,-1.3906,30,-1.2729
ENSG00000066136,NFYC,32,0.71917,31,0.08984,7,-2.0520
ENSG00000179862,CITED4,16,-0.6045,21,0.25738,28,0.75802
ENSG00000127124,HIVEP3,17,1.03710,14,-0.1785,3,-2.5051
ENSG00000198815,FOXJ3,56,1.00075,33,-0.6482,22,-1.2423
ENSG00000177181,RIMKLA,34,2.08005,14,-1.0908,1,-4.1439
ENSG00000127125,PPCS,49,0.12254,66,0.49234,25,-1.0307
ENSG00000186409,CCDC30,19,0.10993,3,-2.6046,33,0.88383
ENSG00000065978,YBX1,97,-2.1135,360,1.35477,485,1.93639
ENSG00000164008,C1orf50,19,0.46551,14,-0.4257,14,-0.4155
ENSG00000177868,SVBP,38,0.53450,27,-0.4421,25,-0.5268
ENSG00000117394,SLC2A1,47,-2.5133,279,1.98190,259,1.82878
ENSG00000117395,EBNA1BP2,54,0.26084,44,-0.2798,47,-0.1894
ENSG00000066322,ELOVL1,14,-1.8785,38,0.91289,67,1.98827
ENSG00000159479,MED8,20,0.97988,20,0.14892,0,-5.2991
ENSG00000178922,HYI,16,-1.2532,56,1.69528,23,0.13576
ENSG00000142949,PTPRF,115,0.27285,127,0.21477,63,-0.8722
ENSG00000126091,ST3GAL3,42,0.67110,28,-0.5054,24,-0.7220
ENSG00000117408,IPO13,53,0.91960,48,-0.0035,8,-2.6875
ENSG00000117410,ATP6V0B,371,1.03035,192,-0.8603,171,-1.0366
ENSG00000117411,B4GALT2,75,1.12426,57,-0.2541,11,-2.6276
ENSG00000159214,CCDC24,17,1.27314,13,-0.1642,0,-4.9702
ENSG00000178028,DMAP1,46,-0.0882,49,0.08428,48,0.07200
ENSG00000117419,ERI3,162,0.96181,83,-0.8776,83,-0.8856
ENSG00000187147,RNF220,96,0.69194,71,-0.3533,48,-0.9608
ENSG00000142937,RPS8,842,-1.7418,3391,1.76415,2245,0.99580
ENSG00000070785,EIF2B3,22,0.45700,15,-0.4815,17,-0.3467
ENSG00000126088,UROD,69,0.19869,100,0.66551,19,-1.8934
ENSG00000117450,PRDX1,353,-0.3040,547,0.64126,326,-0.2007
ENSG00000117448,AKR1A1,38,0.17646,55,0.62253,13,-1.6122
ENSG00000132780,NASP,27,0.57281,31,0.36819,4,-2.5623
ENSG00000159592,GPBP1L1,29,0.56825,21,-0.3676,17,-0.6766
ENSG00000086015,MAST2,29,0.92669,14,-0.9214,16,-0.7789
ENSG00000117461,PIK3R3,17,-1.3204,35,0.71783,53,1.42552
ENSG00000085998,POMGNT1,55,-0.1369,49,-0.2142,72,0.40455
ENSG00000132128,LRRC41,51,0.42985,36,-0.4521,39,-0.3260
ENSG00000173660,UQCRH,517,1.22762,303,-0.6496,138,-1.8295
ENSG00000117480,FAAH,32,0.64546,13,-1.1834,27,-0.1476
ENSG00000079277,MKNK1,27,0.48129,8,-1.6869,30,0.27521
ENSG00000123472,ATPAF1,125,0.01528,92,-0.4816,156,0.35733
ENSG00000159658,EFCAB14,63,-0.4946,117,0.89130,61,-0.1747
ENSG00000186377,CYP4X1,17,-0.2613,31,0.98214,8,-1.0606
ENSG00000162368,CMPK1,96,0.39294,80,-0.2060,66,-0.5163
ENSG00000162373,BEND5,21,0.56669,29,0.57265,0,-5.4144
ENSG00000162374,ELAVL4,153,2.90343,36,-1.9212,4,-4.8519
ENSG00000185104,FAF1,31,-0.2578,26,-0.3193,48,0.64888
ENSG00000123091,RNF11,415,1.06943,190,-1.0426,205,-0.9254
ENSG00000085832,EPS15,170,0.56274,113,-0.5391,117,-0.4813
ENSG00000117859,OSBPL9,19,0.12252,25,0.45949,10,-0.9546
ENSG00000078618,NRDC,73,0.11720,101,0.55720,33,-1.1782
ENSG00000169213,RAB3B,162,1.79889,31,-2.2735,61,-1.2521
ENSG00000117862,TXNDC12,32,0.61261,28,-0.0725,13,-1.2388
ENSG00000134717,BTF3L4,71,0.44069,56,-0.2713,48,-0.5345
ENSG00000157077,ZFYVE9,25,0.40531,15,-0.7113,23,-0.0778
ENSG00000134748,PRPF38A,28,-0.9461,34,0.01694,76,1.37766
ENSG00000134744,TUT4,26,-0.1417,32,0.30117,25,-0.0691
ENSG00000162377,COA7,18,1.48667,2,-2.6445,10,-0.6898
ENSG00000162378,ZYG11B,145,0.83166,91,-0.5947,72,-0.9429
ENSG00000116171,SCP2,93,-0.2494,129,0.47776,91,-0.0802
ENSG00000162384,CZIB,51,-0.0839,69,0.45825,40,-0.4126
ENSG00000162385,MAGOH,28,-0.1400,35,0.32973,26,-0.1080
ENSG00000157193,LRP8,41,0.97224,29,-0.3724,12,-1.6594
ENSG00000058799,YIPF1,17,-0.2688,13,-0.5079,29,0.76704
ENSG00000081870,HSPB11,30,-0.0613,52,0.89547,10,-1.5894
ENSG00000116209,TMEM59,160,-0.6385,386,1.31443,113,-0.7088
ENSG00000116221,MRPL37,52,0.46798,43,-0.2115,32,-0.6641
ENSG00000157216,SSBP3,139,1.94505,47,-1.4040,24,-2.3959
ENSG00000243725,TTC4,19,2.22996,4,-2.0607,4,-2.1361
ENSG00000116133,DHCR24,152,0.85687,95,-0.5883,72,-1.0044
ENSG00000162402,USP24,34,1.03939,17,-0.8879,15,-1.0241
ENSG00000162407,PLPP3,213,0.96387,156,-0.3253,61,-1.7417
ENSG00000162409,PRKAA2,43,-0.0132,65,0.66745,22,-1.0338
ENSG00000173406,DAB1,22,0.62696,2,-3.0586,26,0.37792
ENSG00000162601,MYSM1,24,-0.0768,42,0.90942,8,-1.5732
ENSG00000177606,JUN,113,-0.6261,169,0.48882,180,0.59301
ENSG00000172456,FGGY,19,0.46716,27,0.66989,0,-5.2399
ENSG00000134709,HOOK1,28,0.89805,11,-1.3057,19,-0.4488
ENSG00000162599,NFIA,72,-1.0395,164,1.05595,133,0.68765
ENSG00000162604,TM2D1,58,-0.3672,92,0.67478,57,-0.1127
ENSG00000162607,USP1,21,-0.8941,27,0.16583,51,1.22695
ENSG00000116641,DOCK7,30,-0.1583,39,0.39811,27,-0.1605
ENSG00000079739,PGM1,50,2.30501,19,-1.1779,0,-6.3663
ENSG00000158966,CACHD1,27,0.83218,28,0.22150,2,-3.7067
ENSG00000162437,RAVER2,22,0.31182,35,0.81698,0,-4.8122
ENSG00000162434,JAK1,70,0.40150,59,-0.1809,46,-0.5645
ENSG00000162433,AK4,57,0.44791,57,0.07796,27,-1.0804
ENSG00000116675,DNAJC6,322,1.93864,66,-2.1726,102,-1.5251
ENSG00000213625,LEPROT,29,-1.7172,162,2.48533,28,-0.6155
ENSG00000184588,PDE4B,62,0.28546,43,-0.5145,58,-0.0316
ENSG00000118473,SGIP1,96,2.29847,16,-2.4101,22,-1.9535
ENSG00000198160,MIER1,25,0.28988,22,-0.1453,19,-0.3836
ENSG00000142864,SERBP1,103,-0.4677,163,0.63274,122,0.15288
ENSG00000116717,GADD45A,23,-1.6060,38,0.27932,101,2.03793
ENSG00000172380,GNG12,19,-1.4573,71,1.80236,32,0.39862
ENSG00000116729,WLS,111,-0.4025,210,0.95410,84,-0.5344
ENSG00000033122,LRRC7,71,2.17466,17,-1.8578,13,-2.2563
ENSG00000066557,LRRC40,28,1.76955,0,-5.5454,15,-0.6543
ENSG00000116754,SRSF11,94,-0.1438,97,0.00950,112,0.23767
ENSG00000118454,ANKRD13C,35,0.45062,41,0.34552,10,-1.7996
ENSG00000132485,ZRANB2,70,0.08596,55,-0.3447,76,0.15633
ENSG00000172260,NEGR1,137,0.96279,43,-1.6131,97,-0.3805
ENSG00000178965,ERICH3,37,2.09634,16,-0.9919,0,-5.5758
ENSG00000162623,TYW3,18,-0.5063,23,0.26041,29,0.60533
ENSG00000117054,ACADM,39,-0.3082,50,0.32726,46,0.21207
ENSG00000137955,RABGGTB,38,-0.2056,42,0.10981,46,0.25019
ENSG00000117069,ST6GALNAC5,53,2.94354,6,-2.9472,7,-2.6603
ENSG00000142892,PIGK,31,0.60873,38,0.47256,2,-3.9232
ENSG00000154027,AK5,238,2.81693,33,-2.6807,34,-2.6640
ENSG00000036549,AC118549.1,19,-0.5916,13,-0.7852,45,1.28504
ENSG00000077254,USP33,93,1.09513,66,-0.3786,21,-2.0558
ENSG00000180488,MIGA1,71,2.17872,31,-1.0361,0,-6.8952
ENSG00000162613,FUBP1,41,-0.9398,69,0.56395,90,1.01190
ENSG00000162616,DNAJB4,32,0.29942,32,0.05657,20,-0.6703
ENSG00000117114,ADGRL2,29,0.85202,15,-0.8980,17,-0.6674
ENSG00000137941,TTLL7,93,1.79224,49,-0.7528,4,-4.3385
ENSG00000142875,PRKACB,351,1.65203,110,-1.5569,113,-1.5200
ENSG00000117133,RPF1,18,1.78925,2,-2.7846,8,-1.0306
ENSG00000174021,GNG5,56,-1.3192,172,1.46462,110,0.66168
ENSG00000117155,SSX2IP,95,2.10072,25,-1.7771,19,-2.1960
ENSG00000162642,C1orf52,61,1.19154,20,-1.4675,32,-0.7988
ENSG00000153904,DDAH1,235,0.77033,114,-0.9920,161,-0.4560
ENSG00000142871,CCN1,24,-3.0933,281,2.88836,143,1.42281
ENSG00000117174,ZNHIT6,21,-0.1333,16,-0.4286,30,0.53838
ENSG00000122417,ODF2L,30,0.42753,14,-1.0542,30,0.09307
ENSG00000097033,SH3GLB1,40,0.09944,52,0.46441,22,-0.8979
ENSG00000183291,SELENOF,107,-0.1110,196,0.97894,36,-1.7055
ENSG00000153936,HS2ST1,40,1.46105,16,-1.1472,12,-1.5948
ENSG00000143013,LMO4,659,1.32349,241,-1.3551,285,-1.1026
ENSG00000065243,PKN2,16,-1.6545,84,2.32941,19,-0.3133
ENSG00000137947,GTF2B,24,0.71395,25,0.19295,4,-2.4777
ENSG00000137944,KYAT3,21,0.09977,34,0.82863,5,-2.1542
ENSG00000197147,LRRC8B,89,2.82209,19,-2.0646,6,-3.7359
