Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000187730,GABRD,19,-2.8642,66,-1.0613,128,-0.0397,189,0.89916,133,0.03606
ENSG00000067606,PRKCZ,89,-1.2477,196,-0.0294,191,-0.0774,242,0.44580,200,0.00376
ENSG00000162585,FAAP20,91,0.25951,65,-0.2917,92,0.31213,86,0.21938,51,-0.7246
ENSG00000157933,SKI,29,0.56090,19,-0.1290,19,-0.1784,21,-0.0073,20,-0.1220
ENSG00000157916,RER1,70,-0.0150,52,-0.4762,77,0.17694,73,0.07055,69,-0.0266
ENSG00000157911,PEX10,37,0.22307,28,-0.2211,29,-0.2114,40,0.49954,24,-0.5449
ENSG00000149527,PLCH2,18,0.29139,15,0.04738,8,-1.0768,26,1.51421,3,-2.5848
ENSG00000157881,PANK4,4,-1.8030,3,-1.9010,17,0.49585,15,0.29712,16,0.33772
ENSG00000157870,PRXL2B,25,-0.8885,41,-0.1115,42,-0.0906,50,0.26413,49,0.19390
ENSG00000177133,PRDM16-DT,13,-0.4422,33,1.10619,29,1.06643,9,-1.2612,12,-0.6199
ENSG00000158109,TPRG1L,58,-1.7463,157,-0.2257,202,0.20644,188,0.09082,221,0.38784
ENSG00000116213,WRAP73,9,-0.8832,12,-0.3393,10,-0.7211,17,0.28344,22,0.72374
ENSG00000130764,LRRC47,49,-0.9207,59,-0.6510,97,0.16163,103,0.33054,94,0.11346
ENSG00000116198,CEP104,34,1.30066,13,-0.3153,14,-0.2631,15,-0.1137,12,-0.5325
ENSG00000198912,C1orf174,10,-0.2759,14,0.27541,11,-0.1520,14,0.44335,9,-0.5241
ENSG00000196581,AJAP1,10,-1.6020,11,-1.4913,27,-0.0992,39,0.70233,34,0.28879
ENSG00000069424,KCNAB2,51,-2.2526,246,0.14484,161,-0.5971,301,0.68167,252,0.21537
ENSG00000116254,CHD5,40,-1.4908,89,-0.2717,95,-0.1795,132,0.52897,115,0.16835
ENSG00000116251,RPL22,1222,1.57515,527,0.08499,540,0.14442,301,-0.9906,384,-0.4749
ENSG00000116237,ICMT,15,-1.4595,37,-0.1043,35,-0.2525,66,1.27202,20,-1.1808
ENSG00000097021,ACOT7,68,-2.0924,182,-0.6166,233,-0.2529,387,0.89069,267,-0.0045
ENSG00000215788,TNFRSF25,2,-3.2859,12,-0.6542,19,0.07817,21,0.28739,25,0.60600
ENSG00000171680,PLEKHG5,12,-1.2287,15,-0.8798,16,-0.8342,27,0.02708,50,1.28297
ENSG00000162408,NOL9,18,-0.6063,19,-0.5810,35,0.48126,27,0.02929,27,0.01497
ENSG00000162413,KLHL21,25,-0.5789,23,-0.7120,35,-0.0510,36,0.00607,49,0.59487
ENSG00000116273,PHF13,7,-1.1109,6,-1.3831,17,0.33374,17,0.31830,16,0.22845
ENSG00000041988,THAP3,19,-0.0110,18,-0.1364,14,-0.5592,27,0.73695,15,-0.4742
ENSG00000007923,DNAJC11,20,-0.6935,31,-0.0088,32,0.05802,33,0.13177,33,0.10107
ENSG00000171735,CAMTA1,103,-0.6852,124,-0.3985,183,0.25992,153,-0.0881,191,0.34625
ENSG00000049245,VAMP3,127,3.25241,27,0.09721,8,-1.7916,9,-1.7839,15,-0.8673
ENSG00000049246,PER3,27,0.44765,14,-0.6267,23,0.16846,19,-0.1505,21,0.03011
ENSG00000116288,PARK7,318,-0.1383,325,-0.1039,377,0.15873,305,-0.2690,404,0.28893
ENSG00000116285,ERRFI1,21,0.09137,12,-0.7351,19,-0.0782,18,-0.2109,27,0.57104
ENSG00000162426,SLC45A1,15,-1.4029,28,-0.4912,39,-0.0075,48,0.46241,43,0.17569
ENSG00000142599,RERE,58,-0.5481,70,-0.2365,76,-0.1277,96,0.37025,83,0.02689
ENSG00000074800,ENO1,481,-0.5576,461,-0.6232,778,0.24674,675,-0.0239,811,0.32693
ENSG00000171612,SLC25A33,26,-0.4255,29,-0.2778,44,0.46607,31,-0.2576,38,0.17203
ENSG00000188807,TMEM201,8,-0.6214,14,0.18572,12,-0.0304,12,-0.0505,15,0.26967
ENSG00000171608,PIK3CD,6,-1.5586,11,-0.6221,23,0.57041,19,0.24036,17,-0.0612
ENSG00000171603,CLSTN1,184,-1.9922,422,-0.7366,542,-0.3876,904,0.70356,821,0.38485
ENSG00000178585,CTNNBIP1,39,-0.0955,47,0.18823,35,-0.3154,48,0.29896,38,-0.1656
ENSG00000162441,LZIC,58,1.21203,24,-0.3072,31,0.12232,27,-0.1332,17,-0.8930
ENSG00000130939,UBE4B,37,-0.0493,18,-1.1289,28,-0.5376,38,0.00715,59,0.84571
ENSG00000054523,KIF1B,249,-0.0582,208,-0.3461,281,0.15450,234,-0.2121,303,0.30218
ENSG00000142657,PGD,30,-0.8914,32,-0.7990,53,0.00047,60,0.28049,64,0.37040
ENSG00000241563,CORT,67,-0.1797,49,-0.6808,37,-1.2131,148,1.90566,22,-2.0019
ENSG00000160049,DFFA,52,0.74663,23,-0.5667,30,-0.1870,39,0.35074,24,-0.5976
ENSG00000142655,PEX14,18,-0.7497,20,-0.6197,21,-0.6025,38,0.59113,36,0.35467
ENSG00000120948,TARDBP,51,-0.3062,52,-0.2797,54,-0.2696,65,0.07961,78,0.42704
ENSG00000116649,SRM,63,-0.8160,113,0.10310,87,-0.3531,127,0.41072,111,0.09062
ENSG00000171824,EXOSC10,39,0.77608,16,-0.6349,18,-0.5003,21,-0.2752,32,0.50704
ENSG00000198793,MTOR,16,-1.3048,37,-0.0542,42,0.17447,50,0.58820,30,-0.4655
ENSG00000116661,FBXO2,396,0.51781,362,0.36291,324,0.20968,236,-0.4278,248,-0.2809
ENSG00000132879,FBXO44,52,-1.5813,96,-0.6525,148,0.03246,165,0.28323,184,0.45777
ENSG00000116663,FBXO6,7,-1.1821,6,-1.3037,14,-0.0537,18,0.56181,17,0.29153
ENSG00000116670,MAD2L2,33,1.01719,28,0.74724,14,-0.4672,14,-0.4177,14,-0.3703
ENSG00000177000,MTHFR,9,-0.8736,9,-0.7843,18,0.24535,18,0.24407,17,0.17232
ENSG00000011021,CLCN6,21,-1.4119,30,-0.8469,58,0.19637,66,0.55764,52,-0.0221
ENSG00000116685,KIAA2013,37,-0.0605,15,-1.4708,37,-0.0833,48,0.53326,37,-0.0388
ENSG00000083444,PLOD1,27,0.24297,20,-0.2445,22,-0.0742,20,-0.2835,28,0.38021
ENSG00000116688,MFN2,64,-0.5637,66,-0.5159,87,-0.0928,107,0.35843,99,0.14214
ENSG00000116691,MIIP,27,0.47342,14,-0.5716,18,-0.1964,20,0.01386,22,0.14029
ENSG00000048707,VPS13D,28,-0.7440,31,-0.5955,43,-0.0812,51,0.25878,54,0.35179
ENSG00000162496,DHRS3,53,1.34965,16,-0.5887,25,0.08195,22,-0.1700,15,-0.7901
ENSG00000116731,PRDM2,48,-0.4104,37,-0.7917,86,0.65152,48,-0.5008,77,0.41479
ENSG00000189337,KAZN,53,0.13393,28,-0.8840,40,-0.3419,61,0.52070,47,-0.0670
ENSG00000142634,EFHD2,101,-0.8911,97,-0.9618,251,0.66993,13,-4.2824,433,2.03283
ENSG00000116138,DNAJC16,9,-1.5028,18,-0.4235,26,0.14976,27,0.28953,27,0.24163
ENSG00000197312,DDI2,12,-0.7083,13,-0.5797,26,0.57671,16,-0.3835,24,0.41515
ENSG00000116786,PLEKHM2,41,-0.9822,109,0.57969,83,0.12761,87,0.26368,59,-0.4792
ENSG00000065526,SPEN,44,1.03412,25,0.10451,17,-0.5646,22,-0.1557,22,-0.1388
ENSG00000116809,ZBTB17,22,0.32476,13,-0.5171,22,0.35066,13,-0.6509,23,0.41423
ENSG00000185519,FAM131C,7,-1.8577,21,-0.2168,27,0.18375,42,1.37838,6,-2.1792
ENSG00000037637,FBXO42,5,-1.7864,11,-0.5580,18,0.17507,15,-0.1866,25,0.83525
ENSG00000055070,SZRD1,55,1.33886,22,-0.2113,26,0.07318,17,-0.7309,22,-0.1952
ENSG00000157191,NECAP2,34,1.69820,10,-0.3035,14,0.18470,7,-0.9950,10,-0.4418
ENSG00000219481,NBPF1,16,0.33899,12,-0.1677,7,-1.0448,17,0.56926,13,-0.0542
ENSG00000058453,CROCC,7,-0.9494,10,-0.4092,10,-0.5023,18,0.62570,15,0.22105
ENSG00000159363,ATP13A2,49,-2.1699,151,-0.4812,208,0.03397,271,0.67114,203,-0.0084
ENSG00000117118,SDHB,79,-0.3061,67,-0.5525,78,-0.3620,121,0.53727,98,0.04194
ENSG00000117115,PADI2,261,3.65865,45,-0.0605,27,-0.9642,13,-2.2181,11,-2.2676
ENSG00000179051,RCC2,13,-0.9106,15,-0.6835,24,0.07238,37,1.12917,12,-1.1788
ENSG00000074964,ARHGEF10L,12,-0.5591,21,0.23339,20,0.20959,17,-0.1235,19,0.07018
ENSG00000117154,IGSF21,8,-3.7845,76,-0.5826,144,0.52647,73,-0.8071,198,1.22341
ENSG00000159423,ALDH4A1,21,0.09737,24,0.34151,36,1.26128,11,-1.1059,13,-0.6915
ENSG00000127481,UBR4,10,-0.4401,8,-0.8799,10,-0.4953,16,0.35659,19,0.53789
ENSG00000127463,EMC1,23,-0.3944,11,-1.4892,33,0.23024,34,0.37085,30,0.03827
ENSG00000053372,MRTO4,21,-0.7930,26,-0.5193,35,-0.0276,43,0.41543,38,0.09250
ENSG00000053371,AKR7A2,66,0.96964,36,-0.0488,30,-0.3629,29,-0.4694,41,0.21046
ENSG00000077549,CAPZB,144,-0.3463,138,-0.4172,158,-0.2285,194,0.17890,215,0.35338
ENSG00000173436,MICOS10,342,-0.0119,356,0.05273,417,0.36653,297,-0.3084,338,-0.0345
ENSG00000158747,NBL1,138,-0.7586,176,-0.3867,221,-0.0199,259,0.33025,240,0.12941
ENSG00000169914,OTUD3,2,-2.6080,12,-0.3197,19,0.52230,20,0.71934,9,-0.7362
ENSG00000162545,CAMK2N1,556,-0.9119,1091,0.15456,836,-0.3121,1598,1.21000,411,-1.4928
ENSG00000090432,MUL1,18,-0.2997,11,-1.0131,16,-0.6129,25,0.21531,33,0.75157
ENSG00000183114,FAM43B,22,0.14792,12,-0.8251,24,0.37965,4,-2.5584,42,1.59470
ENSG00000158828,PINK1,251,-0.9765,394,-0.2749,544,0.28876,494,0.12506,494,0.10487
ENSG00000244038,DDOST,20,-0.8109,18,-0.9622,36,0.08548,41,0.37831,38,0.19658
ENSG00000117245,KIF17,8,-1.3406,11,-0.8296,30,0.82956,12,-0.9469,30,0.87953
ENSG00000189410,SH2D5,1,-4.8783,25,-0.5376,33,-0.1121,44,0.54537,45,0.48422
ENSG00000127483,HP1BP3,145,0.13326,99,-0.4805,136,0.03907,125,-0.1370,155,0.28112
ENSG00000075151,EIF4G3,84,-0.6972,80,-0.7635,91,-0.6307,173,0.66646,153,0.31035
ENSG00000117298,ECE1,38,1.51106,9,-0.8002,14,-0.2372,16,0.05625,9,-0.8948
ENSG00000076864,RAP1GAP,55,-1.8919,118,-0.7501,196,0.06811,169,-0.2355,315,1.03746
ENSG00000090686,USP48,52,0.63522,36,0.03421,27,-0.4612,32,-0.1802,39,0.19078
ENSG00000070831,CDC42,145,-0.8430,151,-0.7764,195,-0.4314,330,0.67817,276,0.20359
ENSG00000173372,C1QA,69,2.12539,35,0.78155,18,-0.2880,13,-0.9209,7,-1.8877
ENSG00000159189,C1QC,62,2.64419,23,0.68416,10,-0.7874,5,-1.7975,8,-0.9826
ENSG00000173369,C1QB,111,2.10740,72,1.23693,30,-0.2533,12,-1.8728,17,-1.2255
ENSG00000004487,KDM1A,25,-0.9136,31,-0.5467,41,-0.1633,49,0.23669,57,0.47996
ENSG00000169641,LUZP1,11,-2.2949,30,-0.7922,60,0.38639,67,0.73523,40,-0.3639
ENSG00000125944,HNRNPR,87,-0.1360,60,-0.7177,91,-0.0757,87,-0.1786,132,0.63645
ENSG00000125945,ZNF436,7,-0.8729,7,-0.9335,16,0.38498,14,0.16810,14,0.16999
ENSG00000117318,ID3,155,4.20071,16,-0.6274,7,-1.9134,6,-2.3770,7,-1.9242
ENSG00000142676,RPL11,1304,1.83887,512,0.14472,499,0.11665,259,-1.1428,313,-0.7126
ENSG00000011007,ELOA,13,0.03112,11,-0.1399,9,-0.5468,11,-0.1634,18,0.67062
ENSG00000057757,PITHD1,96,-0.9864,134,-0.4764,179,-0.0169,216,0.41079,194,0.13425
ENSG00000011009,LYPLA2,18,-1.2461,29,-0.5466,43,0.05882,40,-0.0655,59,0.70955
ENSG00000117308,GALE,4,-1.9770,13,-0.3739,15,-0.1945,19,0.29791,23,0.59028
ENSG00000117305,HMGCL,20,0.15594,20,0.15716,21,0.30544,17,-0.1320,15,-0.3690
ENSG00000179163,FUCA1,14,-0.0705,5,-1.6698,12,-0.3986,14,-0.1391,24,1.01133
ENSG00000189266,PNRC2,57,0.78334,30,-0.2610,33,-0.0977,29,-0.3818,38,0.14798
ENSG00000188529,SRSF10,40,0.09809,30,-0.3645,24,-0.7516,39,0.09243,51,0.58977
ENSG00000001461,NIPAL3,114,1.05945,39,-0.7064,52,-0.3069,57,-0.1657,62,0.03329
ENSG00000133226,SRRM1,94,1.40034,35,-0.3102,25,-0.8938,35,-0.3757,47,0.21387
ENSG00000169504,CLIC4,163,3.69250,23,-0.3389,13,-1.2866,8,-2.1791,11,-1.5652
ENSG00000117614,SYF2,110,1.20559,41,-0.4391,42,-0.4564,47,-0.2851,56,0.05211
ENSG00000117616,RSRP1,56,0.45712,40,-0.0970,44,0.06192,34,-0.4279,47,0.20861
ENSG00000183726,TMEM50A,98,0.60263,42,-0.7474,55,-0.3854,71,0.10216,74,0.16374
ENSG00000204178,MACO1,28,0.34756,16,-0.5260,22,0.00973,22,0.01342,23,0.01568
ENSG00000117643,MAN1C1,17,-1.4190,17,-1.3591,29,-0.6642,71,1.31864,38,-0.1824
ENSG00000162430,SELENON,43,0.39322,35,0.04754,32,-0.1319,32,-0.1439,35,0.03306
ENSG00000117640,MTFR1L,43,-0.6228,61,-0.0453,69,0.17041,60,-0.0998,73,0.26390
ENSG00000117632,STMN1,705,-0.8845,726,-0.8385,1329,0.13695,1327,0.15758,1524,0.40270
ENSG00000158008,EXTL1,17,-1.2331,44,0.27428,42,0.21706,26,-0.7029,56,0.81105
ENSG00000175087,PDIK1L,5,-1.4590,12,-0.2745,14,-0.1109,17,0.32218,18,0.36491
ENSG00000142684,ZNF593,28,-0.3521,37,0.07842,44,0.44459,31,-0.2688,35,-0.0105
ENSG00000142669,SH3BGRL3,221,0.00843,242,0.15809,217,-0.0213,151,-0.7428,312,0.69457
ENSG00000158062,UBXN11,22,-0.3906,19,-0.6161,34,0.28395,30,0.06328,31,0.11507
ENSG00000117682,DHDDS,9,-1.1049,15,-0.3363,16,-0.3278,23,0.34742,24,0.45020
ENSG00000198830,HMGN2,233,1.45677,105,0.05570,83,-0.3531,65,-0.8783,106,0.08790
ENSG00000117713,ARID1A,45,-0.0658,35,-0.4790,51,0.13754,40,-0.3193,61,0.48604
ENSG00000204160,ZDHHC18,10,-1.7051,19,-0.7777,27,-0.2455,46,0.93390,30,-0.0834
ENSG00000142751,GPN2,6,-1.2972,13,-0.1188,16,0.19308,16,0.26124,14,0.04329
ENSG00000090273,NUDC,157,0.04845,142,-0.1059,167,0.17014,136,-0.2289,164,0.13765
ENSG00000253368,TRNP1,11,-2.8372,57,-0.4611,85,0.23014,111,0.93341,54,-0.5839
ENSG00000090020,SLC9A1,3,-2.6992,16,-0.5632,11,-1.2071,29,0.52911,39,1.06348
ENSG00000142784,WDTC1,30,0.25967,28,0.18851,20,-0.3942,24,-0.0649,28,0.16924
ENSG00000186501,TMEM222,66,-0.1998,58,-0.3857,76,0.03333,85,0.29258,70,-0.1174
ENSG00000158195,WASF2,94,2.48313,24,-0.0363,18,-0.5664,13,-1.2228,16,-0.7899
ENSG00000126705,AHDC1,12,-1.7021,25,-0.6140,35,-0.1351,37,-0.0341,60,0.93301
ENSG00000126709,IFI6,275,0.30698,196,-0.2468,273,0.33865,102,-1.5151,367,0.95516
ENSG00000009780,FAM76A,19,0.62096,8,-0.6557,12,-0.1121,8,-0.9056,20,0.88564
ENSG00000117758,STX12,80,-0.2512,59,-0.7170,95,0.02481,92,-0.0261,118,0.44311
ENSG00000117751,PPP1R8,26,0.31672,17,-0.4075,22,0.02447,21,-0.0414,22,0.03972
ENSG00000117748,RPA2,28,-0.9059,32,-0.6982,44,-0.2158,40,-0.4361,89,1.21428
ENSG00000126698,DNAJC8,114,0.00890,100,-0.1973,117,0.04931,119,0.09600,109,-0.0737
ENSG00000130770,ATP5IF1,277,-1.2925,438,-0.5876,794,0.43407,739,0.34839,591,-0.1287
ENSG00000180098,TRNAU1AP,25,0.68424,21,0.34998,16,-0.1242,13,-0.4999,17,0.03472
ENSG00000197989,SNHG12,16,0.23412,9,-0.7335,18,0.48758,9,-0.9402,20,0.64744
ENSG00000120656,TAF12,11,-0.3826,10,-0.6185,13,-0.1498,18,0.45081,15,0.03517
ENSG00000198492,YTHDF2,32,-1.2885,20,-1.9474,86,0.31152,94,0.60542,74,0.03231
ENSG00000116350,SRSF4,46,0.23591,27,-0.5738,31,-0.4481,42,0.10641,48,0.38066
ENSG00000116353,MECR,13,-1.7597,29,-0.5716,45,0.14433,43,0.08109,56,0.59105
ENSG00000060656,PTPRU,13,-0.8449,7,-1.6627,22,-0.0371,1,-4.2993,68,2.72832
ENSG00000162511,LAPTM5,104,2.56573,34,0.38985,19,-0.5643,10,-1.6896,16,-0.8377
ENSG00000162512,SDC3,94,-0.6119,124,-0.1776,118,-0.2799,171,0.48707,138,0.00100
ENSG00000134644,PUM1,70,-0.7589,50,-1.2708,130,0.26136,108,-0.1067,158,0.65143
ENSG00000060688,SNRNP40,23,0.21649,15,-0.4495,24,0.38679,18,-0.2469,20,-0.0108
ENSG00000121766,ZCCHC17,60,-0.7758,102,0.05677,92,-0.1198,96,-0.0418,125,0.45762
ENSG00000121769,FABP3,18,-3.1703,111,-0.4579,124,-0.3177,231,1.11818,130,-0.2295
ENSG00000162517,PEF1,49,-0.8635,59,-0.5719,92,0.13621,94,0.20734,97,0.24678
ENSG00000084636,COL16A1,65,1.17212,26,-0.3479,30,-0.1545,16,-1.3682,47,0.74816
ENSG00000121753,ADGRB2,60,-2.0835,182,-0.3969,301,0.48585,228,-0.0509,288,0.39683
ENSG00000184007,PTP4A2,637,2.24361,132,-0.5770,124,-0.7512,148,-0.5121,125,-0.7391
ENSG00000121774,KHDRBS1,70,-0.4024,80,-0.1989,81,-0.1828,103,0.30418,94,0.08521
ENSG00000121775,TMEM39B,8,-0.7558,10,-0.3979,9,-0.5305,15,0.36803,16,0.49511
ENSG00000025800,KPNA6,35,-0.3665,24,-0.9457,33,-0.4764,47,0.17689,63,0.71456
ENSG00000084652,TXLNA,32,0.97984,14,-0.3951,14,-0.3949,19,0.15743,14,-0.3909
ENSG00000160050,CCDC28B,14,-0.1616,18,0.24038,14,-0.2260,14,-0.2248,20,0.40774
ENSG00000084623,EIF3I,60,-0.8987,82,-0.4278,101,-0.1137,132,0.46573,113,0.10292
ENSG00000175130,MARCKSL1,704,2.15532,152,-0.5731,174,-0.4056,199,-0.1924,81,-1.6577
ENSG00000160058,BSDC1,47,-0.5832,60,-0.1963,54,-0.4210,77,0.28885,83,0.36917
ENSG00000176261,ZBTB8OS,45,-0.0868,33,-0.5847,58,0.37081,50,0.10951,43,-0.2146
ENSG00000162521,RBBP4,61,-0.2206,40,-0.8802,70,-0.0162,71,0.03132,89,0.45240
ENSG00000162522,KIAA1522,1,-3.9593,21,0.44342,12,-0.4497,25,1.12718,11,-0.6758
ENSG00000134684,YARS,44,-1.4460,74,-0.6565,87,-0.4499,163,0.90401,114,0.03387
ENSG00000160097,FNDC5,8,-1.9064,18,-0.6880,22,-0.4083,51,1.57224,15,-1.0574
ENSG00000121905,HPCA,87,-1.7489,214,-0.3725,233,-0.2737,414,1.05487,214,-0.4254
ENSG00000121900,TMEM54,47,-0.1269,45,-0.1768,68,0.56563,54,0.17035,32,-0.8060
ENSG00000116514,RNF19B,10,-1.3094,16,-0.5126,22,-0.0402,33,0.86773,18,-0.4108
ENSG00000004455,AK2,60,1.37152,25,-0.1206,21,-0.4546,22,-0.4441,26,-0.0933
ENSG00000142920,AZIN2,12,-1.2867,10,-1.5182,20,-0.6008,49,1.44377,22,-0.4333
ENSG00000160094,ZNF362,18,-0.0336,16,-0.1991,18,0.00834,16,-0.2835,23,0.43468
ENSG00000134686,PHC2,65,-0.0683,47,-0.5674,61,-0.2085,73,0.17269,79,0.27586
ENSG00000163866,SMIM12,29,-1.2003,35,-0.9403,69,0.16088,69,0.18659,81,0.46260
ENSG00000116544,DLGAP3,18,-1.6524,51,-0.0407,82,0.89313,47,-0.2254,49,-0.1287
ENSG00000163867,ZMYM6,14,-0.0855,9,-0.8007,9,-0.7762,20,0.73232,16,0.07174
ENSG00000116560,SFPQ,161,0.44450,95,-0.4084,104,-0.3132,123,-0.0071,138,0.21748
ENSG00000146463,ZMYM4,18,-0.9445,40,0.32684,30,-0.1966,38,0.30586,33,-0.0023
ENSG00000142687,KIAA0319L,36,-0.6714,35,-0.7152,71,0.47453,48,-0.3049,71,0.47450
ENSG00000020129,NCDN,130,-2.2806,335,-0.8548,597,0.06512,670,0.33636,761,0.53768
ENSG00000126067,PSMB2,79,-0.5101,71,-0.6617,88,-0.3728,116,0.13518,152,0.65876
ENSG00000142686,C1orf216,26,-1.7807,72,-0.2070,80,-0.0515,91,0.23870,103,0.44497
ENSG00000134698,AGO4,13,0.18751,5,-1.1414,13,0.18077,13,0.19919,11,-0.0829
ENSG00000092847,AGO1,22,-0.1140,21,-0.2177,19,-0.3871,26,0.15753,28,0.31390
ENSG00000126070,AGO3,36,1.56230,14,-0.0305,13,-0.1480,10,-0.7981,13,-0.2563
ENSG00000116863,ADPRHL2,23,0.18940,16,-0.4209,10,-1.1856,25,0.46988,25,0.36585
ENSG00000054116,TRAPPC3,31,-1.0009,34,-0.8622,54,-0.1363,74,0.54103,66,0.21802
ENSG00000116871,MAP7D1,180,0.15551,158,-0.0598,136,-0.3338,178,0.19157,164,0.00184
ENSG00000054118,THRAP3,72,0.60871,40,-0.3713,33,-0.7184,45,-0.1985,68,0.58733
ENSG00000196182,STK40,7,-1.4216,19,0.00191,25,0.51666,19,0.01134,19,-0.0275
ENSG00000181817,LSM10,36,-0.7033,33,-0.8046,72,0.49189,53,-0.1188,66,0.29838
ENSG00000116885,OSCP1,4,-2.3354,9,-1.3098,26,0.31228,26,0.35972,27,0.40975
ENSG00000116898,MRPS15,49,-0.4157,61,-0.0606,63,-0.0128,64,0.01285,72,0.23236
ENSG00000163873,GRIK3,9,-1.3548,16,-0.6269,34,0.73398,6,-2.2579,49,1.58620
ENSG00000163875,MEAF6,38,-1.5886,61,-0.8793,125,0.30391,127,0.40984,113,0.11729
ENSG00000134697,GNL2,12,-0.3118,13,-0.1947,11,-0.5663,15,0.01546,21,0.67042
ENSG00000116922,C1orf109,3,-2.3665,8,-0.8987,18,0.40608,16,0.15851,19,0.44979
ENSG00000185090,MANEAL,8,-2.0698,21,-0.7260,32,-0.0463,40,0.42423,42,0.46318
ENSG00000196449,YRDC,6,-1.4800,9,-0.8759,16,0.05070,20,0.56711,17,0.14000
ENSG00000197982,C1orf122,411,0.97295,262,0.20064,221,-0.0845,198,-0.3227,187,-0.3849
ENSG00000183431,SF3A3,22,-0.6671,15,-1.2699,42,0.38836,42,0.46501,30,-0.2178
ENSG00000183520,UTP11,14,-1.0852,18,-0.7774,31,0.06920,35,0.37289,34,0.24359
ENSG00000185668,POU3F1,0,-4.7399,6,-1.6173,8,-1.1611,43,3.25788,1,-4.1503
ENSG00000116954,RRAGC,33,-0.2490,16,-1.3062,39,0.01331,48,0.50908,38,-0.0426
ENSG00000174574,AKIRIN1,51,-0.5086,46,-0.6545,68,-0.0608,70,0.00254,94,0.56378
ENSG00000168653,NDUFS5,515,-0.5977,788,0.08021,895,0.33639,773,0.06496,670,-0.2065
ENSG00000127603,MACF1,154,0.59316,88,-0.3245,84,-0.4460,105,-0.0387,121,0.22106
ENSG00000090621,PABPC4,95,1.14821,38,-0.3660,36,-0.5102,37,-0.5499,59,0.39418
