metric,name,value,form,vSpD
3rd Qu.,Anc_Afr,0.04785526259024097,carrier,vInhib
3rd Qu.,Age,0.04667139251337142,carrier,vInhib
3rd Qu.,Rin,0.06563000627889887,carrier,vInhib
3rd Qu.,pseudo_expr_chrM_ratio,0.06937976055294073,carrier,vInhib
3rd Qu.,nspots,0.07231355710889292,carrier,vInhib
3rd Qu.,Residuals,0.8543509010720004,carrier,vInhib
Max.,APOE_carrier,0.4635293917201195,carrier,vInhib
Max.,round,0.5201246307412297,carrier,vInhib
Max.,Sex,0.9141685403989263,carrier,vInhib
Max.,Visium_slide,0.2199572464165433,carrier,vInhib
Max.,Anc_Afr,0.5580545797253822,carrier,vInhib
Max.,Age,0.46575321819649534,carrier,vInhib
Max.,Rin,0.5525150173999965,carrier,vInhib
Max.,pseudo_expr_chrM_ratio,0.9311677190411152,carrier,vInhib
Max.,nspots,0.5524844758603826,carrier,vInhib
Max.,Residuals,0.9962695313248136,carrier,vInhib
Min.,APOE,0,apoe,vInhib
Min.,round,0,apoe,vInhib
Min.,Sex,0,apoe,vInhib
Min.,Visium_slide,0,apoe,vInhib
Min.,Anc_Afr,9.238878115372514e-11,apoe,vInhib
Min.,Age,6.382712519386426e-10,apoe,vInhib
Min.,Rin,2.366993236760052e-12,apoe,vInhib
Min.,pseudo_expr_chrM_ratio,1.4375253997052258e-11,apoe,vInhib
Min.,nspots,1.2527825135443636e-9,apoe,vInhib
Min.,Residuals,0.05500871988415544,apoe,vInhib
1st Qu.,APOE,0,apoe,vInhib
1st Qu.,round,0,apoe,vInhib
1st Qu.,Sex,0,apoe,vInhib
1st Qu.,Visium_slide,4.433326529080557e-20,apoe,vInhib
1st Qu.,Anc_Afr,0.004373894059053449,apoe,vInhib
1st Qu.,Age,0.0035501943169098265,apoe,vInhib
1st Qu.,Rin,0.005773204155302011,apoe,vInhib
1st Qu.,pseudo_expr_chrM_ratio,0.005773569144090386,apoe,vInhib
1st Qu.,nspots,0.005077019613340682,apoe,vInhib
1st Qu.,Residuals,0.6060269025502318,apoe,vInhib
Median,APOE,0,apoe,vInhib
Median,round,0,apoe,vInhib
Median,Sex,0,apoe,vInhib
Median,Visium_slide,5.3264800728138996e-12,apoe,vInhib
Median,Anc_Afr,0.018162906008067456,apoe,vInhib
Median,Age,0.01629218779900737,apoe,vInhib
Median,Rin,0.02610571203674538,apoe,vInhib
Median,pseudo_expr_chrM_ratio,0.024938835801850245,apoe,vInhib
Median,nspots,0.023427114386865306,apoe,vInhib
Median,Residuals,0.743716401842393,apoe,vInhib
Mean,APOE,0.02428240892613364,apoe,vInhib
Mean,round,0.0151945224276052,apoe,vInhib
Mean,Sex,0.012764083309701817,apoe,vInhib
Mean,Visium_slide,0.01323457415733478,apoe,vInhib
Mean,Anc_Afr,0.033285886744710544,apoe,vInhib
Mean,Age,0.03596817088299839,apoe,vInhib
Mean,Rin,0.04975276886140184,apoe,vInhib
Mean,pseudo_expr_chrM_ratio,0.055552478321909286,apoe,vInhib
Mean,nspots,0.04840251277508951,apoe,vInhib
Mean,Residuals,0.711562593593115,apoe,vInhib
3rd Qu.,APOE,5.661505839755072e-11,apoe,vInhib
3rd Qu.,round,0,apoe,vInhib
3rd Qu.,Sex,0,apoe,vInhib
3rd Qu.,Visium_slide,3.6973788995653607e-10,apoe,vInhib
3rd Qu.,Anc_Afr,0.04727777886283997,apoe,vInhib
3rd Qu.,Age,0.04884442526400271,apoe,vInhib
3rd Qu.,Rin,0.0655384844315933,apoe,vInhib
3rd Qu.,pseudo_expr_chrM_ratio,0.07281897305169906,apoe,vInhib
3rd Qu.,nspots,0.0698852636057277,apoe,vInhib
3rd Qu.,Residuals,0.8438725388523209,apoe,vInhib
Max.,APOE,0.6178728700950933,apoe,vInhib
Max.,round,0.5436028936326197,apoe,vInhib
Max.,Sex,0.9152623146130828,apoe,vInhib
Max.,Visium_slide,0.7443140384800727,apoe,vInhib
Max.,Anc_Afr,0.5580545796992209,apoe,vInhib
Max.,Age,0.47227401519928375,apoe,vInhib
Max.,Rin,0.552773613418475,apoe,vInhib
Max.,pseudo_expr_chrM_ratio,0.9311677190411152,apoe,vInhib
Max.,nspots,0.5409288019846508,apoe,vInhib
Max.,Residuals,0.9939476962967445,apoe,vInhib
Min.,APOE_E4E4,0,e4e4,vInhib
Min.,round,0,e4e4,vInhib
Min.,Sex,0,e4e4,vInhib
Min.,Visium_slide,0,e4e4,vInhib
Min.,Anc_Afr,9.122261447252895e-10,e4e4,vInhib
Min.,Age,6.382712519386426e-10,e4e4,vInhib
Min.,Rin,8.27133105786953e-12,e4e4,vInhib
Min.,pseudo_expr_chrM_ratio,2.757283858171546e-11,e4e4,vInhib
Min.,nspots,1.2377376608179692e-9,e4e4,vInhib
Min.,Residuals,0.04166318763913638,e4e4,vInhib
1st Qu.,APOE_E4E4,0,e4e4,vInhib
1st Qu.,round,0,e4e4,vInhib
1st Qu.,Sex,0,e4e4,vInhib
1st Qu.,Visium_slide,0,e4e4,vInhib
1st Qu.,Anc_Afr,0.00409827727548635,e4e4,vInhib
1st Qu.,Age,0.003565989194428669,e4e4,vInhib
1st Qu.,Rin,0.006040547603788087,e4e4,vInhib
1st Qu.,pseudo_expr_chrM_ratio,0.006269333407859228,e4e4,vInhib
1st Qu.,nspots,0.005237919305750212,e4e4,vInhib
1st Qu.,Residuals,0.5608162869624049,e4e4,vInhib
Median,APOE_E4E4,0,e4e4,vInhib
Median,round,0,e4e4,vInhib
Median,Sex,0,e4e4,vInhib
Median,Visium_slide,1.6874476323551555e-13,e4e4,vInhib
Median,Anc_Afr,0.01708751842484279,e4e4,vInhib
Median,Age,0.015681786105416446,e4e4,vInhib
Median,Rin,0.025869077039395297,e4e4,vInhib
Median,pseudo_expr_chrM_ratio,0.02518891545443453,e4e4,vInhib
Median,nspots,0.02299466326096577,e4e4,vInhib
Median,Residuals,0.7067195593059995,e4e4,vInhib
Mean,APOE_E4E4,0.011846940569748492,e4e4,vInhib
Mean,round,0.011417081435779524,e4e4,vInhib
Mean,Sex,0.012327859681030343,e4e4,vInhib
Mean,Visium_slide,0.06320247635743195,e4e4,vInhib
Mean,Anc_Afr,0.032432510270054137,e4e4,vInhib
Mean,Age,0.03537126187807591,e4e4,vInhib
Mean,Rin,0.049768037756731005,e4e4,vInhib
Mean,pseudo_expr_chrM_ratio,0.05779346956394253,e4e4,vInhib
Mean,nspots,0.046194724587202037,e4e4,vInhib
Mean,Residuals,0.6796456379000041,e4e4,vInhib
3rd Qu.,APOE_E4E4,0,e4e4,vInhib
3rd Qu.,round,8.576757215750763e-13,e4e4,vInhib
3rd Qu.,Sex,0,e4e4,vInhib
3rd Qu.,Visium_slide,0.09766865656129539,e4e4,vInhib
3rd Qu.,Anc_Afr,0.0451665870945458,e4e4,vInhib
3rd Qu.,Age,0.04732611640487752,e4e4,vInhib
3rd Qu.,Rin,0.06609166793773097,e4e4,vInhib
3rd Qu.,pseudo_expr_chrM_ratio,0.07636486676317789,e4e4,vInhib
3rd Qu.,nspots,0.06521878359163935,e4e4,vInhib
3rd Qu.,Residuals,0.8256998133516951,e4e4,vInhib
Max.,APOE_E4E4,0.6059420002747214,e4e4,vInhib
Max.,round,0.5533892649130312,e4e4,vInhib
Max.,Sex,0.9131177911826341,e4e4,vInhib
Max.,Visium_slide,0.9374664567301702,e4e4,vInhib
Max.,Anc_Afr,0.5580539293455349,e4e4,vInhib
Max.,Age,0.4726585667558559,e4e4,vInhib
Max.,Rin,0.552779311023099,e4e4,vInhib
Max.,pseudo_expr_chrM_ratio,0.9311677190411152,e4e4,vInhib
Max.,nspots,0.5364487379089271,e4e4,vInhib
Max.,Residuals,0.9969142802504054,e4e4,vInhib
Min.,APOE_carrier,0,carrier_i,vInhib
Min.,APOE_carrier.Anc_Afr,0,carrier_i,vInhib
Min.,round,0,carrier_i,vInhib
Min.,Sex,0,carrier_i,vInhib
Min.,Visium_slide,0,carrier_i,vInhib
Min.,Anc_Afr,2.2087546183476025e-10,carrier_i,vInhib
Min.,Age,1.5401875854402916e-10,carrier_i,vInhib
Min.,Rin,1.1093021099146069e-10,carrier_i,vInhib
Min.,pseudo_expr_chrM_ratio,2.8485126040147583e-11,carrier_i,vInhib
Min.,nspots,2.127941095250344e-11,carrier_i,vInhib
Min.,Residuals,0.051317375880052835,carrier_i,vInhib
1st Qu.,APOE_carrier,0,carrier_i,vInhib
1st Qu.,APOE_carrier.Anc_Afr,3.480949943408154e-14,carrier_i,vInhib
1st Qu.,round,0,carrier_i,vInhib
1st Qu.,Sex,0,carrier_i,vInhib
1st Qu.,Visium_slide,0,carrier_i,vInhib
1st Qu.,Anc_Afr,0.004750768943493655,carrier_i,vInhib
1st Qu.,Age,0.003357529275507469,carrier_i,vInhib
1st Qu.,Rin,0.005778350826741589,carrier_i,vInhib
1st Qu.,pseudo_expr_chrM_ratio,0.005658324294441493,carrier_i,vInhib
1st Qu.,nspots,0.0053930354727983795,carrier_i,vInhib
1st Qu.,Residuals,0.5880506792592034,carrier_i,vInhib
Median,APOE_carrier,0,carrier_i,vInhib
Median,APOE_carrier.Anc_Afr,6.600782121401346e-12,carrier_i,vInhib
Median,round,0,carrier_i,vInhib
Median,Sex,0,carrier_i,vInhib
Median,Visium_slide,4.969393860795311e-11,carrier_i,vInhib
Median,Anc_Afr,0.019894255213143176,carrier_i,vInhib
Median,Age,0.01542034740836222,carrier_i,vInhib
Median,Rin,0.025558865234661114,carrier_i,vInhib
Median,pseudo_expr_chrM_ratio,0.022899458194312123,carrier_i,vInhib
Median,nspots,0.023624460938448964,carrier_i,vInhib
Median,Residuals,0.7307146286035178,carrier_i,vInhib
Mean,APOE_carrier,0.010435233304559349,carrier_i,vInhib
Mean,APOE_carrier.Anc_Afr,0.029265346764375515,carrier_i,vInhib
Mean,round,0.014445112553885621,carrier_i,vInhib
Mean,Sex,0.012310288877453179,carrier_i,vInhib
Mean,Visium_slide,0.014068178338768828,carrier_i,vInhib
Mean,Anc_Afr,0.034328131807473496,carrier_i,vInhib
Mean,Age,0.03488052782982532,carrier_i,vInhib
Mean,Rin,0.04919364005865239,carrier_i,vInhib
Mean,pseudo_expr_chrM_ratio,0.05236103264941565,carrier_i,vInhib
Mean,nspots,0.04939008803107059,carrier_i,vInhib
Mean,Residuals,0.69932241978452,carrier_i,vInhib
3rd Qu.,APOE_carrier,0,carrier_i,vInhib
3rd Qu.,APOE_carrier.Anc_Afr,3.03984120967909e-11,carrier_i,vInhib
3rd Qu.,round,6.374289282939668e-10,carrier_i,vInhib
3rd Qu.,Sex,0,carrier_i,vInhib
3rd Qu.,Visium_slide,5.318476518645464e-10,carrier_i,vInhib
3rd Qu.,Anc_Afr,0.049315676346369394,carrier_i,vInhib
3rd Qu.,Age,0.04610068561136553,carrier_i,vInhib
3rd Qu.,Rin,0.065608948108997,carrier_i,vInhib
3rd Qu.,pseudo_expr_chrM_ratio,0.06795721845082156,carrier_i,vInhib
3rd Qu.,nspots,0.0713709242696766,carrier_i,vInhib
3rd Qu.,Residuals,0.836181551819972,carrier_i,vInhib
Max.,APOE_carrier,0.39051547393771435,carrier_i,vInhib
Max.,APOE_carrier.Anc_Afr,0.6848804077505183,carrier_i,vInhib
Max.,round,0.4720280651624203,carrier_i,vInhib
Max.,Sex,0.9152657122102063,carrier_i,vInhib
Max.,Visium_slide,0.7269359779057911,carrier_i,vInhib
Max.,Anc_Afr,0.5580545797107848,carrier_i,vInhib
Max.,Age,0.46605644101041516,carrier_i,vInhib
Max.,Rin,0.5527653335595609,carrier_i,vInhib
Max.,pseudo_expr_chrM_ratio,0.9311677190411197,carrier_i,vInhib
Max.,nspots,0.5321206270130012,carrier_i,vInhib
Max.,Residuals,0.9962695299312178,carrier_i,vInhib
Min.,APOE,0,apoe_i,vInhib
Min.,APOE.Anc_Afr,0,apoe_i,vInhib
Min.,round,0,apoe_i,vInhib
Min.,Sex,0,apoe_i,vInhib
Min.,Visium_slide,0,apoe_i,vInhib
Min.,Anc_Afr,7.912860107437575e-12,apoe_i,vInhib
Min.,Age,9.855553320892376e-12,apoe_i,vInhib
Min.,Rin,1.1093019104066064e-10,apoe_i,vInhib
Min.,pseudo_expr_chrM_ratio,2.8055369125111506e-14,apoe_i,vInhib
Min.,nspots,2.3057701683554569e-10,apoe_i,vInhib
Min.,Residuals,0.0029278287679432432,apoe_i,vInhib
1st Qu.,APOE,0,apoe_i,vInhib
1st Qu.,APOE.Anc_Afr,4.733401376927131e-11,apoe_i,vInhib
1st Qu.,round,0,apoe_i,vInhib
1st Qu.,Sex,0,apoe_i,vInhib
1st Qu.,Visium_slide,0,apoe_i,vInhib
1st Qu.,Anc_Afr,0.004112359392010339,apoe_i,vInhib
1st Qu.,Age,0.0030043374247728702,apoe_i,vInhib
1st Qu.,Rin,0.005967456634547902,apoe_i,vInhib
1st Qu.,pseudo_expr_chrM_ratio,0.004582164826352238,apoe_i,vInhib
1st Qu.,nspots,0.004469245481813835,apoe_i,vInhib
1st Qu.,Residuals,0.3453828263523895,apoe_i,vInhib
Median,APOE,3.1397403267867224e-7,apoe_i,vInhib
Median,APOE.Anc_Afr,0.020811900747607123,apoe_i,vInhib
Median,round,0,apoe_i,vInhib
Median,Sex,0,apoe_i,vInhib
Median,Visium_slide,0,apoe_i,vInhib
Median,Anc_Afr,0.016308315072624854,apoe_i,vInhib
Median,Age,0.014058405308540568,apoe_i,vInhib
Median,Rin,0.022735717132590157,apoe_i,vInhib
Median,pseudo_expr_chrM_ratio,0.02098473271228875,apoe_i,vInhib
Median,nspots,0.01893554780471028,apoe_i,vInhib
Median,Residuals,0.5559372254629431,apoe_i,vInhib
Mean,APOE,0.05489196636596056,apoe_i,vInhib
Mean,APOE.Anc_Afr,0.12917652172266542,apoe_i,vInhib
Mean,round,0.010249317054669116,apoe_i,vInhib
Mean,Sex,0.00889835878059067,apoe_i,vInhib
Mean,Visium_slide,0.056758199341135004,apoe_i,vInhib
Mean,Anc_Afr,0.029345206109703127,apoe_i,vInhib
Mean,Age,0.03327879639668752,apoe_i,vInhib
Mean,Rin,0.04434248651327849,apoe_i,vInhib
Mean,pseudo_expr_chrM_ratio,0.05190210449316861,apoe_i,vInhib
Mean,nspots,0.04006101651166486,apoe_i,vInhib
Mean,Residuals,0.5410960267104766,apoe_i,vInhib
3rd Qu.,APOE,0.08344402671409595,apoe_i,vInhib
3rd Qu.,APOE.Anc_Afr,0.21967855748033055,apoe_i,vInhib
3rd Qu.,round,2.4357914946142616e-10,apoe_i,vInhib
3rd Qu.,Sex,0,apoe_i,vInhib
3rd Qu.,Visium_slide,0.08035393665802076,apoe_i,vInhib
3rd Qu.,Anc_Afr,0.041361702208551905,apoe_i,vInhib
3rd Qu.,Age,0.043614119086854905,apoe_i,vInhib
3rd Qu.,Rin,0.060175662195058724,apoe_i,vInhib
3rd Qu.,pseudo_expr_chrM_ratio,0.06749104114734805,apoe_i,vInhib
3rd Qu.,nspots,0.05317553002221054,apoe_i,vInhib
3rd Qu.,Residuals,0.7382851456656307,apoe_i,vInhib
Max.,APOE,0.6468440137016184,apoe_i,vInhib
Max.,APOE.Anc_Afr,0.8441579738681433,apoe_i,vInhib
Max.,round,0.47629196020979203,apoe_i,vInhib
Max.,Sex,0.9118760794318388,apoe_i,vInhib
Max.,Visium_slide,0.937464534059487,apoe_i,vInhib
Max.,Anc_Afr,0.5580542560760161,apoe_i,vInhib
Max.,Age,0.47193455886192326,apoe_i,vInhib
Max.,Rin,0.5527829664630515,apoe_i,vInhib
Max.,pseudo_expr_chrM_ratio,0.9311677190411115,apoe_i,vInhib
Max.,nspots,0.5458227984739125,apoe_i,vInhib
Max.,Residuals,0.9927048822734584,apoe_i,vInhib
Min.,APOE_E4E4,0,e4e4_i,vInhib
Min.,APOE_E4E4.Anc_Afr,0,e4e4_i,vInhib
Min.,round,0,e4e4_i,vInhib
Min.,Sex,0,e4e4_i,vInhib
Min.,Visium_slide,0,e4e4_i,vInhib
Min.,Anc_Afr,1.2008387111728713e-10,e4e4_i,vInhib
Min.,Age,6.302012336518809e-10,e4e4_i,vInhib
Min.,Rin,5.3082247154564385e-12,e4e4_i,vInhib
Min.,pseudo_expr_chrM_ratio,4.003133353908387e-11,e4e4_i,vInhib
Min.,nspots,3.360490356329939e-10,e4e4_i,vInhib
Min.,Residuals,0.0019702508905918535,e4e4_i,vInhib
1st Qu.,APOE_E4E4,0,e4e4_i,vInhib
1st Qu.,APOE_E4E4.Anc_Afr,6.315013461096936e-13,e4e4_i,vInhib
1st Qu.,round,0,e4e4_i,vInhib
1st Qu.,Sex,0,e4e4_i,vInhib
1st Qu.,Visium_slide,0,e4e4_i,vInhib
1st Qu.,Anc_Afr,0.004228481806979917,e4e4_i,vInhib
1st Qu.,Age,0.003493289094194365,e4e4_i,vInhib
1st Qu.,Rin,0.005752985591998804,e4e4_i,vInhib
1st Qu.,pseudo_expr_chrM_ratio,0.00546502021292973,e4e4_i,vInhib
1st Qu.,nspots,0.004947678705982913,e4e4_i,vInhib
1st Qu.,Residuals,0.5176662291621347,e4e4_i,vInhib
Median,APOE_E4E4,0,e4e4_i,vInhib
Median,APOE_E4E4.Anc_Afr,1.3572506741067434e-11,e4e4_i,vInhib
Median,round,0,e4e4_i,vInhib
Median,Sex,0,e4e4_i,vInhib
Median,Visium_slide,1.2600173063770744e-9,e4e4_i,vInhib
Median,Anc_Afr,0.017572126739044347,e4e4_i,vInhib
Median,Age,0.014512498541609653,e4e4_i,vInhib
Median,Rin,0.02408676663290249,e4e4_i,vInhib
Median,pseudo_expr_chrM_ratio,0.024335753064827142,e4e4_i,vInhib
Median,nspots,0.021885155024550573,e4e4_i,vInhib
Median,Residuals,0.6820616087117883,e4e4_i,vInhib
Mean,APOE_E4E4,0.018036367401798477,e4e4_i,vInhib
Mean,APOE_E4E4.Anc_Afr,0.03476158655167377,e4e4_i,vInhib
Mean,round,0.011065485689450571,e4e4_i,vInhib
Mean,Sex,0.011979837468469168,e4e4_i,vInhib
Mean,Visium_slide,0.059876380103461434,e4e4_i,vInhib
Mean,Anc_Afr,0.03247975039288407,e4e4_i,vInhib
Mean,Age,0.034323329058185796,e4e4_i,vInhib
Mean,Rin,0.04834020505249552,e4e4_i,vInhib
Mean,pseudo_expr_chrM_ratio,0.056132378197740404,e4e4_i,vInhib
Mean,nspots,0.044121549065568935,e4e4_i,vInhib
Mean,Residuals,0.6488831310182719,e4e4_i,vInhib
3rd Qu.,APOE_E4E4,8.222054825796292e-8,e4e4_i,vInhib
3rd Qu.,APOE_E4E4.Anc_Afr,2.14282275560041e-6,e4e4_i,vInhib
3rd Qu.,round,2.6868423987249775e-11,e4e4_i,vInhib
3rd Qu.,Sex,0,e4e4_i,vInhib
3rd Qu.,Visium_slide,0.08632358214018396,e4e4_i,vInhib
3rd Qu.,Anc_Afr,0.046656903090848086,e4e4_i,vInhib
3rd Qu.,Age,0.04556895244494639,e4e4_i,vInhib
3rd Qu.,Rin,0.06370860882442683,e4e4_i,vInhib
3rd Qu.,pseudo_expr_chrM_ratio,0.07380712939720996,e4e4_i,vInhib
3rd Qu.,nspots,0.062293488637620506,e4e4_i,vInhib
3rd Qu.,Residuals,0.8185432117192736,e4e4_i,vInhib
Max.,APOE_E4E4,0.6346765572792263,e4e4_i,vInhib
Max.,APOE_E4E4.Anc_Afr,0.6830796443067646,e4e4_i,vInhib
Max.,round,0.553644928609034,e4e4_i,vInhib
Max.,Sex,0.9033275600479916,e4e4_i,vInhib
Max.,Visium_slide,0.9374625644503102,e4e4_i,vInhib
Max.,Anc_Afr,0.5580408781552331,e4e4_i,vInhib
Max.,Age,0.4643759194420608,e4e4_i,vInhib
Max.,Rin,0.5527778079322617,e4e4_i,vInhib
Max.,pseudo_expr_chrM_ratio,0.9311677190410889,e4e4_i,vInhib
Max.,nspots,0.5364487379089272,e4e4_i,vInhib
Max.,Residuals,0.9969142802500357,e4e4_i,vInhib
