metric,name,value,form,vSpD
Median,pseudo_expr_chrM_ratio,0.01881099619899488,apoe,vWMpv
Median,nspots,0.041772543959283516,apoe,vWMpv
Median,Residuals,0.6757974528156773,apoe,vWMpv
Mean,APOE,0.027691686788464544,apoe,vWMpv
Mean,round,0.010549249245774007,apoe,vWMpv
Mean,Sex,0.010748759404795645,apoe,vWMpv
Mean,Visium_slide,0.08015308298538232,apoe,vWMpv
Mean,Anc_Afr,0.030550204078151903,apoe,vWMpv
Mean,Age,0.03493435258295602,apoe,vWMpv
Mean,Rin,0.03445826197411978,apoe,vWMpv
Mean,pseudo_expr_chrM_ratio,0.04256677993171036,apoe,vWMpv
Mean,nspots,0.07873698584137967,apoe,vWMpv
Mean,Residuals,0.6496106371672657,apoe,vWMpv
3rd Qu.,APOE,0.028733718067613604,apoe,vWMpv
3rd Qu.,round,4.703924949543761e-12,apoe,vWMpv
3rd Qu.,Sex,0,apoe,vWMpv
3rd Qu.,Visium_slide,0.13145680497840465,apoe,vWMpv
3rd Qu.,Anc_Afr,0.04161418036818979,apoe,vWMpv
3rd Qu.,Age,0.047333230987232175,apoe,vWMpv
3rd Qu.,Rin,0.04545452188425108,apoe,vWMpv
3rd Qu.,pseudo_expr_chrM_ratio,0.055314162136987595,apoe,vWMpv
3rd Qu.,nspots,0.1097437012746791,apoe,vWMpv
3rd Qu.,Residuals,0.8068284270685933,apoe,vWMpv
Max.,APOE,0.49430280900614,apoe,vWMpv
Max.,round,0.43197400747037146,apoe,vWMpv
Max.,Sex,0.8409767836526192,apoe,vWMpv
Max.,Visium_slide,0.8793327091344172,apoe,vWMpv
Max.,Anc_Afr,0.4591459091110867,apoe,vWMpv
Max.,Age,0.43730810960175986,apoe,vWMpv
Max.,Rin,0.4836224002977758,apoe,vWMpv
Max.,pseudo_expr_chrM_ratio,0.90331846881284406,apoe,vWMpv
Max.,nspots,0.6518604313021844,apoe,vWMpv
Max.,Residuals,0.994392647305837,apoe,vWMpv
Min.,APOE_E4E4,0,e4e4,vWMpv
Min.,round,0,e4e4,vWMpv
Min.,Sex,0,e4e4,vWMpv
Min.,Visium_slide,0,e4e4,vWMpv
Min.,Anc_Afr,6.121900349653008e-10,e4e4,vWMpv
Min.,Age,4.1218829697940087e-10,e4e4,vWMpv
Min.,Rin,9.773657554377397e-12,e4e4,vWMpv
Min.,pseudo_expr_chrM_ratio,1.7538528483276717e-11,e4e4,vWMpv
Min.,nspots,3.405813990319407e-11,e4e4,vWMpv
Min.,Residuals,0.038777854445119934,e4e4,vWMpv
1st Qu.,APOE_E4E4,0,e4e4,vWMpv
1st Qu.,round,0,e4e4,vWMpv
1st Qu.,Sex,0,e4e4,vWMpv
1st Qu.,Visium_slide,0,e4e4,vWMpv
1st Qu.,Anc_Afr,0.003516487753938405,e4e4,vWMpv
1st Qu.,Age,0.004327829764318318,e4e4,vWMpv
1st Qu.,Rin,0.005187737933308213,e4e4,vWMpv
1st Qu.,pseudo_expr_chrM_ratio,0.004061135833987205,e4e4,vWMpv
1st Qu.,nspots,0.009889439797259664,e4e4,vWMpv
1st Qu.,Residuals,0.539483026044866,e4e4,vWMpv
Median,APOE_E4E4,0,e4e4,vWMpv
Median,round,0,e4e4,vWMpv
Median,Sex,0,e4e4,vWMpv
Median,Visium_slide,4.878469127450339e-11,e4e4,vWMpv
Median,Anc_Afr,0.015047998928536593,e4e4,vWMpv
Median,Age,0.017539527850885556,e4e4,vWMpv
Median,Rin,0.019671950581712044,e4e4,vWMpv
Median,pseudo_expr_chrM_ratio,0.01860297169261644,e4e4,vWMpv
Median,nspots,0.04216110657448236,e4e4,vWMpv
Median,Residuals,0.6949040725303743,e4e4,vWMpv
Mean,APOE_E4E4,0.014786495301991323,e4e4,vWMpv
Mean,round,0.010128486135661911,e4e4,vWMpv
Mean,Sex,0.0115983855790107,e4e4,vWMpv
Mean,Visium_slide,0.07745288298652195,e4e4,vWMpv
Mean,Anc_Afr,0.029999938413317107,e4e4,vWMpv
Mean,Age,0.03480515080649407,e4e4,vWMpv
Mean,Rin,0.03345620449410763,e4e4,vWMpv
Mean,pseudo_expr_chrM_ratio,0.04264147629734162,e4e4,vWMpv
Mean,nspots,0.07857118155997887,e4e4,vWMpv
Mean,Residuals,0.6665597984255748,e4e4,vWMpv
3rd Qu.,APOE_E4E4,1.7752045424638554e-13,e4e4,vWMpv
3rd Qu.,round,1.592521191756315e-12,e4e4,vWMpv
3rd Qu.,Sex,0,e4e4,vWMpv
3rd Qu.,Visium_slide,0.12612378297417493,e4e4,vWMpv
3rd Qu.,Anc_Afr,0.042028087140740814,e4e4,vWMpv
3rd Qu.,Age,0.04732956648384708,e4e4,vWMpv
3rd Qu.,Rin,0.045367184247834605,e4e4,vWMpv
3rd Qu.,pseudo_expr_chrM_ratio,0.055707154822377446,e4e4,vWMpv
3rd Qu.,nspots,0.10875233647775358,e4e4,vWMpv
3rd Qu.,Residuals,0.8206229486484418,e4e4,vWMpv
Max.,APOE_E4E4,0.5244099686154342,e4e4,vWMpv
Max.,round,0.4294661084779452,e4e4,vWMpv
Max.,Sex,0.8057853344804201,e4e4,vWMpv
Max.,Visium_slide,0.8952333386912521,e4e4,vWMpv
Max.,Anc_Afr,0.4591459091110867,e4e4,vWMpv
Max.,Age,0.4373005363662345,e4e4,vWMpv
Max.,Rin,0.4836179588385156,e4e4,vWMpv
Max.,pseudo_expr_chrM_ratio,0.9036053176310557,e4e4,vWMpv
Max.,nspots,0.6518602111722634,e4e4,vWMpv
Max.,Residuals,0.9967720032727279,e4e4,vWMpv
Min.,APOE_carrier,0,carrier_i,vWMpv
Min.,APOE_carrier.Anc_Afr,0,carrier_i,vWMpv
Min.,round,0,carrier_i,vWMpv
Min.,Sex,0,carrier_i,vWMpv
Min.,Visium_slide,0,carrier_i,vWMpv
Min.,Anc_Afr,1.382984957986714e-11,carrier_i,vWMpv
Min.,Age,1.753233588449992e-10,carrier_i,vWMpv
Min.,Rin,9.797464975841361e-12,carrier_i,vWMpv
Min.,pseudo_expr_chrM_ratio,1.6911293617116315e-10,carrier_i,vWMpv
Min.,nspots,2.8906248631932525e-10,carrier_i,vWMpv
Min.,Residuals,0.038781787328351316,carrier_i,vWMpv
1st Qu.,APOE_carrier,2.62666560841562e-12,carrier_i,vWMpv
1st Qu.,APOE_carrier.Anc_Afr,1.6690535756472756e-11,carrier_i,vWMpv
1st Qu.,round,0,carrier_i,vWMpv
1st Qu.,Sex,0,carrier_i,vWMpv
1st Qu.,Visium_slide,0,carrier_i,vWMpv
1st Qu.,Anc_Afr,0.003547206320567951,carrier_i,vWMpv
1st Qu.,Age,0.004093954179322397,carrier_i,vWMpv
1st Qu.,Rin,0.004992760439153273,carrier_i,vWMpv
1st Qu.,pseudo_expr_chrM_ratio,0.003960490418942937,carrier_i,vWMpv
1st Qu.,nspots,0.010032736233724152,carrier_i,vWMpv
1st Qu.,Residuals,0.5301712563068635,carrier_i,vWMpv
Median,APOE_carrier,5.361084519400618e-12,carrier_i,vWMpv
Median,APOE_carrier.Anc_Afr,3.211385666485826e-11,carrier_i,vWMpv
Median,round,0,carrier_i,vWMpv
Median,Sex,0,carrier_i,vWMpv
Median,Visium_slide,5.31719959774408e-9,carrier_i,vWMpv
Median,Anc_Afr,0.015721110661342304,carrier_i,vWMpv
Median,Age,0.016881621135283544,carrier_i,vWMpv
Median,Rin,0.019149360052549167,carrier_i,vWMpv
Median,pseudo_expr_chrM_ratio,0.01800419659825296,carrier_i,vWMpv
Median,nspots,0.04228462029466298,carrier_i,vWMpv
Median,Residuals,0.6903998156374903,carrier_i,vWMpv
Mean,APOE_carrier,6.792084894281357e-4,carrier_i,vWMpv
Mean,APOE_carrier.Anc_Afr,0.024533195623416354,carrier_i,vWMpv
Mean,round,0.009363686982779004,carrier_i,vWMpv
Mean,Sex,0.009731311760356008,carrier_i,vWMpv
Mean,Visium_slide,0.07591052307489202,carrier_i,vWMpv
Mean,Anc_Afr,0.03009200959939913,carrier_i,vWMpv
Mean,Age,0.03400767881782632,carrier_i,vWMpv
Mean,Rin,0.03249862027669445,carrier_i,vWMpv
Mean,pseudo_expr_chrM_ratio,0.04193861017615916,carrier_i,vWMpv
Mean,nspots,0.0783144066270429,carrier_i,vWMpv
Mean,Residuals,0.6629307485720065,carrier_i,vWMpv
3rd Qu.,APOE_carrier,6.636746455846672e-11,carrier_i,vWMpv
3rd Qu.,APOE_carrier.Anc_Afr,1.72290515734118e-10,carrier_i,vWMpv
3rd Qu.,round,0,carrier_i,vWMpv
3rd Qu.,Sex,0,carrier_i,vWMpv
3rd Qu.,Visium_slide,0.12414499658485684,carrier_i,vWMpv
3rd Qu.,Anc_Afr,0.040637882466597344,carrier_i,vWMpv
3rd Qu.,Age,0.04638166045412514,carrier_i,vWMpv
3rd Qu.,Rin,0.04419389358014122,carrier_i,vWMpv
3rd Qu.,pseudo_expr_chrM_ratio,0.054280182175880765,carrier_i,vWMpv
3rd Qu.,nspots,0.10923035960504691,carrier_i,vWMpv
3rd Qu.,Residuals,0.8208683003954591,carrier_i,vWMpv
Max.,APOE_carrier,0.35222120894943604,carrier_i,vWMpv
Max.,APOE_carrier.Anc_Afr,0.6433801767525179,carrier_i,vWMpv
Max.,round,0.42948534857172094,carrier_i,vWMpv
Max.,Sex,0.851627957381756,carrier_i,vWMpv
Max.,Visium_slide,0.895223748448357,carrier_i,vWMpv
Max.,Anc_Afr,0.4591459090769543,carrier_i,vWMpv
Max.,Age,0.4373033886935992,carrier_i,vWMpv
Max.,Rin,0.4808577671329647,carrier_i,vWMpv
Max.,pseudo_expr_chrM_ratio,0.9036053176165386,carrier_i,vWMpv
Max.,nspots,0.6518639864185893,carrier_i,vWMpv
Max.,Residuals,0.9967720025023286,carrier_i,vWMpv
Min.,APOE,0,apoe_i,vWMpv
Min.,APOE.Anc_Afr,0,apoe_i,vWMpv
Min.,round,0,apoe_i,vWMpv
Min.,Sex,0,apoe_i,vWMpv
Min.,Visium_slide,0,apoe_i,vWMpv
Min.,Anc_Afr,4.609958620865748e-12,apoe_i,vWMpv
Min.,Age,3.967658494483061e-10,apoe_i,vWMpv
Min.,Rin,2.1690967283975642e-10,apoe_i,vWMpv
Min.,pseudo_expr_chrM_ratio,2.0317929898785797e-11,apoe_i,vWMpv
Min.,nspots,3.7085321726998156e-11,apoe_i,vWMpv
Min.,Residuals,0.003944701610796276,apoe_i,vWMpv
1st Qu.,APOE,0,apoe_i,vWMpv
1st Qu.,APOE.Anc_Afr,8.285487305485583e-12,apoe_i,vWMpv
1st Qu.,round,0,apoe_i,vWMpv
1st Qu.,Sex,0,apoe_i,vWMpv
1st Qu.,Visium_slide,0,apoe_i,vWMpv
1st Qu.,Anc_Afr,0.003274810099094901,apoe_i,vWMpv
1st Qu.,Age,0.0042210303268568755,apoe_i,vWMpv
1st Qu.,Rin,0.004560817331313201,apoe_i,vWMpv
1st Qu.,pseudo_expr_chrM_ratio,0.0038731863648520408,apoe_i,vWMpv
1st Qu.,nspots,0.008820451421484346,apoe_i,vWMpv
1st Qu.,Residuals,0.374329667832816,apoe_i,vWMpv
Median,APOE,4.692266327836992e-8,apoe_i,vWMpv
Median,APOE.Anc_Afr,6.714842198099129e-4,apoe_i,vWMpv
Median,round,0,apoe_i,vWMpv
Median,Sex,0,apoe_i,vWMpv
Median,Visium_slide,0.005528279884946551,apoe_i,vWMpv
Median,Anc_Afr,0.01451830927844171,apoe_i,vWMpv
Median,Age,0.01571837928182568,apoe_i,vWMpv
Median,Rin,0.017948360965411442,apoe_i,vWMpv
Median,pseudo_expr_chrM_ratio,0.017194394214736404,apoe_i,vWMpv
Median,nspots,0.03594860125793675,apoe_i,vWMpv
Median,Residuals,0.5630370146870409,apoe_i,vWMpv
Mean,APOE,0.04688770345745491,apoe_i,vWMpv
Mean,APOE.Anc_Afr,0.09481730017908713,apoe_i,vWMpv
Mean,round,0.009842195406181576,apoe_i,vWMpv
Mean,Sex,0.010740030766894053,apoe_i,vWMpv
Mean,Visium_slide,0.0767802556009161,apoe_i,vWMpv
Mean,Anc_Afr,0.02796507388633236,apoe_i,vWMpv
Mean,Age,0.03210835889235511,apoe_i,vWMpv
Mean,Rin,0.03168253347880715,apoe_i,vWMpv
Mean,pseudo_expr_chrM_ratio,0.03911212208305434,apoe_i,vWMpv
Mean,nspots,0.07346659842106955,apoe_i,vWMpv
Mean,Residuals,0.5565978278278477,apoe_i,vWMpv
3rd Qu.,APOE,0.05943071828258192,apoe_i,vWMpv
3rd Qu.,APOE.Anc_Afr,0.1468301620509908,apoe_i,vWMpv
3rd Qu.,round,1.0567729583665898e-9,apoe_i,vWMpv
3rd Qu.,Sex,0,apoe_i,vWMpv
3rd Qu.,Visium_slide,0.12621633704749508,apoe_i,vWMpv
3rd Qu.,Anc_Afr,0.038476927695034455,apoe_i,vWMpv
3rd Qu.,Age,0.04279892046123361,apoe_i,vWMpv
3rd Qu.,Rin,0.04188795710442751,apoe_i,vWMpv
3rd Qu.,pseudo_expr_chrM_ratio,0.05060223823957573,apoe_i,vWMpv
3rd Qu.,nspots,0.10085910424855889,apoe_i,vWMpv
3rd Qu.,Residuals,0.7548325585091551,apoe_i,vWMpv
Max.,APOE,0.5539644955271503,apoe_i,vWMpv
Max.,APOE.Anc_Afr,0.8664045587618915,apoe_i,vWMpv
Max.,round,0.42940214318408443,apoe_i,vWMpv
Max.,Sex,0.8420097861757961,apoe_i,vWMpv
Max.,Visium_slide,0.8605685706686644,apoe_i,vWMpv
Max.,Anc_Afr,0.45914590911105596,apoe_i,vWMpv
Max.,Age,0.4289265734501368,apoe_i,vWMpv
Max.,Rin,0.4808569451622368,apoe_i,vWMpv
Max.,pseudo_expr_chrM_ratio,0.8955117339828489,apoe_i,vWMpv
Max.,nspots,0.6517993538341603,apoe_i,vWMpv
Max.,Residuals,0.9943247107921873,apoe_i,vWMpv
Min.,APOE_E4E4,0,e4e4_i,vWMpv
Min.,APOE_E4E4.Anc_Afr,0,e4e4_i,vWMpv
Min.,round,0,e4e4_i,vWMpv
Min.,Sex,0,e4e4_i,vWMpv
Min.,Visium_slide,0,e4e4_i,vWMpv
Min.,Anc_Afr,3.5743037224319413e-11,e4e4_i,vWMpv
Min.,Age,4.121882995836676e-10,e4e4_i,vWMpv
Min.,Rin,1.0807585917198453e-11,e4e4_i,vWMpv
Min.,pseudo_expr_chrM_ratio,1.691129553633513e-10,e4e4_i,vWMpv
Min.,nspots,1.0311553403408074e-9,e4e4_i,vWMpv
Min.,Residuals,0.0025202280755470805,e4e4_i,vWMpv
1st Qu.,APOE_E4E4,0,e4e4_i,vWMpv
1st Qu.,APOE_E4E4.Anc_Afr,1.2205161020994857e-12,e4e4_i,vWMpv
1st Qu.,round,0,e4e4_i,vWMpv
1st Qu.,Sex,0,e4e4_i,vWMpv
1st Qu.,Visium_slide,0,e4e4_i,vWMpv
1st Qu.,Anc_Afr,0.0037509854608165447,e4e4_i,vWMpv
1st Qu.,Age,0.0039231362324495525,e4e4_i,vWMpv
1st Qu.,Rin,0.004620351505176836,e4e4_i,vWMpv
1st Qu.,pseudo_expr_chrM_ratio,0.00388282768188947,e4e4_i,vWMpv
1st Qu.,nspots,0.009155036641889696,e4e4_i,vWMpv
1st Qu.,Residuals,0.47144199138663134,e4e4_i,vWMpv
Median,APOE_E4E4,0,e4e4_i,vWMpv
Median,APOE_E4E4.Anc_Afr,4.627207324407714e-11,e4e4_i,vWMpv
Median,round,0,e4e4_i,vWMpv
Median,Sex,0,e4e4_i,vWMpv
Median,Visium_slide,1.8584204661317185e-7,e4e4_i,vWMpv
Median,Anc_Afr,0.015694331997131925,e4e4_i,vWMpv
Median,Age,0.016116738458118184,e4e4_i,vWMpv
Median,Rin,0.01775192739494317,e4e4_i,vWMpv
Median,pseudo_expr_chrM_ratio,0.017831366552631282,e4e4_i,vWMpv
Median,nspots,0.03962239360327653,e4e4_i,vWMpv
Median,Residuals,0.658908888890759,e4e4_i,vWMpv
Mean,APOE_E4E4,0.024317478219585145,e4e4_i,vWMpv
Mean,APOE_E4E4.Anc_Afr,0.043373825330528366,e4e4_i,vWMpv
Mean,round,0.009712937188592306,e4e4_i,vWMpv
Mean,Sex,0.010777915200566184,e4e4_i,vWMpv
Mean,Visium_slide,0.07322416133521605,e4e4_i,vWMpv
Mean,Anc_Afr,0.03066743574492267,e4e4_i,vWMpv
Mean,Age,0.033463605016977684,e4e4_i,vWMpv
Mean,Rin,0.03214579249489787,e4e4_i,vWMpv
Mean,pseudo_expr_chrM_ratio,0.040670371624859376,e4e4_i,vWMpv
Mean,nspots,0.07587305693464003,e4e4_i,vWMpv
Mean,Residuals,0.6257734209092143,e4e4_i,vWMpv
3rd Qu.,APOE_E4E4,1.0756776970972834e-6,e4e4_i,vWMpv
3rd Qu.,APOE_E4E4.Anc_Afr,0.001296713420449576,e4e4_i,vWMpv
3rd Qu.,round,3.76757540931676e-9,e4e4_i,vWMpv
3rd Qu.,Sex,0,e4e4_i,vWMpv
3rd Qu.,Visium_slide,0.11897329360243392,e4e4_i,vWMpv
3rd Qu.,Anc_Afr,0.0432647802097882,e4e4_i,vWMpv
3rd Qu.,Age,0.04611937258004644,e4e4_i,vWMpv
3rd Qu.,Rin,0.042727437339890956,e4e4_i,vWMpv
3rd Qu.,pseudo_expr_chrM_ratio,0.053305481580894765,e4e4_i,vWMpv
3rd Qu.,nspots,0.10448964451931189,e4e4_i,vWMpv
3rd Qu.,Residuals,0.8059180033486588,e4e4_i,vWMpv
Max.,APOE_E4E4,0.5784180435901873,e4e4_i,vWMpv
Max.,APOE_E4E4.Anc_Afr,0.715558242560577,e4e4_i,vWMpv
Max.,round,0.42936541289857183,e4e4_i,vWMpv
Max.,Sex,0.8182686443264974,e4e4_i,vWMpv
Max.,Visium_slide,0.8952634539150474,e4e4_i,vWMpv
Max.,Anc_Afr,0.45914590911102304,e4e4_i,vWMpv
Max.,Age,0.4373123945072299,e4e4_i,vWMpv
Max.,Rin,0.4839510474246596,e4e4_i,vWMpv
Max.,pseudo_expr_chrM_ratio,0.89551173398285,e4e4_i,vWMpv
Max.,nspots,0.651858256427715,e4e4_i,vWMpv
Max.,Residuals,0.9967720032723225,e4e4_i,vWMpv
