Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to9,Feature log2 fold change topic 3to9
ENSG00000055070,SZRD1,3,-4.1455,23,-1.1792,59,2.17966
ENSG00000157191,NECAP2,43,0.72642,10,-1.5101,28,0.07460
ENSG00000159363,ATP13A2,19,-2.1086,57,-0.4523,87,1.18152
ENSG00000117118,SDHB,5,-3.4676,26,-1.0468,61,1.96432
ENSG00000117115,PADI2,611,2.52240,29,-2.5995,117,-1.4488
ENSG00000179051,RCC2,3,-2.7546,27,0.62095,19,0.38590
ENSG00000117154,IGSF21,3,-4.5270,43,-0.5950,74,1.68089
ENSG00000159423,ALDH4A1,285,2.81552,22,-1.6819,43,-1.8395
ENSG00000127463,EMC1,49,0.54812,21,-0.8135,35,0.01079
ENSG00000053372,MRTO4,3,-3.0355,17,-0.3855,26,1.32533
ENSG00000053371,AKR7A2,301,2.69231,23,-1.7908,49,-1.7019
ENSG00000077549,CAPZB,9,-4.5827,105,-0.9876,236,2.05124
ENSG00000173436,MICOS10,712,1.46584,146,-1.1669,273,-0.6489
ENSG00000158747,NBL1,342,0.56953,119,-1.1081,246,0.09293
ENSG00000162545,CAMK2N1,38,-3.4124,362,-0.0370,419,1.06435
ENSG00000158828,PINK1,235,-0.0584,124,-1.0605,262,0.54547
ENSG00000127483,HP1BP3,3,-5.4582,74,-0.8190,148,1.94674
ENSG00000075151,EIF4G3,265,1.80059,41,-1.3208,81,-0.9206
ENSG00000117298,ECE1,157,1.90252,16,-1.8169,45,-0.9316
ENSG00000076864,RAP1GAP,3,-5.7551,75,-1.0655,179,2.19674
ENSG00000090686,USP48,3,-3.5783,11,-1.6786,40,2.50452
ENSG00000070831,CDC42,293,0.25072,108,-1.3156,266,0.40694
ENSG00000173369,C1QB,3,-3.7038,22,-0.7537,42,1.74556
ENSG00000004487,KDM1A,58,0.52058,26,-0.7436,42,0.00585
ENSG00000169641,LUZP1,3,-3.1871,27,0.12372,28,0.89218
ENSG00000125944,HNRNPR,14,-2.5786,53,-0.6072,90,1.42242
ENSG00000117318,ID3,788,2.95942,51,-1.8986,108,-1.9540
ENSG00000142676,RPL11,1199,0.66817,337,-1.3531,814,0.08363
ENSG00000057757,PITHD1,204,0.91618,49,-1.3801,116,-0.1180
ENSG00000011009,LYPLA2,147,2.07058,26,-0.9309,36,-1.2573
ENSG00000189266,PNRC2,362,2.60210,36,-1.4444,62,-1.6652
ENSG00000188529,SRSF10,144,1.81701,27,-0.9991,42,-1.0061
ENSG00000001461,NIPAL3,163,1.33741,23,-1.7948,70,-0.4075
ENSG00000133226,SRRM1,3,-4.0766,34,-0.4926,54,1.54917
ENSG00000169504,CLIC4,327,1.20678,47,-1.8827,155,-0.2735
ENSG00000117614,SYF2,84,0.51400,29,-1.1779,63,0.15845
ENSG00000117616,RSRP1,3,-4.6853,34,-1.1308,85,2.19239
ENSG00000183726,TMEM50A,60,-0.6354,40,-1.2494,101,1.00763
ENSG00000162430,SELENON,123,1.06603,46,-0.5597,60,-0.4846
ENSG00000117640,MTFR1L,63,0.21679,43,-0.3870,56,0.06881
ENSG00000117632,STMN1,267,-1.1402,195,-1.6136,644,1.47997
ENSG00000158008,EXTL1,3,-3.5017,31,-0.0109,35,1.04972
ENSG00000142669,SH3BGRL3,14,-3.8757,81,-1.3142,228,2.25966
ENSG00000198830,HMGN2,248,0.73472,46,-1.8936,163,0.15028
ENSG00000117713,ARID1A,3,-4.1488,33,-0.6062,57,1.66066
ENSG00000204160,ZDHHC18,48,0.52962,21,-0.7930,35,0.01738
ENSG00000090273,NUDC,135,-0.0074,73,-0.9624,144,0.47119
ENSG00000142784,WDTC1,3,-3.5426,32,0.00463,36,1.03942
ENSG00000186501,TMEM222,55,-0.8739,67,-0.5753,107,0.79667
ENSG00000158195,WASF2,91,0.63705,27,-1.2791,63,0.08904
ENSG00000126705,AHDC1,101,1.18817,34,-0.6187,45,-0.5640
ENSG00000126709,IFI6,30,-1.9501,67,-0.7502,124,1.35447
ENSG00000117758,STX12,3,-4.8732,47,-0.8600,97,1.95407
ENSG00000117751,PPP1R8,3,-3.8265,22,-0.8595,46,1.85534
ENSG00000117748,RPA2,75,1.11679,21,-0.9423,36,-0.4040
ENSG00000126698,DNAJC8,279,1.37520,56,-1.2560,114,-0.5476
ENSG00000130770,ATP5IF1,258,0.28927,109,-1.0699,226,0.29672
ENSG00000198492,YTHDF2,3,-4.0371,31,-0.7457,59,1.77744
ENSG00000116350,SRSF4,4,-3.3236,24,-0.9209,51,1.83257
ENSG00000116353,MECR,3,-3.5565,14,-1.2169,39,2.12327
ENSG00000060656,PTPRU,71,0.76465,11,-2.1197,46,0.16461
ENSG00000162511,LAPTM5,3,-4.0659,21,-1.1774,55,2.16793
ENSG00000162512,SDC3,959,2.20863,139,-1.1538,217,-1.3381
ENSG00000134644,PUM1,46,-1.2175,61,-0.7967,115,1.09277
ENSG00000121766,ZCCHC17,3,-4.7604,51,-0.6027,88,1.70366
ENSG00000121769,FABP3,3,-4.1083,45,-0.0569,54,1.14423
ENSG00000162517,PEF1,28,-1.2299,34,-0.9333,70,1.17927
ENSG00000084636,COL16A1,284,2.19713,23,-2.0049,67,-1.1896
ENSG00000121753,ADGRB2,201,0.58654,124,-0.2124,135,-0.2637
ENSG00000184007,PTP4A2,642,1.08912,117,-1.6453,328,-0.2107
ENSG00000121774,KHDRBS1,216,0.97373,57,-1.1863,117,-0.2159
ENSG00000084652,TXLNA,213,2.88915,21,-1.2700,29,-1.9811
ENSG00000084623,EIF3I,3,-4.9011,38,-1.2091,99,2.28274
ENSG00000175130,MARCKSL1,325,-0.5070,190,-1.3283,501,0.95744
ENSG00000160058,BSDC1,21,-1.3329,34,-0.6531,58,1.05475
ENSG00000176261,ZBTB8OS,3,-3.2412,24,-0.1421,29,1.13961
ENSG00000162521,RBBP4,282,1.79584,47,-1.2180,86,-0.9373
ENSG00000134684,YARS,115,0.88556,35,-1.0229,66,-0.1880
ENSG00000121905,HPCA,177,-0.1685,144,-0.4939,206,0.36457
ENSG00000121900,TMEM54,3,-3.6244,35,0.05123,38,1.00394
ENSG00000004455,AK2,3,-3.9700,21,-1.1309,52,2.11416
ENSG00000142920,AZIN2,3,-3.0630,15,-0.6639,27,1.56864
ENSG00000134686,PHC2,61,-0.4797,39,-1.1583,91,0.86874
ENSG00000163866,SMIM12,3,-3.5459,17,-0.9397,38,1.88574
ENSG00000116544,DLGAP3,3,-3.7502,49,0.46367,40,0.62572
ENSG00000116560,SFPQ,180,0.44599,72,-1.0009,140,0.15423
ENSG00000146463,ZMYM4,66,0.83248,11,-1.9155,40,0.06838
ENSG00000142687,KIAA0319L,4,-3.0182,31,-0.0709,36,1.04619
ENSG00000020129,NCDN,42,-2.5345,120,-0.9521,261,1.68121
ENSG00000126067,PSMB2,378,2.19501,46,-1.4087,87,-1.2761
ENSG00000142686,C1orf216,3,-3.9784,19,-1.2204,52,2.19380
ENSG00000092847,AGO1,3,-3.4317,23,-0.4173,34,1.41069
ENSG00000054116,TRAPPC3,24,-1.0282,28,-0.8146,53,1.01190
ENSG00000116871,MAP7D1,3,-5.5714,69,-1.1373,174,2.25732
ENSG00000054118,THRAP3,129,1.19701,34,-1.0052,59,-0.4545
ENSG00000181817,LSM10,3,-3.3485,21,-0.4168,32,1.39920
ENSG00000116898,MRPS15,92,0.86982,32,-0.8550,53,-0.2269
ENSG00000163873,GRIK3,3,-3.6030,11,-1.7219,41,2.54438
ENSG00000163875,MEAF6,17,-2.1635,40,-0.9091,83,1.53845
ENSG00000197982,C1orf122,318,0.27831,135,-1.0726,280,0.30587
ENSG00000183431,SF3A3,74,1.45250,17,-0.9634,28,-0.6875
ENSG00000116954,RRAGC,303,2.78332,19,-2.0563,47,-1.7594
ENSG00000174574,AKIRIN1,3,-4.2472,24,-1.2476,66,2.25307
ENSG00000168653,NDUFS5,232,-0.4518,166,-0.9740,340,0.76931
ENSG00000127603,MACF1,516,1.61345,97,-1.1864,178,-0.7773
ENSG00000090621,PABPC4,139,1.24182,36,-0.9605,61,-0.5052
ENSG00000116983,HPCAL4,117,-0.5988,137,-0.3589,184,0.53138
ENSG00000084072,PPIE,178,2.22982,21,-1.4470,40,-1.3028
ENSG00000168389,MFSD2A,3,-3.3803,24,-0.2861,33,1.28655
ENSG00000131236,CAP1,3,-5.3423,49,-1.2570,135,2.35855
ENSG00000131238,PPT1,28,-1.7511,60,-0.6275,102,1.19931
ENSG00000084073,ZMPSTE24,45,0.24511,9,-2.1349,42,0.62064
ENSG00000049089,COL9A2,79,0.82752,20,-1.3171,48,-0.0586
ENSG00000084070,SMAP2,9,-2.6045,33,-0.7351,61,1.53075
ENSG00000117016,RIMS3,3,-3.8334,37,-0.0805,44,1.14511
ENSG00000066136,NFYC,3,-3.5699,19,-0.8310,39,1.79510
ENSG00000198815,FOXJ3,3,-3.9059,17,-1.3351,50,2.28229
ENSG00000127125,PPCS,3,-3.7377,17,-1.1546,44,2.10091
ENSG00000065978,YBX1,196,0.37695,58,-1.5283,164,0.36866
ENSG00000117394,SLC2A1,3,-5.4833,97,-0.3723,143,1.51561
ENSG00000117395,EBNA1BP2,3,-3.6113,18,-0.9365,40,1.89307
ENSG00000179178,TMEM125,3,-3.8508,9,-2.1711,49,2.95260
ENSG00000066322,ELOVL1,8,-3.7921,24,-2.2499,131,2.99717
ENSG00000178922,HYI,190,2.21870,26,-1.2258,43,-1.3331
ENSG00000142949,PTPRF,464,2.23336,91,-0.6606,99,-1.4797
ENSG00000126091,ST3GAL3,3,-3.5658,26,-0.3183,37,1.33775
ENSG00000117408,IPO13,12,-3.0349,45,-1.1503,114,1.96173
ENSG00000117410,ATP6V0B,202,-0.4597,192,-0.5399,290,0.55847
ENSG00000117411,B4GALT2,21,-1.3934,49,-0.1295,58,0.71824
ENSG00000178028,DMAP1,115,1.12811,18,-1.8456,57,-0.2084
ENSG00000117419,ERI3,236,0.62224,100,-0.7583,161,-0.0655
ENSG00000187147,RNF220,195,0.89290,52,-1.2219,112,-0.1384
ENSG00000142937,RPS8,1189,0.01227,528,-1.2565,1271,0.56709
ENSG00000126088,UROD,107,0.98072,25,-1.3246,58,-0.1868
ENSG00000117450,PRDX1,1045,1.54178,182,-1.3513,384,-0.6767
ENSG00000117448,AKR1A1,3,-3.7802,26,-0.5643,44,1.58486
ENSG00000132780,NASP,3,-3.7194,23,-0.6897,43,1.69049
ENSG00000159592,GPBP1L1,45,0.21056,24,-0.8020,41,0.25419
ENSG00000085998,POMGNT1,3,-4.7112,47,-0.6744,86,1.76831
ENSG00000132128,LRRC41,179,1.61771,36,-1.0602,61,-0.8104
ENSG00000173660,UQCRH,33,-3.2135,185,-0.6524,328,1.58481
ENSG00000117480,FAAH,14,-1.5743,15,-1.5381,48,1.68615
ENSG00000079277,MKNK1,3,-3.3177,20,-0.4595,32,1.43268
ENSG00000123472,ATPAF1,75,-0.5340,76,-0.5238,114,0.59084
ENSG00000159658,EFCAB14,5,-4.3577,52,-1.1411,132,2.17008
ENSG00000162368,CMPK1,3,-5.0278,52,-0.8358,107,1.94086
ENSG00000162374,ELAVL4,141,0.54341,93,-0.1523,98,-0.2621
ENSG00000185104,FAF1,3,-3.3098,16,-0.8174,32,1.74223
ENSG00000123091,RNF11,96,-1.5906,174,-0.6923,307,1.18478
ENSG00000085832,EPS15,41,-1.5974,57,-1.1023,135,1.44984
ENSG00000078618,NRDC,9,-2.5734,43,-0.2671,58,1.14148
ENSG00000169213,RAB3B,3,-5.4561,136,0.19678,135,0.95884
ENSG00000117862,TXNDC12,161,2.45921,11,-2.0772,31,-1.4368
ENSG00000134717,BTF3L4,3,-4.2812,22,-1.3528,65,2.35072
ENSG00000157077,ZFYVE9,3,-3.0373,19,-0.2722,26,1.22686
ENSG00000134748,PRPF38A,3,-2.9555,22,0.09681,24,0.88760
ENSG00000162378,ZYG11B,168,0.14743,105,-0.5985,158,0.21194
ENSG00000116171,SCP2,274,1.31674,51,-1.4350,118,-0.4564
ENSG00000162384,CZIB,3,-3.8043,33,-0.2261,44,1.27777
ENSG00000157193,LRP8,81,0.93229,26,-0.8930,44,-0.2656
ENSG00000081870,HSPB11,21,-0.5289,10,-1.5773,33,1.06809
ENSG00000116209,TMEM59,211,-0.0118,77,-1.5787,232,0.68983
ENSG00000116221,MRPL37,3,-3.2169,26,0.04616,28,0.96632
ENSG00000157216,SSBP3,32,-1.9477,79,-0.5874,131,1.23586
ENSG00000116133,DHCR24,3,-5.8181,74,-1.1453,188,2.27617
ENSG00000162402,USP24,13,-1.2477,15,-1.0654,34,1.26323
ENSG00000162407,PLPP3,775,1.75383,79,-1.9903,251,-0.7663
ENSG00000177606,JUN,455,1.69519,56,-1.7435,152,-0.7471
ENSG00000162599,NFIA,261,1.05689,87,-0.7607,131,-0.4094
ENSG00000162604,TM2D1,69,0.44252,19,-1.5332,55,0.31660
ENSG00000162607,USP1,3,-2.9309,14,-0.6023,24,1.49224
ENSG00000116641,DOCK7,241,3.05422,16,-1.7906,30,-2.0634
ENSG00000125703,ATG4C,3,-3.2366,8,-1.7876,32,2.50160
ENSG00000079739,PGM1,3,-3.5291,15,-1.1513,38,2.06326
ENSG00000162434,JAK1,56,-0.1409,30,-1.0932,66,0.61558
ENSG00000162433,AK4,3,-4.3486,32,-0.9039,68,1.95315
ENSG00000116675,DNAJC6,21,-3.7431,138,-0.9772,308,1.94788
ENSG00000213625,LEPROT,90,0.88976,21,-1.4396,52,-0.0812
ENSG00000184588,PDE4B,275,1.90411,49,-1.0448,77,-1.0756
ENSG00000118473,SGIP1,42,-0.3113,32,-0.7398,55,0.57260
ENSG00000198160,MIER1,3,-3.2508,17,-0.6645,31,1.60134
ENSG00000142864,SERBP1,3,-5.3587,51,-1.2874,143,2.38823
ENSG00000172380,GNG12,62,0.80121,10,-2.0645,39,0.12263
ENSG00000116729,WLS,1011,3.29538,38,-2.5565,112,-2.2246
ENSG00000033122,LRRC7,3,-3.7569,24,-0.6627,44,1.67085
ENSG00000116754,SRSF11,35,-1.6976,84,-0.3612,119,0.98960
ENSG00000132485,ZRANB2,290,1.54477,35,-1.9083,108,-0.5812
ENSG00000172260,NEGR1,8,-2.9516,38,-0.7525,72,1.62145
ENSG00000117054,ACADM,158,1.89403,27,-1.1168,44,-1.0501
ENSG00000137955,RABGGTB,3,-3.7175,15,-1.3564,44,2.26904
ENSG00000142892,PIGK,64,0.59692,10,-2.3065,47,0.34492
ENSG00000154027,AK5,127,-0.8862,64,-1.9160,259,1.43777
ENSG00000036549,AC118549.1,76,1.11428,6,-2.7628,39,-0.0727
ENSG00000077254,USP33,6,-3.6220,37,-1.0836,90,2.02147
ENSG00000180488,MIGA1,39,-0.3013,25,-1.0085,52,0.68846
ENSG00000162613,FUBP1,3,-3.8032,23,-0.7887,45,1.78928
ENSG00000162616,DNAJB4,14,-1.4297,22,-0.7540,40,1.16029
ENSG00000137941,TTLL7,8,-3.8653,60,-1.0286,140,2.00994
ENSG00000142875,PRKACB,91,-1.4641,112,-1.1532,271,1.41868
ENSG00000174021,GNG5,3,-4.6733,35,-1.0716,84,2.13663
ENSG00000117155,SSX2IP,3,-4.2534,37,-0.5475,61,1.61544
ENSG00000162642,C1orf52,17,-1.6002,22,-1.2168,58,1.51944
ENSG00000153904,DDAH1,1203,2.32714,128,-1.5406,255,-1.3810
ENSG00000117174,ZNHIT6,5,-2.4565,16,-0.7995,31,1.54341
ENSG00000097033,SH3GLB1,54,0.15008,28,-0.8691,52,0.32372
ENSG00000183291,SELENOF,62,-0.7354,44,-1.2333,111,1.06276
ENSG00000153936,HS2ST1,3,-3.7198,28,-0.3799,42,1.41073
ENSG00000143013,LMO4,261,-0.0499,381,0.57631,255,-0.3344
ENSG00000065243,PKN2,5,-2.3479,18,-0.5210,29,1.29814
ENSG00000197147,LRRC8B,3,-4.4585,26,-1.2631,73,2.29121
ENSG00000171492,LRRC8D,53,0.23567,15,-1.6612,49,0.51821
ENSG00000162664,ZNF326,3,-3.5026,18,-0.8251,37,1.77984
ENSG00000122482,ZNF644,3,-3.0782,20,-0.2148,26,1.18237
ENSG00000189195,BTBD8,3,-4.2757,49,-0.1347,61,1.22931
ENSG00000067208,EVI5,3,-3.2701,26,0.00145,30,1.01321
ENSG00000122406,RPL5,498,-0.0740,221,-1.3339,567,0.65721
ENSG00000154511,DIPK1A,122,2.09644,15,-1.4591,30,-1.1731
ENSG00000117500,TMED5,378,3.53633,18,-2.0997,34,-2.5149
ENSG00000117505,DR1,149,1.73012,20,-1.5855,48,-0.8059
ENSG00000117528,ABCD3,199,2.10200,25,-1.4366,49,-1.1823
ENSG00000117525,F3,426,2.64862,22,-2.3987,74,-1.5909
ENSG00000117519,CNN3,1275,2.80659,97,-1.7492,194,-1.8211
ENSG00000152078,TLCD4,3,-3.3017,13,-1.0801,32,1.96163
ENSG00000228971,LINC02607,3,-3.7296,31,-0.2703,42,1.31137
ENSG00000117569,PTBP2,3,-4.2469,28,-0.9422,62,1.97807
ENSG00000117600,PLPPR4,3,-4.9698,44,-1.0493,104,2.13864
ENSG00000162688,AGL,3,-3.5098,22,-0.5453,36,1.53491
ENSG00000156875,MFSD14A,3,-3.9134,28,-0.6261,49,1.65557
ENSG00000137992,DBT,3,-3.3325,17,-0.7309,32,1.67177
ENSG00000137996,RTCA,3,-3.2834,16,-0.8197,32,1.73969
ENSG00000170989,S1PR1,3,-4.7116,33,-1.2009,87,2.25925
ENSG00000134186,PRPF38B,3,-3.7529,29,-0.3863,43,1.42004
ENSG00000116266,STXBP3,4,-3.7674,16,-1.7587,62,2.60966
ENSG00000121957,GPSM2,3,-3.2217,21,-0.2855,29,1.26523
ENSG00000085433,WDR47,21,-1.8871,36,-1.1176,87,1.58137
ENSG00000197780,TAF13,43,-0.9154,35,-1.2246,89,1.16635
ENSG00000215717,TMEM167B,100,0.93445,25,-1.2746,56,-0.1598
ENSG00000031698,SARS,66,-0.5686,69,-0.4930,102,0.59250
ENSG00000143126,CELSR2,98,-0.0087,42,-1.3138,107,0.60234
ENSG00000134222,PSRC1,3,-3.6027,15,-1.2575,40,2.16560
ENSG00000134243,SORT1,36,-2.9011,118,-1.1393,293,1.92096
ENSG00000143106,PSMA5,13,-1.4444,22,-0.5900,37,1.05914
ENSG00000181754,AMIGO1,138,2.10015,27,-0.7377,32,-1.3337
ENSG00000065135,GNAI3,3,-3.3778,9,-1.6742,35,2.45363
ENSG00000116337,AMPD2,69,0.03649,30,-1.2865,73,0.55957
ENSG00000134201,GSTM5,362,3.07064,31,-1.4088,44,-2.1388
ENSG00000134202,GSTM3,152,0.96698,56,-0.6844,81,-0.3616
ENSG00000168710,AHCYL1,910,1.89789,107,-1.6878,264,-0.9467
ENSG00000143093,STRIP1,3,-3.4624,24,-0.3296,35,1.33579
ENSG00000197106,SLC6A17,12,-3.5737,162,0.26509,152,0.79977
ENSG00000116396,KCNC4,3,-3.8342,29,-0.4600,46,1.49583
ENSG00000134248,LAMTOR5,14,-2.9002,62,-0.7568,118,1.61449
ENSG00000177301,KCNA2,139,1.06530,45,-0.7808,69,-0.4099
ENSG00000134255,CEPT1,9,-1.4159,18,-0.4212,27,0.93352
ENSG00000116459,ATP5PB,124,0.14647,59,-1.0264,120,0.38656
ENSG00000116473,RAP1A,3,-4.7593,32,-1.3042,90,2.35847
ENSG00000197852,INKA2,3,-3.3102,19,-0.5558,32,1.51626
ENSG00000171385,KCND3,3,-3.8144,29,-0.4663,45,1.49957
ENSG00000116489,CAPZA1,63,0.42992,19,-1.3932,50,0.28878
ENSG00000155366,RHOC,216,0.79153,63,-1.1729,133,-0.0674
ENSG00000155380,SLC16A1,4,-2.9924,16,-1.0261,38,1.85301
ENSG00000081019,RSBN1,38,0.25052,20,-0.7744,34,0.21479
ENSG00000163349,HIPK1,60,0.03487,37,-0.6944,61,0.32975
ENSG00000197323,TRIM33,3,-3.5487,34,0.10607,36,0.94599
ENSG00000116752,BCAS2,3,-4.3441,30,-0.9438,67,1.98924
ENSG00000213281,NRAS,93,1.27486,17,-1.4312,41,-0.4198
ENSG00000009307,CSDE1,3,-6.3340,129,-0.8523,265,2.00857
ENSG00000163399,ATP1A1,67,-1.3485,105,-0.6578,181,1.06434
ENSG00000198162,MAN1A2,3,-5.0795,121,0.40754,104,0.74200
ENSG00000092621,PHGDH,784,2.68624,59,-1.8439,130,-1.6889
ENSG00000134250,NOTCH2,229,2.14382,23,-1.7351,56,-1.1743
ENSG00000265808,SEC22B,298,2.81472,27,-1.4900,44,-1.8682
ENSG00000226067,LINC00623,3,-3.0980,25,0.13533,26,0.87106
ENSG00000171943,SRGAP2C,5,-2.2252,19,-0.3859,28,1.16029
ENSG00000265491,RNF115,33,-0.0447,24,-0.5542,35,0.31730
ENSG00000265241,RBM8A,3,-4.6715,48,-0.5763,82,1.67301
ENSG00000271601,LIX1L,3,-3.5948,17,-0.9967,40,1.94256
ENSG00000272031,ANKRD34A,3,-3.2108,17,-0.5686,30,1.51214
ENSG00000265972,TXNIP,204,0.27095,34,-2.4685,188,0.65987
ENSG00000178104,PDE4DIP,455,1.95212,63,-1.4027,125,-1.0465
ENSG00000272755,AC245297.2,3,-3.6641,5,-2.7228,43,3.29181
ENSG00000159164,SV2A,10,-4.3282,103,-0.9866,232,2.02675
ENSG00000143368,SF3B4,30,0.11631,13,-1.1646,30,0.45845
ENSG00000264522,OTUD7B,39,0.08534,16,-1.2653,39,0.51609
ENSG00000136631,VPS45,3,-3.2437,16,-0.7135,30,1.64228
ENSG00000023902,PLEKHO1,3,-4.0113,29,-0.6376,52,1.67626
ENSG00000143401,ANP32E,3,-4.3727,37,-0.6632,67,1.73287
ENSG00000117362,APH1A,49,0.15829,36,-0.3307,45,0.07965
ENSG00000266472,MRPS21,153,0.30527,92,-0.5049,128,0.06316
