Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000109686,SH3D19,27,1.67475,4,-1.3391,5,-1.1622,20,1.08923,8,-0.3126,13,0.39194,7,-0.5585
ENSG00000059691,GATB,15,-1.7557,104,1.51396,37,-0.4583,33,-0.6053,52,0.14877,16,-1.6511,30,-0.7108
ENSG00000109670,FBXW7,57,-2.2366,217,-0.2649,265,0.08279,170,-0.6183,438,1.25073,99,-1.4347,179,-0.5424
ENSG00000164144,ARFIP1,12,0.58516,9,0.11998,5,-0.8281,7,-0.1709,9,0.18131,9,0.20649,7,-0.1937
ENSG00000109654,TRIM2,485,0.90926,213,-0.4631,214,-0.4565,391,0.54621,334,0.37147,202,-0.5026,134,-1.1303
ENSG00000145428,RNF175,3,-3.8150,71,0.85540,39,-0.2686,41,-0.1468,59,0.57373,21,-1.1597,33,-0.4881
ENSG00000171566,PLRG1,28,-0.2048,48,0.70237,21,-0.7012,36,0.14918,33,0.05393,30,-0.1161,25,-0.4130
ENSG00000164114,MAP9,50,-1.3410,97,-0.3796,162,0.54206,92,-0.4281,158,0.55857,92,-0.4187,102,-0.2595
ENSG00000164116,GUCY1A1,12,-1.0554,13,-1.0107,23,-0.0470,23,-0.0393,38,0.99178,30,0.34741,13,-0.9560
ENSG00000260244,AC104083.1,2,-2.3625,13,-0.0347,18,0.44344,6,-1.2647,22,1.00676,9,-0.6925,6,-1.1661
ENSG00000061918,GUCY1B1,18,-3.4970,210,0.19190,244,0.47406,132,-0.5571,273,0.80396,79,-1.3301,114,-0.7711
ENSG00000145431,PDGFC,4,-1.3381,7,-0.7240,8,-0.4721,23,1.19508,12,0.08075,22,1.09317,7,-0.6684
ENSG00000109738,GLRB,10,-3.5723,159,0.55832,107,-0.1550,86,-0.4892,190,1.07016,34,-1.8834,58,-1.0745
ENSG00000120251,GRIA2,41,-3.1003,472,0.69836,261,-0.3719,364,0.18752,454,0.72326,162,-1.0627,166,-1.0326
ENSG00000164125,GASK1B,47,0.22495,18,-1.3696,26,-0.7383,63,0.70089,31,-0.5054,124,1.91531,34,-0.2830
ENSG00000164124,TMEM144,577,5.26978,0,-6.3396,4,-4.1683,53,-0.3449,18,-2.1994,26,-1.4093,4,-4.0153
ENSG00000171509,RXFP1,2,-4.1835,2,-4.3057,23,-0.7425,73,1.15829,86,2.23007,12,-1.7121,6,-2.5763
ENSG00000171503,ETFDH,16,0.55776,7,-0.7025,8,-0.6218,13,0.21394,13,0.33596,10,-0.2235,15,0.46477
ENSG00000171497,PPID,34,-1.0517,81,0.29399,55,-0.3867,72,0.06908,93,0.65007,60,-0.1994,37,-0.9543
ENSG00000052795,FNIP2,47,0.26356,42,0.10365,38,-0.0830,43,0.10647,47,0.34122,25,-0.7401,22,-0.8984
ENSG00000109756,RAPGEF2,42,-0.9727,92,0.26560,78,-0.0377,59,-0.4679,112,0.73108,41,-1.0079,56,-0.5414
ENSG00000168843,FSTL5,2,-4.3746,18,-1.3096,39,-0.0170,30,-0.4117,55,0.70469,89,1.35563,34,-0.2045
ENSG00000164128,NPY1R,2,-3.2762,16,-0.4468,27,0.50083,15,-0.5029,34,1.12547,11,-1.0036,10,-1.0207
ENSG00000198498,TMA16,15,0.11330,14,0.06572,18,0.46728,7,-1.0036,15,0.20073,11,-0.3493,8,-0.7207
ENSG00000145416,MARCH1,66,1.20810,31,-0.0413,20,-0.7903,66,1.21858,31,-0.0322,6,-2.3607,15,-1.0964
ENSG00000170088,TMEM192,26,0.05113,20,-0.3822,23,-0.1822,23,-0.1225,31,0.42613,31,0.32729,18,-0.5001
ENSG00000109466,KLHL2,76,-0.4623,157,0.78845,73,-0.5701,143,0.53077,120,0.32322,42,-1.3775,47,-1.1847
ENSG00000052802,MSMO1,64,-0.9473,100,-0.2905,78,-0.7004,171,0.58999,139,0.32135,234,1.12834,61,-1.0081
ENSG00000109472,CPE,609,-1.3128,1148,-0.3814,905,-0.7753,2370,0.82435,1486,0.07331,3109,1.29734,1103,-0.4094
ENSG00000196104,SPOCK3,271,2.03063,28,-1.7618,61,-0.5661,276,2.06951,34,-1.5900,66,-0.3876,37,-1.2439
ENSG00000129116,PALLD,36,1.29899,9,-0.8870,12,-0.4777,40,1.46961,4,-2.1140,32,1.07665,16,-0.0719
ENSG00000145439,CBR4,18,-0.1416,20,0.04007,19,-0.1036,27,0.49132,23,0.34395,11,-0.8651,13,-0.6032
ENSG00000154447,SH3RF1,30,0.44610,17,-0.4681,27,0.29572,15,-0.6266,28,0.41791,16,-0.5666,17,-0.4205
ENSG00000137601,NEK1,28,0.79772,14,-0.2835,20,0.28961,8,-1.1230,17,-0.0646,19,0.14761,14,-0.2746
ENSG00000109572,CLCN3,114,0.38761,87,-0.0587,79,-0.2250,122,0.49095,89,-0.0070,94,0.07567,57,-0.6890
ENSG00000056050,HPF1,42,-0.1538,47,0.01282,47,0.02660,45,-0.0324,51,0.21184,45,-0.0485,35,-0.4149
ENSG00000198948,MFAP3L,52,0.86167,28,-0.1214,31,0.00887,16,-0.9832,20,-0.8020,64,1.23751,26,-0.2430
ENSG00000109576,AADAT,10,-0.1673,13,0.21383,14,0.39656,6,-0.9647,13,0.26779,6,-0.8721,9,-0.2942
ENSG00000164104,HMGB2,30,0.75198,12,-0.7029,18,-0.0251,18,-0.0418,13,-0.5915,42,1.33158,14,-0.4632
ENSG00000164105,SAP30,31,1.25481,17,0.31606,12,-0.3561,14,-0.0992,11,-0.4987,12,-0.2763,11,-0.3807
ENSG00000164106,SCRG1,297,0.80234,99,-1.0159,159,-0.2282,239,0.43735,95,-1.1698,487,1.68307,176,-0.0541
ENSG00000164117,FBXO8,11,0.07660,7,-0.6452,6,-0.9892,17,0.72009,6,-0.8804,37,2.18668,6,-0.7526
ENSG00000145451,GLRA3,0,-7.3824,96,2.54072,18,-0.8817,16,-0.9918,23,-0.5423,9,-1.7858,16,-1.0180
ENSG00000150625,GPM6A,455,-2.2647,2435,0.32660,1759,-0.2498,2536,0.35641,2566,0.48723,1850,-0.1475,1416,-0.5637
ENSG00000150627,WDR17,7,-2.3182,61,1.07614,26,-0.5125,35,0.00084,41,0.34229,17,-1.1026,26,-0.4357
ENSG00000129128,SPCS3,46,-0.5169,93,0.67078,46,-0.5589,93,0.58421,65,0.02231,43,-0.6167,53,-0.3049
ENSG00000038002,AGA,29,1.85233,7,-0.4903,6,-0.8514,8,-0.2250,10,0.03308,10,0.12966,3,-1.5179
ENSG00000218336,TENM3,4,-3.5573,64,0.37968,43,-0.3252,88,0.85193,75,0.76095,12,-2.1335,30,-0.8398
ENSG00000129187,DCTD,27,-0.2956,36,0.16685,35,0.11431,34,0.06499,32,-0.0668,32,-0.0413,30,-0.1212
ENSG00000151718,WWC2,16,0.70167,13,0.35586,6,-0.9402,27,1.56896,7,-0.6859,7,-0.5349,6,-0.8519
ENSG00000168564,CDKN2AIP,12,-0.1654,15,0.20767,11,-0.3418,21,0.75766,15,0.19791,7,-0.8591,10,-0.4754
ENSG00000168556,ING2,16,-0.1015,21,0.36732,22,0.43094,11,-0.6690,16,-0.1068,16,-0.1027,11,-0.6793
ENSG00000182552,RWDD4,16,0.28271,15,0.28486,11,-0.3490,9,-0.5933,16,0.41772,13,-0.0227,6,-1.1050
ENSG00000168538,TRAPPC11,17,-0.4779,35,0.69750,19,-0.4224,28,0.26797,27,0.26857,19,-0.3461,9,-1.4932
ENSG00000173320,STOX2,50,-0.8511,66,-0.4454,81,-0.1048,90,0.06555,136,1.00379,52,-0.7949,54,-0.7134
ENSG00000168310,IRF2,30,1.67931,9,-0.3765,7,-0.7314,10,-0.1451,7,-0.9135,25,1.32276,5,-1.1139
ENSG00000164305,CASP3,22,0.68821,14,-0.0604,15,0.11445,12,-0.3112,13,-0.2045,21,0.55659,7,-1.1432
ENSG00000151726,ACSL1,95,2.27077,16,-0.8132,13,-1.1150,36,0.49192,23,-0.2571,25,-0.0686,5,-2.2924
ENSG00000151729,SLC25A4,128,-1.2228,384,0.55713,301,0.10822,290,0.03965,319,0.24435,173,-0.7669,196,-0.5731
ENSG00000164323,CFAP97,44,0.73795,21,-0.4842,23,-0.3437,34,0.33608,24,-0.2893,41,0.64104,27,-0.0308
ENSG00000109762,SNX25,11,-0.7628,20,0.12103,20,0.13368,25,0.52060,21,0.32882,10,-0.9269,11,-0.6973
ENSG00000186352,ANKRD37,11,-0.4667,17,0.34653,13,-0.1816,21,0.56461,16,0.15355,11,-0.3623,8,-0.8368
ENSG00000109775,UFSP2,33,0.39870,23,-0.2153,18,-0.6134,35,0.46196,31,0.34471,28,0.14113,15,-0.8356
ENSG00000154553,PDLIM3,22,0.76412,3,-2.1297,9,-0.6784,24,0.90508,6,-1.4426,51,2.33728,10,-0.4120
ENSG00000154556,SORBS2,9,-3.2342,131,0.99631,58,-0.4785,108,0.53504,93,0.38813,29,-1.4988,46,-0.7850
ENSG00000109794,FAM149A,6,-0.9607,14,0.25564,10,-0.3134,19,0.70605,11,-0.1629,12,-0.0338,15,0.29979
ENSG00000145476,CYP4V2,22,0.99554,4,-1.5542,6,-0.9614,10,-0.3202,6,-1.2350,51,2.61978,9,-0.4380
ENSG00000083857,FAT1,23,0.23186,9,-1.2779,18,-0.1402,12,-0.8168,12,-0.8796,69,2.17788,24,0.28503
ENSG00000109536,FRG1,68,0.18373,56,-0.1453,58,-0.0684,93,0.68937,67,0.20120,42,-0.5488,34,-0.8743
ENSG00000164366,CCDC127,19,-0.5644,29,0.09727,23,-0.2968,39,0.55238,32,0.32077,27,-0.0659,17,-0.7170
ENSG00000073578,SDHA,75,-0.5115,101,-0.0525,109,0.08652,138,0.44698,120,0.29053,82,-0.3703,70,-0.6257
ENSG00000249915,PDCD6,98,-0.3827,147,0.28808,115,-0.1385,127,0.02893,152,0.40001,79,-0.7045,91,-0.5020
ENSG00000221990,EXOC3-AS1,4,-1.2538,11,0.18090,10,-0.0821,18,0.87486,10,0.00439,6,-0.8399,12,0.21232
ENSG00000180104,EXOC3,45,0.06023,51,0.28727,45,0.07144,56,0.42178,41,-0.0943,33,-0.4227,26,-0.7687
ENSG00000171368,TPPP,385,0.85548,145,-0.7652,202,-0.2091,201,-0.2030,303,0.59452,163,-0.5261,159,-0.5597
ENSG00000206077,ZDHHC11B,25,1.50759,11,0.15733,10,-0.0349,10,-0.0530,7,-0.6801,7,-0.4176,6,-0.7935
ENSG00000028310,BRD9,52,0.48599,25,-0.7091,41,0.11419,26,-0.6050,46,0.36216,38,-0.0136,36,-0.0779
ENSG00000049656,CLPTM1L,52,-0.5162,87,0.34234,67,-0.1251,73,0.02041,93,0.53109,36,-1.0492,44,-0.7547
ENSG00000153395,LPCAT1,24,-0.6125,45,0.42992,22,-0.7587,35,-0.0258,46,0.54342,31,-0.1984,27,-0.4294
ENSG00000171421,MRPL36,49,-0.1212,62,0.29504,72,0.56035,52,-0.0137,40,-0.5093,42,-0.3355,48,-0.1499
ENSG00000145494,NDUFS6,197,-0.3030,240,0.01313,282,0.30473,267,0.17800,222,-0.1426,236,-0.0156,213,-0.1769
ENSG00000164151,ICE1,25,-0.5198,31,-0.1803,30,-0.2709,31,-0.1489,54,0.96381,26,-0.4339,15,-1.2172
ENSG00000133398,MED10,40,-0.7552,50,-0.4530,64,-0.0426,75,0.21097,97,0.84569,41,-0.7043,45,-0.5782
ENSG00000215218,UBE2QL1,16,-3.4067,102,-0.8065,140,-0.2759,211,0.39717,302,1.41980,100,-0.7634,90,-0.9250
ENSG00000037474,NSUN2,16,0.14032,15,0.04512,10,-0.6025,13,-0.2473,22,0.81677,12,-0.3444,6,-1.3384
ENSG00000145545,SRD5A1,10,-1.5917,28,-0.1025,25,-0.2903,38,0.42628,41,0.72278,20,-0.5968,26,-0.2042
ENSG00000112941,TENT4A,17,-0.2070,19,-0.0918,20,0.03952,14,-0.5617,28,0.73203,9,-1.2636,16,-0.3115
ENSG00000078295,ADCY2,37,-1.2749,77,-0.1926,103,0.32257,130,0.67635,74,-0.2949,120,0.53265,77,-0.1671
ENSG00000215217,C5orf49,9,-0.7413,14,-0.1547,18,0.29616,20,0.47498,14,-0.0600,18,0.25409,11,-0.4173
ENSG00000124275,MTRR,34,1.56702,12,-0.1531,8,-0.8052,18,0.47017,12,-0.2143,15,0.22784,3,-2.2019
ENSG00000247516,MIR4458HG,46,1.03432,21,-0.2351,21,-0.2577,20,-0.2985,17,-0.6293,34,0.54479,31,0.40356
ENSG00000112902,SEMA5A,24,0.02400,6,-2.1677,8,-1.6209,93,2.46401,19,-0.3783,41,0.89153,15,-0.7196
ENSG00000150756,ATPSCKMT,7,-0.4260,12,0.33485,9,-0.1632,12,0.26592,12,0.47940,3,-1.8226,7,-0.4532
ENSG00000150753,CCT5,69,-0.9024,168,0.55448,98,-0.4022,130,0.08331,161,0.55574,77,-0.7372,70,-0.8817
ENSG00000164237,CMBL,9,-1.5506,22,-0.2207,22,-0.1958,31,0.37700,30,0.38168,34,0.49458,21,-0.2473
ENSG00000145495,MARCH6,160,-0.6118,277,0.27769,205,-0.2549,263,0.16645,296,0.46189,186,-0.3827,148,-0.7358
ENSG00000164236,ANKRD33B,2,-2.9924,23,0.16264,17,-0.3950,30,0.57790,34,1.03097,10,-1.1227,8,-1.4122
ENSG00000112977,DAP,32,0.52157,24,0.06951,18,-0.4659,29,0.33362,15,-0.7991,46,1.13082,20,-0.2429
ENSG00000169862,CTNND2,209,-0.2789,192,-0.4492,258,0.05497,313,0.35986,261,0.08634,318,0.38732,226,-0.1597
ENSG00000038382,TRIO,21,-1.6323,72,0.27780,63,0.04178,68,0.14802,83,0.61451,28,-1.2243,44,-0.5286
ENSG00000154122,ANKH,85,-0.2120,99,0.03208,107,0.16723,99,0.01707,113,0.29080,71,-0.4845,67,-0.5824
ENSG00000173545,ZNF622,27,-0.3246,39,0.25052,42,0.40280,23,-0.5761,40,0.35801,17,-1.0656,21,-0.7311
ENSG00000154153,RETREG1,218,1.14614,58,-1.0380,55,-1.1178,131,0.29003,182,1.15791,39,-1.5584,37,-1.6490
ENSG00000145555,MYO10,220,2.09123,27,-1.4637,33,-1.1458,78,0.25944,29,-1.4697,181,1.71052,46,-0.5811
ENSG00000176788,BASP1,153,-3.2642,1161,-0.2625,1548,0.24382,1687,0.35699,1997,0.84818,715,-0.9844,898,-0.6368
ENSG00000215196,BASP1-AS1,1,-3.3776,16,0.58588,15,0.53843,10,-0.1035,12,0.14145,3,-1.8574,11,0.01453
ENSG00000248455,LINC02217,15,-1.5329,22,-1.0066,38,-0.1328,55,0.47033,64,0.97534,27,-0.6295,41,0.01379
ENSG00000145526,CDH18,5,-2.9947,68,1.20708,25,-0.6222,55,0.67725,41,0.25298,14,-1.4595,16,-1.2418
ENSG00000286961,AC091938.1,5,-2.2766,79,2.68927,15,-0.7979,2,-3.5593,6,-2.2149,17,-0.5359,34,0.57611
ENSG00000040731,CDH10,6,-2.8616,41,-0.0434,29,-0.6118,55,0.44668,73,1.27703,23,-0.8755,15,-1.4903
ENSG00000113100,CDH9,0,-7.0631,28,2.06993,5,-1.0239,14,0.46129,5,-1.1763,12,0.25631,5,-0.9869
ENSG00000113360,DROSHA,13,-1.2726,31,0.04701,33,0.14173,43,0.56591,35,0.28123,26,-0.2105,18,-0.7780
ENSG00000082213,C5orf22,8,-1.3519,26,0.45034,19,-0.0775,30,0.61278,24,0.33421,10,-1.0090,12,-0.7962
ENSG00000133401,PDZD2,22,-0.8391,84,1.60542,16,-1.3929,63,0.83319,24,-0.7840,28,-0.4492,28,-0.4698
ENSG00000113384,GOLPH3,43,-0.1210,45,-0.0691,43,-0.1301,71,0.68175,56,0.35901,33,-0.5196,22,-1.1189
ENSG00000150712,MTMR12,14,-1.2070,69,1.52791,24,-0.5069,21,-0.6436,31,-0.0501,18,-0.8571,19,-0.7993
ENSG00000056097,ZFR,119,-0.0942,189,0.75085,126,-0.0043,98,-0.3948,111,-0.2373,111,-0.1980,95,-0.4409
ENSG00000113387,SUB1,199,-1.2263,643,0.69265,471,0.11367,437,-0.0169,448,0.02448,331,-0.4535,325,-0.4820
ENSG00000113407,TARS,39,0.23452,29,-0.2805,35,0.08287,44,0.40860,35,0.06954,35,0.07030,20,-0.7820
ENSG00000242110,AMACR,8,-1.7780,29,0.14791,25,-0.1400,44,0.82354,31,0.29943,19,-0.5308,22,-0.2940
ENSG00000113456,RAD1,20,0.04569,21,0.15982,22,0.25463,17,-0.2023,20,0.06615,13,-0.6099,16,-0.3104
ENSG00000113460,BRIX1,30,0.61179,18,-0.1764,22,0.17053,20,0.00878,18,-0.2218,17,-0.2334,20,-0.0173
ENSG00000168724,DNAJC21,43,0.39586,48,0.68038,38,0.22774,21,-0.6864,28,-0.3231,20,-0.7622,25,-0.4135
ENSG00000152582,SPEF2,5,-1.5928,9,-0.7048,14,-0.1010,14,-0.0511,24,1.08735,15,0.04169,8,-0.8809
ENSG00000164187,LMBRD2,31,-1.7039,126,0.48156,104,0.12612,87,-0.1709,130,0.61736,36,-1.5014,61,-0.7170
ENSG00000152620,NADK2,40,-0.1027,45,0.07772,34,-0.3828,51,0.28799,46,0.12150,51,0.26884,34,-0.3417
ENSG00000164188,RANBP3L,2,-2.0357,4,-1.3952,6,-0.8005,20,1.18397,2,-2.4998,47,2.84106,13,0.45285
ENSG00000079215,SLC1A3,181,-1.3589,276,-0.7817,370,-0.2967,347,-0.3686,199,-1.4088,1888,2.68076,524,0.28331
ENSG00000285967,NIPBL-DT,25,0.35854,24,0.33525,20,0.02388,25,0.31672,15,-0.5232,20,-0.0108,17,-0.3001
ENSG00000164190,NIPBL,68,1.16452,26,-0.4693,37,0.14761,29,-0.2572,29,-0.2986,48,0.55733,15,-1.1927
ENSG00000197603,CPLANE1,32,0.41226,12,-1.1553,28,0.21848,13,-0.9299,30,0.41641,35,0.59049,19,-0.3637
ENSG00000113569,NUP155,9,-0.3941,11,0.03817,18,0.82040,8,-0.5417,11,-0.0312,11,-0.0098,4,-1.3167
ENSG00000082068,WDR70,30,0.77167,16,-0.2609,22,0.32810,22,0.23758,19,0.02607,11,-0.7791,8,-1.1629
ENSG00000113594,LIFR,94,1.43785,16,-1.4140,30,-0.4454,58,0.62277,21,-1.1688,105,1.65523,23,-0.8187
ENSG00000164327,RICTOR,51,1.06313,16,-0.8142,31,0.26189,22,-0.2966,31,0.30709,23,-0.2424,10,-1.4878
ENSG00000082074,FYB1,54,2.96323,3,-1.7776,5,-1.0738,12,0.11802,3,-1.9175,23,1.22994,3,-1.8337
ENSG00000113638,TTC33,13,-1.8063,46,0.02603,37,-0.3430,61,0.48291,63,0.70423,34,-0.4598,34,-0.4332
ENSG00000132356,PRKAA1,9,-0.8964,11,-0.5355,15,-0.0526,34,1.23411,19,0.34123,14,-0.2335,8,-0.9644
ENSG00000145592,RPL37,3767,1.62077,1034,-0.5834,1313,-0.1798,1401,-0.0600,875,-0.9341,1981,0.49778,1542,0.09213
ENSG00000182836,PLCXD3,6,-2.3899,5,-2.8534,43,0.57340,95,1.93257,36,0.32827,20,-0.6908,16,-0.9806
ENSG00000083720,OXCT1,48,-1.7939,123,-0.4365,137,-0.2561,194,0.32117,267,1.17471,86,-0.9356,95,-0.7849
ENSG00000205765,C5orf51,28,0.74435,13,-0.4551,15,-0.2263,23,0.42307,14,-0.4545,29,0.81639,14,-0.3113
ENSG00000250722,SELENOP,909,4.42952,8,-4.0944,24,-2.5609,114,-0.0933,26,-2.5815,131,0.13573,32,-2.0119
ENSG00000172262,ZNF131,16,-0.2293,18,-0.0266,14,-0.4672,23,0.34753,25,0.63539,17,-0.1536,8,-1.2488
ENSG00000177453,NIM1K,13,0.09231,13,0.12223,13,0.09877,5,-1.3475,13,0.21879,16,0.48916,7,-0.8676
ENSG00000112972,HMGCS1,70,-1.5344,182,-0.0815,145,-0.4669,170,-0.1798,295,0.96308,192,0.01532,124,-0.6648
ENSG00000151881,TMEM267,4,-0.9656,9,0.14323,11,0.43027,15,0.89488,6,-0.5880,11,0.29473,5,-0.6974
ENSG00000172239,PAIP1,71,-0.0146,79,0.15331,67,-0.1383,80,0.16985,76,0.10306,86,0.27925,37,-1.0098
ENSG00000248092,NNT-AS1,68,1.07478,27,-0.4420,30,-0.2841,38,0.12624,36,0.01851,38,0.12126,23,-0.6652
ENSG00000112992,NNT,30,-1.2916,77,0.16362,79,0.20479,57,-0.3356,82,0.30811,73,0.05006,57,-0.3394
ENSG00000251141,MRPS30-DT,7,-0.9581,17,0.25721,18,0.40846,5,-1.4573,17,0.36571,10,-0.5378,14,-0.0503
ENSG00000112996,MRPS30,17,-1.0124,38,0.17692,41,0.34947,28,-0.2841,43,0.50791,22,-0.6987,18,-0.9375
ENSG00000272335,AC093297.2,12,-0.4921,22,0.51020,21,0.38111,12,-0.5159,17,0.06081,10,-0.7210,12,-0.5236
ENSG00000164588,HCN1,6,-3.1536,60,0.20368,71,0.52378,41,-0.4123,74,0.71280,17,-1.7142,37,-0.5761
ENSG00000151883,PARP8,5,-1.4885,18,0.38951,11,-0.4082,14,-0.0366,21,0.84438,3,-2.2902,13,-0.0982
ENSG00000152684,PELO,11,-0.5241,16,0.01977,17,0.11749,15,-0.1360,21,0.55906,11,-0.6232,10,-0.7365
ENSG00000164172,MOCS2,60,-1.0276,150,0.46848,104,-0.1872,115,-0.0110,127,0.18179,124,0.10027,88,-0.4265
ENSG00000164258,NDUFS4,86,-0.3973,125,0.20093,111,-0.0063,129,0.22867,107,-0.0884,113,0.01515,107,-0.0624
ENSG00000185305,ARL15,7,-0.9969,12,-0.3238,14,-0.0137,12,-0.2537,22,0.97952,5,-1.4451,13,-0.1399
ENSG00000169271,HSPB3,3,-2.3205,21,0.53760,20,0.47920,3,-2.3449,20,0.50009,7,-1.1051,15,-0.0215
ENSG00000178996,SNX18,38,1.59185,8,-0.9751,13,-0.1695,13,-0.1650,10,-0.7336,29,1.08895,10,-0.6344
ENSG00000067248,DHX29,42,0.59722,26,-0.1880,28,-0.0922,24,-0.3141,34,0.31730,27,-0.1443,18,-0.7259
ENSG00000039123,MTREX,38,0.00628,47,0.38696,33,-0.2178,65,0.86611,38,0.02594,18,-1.0900,20,-0.9943
ENSG00000067113,PLPP1,71,0.97502,41,0.11524,28,-0.5429,24,-0.7154,44,0.24327,36,-0.1122,25,-0.6511
ENSG00000134352,IL6ST,163,0.77636,86,-0.2779,90,-0.2107,132,0.42791,59,-0.9923,207,1.18467,84,-0.2943
ENSG00000062194,GPBP1,97,0.30634,64,-0.3903,71,-0.2080,75,-0.1055,95,0.34528,90,0.19186,65,-0.3359
ENSG00000249436,AC008780.1,4,-3.5809,69,0.71592,29,-0.7873,99,1.24601,50,0.12521,25,-0.9579,41,-0.2155
ENSG00000145632,PLK2,9,-3.4045,147,0.88025,86,-0.1166,53,-0.8478,129,0.71314,40,-1.2846,58,-0.7139
ENSG00000152932,RAB3C,4,-5.4638,204,0.09143,199,0.04645,85,-1.2590,325,1.16850,116,-0.7937,144,-0.4635
ENSG00000113448,PDE4D,4,-2.7559,35,0.46798,31,0.24752,36,0.46141,27,-0.0074,21,-0.3535,22,-0.2768
ENSG00000152931,PART1,11,-2.1172,35,-0.4887,45,-0.0871,36,-0.4041,86,1.38225,18,-1.4670,35,-0.4488
ENSG00000164182,NDUFAF2,61,-0.3285,89,0.29733,89,0.28883,54,-0.5079,81,0.15593,49,-0.6496,64,-0.2430
ENSG00000188725,SMIM15,31,0.61053,22,0.05109,14,-0.6868,28,0.44504,20,-0.1176,28,0.46736,14,-0.6236
ENSG00000130449,ZSWIM6,69,1.54875,33,0.30997,19,-0.6161,21,-0.3829,24,-0.2719,24,-0.2350,13,-1.1013
ENSG00000068796,KIF2A,60,0.83846,26,-0.5066,31,-0.2275,25,-0.5608,45,0.47461,32,-0.1755,26,-0.4978
ENSG00000086189,DIMT1,22,0.11877,25,0.34446,18,-0.2131,19,-0.1319,23,0.17082,17,-0.3334,15,-0.4745
ENSG00000086200,IPO11,18,-0.1086,20,0.04726,23,0.25794,9,-1.0937,27,0.63053,6,-1.6417,16,-0.2958
ENSG00000248285,AC122707.1,0,-7.5077,29,3.06477,2,-1.9159,5,-0.5250,4,-1.0976,2,-1.7915,4,-0.8840
ENSG00000164197,RNF180,3,-2.0534,15,0.13411,10,-0.5858,30,1.28858,13,-0.0560,17,0.32742,12,-0.2302
ENSG00000186479,RGS7BP,1,-3.9851,22,0.67780,17,0.18807,25,0.76691,15,-0.0949,13,-0.2324,7,-1.0617
ENSG00000153006,SREK1IP1,67,0.60676,38,-0.3411,53,0.24570,55,0.27441,41,-0.2024,42,-0.1496,37,-0.3303
ENSG00000153015,CWC27,45,0.24475,40,0.06181,32,-0.3197,43,0.14737,37,-0.1218,58,0.62655,28,-0.5271
ENSG00000113593,PPWD1,10,0.10888,8,-0.2280,12,0.40577,7,-0.4069,12,0.43120,6,-0.7872,6,-0.7805
ENSG00000113595,TRIM23,47,-0.9301,112,0.47434,73,-0.2859,79,-0.1404,121,0.73371,45,-0.9851,42,-1.0950
ENSG00000113597,TRAPPC13,20,-0.7231,37,0.26022,25,-0.4186,53,0.83088,39,0.43550,18,-0.8744,17,-0.8990
ENSG00000197860,SGTB,20,-2.3004,97,0.10518,126,0.58430,78,-0.2504,117,0.50293,48,-0.9968,65,-0.5244
ENSG00000123213,NLN,19,0.08428,20,0.18069,24,0.55859,10,-0.9263,16,-0.1855,19,0.09036,12,-0.5928
ENSG00000112851,ERBIN,260,2.98810,25,-1.2530,25,-1.2141,46,-0.2140,25,-1.3023,78,0.63057,23,-1.2827
ENSG00000153914,SREK1,67,0.59035,38,-0.3428,61,0.49361,53,0.22210,42,-0.1897,35,-0.4286,31,-0.6304
ENSG00000069020,MAST4,15,-1.5273,58,0.62258,55,0.50217,30,-0.5006,34,-0.3674,45,0.12108,38,-0.1469
ENSG00000145675,PIK3R1,94,-1.2336,211,0.01463,186,-0.2019,209,-0.0035,325,0.96414,108,-1.0251,124,-0.8109
ENSG00000145740,SLC30A5,14,-0.5105,26,0.51153,21,0.18223,23,0.29789,21,0.16942,7,-1.3979,10,-0.9323
ENSG00000134057,CCNB1,2,-1.7690,7,-0.3861,8,-0.2325,18,1.10191,13,0.80340,5,-0.7030,3,-1.3816
ENSG00000134056,MRPS36,38,-0.8768,78,0.25048,73,0.12474,84,0.34124,72,0.11749,51,-0.4322,55,-0.3314
ENSG00000134058,CDK7,9,-0.7241,24,0.86432,12,-0.3346,12,-0.3657,17,0.29078,12,-0.3581,7,-1.0454
ENSG00000085231,AK6,32,-0.6862,55,0.18626,61,0.36103,67,0.46978,49,-0.0392,39,-0.3675,31,-0.7345
ENSG00000273841,TAF9,29,-1.5475,82,0.02804,86,0.11173,101,0.36839,98,0.41702,57,-0.5371,67,-0.2792
ENSG00000152942,RAD17,13,-0.6356,15,-0.5040,23,0.22505,58,1.77626,17,-0.2929,17,-0.2710,7,-1.6038
ENSG00000145734,BDP1,47,-0.1701,26,-1.1581,78,0.73602,55,0.07496,54,0.06380,61,0.22717,44,-0.2816
ENSG00000131844,MCCC2,12,-0.3301,18,0.33567,17,0.23336,7,-1.1578,12,-0.4468,27,0.90775,14,-0.1335
ENSG00000164326,CARTPT,0,-7.3113,84,4.86003,3,-2.4151,0,-8.2790,2,-3.2517,0,-6.8331,10,-0.7959
ENSG00000131711,MAP1B,873,-1.3515,860,-1.4687,3334,0.86372,1832,-0.2195,3187,0.90663,974,-1.1870,1530,-0.4995
