Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000035681,NSMAF,24,0.29007,19,-0.0107,13,-0.6333,44,1.54650,22,0.15420,19,-0.0239,17,-0.2438,3,-2.6884,12,-0.6758,5,-2.0679
ENSG00000198846,TOX,6,-1.7061,14,-0.5622,33,0.89338,26,0.43692,6,-1.8343,0,-6.9728,10,-1.1028,41,1.14231,20,0.03382,27,0.47964
ENSG00000178538,CA8,20,0.79461,1,-3.0640,6,-1.0426,4,-1.5798,23,1.04683,11,-0.1883,0,-6.5146,8,-0.6287,16,0.48250,44,2.24116
ENSG00000104388,RAB2A,165,-0.8381,290,0.02839,425,0.72472,379,0.51081,352,0.33729,293,0.04737,146,-1.0201,149,-0.9929,177,-0.7345,237,-0.2881
ENSG00000177182,CLVS1,13,-1.0365,20,-0.3381,43,0.97794,23,-0.1536,52,1.19591,28,0.15391,1,-3.9779,25,-0.0260,18,-0.5066,13,-1.0023
ENSG00000198363,ASPH,105,-0.5553,56,-1.4852,124,-0.3304,216,0.65381,263,0.90380,207,0.50673,128,-0.2507,96,-0.6946,131,-0.2130,139,-0.1224
ENSG00000274956,NKAIN3-IT1,70,0.12126,57,-0.1940,37,-0.9323,28,-1.3812,20,-1.7747,28,-1.2822,38,-0.8056,118,0.97247,138,1.23697,181,1.72472
ENSG00000137563,GGH,10,-1.1757,20,-0.1463,14,-0.7878,29,0.49509,29,0.41595,39,0.90609,30,0.47517,6,-1.8732,23,0.07336,22,0.01734
ENSG00000185728,YTHDF3,56,-0.0633,52,-0.2008,67,0.22889,79,0.53463,82,0.52038,48,-0.2992,31,-0.9603,47,-0.3501,35,-0.7852,61,0.06206
ENSG00000254377,MIR124-2HG,0,-7.8501,24,0.27598,37,1.09069,35,0.96095,33,0.75488,12,-0.7332,15,-0.4548,1,-4.0394,6,-1.7409,10,-1.0350
ENSG00000180828,BHLHE22,6,-2.6029,13,-1.5638,9,-2.2915,136,2.81965,7,-2.3888,23,-0.7928,9,-2.1959,15,-1.4330,53,0.51044,45,0.24363
ENSG00000172817,CYP7B1,96,2.81735,8,-1.3707,13,-0.6985,8,-1.5116,1,-3.8120,4,-2.2823,14,-0.5614,7,-1.5816,34,0.84951,36,0.92507
ENSG00000272010,AC100814.1,14,0.33779,7,-0.6916,20,1.12166,10,-0.0801,19,0.89086,8,-0.5003,0,-6.3804,2,-2.4939,8,-0.5247,13,0.29415
ENSG00000104442,ARMC1,63,0.61645,70,0.79102,49,0.22263,41,-0.0765,22,-1.0171,48,0.17255,27,-0.6808,25,-0.8227,38,-0.1939,41,-0.0442
ENSG00000147576,ADHFE1,24,0.57323,19,0.22965,8,-1.0429,12,-0.4441,2,-2.9316,14,-0.1918,34,1.20181,21,0.36374,9,-0.8077,31,1.01652
ENSG00000169085,VXN,144,-0.6015,362,0.86458,358,0.96353,180,-0.2808,213,0.00823,224,0.08189,111,-0.9925,240,0.19171,82,-1.4424,96,-1.2085
ENSG00000175073,VCPIP1,34,-0.2407,41,0.07644,58,0.68726,19,-1.1671,61,0.68689,35,-0.1955,38,-0.0423,29,-0.4613,34,-0.2371,47,0.28702
ENSG00000104205,SGK3,70,2.16987,13,-0.6723,10,-1.1111,24,0.31862,11,-0.8313,5,-1.9305,14,-0.4773,2,-2.9821,28,0.57348,26,0.40762
ENSG00000245910,SNHG6,863,1.32051,417,0.11191,203,-1.0640,198,-1.1078,275,-0.5362,283,-0.4928,215,-0.9055,798,1.18240,789,1.16349,219,-0.8787
ENSG00000121022,COPS5,55,-0.3328,46,-0.6229,39,-0.9228,86,0.40108,97,0.55749,102,0.63661,139,1.15022,41,-0.7839,41,-0.7754,51,-0.4530
ENSG00000104218,CSPP1,16,0.12231,9,-0.6712,23,0.81882,18,0.33191,0,-6.5852,7,-0.9902,12,-0.3247,12,-0.3409,26,0.92467,12,-0.3278
ENSG00000066777,ARFGEF1,27,0.07149,23,-0.1721,26,0.00611,39,0.74480,17,-0.6315,33,0.37219,16,-0.7325,12,-1.1780,29,0.15275,24,-0.1265
ENSG00000046889,PREX2,62,0.88762,9,-1.9920,21,-0.8929,9,-2.1617,6,-2.6050,16,-1.1759,56,0.71410,14,-1.3557,62,0.88482,145,2.45365
ENSG00000165084,C8orf34,0,-4.3014,23,0.39423,38,1.48459,32,1.11387,1,-3.3078,10,-0.8589,18,0.03774,2,-2.7955,7,-1.3552,8,-1.1895
ENSG00000140396,NCOA2,36,-0.4399,56,0.25103,49,0.03574,74,0.80395,86,0.94929,22,-1.1778,22,-1.1434,24,-1.0543,31,-0.6396,49,0.05093
ENSG00000067167,TRAM1,86,1.12106,37,-0.2271,34,-0.4091,21,-1.1787,12,-1.8985,14,-1.6455,120,1.71079,55,0.36489,48,0.15681,38,-0.2163
ENSG00000147592,LACTB2,30,1.15930,11,-0.4300,11,-0.3924,22,0.71211,13,-0.1704,3,-2.0228,18,0.36381,8,-0.8884,16,0.16916,8,-0.8471
ENSG00000147601,TERF1,44,0.14920,20,-1.0178,57,0.64350,48,0.29930,31,-0.4027,52,0.40028,33,-0.2960,23,-0.8138,32,-0.3299,35,-0.2098
ENSG00000147604,RPL7,679,0.18402,724,0.28764,428,-0.5776,448,-0.5031,390,-0.6765,375,-0.7357,811,0.46949,1297,1.26014,848,0.54138,374,-0.7397
ENSG00000040341,STAU2,16,-2.3984,111,0.48080,110,0.52718,68,-0.3210,160,1.09568,66,-0.3417,11,-2.8939,162,1.11217,49,-0.7855,52,-0.7087
ENSG00000104343,UBE2W,23,-1.2328,54,0.04305,76,0.65861,37,-0.5629,109,1.19870,50,-0.0728,53,0.00024,13,-2.0365,21,-1.3780,80,0.67706
ENSG00000154582,ELOC,92,-0.7188,158,0.12231,133,-0.1673,209,0.63818,90,-0.7562,161,0.15085,111,-0.4269,259,0.92518,118,-0.3333,85,-0.8359
ENSG00000175606,TMEM70,42,-0.6527,67,0.07240,76,0.28007,93,0.65666,97,0.65918,98,0.67565,47,-0.4979,18,-1.9089,28,-1.2440,38,-0.8018
ENSG00000104369,JPH1,0,-5.1751,4,-1.3376,28,1.75394,13,0.18481,6,-0.9526,28,1.45274,0,-5.0392,3,-1.7894,6,-0.8265,7,-0.6871
ENSG00000104381,GDAP1,20,-2.3763,136,0.48871,138,0.57632,145,0.66828,123,0.32294,118,0.25351,37,-1.5141,79,-0.3709,36,-1.5535,87,-0.2216
ENSG00000270866,AC067773.1,2,-2.4867,24,0.90941,13,0.02727,12,-0.1862,5,-1.3785,24,0.94194,0,-6.2486,10,-0.4792,22,0.82389,22,0.79060
ENSG00000091656,ZFHX4,45,2.66716,0,-6.9309,2,-2.2434,7,-0.5169,0,-6.6959,0,-6.8773,7,-0.4328,0,-5.1908,30,1.83795,19,1.04041
ENSG00000164751,PEX2,38,0.55132,39,0.56592,25,-0.1404,16,-0.8216,18,-0.6051,17,-0.6825,24,-0.1662,21,-0.3621,32,0.27136,52,1.05336
ENSG00000171033,PKIA,75,-1.7793,240,-0.0163,453,1.17739,263,0.14228,177,-0.4908,180,-0.4611,158,-0.6647,239,-0.0208,179,-0.4672,229,-0.0921
ENSG00000104427,ZC2HC1A,17,-1.0885,43,0.36777,48,0.60532,30,-0.2030,37,0.11518,34,2.61322,31,-0.1561,37,0.11035,22,-0.6412,33,-0.0669
ENSG00000104435,STMN2,62,-3.9116,1865,1.25653,1495,1.00258,850,-0.0408,770,-0.1919,861,-0.0169,524,-0.7823,764,-0.2035,364,-1.3295,546,-0.7210
ENSG00000164683,HEY1,16,-1.4964,58,0.47137,23,-0.9901,76,1.04231,16,-1.5190,52,0.30369,81,1.02494,8,-2.3961,25,-0.8211,62,0.58477
ENSG00000147586,MRPS28,73,0.38623,43,-0.4533,39,-0.6578,63,0.14783,56,-0.0307,76,0.43719,106,0.99444,18,-1.7548,63,0.13830,52,-0.1484
ENSG00000076554,TPD52,92,-0.3313,126,0.15786,129,0.22668,148,0.47230,131,0.22512,130,0.20983,60,-0.9740,152,0.46805,49,-1.2779,69,-0.7757
ENSG00000164684,ZNF704,64,1.52880,26,0.03061,26,0.01210,6,-2.2963,19,-0.4490,9,-1.5182,20,-0.3403,45,0.92168,31,0.29297,29,0.17275
ENSG00000164687,FABP5,380,0.72175,252,0.05992,226,-0.1229,238,-0.0310,125,-1.0112,189,-0.3859,321,0.44255,287,0.26521,219,-0.1589,210,-0.2231
ENSG00000147588,PMP2,639,1.91393,121,-0.8373,58,-2.0294,49,-2.2972,82,-1.4182,83,-1.4020,201,-0.0579,262,0.35980,500,1.45651,401,1.06713
ENSG00000133731,IMPA1,25,-0.6849,59,0.62308,60,0.73900,35,-0.2033,43,0.13165,39,-0.0157,26,-0.6437,50,0.37518,21,-0.9594,22,-0.8760
ENSG00000104231,ZFAND1,27,-0.2469,36,0.19639,45,0.64176,32,0.02389,33,0.04970,24,-0.4199,21,-0.6557,39,0.34453,24,-0.4225,21,-0.6022
ENSG00000184672,RALYL,2,-4.4394,50,-0.1176,100,1.13831,26,-1.2014,93,0.87739,54,0.01227,5,-3.2967,117,1.26968,27,-1.0517,48,-0.1696
ENSG00000176731,RBIS,65,-0.5961,94,-0.0338,66,-0.6423,95,-0.0191,138,0.56673,76,-0.3614,227,1.41971,83,-0.2381,81,-0.2639,70,-0.4855
ENSG00000104267,CA2,372,3.11261,11,-2.6942,25,-1.6368,23,-1.7379,18,-2.0513,20,-1.8840,104,0.63193,15,-2.2408,133,1.03791,70,0.00915
ENSG00000123124,WWP1,28,-0.4289,29,-0.3922,45,0.32375,32,-0.2739,61,0.79728,18,-1.0950,40,0.11753,49,0.44387,30,-0.3129,38,0.02308
ENSG00000176623,RMDN1,55,1.29010,16,-0.6699,20,-0.4080,24,-0.0987,34,0.46422,21,-0.2894,29,0.22581,4,-2.5100,24,-0.0441,31,0.32446
ENSG00000085719,CPNE3,105,1.41846,18,-1.3227,51,0.23187,29,-0.6776,12,-1.9008,18,-1.3677,57,0.40224,25,-0.8598,64,0.57973,73,0.78869
ENSG00000156103,MMP16,14,-0.6330,20,-0.0856,49,1.64418,14,-0.6422,16,-0.4429,13,-0.7415,6,-1.7917,27,0.39572,20,-0.0980,10,-1.0335
ENSG00000164823,OSGIN2,87,1.59081,23,-0.5463,30,-0.2027,41,0.36811,3,-3.5438,13,-1.3653,67,1.13951,10,-1.8407,32,-0.0402,23,-0.5476
ENSG00000104320,NBN,29,-0.1461,36,0.19104,23,-0.5758,43,0.51915,57,0.92454,29,-0.1274,35,0.13246,14,-1.2873,33,0.03049,20,-0.6853
ENSG00000104325,DECR1,65,0.71252,19,-1.1940,18,-1.3689,26,-0.7698,72,0.89444,22,-0.9891,75,0.95649,36,-0.2335,67,0.77222,55,0.45480
ENSG00000104327,CALB1,7,-2.7985,16,-1.6690,1,-5.5852,190,3.07072,29,-0.8474,52,0.06216,36,-0.5192,29,-0.8246,22,-1.2554,29,-0.8406
ENSG00000180694,TMEM64,41,1.68836,11,-0.3723,9,-0.7096,16,0.11168,7,-1.0740,19,0.37864,32,1.27764,5,-1.6792,5,-1.5983,6,-1.2560
ENSG00000123119,NECAB1,180,-0.5902,341,0.40812,487,1.14873,316,0.31988,147,-0.9012,266,0.01479,37,-2.9171,132,-1.0585,121,-1.1886,335,0.38055
ENSG00000155099,PIP4P2,46,-0.3784,72,0.31519,67,0.23652,82,0.60905,34,-0.8298,24,-1.3250,82,0.53984,47,-0.3392,39,-0.6435,61,0.05222
ENSG00000253738,OTUD6B-AS1,57,-0.5722,82,-0.0076,66,-0.3625,89,0.12848,116,0.54261,80,-0.0461,102,0.33494,108,0.42211,68,-0.2902,66,-0.3420
ENSG00000155100,OTUD6B,31,0.65364,11,-0.8894,34,0.90148,17,-0.3095,21,0.00727,14,-0.5984,8,-1.3316,28,0.46122,19,-0.1494,13,-0.6446
ENSG00000079102,RUNX1T1,16,-1.3737,73,0.95232,97,1.70952,33,-0.3612,15,-1.4411,30,-0.4634,11,-1.9379,43,0.09949,17,-1.2954,21,-0.9664
ENSG00000205133,TRIQK,17,-1.1053,36,0.02906,43,0.33618,40,0.19490,44,0.35183,58,0.78168,28,-0.3510,24,-0.6292,24,-0.5765,29,-0.3153
ENSG00000188343,FAM92A,13,-1.8735,50,0.13845,41,-0.1620,79,1.02492,55,0.29887,35,-0.4102,22,-1.1258,62,0.48983,34,-0.4723,35,-0.3960
ENSG00000164951,PDP1,19,-2.3085,105,0.22140,163,1.08831,115,0.40605,108,0.27178,95,0.07297,49,-0.9462,50,-0.9122,30,-1.6476,79,-0.2119
ENSG00000164944,VIRMA,18,-0.0200,17,-0.0920,15,-0.3291,15,-0.3166,17,-0.0791,17,-0.1033,31,0.83435,25,0.51540,12,-0.6646,21,0.24814
ENSG00000156162,DPY19L4,61,2.14669,5,-1.7124,10,-0.8675,20,0.24754,14,-0.3812,3,-2.3358,7,-1.3969,12,-0.5890,13,-0.4122,33,1.04650
ENSG00000164941,INTS8,26,-0.0376,15,-0.8904,27,0.03939,29,0.12332,29,0.13541,50,1.01246,37,0.52277,13,-1.1191,17,-0.6849,22,-0.3276
ENSG00000156170,NDUFAF6,15,-0.7490,8,-1.5826,20,-0.2787,29,0.31292,33,0.49707,33,0.49200,47,1.05546,27,0.14433,19,-0.3975,10,-1.2488
ENSG00000156467,UQCRB,1004,0.05791,1291,0.45957,616,-0.7529,935,-0.0607,803,-0.2922,900,-0.1144,684,-0.5392,1710,0.92466,1523,0.73044,601,-0.7362
ENSG00000156471,PTDSS1,26,-1.4196,46,-0.5911,94,0.58815,118,1.03816,102,0.66502,44,-0.6592,59,-0.2066,27,-1.3983,21,-1.7517,61,-0.1681
ENSG00000169439,SDC2,52,0.03241,16,-1.7442,18,-1.6581,27,-1.0073,9,-2.5090,18,-1.5625,137,1.66725,45,-0.1665,111,1.28659,130,1.56846
ENSG00000104324,CPQ,55,2.14316,2,-2.6516,7,-1.3114,1,-3.2786,3,-2.1301,3,-2.4333,62,2.41981,0,-6.0508,15,-0.0508,30,1.04829
ENSG00000180543,TSPYL5,13,-2.0839,47,-0.2292,90,0.91150,82,0.73127,53,-0.0552,57,0.04648,39,-0.5252,20,-1.5141,33,-0.7872,51,-0.1071
ENSG00000147649,MTDH,150,0.64904,79,-0.3656,109,0.14906,86,-0.2449,104,0.05960,81,-0.3270,77,-0.4015,107,0.10284,103,0.05705,107,0.11373
ENSG00000104341,LAPTM4B,110,0.75724,44,-0.6909,25,-1.5894,130,1.19151,115,0.83207,43,-0.7183,62,-0.1717,11,-2.7294,58,-0.2589,72,0.07068
ENSG00000132561,MATN2,86,0.90320,15,-1.7745,33,-0.6576,94,1.20804,2,-4.6857,22,-1.2279,153,1.93973,17,-1.5815,19,-1.4547,23,-1.1553
ENSG00000156482,RPL30,1948,1.18517,919,-0.0484,415,-1.3426,602,-0.7554,462,-1.0994,511,-0.9477,1529,0.77272,1457,0.69281,1852,1.09795,656,-0.5698
ENSG00000132541,RIDA,55,-0.4756,54,-0.4995,62,-0.3192,57,-0.4795,54,-0.5098,72,-0.0794,93,0.32520,51,-0.5969,133,0.91898,154,1.16946
ENSG00000104361,NIPAL2,3,-2.7799,17,-0.3573,27,0.39075,29,0.54777,9,-1.2787,24,0.16454,45,1.21450,22,0.09208,8,-1.5126,16,-0.3942
ENSG00000253948,VPS13B-DT,31,-0.3704,26,-0.6258,22,-0.9313,35,-0.2062,39,-0.0087,73,1.00362,26,-0.6385,49,0.34160,60,0.68928,53,0.48168
ENSG00000132549,VPS13B,8,-0.5335,7,-0.6536,11,-0.0863,12,0.13812,16,0.55602,6,-0.8663,27,1.43823,0,-4.4263,10,-0.1693,14,0.37259
ENSG00000164919,COX6C,567,-1.1455,2049,0.87137,803,-0.6675,1303,0.14690,1974,0.80824,1589,0.45140,984,-0.3065,1471,0.32708,875,-0.4869,649,-0.9426
ENSG00000147669,POLR2K,79,-0.8651,180,0.41468,101,-0.5279,164,0.29213,170,0.32203,189,0.49025,160,0.22914,191,0.50614,89,-0.6874,77,-0.8990
ENSG00000034677,RNF19A,62,0.85359,13,-1.5064,40,0.14776,33,-0.1821,40,0.15349,34,-0.1220,44,0.27770,34,-0.1124,35,-0.0608,31,-0.2562
ENSG00000186106,ANKRD46,39,-1.2598,98,0.15650,106,0.31234,139,0.80901,126,0.56311,99,0.16708,66,-0.4698,46,-0.9938,40,-1.2079,63,-0.5396
ENSG00000070756,PABPC1,233,0.54036,147,-0.1929,131,-0.3962,102,-0.7974,60,-1.5453,110,-0.6288,302,0.97263,296,0.94323,219,0.44657,156,-0.0980
ENSG00000164924,YWHAZ,391,-1.9160,1796,0.41165,1899,0.56308,1552,0.19642,1595,0.22077,2465,0.93481,682,-1.0881,1283,-0.1217,601,-1.2793,932,-0.6158
ENSG00000261087,AP003469.4,42,0.73210,12,-1.1341,23,-0.2320,13,-1.1539,28,0.10015,53,1.14993,14,-0.9727,32,0.28993,35,0.45159,28,0.11319
ENSG00000120963,ZNF706,143,0.02186,122,-0.2216,132,-0.1156,172,0.35125,122,-0.2271,262,1.00761,104,-0.4671,125,-0.1867,100,-0.5363,106,-0.4396
ENSG00000104490,NCALD,38,-2.4933,283,0.52921,578,2.17011,42,-2.4867,297,0.61134,192,-0.0913,60,-1.8324,246,0.30621,62,-1.7996,19,-3.4930
ENSG00000048392,RRM2B,50,0.42386,37,-0.0568,51,0.49910,40,0.08933,52,0.47761,29,-0.4230,44,0.23711,17,-1.2220,18,-1.0936,29,-0.4084
ENSG00000104517,UBR5,44,0.01285,40,-0.1640,53,0.33710,59,0.51733,41,-0.1234,31,-0.5394,59,0.47422,21,-1.1409,30,-0.5615,37,-0.2489
ENSG00000155090,KLF10,0,-7.4421,20,-0.3445,61,1.78108,21,-0.2688,23,-0.0720,15,-0.7209,32,0.43194,17,-0.5283,7,-1.8180,17,-0.5780
ENSG00000155096,AZIN1,109,-0.9248,222,0.17140,256,0.44278,207,0.06470,272,0.49665,215,0.11901,160,-0.3425,198,-0.0137,143,-0.5180,148,-0.4608
ENSG00000155097,ATP6V1C1,69,-1.5567,186,-0.0643,282,0.67702,281,0.66851,233,0.28844,312,0.76569,65,-1.6506,155,-0.3518,70,-1.5392,111,-0.8578
ENSG00000164929,BAALC,277,0.35883,172,-0.3880,157,-0.5719,134,-0.8341,182,-0.3073,223,0.01262,284,0.39508,312,0.55183,320,0.59358,302,0.49726
ENSG00000164933,SLC25A32,25,-0.0263,20,-0.3336,41,0.90922,16,-0.7485,58,1.37332,40,0.74656,3,-2.8326,13,-1.0037,7,-1.8984,21,-0.3036
ENSG00000164934,DCAF13,32,0.92672,18,0.01024,17,-0.1037,16,-0.2129,7,-1.3867,24,0.46065,4,-2.2275,21,0.25294,19,0.07436,25,0.52620
ENSG00000176406,RIMS2,42,-0.5436,78,0.40587,70,0.25039,31,-1.0683,80,0.44484,67,0.16136,16,-1.9298,101,0.82332,101,0.83127,37,-0.7572
ENSG00000147650,LRP12,8,-2.3746,37,-0.0573,81,1.41158,55,0.63770,16,-1.3215,20,-0.9916,21,-0.8925,35,-0.1410,22,-0.8585,32,-0.3078
ENSG00000169946,ZFPM2,6,-2.3993,41,0.38586,62,1.24293,54,0.94530,8,-2.0541,39,0.29069,5,-2.7782,11,-1.5295,13,-1.2932,29,-0.1301
ENSG00000254615,AC027031.2,11,-0.4950,23,0.68693,17,0.20324,18,0.24599,10,-0.6780,24,0.75033,12,-0.3953,22,0.57924,6,-1.2481,4,-1.8042
ENSG00000164830,OXR1,35,-2.2987,165,0.04001,213,0.50722,223,0.59270,372,1.39463,169,0.08495,49,-1.7900,147,-0.1417,57,-1.5561,59,-1.5195
ENSG00000147655,RSPO2,10,-0.6133,5,-1.6362,6,-1.3841,1,-3.3523,100,3.58097,44,1.71186,3,-2.4815,3,-2.3514,6,-1.4124,1,-3.4839
ENSG00000104408,EIF3E,135,0.29343,91,-0.3256,85,-0.4585,90,-0.3679,105,-0.1007,60,-0.9518,188,0.83347,174,0.70994,137,0.31962,103,-0.1221
ENSG00000104412,EMC2,124,1.20040,38,-0.6931,29,-1.1431,37,-0.7691,57,-0.0597,68,0.21745,107,0.94861,49,-0.2959,64,0.10460,73,0.33422
ENSG00000164841,TMEM74,0,-4.5230,17,0.43549,31,1.76401,5,-1.4715,21,0.77586,3,-1.9781,15,0.28712,6,-0.9744,10,-0.3520,7,-0.8824
ENSG00000120526,NUDCD1,12,-0.2832,10,-0.6276,23,0.81162,21,0.58761,15,0.01996,15,0.08369,13,-0.2066,5,-1.4356,3,-2.2930,15,0.08553
ENSG00000120533,ENY2,60,-0.7751,126,0.37817,85,-0.2687,101,0.02847,129,0.41556,123,0.33639,82,-0.2892,162,0.79066,83,-0.2822,55,-0.9050
ENSG00000147654,EBAG9,24,-0.6896,27,-0.4846,35,-0.1151,48,0.41921,23,-0.7527,60,0.75106,44,0.24310,51,0.48099,36,-0.0547,20,-0.9599
ENSG00000147642,SYBU,21,-2.5749,107,-0.1858,138,0.23922,228,1.20407,150,0.35203,140,0.24292,74,-0.7412,48,-1.3911,43,-1.5481,127,0.08993
ENSG00000164794,KCNV1,0,-8.7428,30,-0.2892,57,0.81196,32,-0.1904,65,0.95613,93,1.57009,1,-4.5152,21,-0.8230,15,-1.3352,31,-0.2406
ENSG00000164796,CSMD3,9,-1.0144,10,-0.7991,17,-0.0533,30,0.99767,4,-2.1192,19,0.11383,6,-1.4779,22,0.37906,17,-0.0543,28,0.74754
ENSG00000104447,TRPS1,30,0.74442,8,-1.2198,4,-2.2507,4,-2.2564,27,0.60274,59,1.95235,17,-0.1075,15,-0.2917,30,0.73307,20,0.12119
ENSG00000147677,EIF3H,112,-0.9448,106,-1.0293,75,-1.6361,189,-0.1674,444,1.24927,636,1.90964,258,0.34255,186,-0.1784,113,-0.9318,112,-0.9433
ENSG00000147679,UTP23,21,0.88870,3,-2.0752,15,0.40701,4,-1.6368,7,-0.8905,11,-0.1013,5,-1.2523,24,1.04586,15,0.30911,21,0.88672
ENSG00000164754,RAD21,164,0.14938,146,-0.0284,130,-0.2313,173,0.26306,102,-0.5849,160,0.11286,136,-0.1454,164,0.15779,153,0.04317,156,0.07014
ENSG00000205002,AARD,4,-1.9124,10,-0.6339,30,1.34628,24,0.89681,12,-0.3403,28,1.01142,9,-0.7812,1,-3.0789,2,-2.6447,2,-2.5241
ENSG00000182197,EXT1,1,-3.2249,11,-0.4499,29,1.21002,16,0.04363,8,-0.9325,20,0.39648,30,1.10110,7,-1.2142,7,-1.2378,9,-0.7768
ENSG00000177570,SAMD12,10,-2.1174,50,0.20732,86,1.27312,42,-0.0666,34,-0.4024,22,-1.0117,7,-2.6997,47,0.10687,25,-0.8584,74,0.84136
ENSG00000147676,MAL2,13,-2.8711,97,0.10212,171,1.19832,78,-0.2451,117,0.40897,212,1.40559,13,-2.8736,66,-0.4990,30,-1.6667,41,-1.2204
ENSG00000136999,CCN3,12,-2.4611,73,0.26589,136,1.52366,71,0.23840,19,-1.7862,56,-0.1443,34,-0.9326,76,0.31915,20,-1.6652,39,-0.7184
ENSG00000136960,ENPP2,643,4.68731,13,-2.6611,13,-2.7591,55,-0.5459,7,-3.4775,14,-2.5417,18,-2.1135,31,-1.3578,47,-0.7432,5,-3.9013
ENSG00000064313,TAF2,20,0.29713,29,0.87487,24,0.66011,18,0.16774,14,-0.2202,20,0.26946,2,-2.6381,11,-0.5917,5,-1.5835,12,-0.4805
ENSG00000172172,MRPL13,43,0.25398,40,0.17332,29,-0.3944,35,-0.0461,45,0.33565,46,0.37409,40,0.16657,24,-0.6129,32,-0.1750,36,0.00024
ENSG00000178764,ZHX2,34,1.48083,7,-0.9753,13,-0.1113,5,-1.5128,1,-3.9284,18,0.41552,14,0.07854,0,-4.8432,29,1.20846,26,0.99371
ENSG00000136986,DERL1,40,-0.5617,21,-1.5182,77,0.51400,69,0.30711,48,-0.2777,66,0.22026,92,0.75848,37,-0.6746,42,-0.4783,53,-0.1288
ENSG00000189376,C8orf76,12,-0.2318,5,-1.5060,14,-0.0584,20,0.53556,42,1.79899,24,0.77799,5,-1.6159,0,-4.8543,11,-0.3542,6,-1.2122
ENSG00000165156,ZHX1,60,0.56724,39,-0.1111,33,-0.3959,37,-0.1997,37,-0.1838,50,0.26070,67,0.72858,16,-1.4526,33,-0.3973,63,0.63149
ENSG00000156795,WDYHV1,7,-0.8478,15,0.37185,21,1.00925,8,-0.6989,10,-0.2013,3,-1.7817,6,-1.0441,22,0.97003,14,0.29082,8,-0.5766
ENSG00000176853,FAM91A1,27,-0.2330,27,-0.2341,33,0.05976,57,1.09461,36,0.20183,31,-0.0146,17,-0.9632,10,-1.6527,16,-0.9882,35,0.13879
ENSG00000164983,TMEM65,27,-0.8478,19,-1.3389,69,0.67471,42,-0.1972,67,0.56974,64,0.48690,42,-0.1686,41,-0.2253,42,-0.1723,41,-0.2033
ENSG00000170881,RNF139,49,0.44640,22,-0.7925,27,-0.5129,50,0.54822,25,-0.5940,66,0.92864,54,0.59690,14,-1.4287,25,-0.5937,34,-0.1440
ENSG00000147687,TATDN1,21,-0.5384,51,0.88162,25,-0.2965,30,0.04183,26,-0.2070,31,0.10345,44,0.65173,38,0.40333,14,-1.1633,19,-0.6834
ENSG00000147684,NDUFB9,264,-0.5601,594,0.72429,231,-0.8182,281,-0.5039,430,0.20100,583,0.69485,410,0.12727,584,0.69768,397,0.07663,257,-0.5976
ENSG00000170873,MTSS1,127,1.67649,17,-1.5047,42,-0.1582,44,-0.0785,68,0.59317,17,-1.5443,39,-0.2866,26,-0.9007,48,0.04597,45,-0.0609
ENSG00000104549,SQLE,85,0.43096,50,-0.3960,102,0.82347,72,0.17244,81,0.33821,80,0.31720,44,-0.6025,27,-1.3220,22,-1.6050,43,-0.6311
ENSG00000164961,WASHC5,44,0.58240,19,-0.7461,33,0.17106,37,0.33324,31,0.02487,24,-0.3403,41,0.45769,6,-2.2827,25,-0.3084,34,0.19651
ENSG00000173334,TRIB1,2,-2.1116,6,-0.8593,6,-1.0249,5,-1.2933,10,-0.1838,15,0.52457,9,-0.3298,12,0.12342,27,1.48575,29,1.60390
ENSG00000153310,FAM49B,56,-0.5458,57,-0.4979,82,0.06824,89,0.19826,148,1.01796,115,0.59088,67,-0.2652,73,-0.1301,41,-0.9919,51,-0.6635
ENSG00000153317,ASAP1,48,-0.4325,69,0.10771,114,1.06593,71,0.19103,73,0.21545,41,-0.6999,30,-1.1500,50,-0.3755,53,-0.2847,33,-0.9850
ENSG00000155897,ADCY8,22,0.26346,2,-3.0747,5,-1.8662,20,0.13640,95,2.99887,21,0.22239,4,-2.1317,0,-6.3480,9,-1.1204,18,-0.0564
ENSG00000132294,EFR3A,20,-3.0652,220,0.53508,238,0.75320,137,-0.2371,346,1.30138,172,0.13828,43,-1.9506,111,-0.5347,78,-1.0707,148,-0.1005
ENSG00000184156,KCNQ3,3,-4.4473,103,0.67471,121,1.07877,88,0.46840,79,0.25229,68,0.00316,14,-2.3353,24,-1.5372,38,-0.8958,64,-0.0730
ENSG00000129295,LRRC6,3,-2.1934,9,-0.7189,17,0.16796,19,0.42281,14,-0.0621,10,-0.6376,0,-6.8367,44,1.80357,16,0.06060,13,-0.2795
ENSG00000129292,PHF20L1,37,-0.2311,30,-0.5360,52,0.33826,64,0.73957,36,-0.2696,19,-1.1762,52,0.31022,25,-0.8026,27,-0.6742,53,0.34368
