Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000221978,CCNL2,53,0.48033,36,-0.1558,23,-0.8001,46,0.40542,52,0.45068,20,-1.0468,29,-0.5041
ENSG00000242485,MRPL20,178,-0.2295,212,0.04173,195,-0.0903,209,0.03813,183,-0.1839,200,-0.0494,230,0.19071
ENSG00000235098,ANKRD65,17,-0.2656,23,0.18822,34,0.77302,22,0.11326,15,-0.4600,20,-0.0611,15,-0.5070
ENSG00000179403,VWA1,31,0.27056,58,1.33100,5,-2.2620,12,-1.5721,60,1.38282,38,0.61493,29,0.21968
ENSG00000197785,ATAD3A,12,-0.2210,9,-0.6464,7,-0.9828,22,1.40030,11,-0.3772,4,-1.7113,7,-1.1450
ENSG00000205090,TMEM240,53,0.53362,39,0.05815,42,0.16947,42,0.30008,24,-0.6664,31,-0.2945,26,-0.6452
ENSG00000160075,SSU72,131,-0.2774,132,-0.2694,199,0.38485,183,0.40564,130,-0.2888,95,-0.7648,139,-0.2059
ENSG00000228594,FNDC10,58,1.17819,51,0.97542,15,-0.9013,25,-0.2975,21,-0.4223,22,-0.3532,22,-0.3726
ENSG00000272106,AL691432.2,23,-0.1835,20,-0.3475,48,0.99269,29,0.32292,16,-0.6765,16,-0.7327,20,-0.4403
ENSG00000197530,MIB2,28,0.08249,25,-0.0754,27,0.05762,34,0.72099,9,-1.5062,23,-0.1992,16,-0.8285
ENSG00000248333,CDK11B,16,0.28019,19,0.51437,8,-0.7221,14,0.11271,19,0.54018,13,-0.1089,8,-0.7982
ENSG00000189339,SLC35E2B,28,0.85903,24,0.59132,10,-0.6891,15,-0.1834,18,0.10274,12,-0.4348,14,-0.2202
ENSG00000008128,CDK11A,24,1.39801,14,0.47623,9,-0.2268,7,-0.7016,15,0.61309,10,0.00169,7,-0.6692
ENSG00000215790,SLC35E2A,30,0.58403,21,-0.0198,21,-0.0072,21,-0.0416,17,-0.3212,20,-0.0533,20,-0.1052
ENSG00000008130,NADK,25,0.14087,20,-0.2169,37,0.78671,24,0.11066,23,0.04542,11,-1.0542,18,-0.3253
ENSG00000078369,GNB1,428,0.07944,312,-0.4122,463,0.20319,452,0.27185,333,-0.3098,290,-0.5251,398,-0.0398
ENSG00000187730,GABRD,83,-0.7781,74,-0.9386,136,-0.0098,219,1.45875,43,-1.7562,36,-2.0262,91,-0.6799
ENSG00000067606,PRKCZ,285,0.67799,194,0.06125,179,-0.0665,203,0.20945,140,-0.4488,135,-0.5093,148,-0.3988
ENSG00000162585,FAAP20,42,0.06353,80,1.12013,19,-1.1142,28,-0.7947,57,0.55981,45,0.18433,49,0.36206
ENSG00000157933,SKI,33,0.04273,23,-0.4608,32,0.00965,33,0.09288,35,0.15298,34,0.09882,30,-0.1174
ENSG00000157916,RER1,46,-0.4340,59,-0.0437,42,-0.5517,73,0.49954,60,-0.0080,35,-0.8191,59,-0.0367
ENSG00000157911,PEX10,15,-0.5058,16,-0.4403,23,0.12692,24,0.22842,21,-0.0198,24,0.18687,20,-0.1237
ENSG00000149527,PLCH2,12,-0.1202,19,0.60213,2,-2.4484,17,0.79353,8,-0.6209,2,-2.3470,12,-0.0853
ENSG00000157881,PANK4,16,-0.0460,15,-0.0748,27,0.80825,17,0.17098,10,-0.7561,11,-0.6350,15,-0.1784
ENSG00000197921,HES5,11,-0.3460,36,1.52252,7,-1.0134,8,-1.0494,3,-2.0413,17,0.25409,26,1.14793
ENSG00000157870,PRXL2B,88,0.36538,46,-0.6381,66,-0.1023,86,0.55476,57,-0.3235,45,-0.6786,54,-0.4408
ENSG00000177133,PRDM16-DT,7,-1.0904,14,0.01459,10,-0.5016,5,-1.9660,11,-0.3141,22,0.72205,40,2.09934
ENSG00000158109,TPRG1L,232,0.61813,134,-0.2571,197,0.35195,179,0.32593,107,-0.5969,90,-0.8553,119,-0.4727
ENSG00000116213,WRAP73,11,-0.0164,9,-0.3272,16,0.57586,14,0.68383,8,-0.3970,4,-1.2839,6,-0.9177
ENSG00000130764,LRRC47,81,0.22041,88,0.35009,59,-0.2715,85,0.50534,63,-0.1700,36,-1.0297,46,-0.7016
ENSG00000116198,CEP104,28,1.32840,17,0.51930,12,-0.0332,8,-0.9149,14,0.16252,19,0.65279,9,-0.4839
ENSG00000198912,C1orf174,21,1.09900,11,0.04784,14,0.44979,10,-0.0298,11,0.10773,11,0.06610,3,-1.8407
ENSG00000196581,AJAP1,48,0.08763,29,-0.6918,55,0.30861,61,0.85426,20,-1.2486,14,-1.7641,35,-0.4085
ENSG00000069424,KCNAB2,189,-0.0868,114,-0.8617,262,0.42669,246,0.55915,103,-1.0224,103,-1.0183,199,-0.0063
ENSG00000116254,CHD5,258,1.24465,121,0.00264,87,-0.5129,119,-0.0422,69,-0.8614,101,-0.2725,110,-0.1560
ENSG00000116251,RPL22,307,-0.7661,456,-0.1588,452,-0.1729,420,-0.4261,915,0.96972,597,0.26707,613,0.34443
ENSG00000116237,ICMT,31,-0.1228,21,-0.6985,41,0.31548,41,0.52146,28,-0.2535,19,-0.8425,29,-0.2623
ENSG00000158292,GPR153,12,-0.1909,10,-0.4835,16,0.26800,17,0.62109,12,-0.1568,10,-0.4137,8,-0.7888
ENSG00000097021,ACOT7,360,0.31256,197,-0.6254,280,-0.0856,415,0.97942,145,-1.0891,116,-1.4257,187,-0.7617
ENSG00000171680,PLEKHG5,28,0.09933,11,-1.3103,37,0.56892,34,0.76059,13,-1.0685,10,-1.3443,21,-0.3774
ENSG00000162408,NOL9,34,0.40995,30,0.23360,21,-0.3462,23,-0.3403,45,0.87472,17,-0.6796,27,0.05123
ENSG00000162413,KLHL21,13,-0.9298,31,0.39525,20,-0.3023,26,0.20353,31,0.38053,25,0.01066,20,-0.3214
ENSG00000116273,PHF13,16,0.12477,17,0.19272,13,-0.1760,17,0.23388,15,0.00819,11,-0.5399,13,-0.2721
ENSG00000041988,THAP3,18,-0.0814,27,0.50245,24,0.32521,21,0.23637,16,-0.2546,8,-1.3514,17,-0.2686
ENSG00000007923,DNAJC11,35,0.54160,19,-0.3899,25,-0.0118,27,0.21200,12,-1.1336,21,-0.2728,26,0.06506
ENSG00000171735,CAMTA1,241,0.85810,250,0.91585,147,0.05168,111,-0.5636,137,-0.0528,145,0.03587,114,-0.3657
ENSG00000049245,VAMP3,17,-0.4785,23,0.02505,16,-0.5779,14,-1.0853,65,1.75771,29,0.35451,28,0.37155
ENSG00000049246,PER3,23,0.05930,20,-0.1722,20,-0.1713,22,-0.0464,31,0.52755,15,-0.6115,24,0.16569
ENSG00000116288,PARK7,218,-0.8374,384,0.03385,402,0.10505,396,0.13146,337,-0.1746,337,-0.1738,427,0.22333
ENSG00000116285,ERRFI1,21,-0.0026,35,0.84636,27,0.43643,19,-0.2192,29,0.51669,16,-0.3958,13,-0.7422
ENSG00000162426,SLC45A1,38,0.71573,20,-0.3143,25,0.03871,31,0.70689,10,-1.3492,8,-1.6739,17,-0.6065
ENSG00000142599,RERE,80,-0.2612,142,0.65864,117,0.34337,90,-0.1080,100,0.09008,72,-0.4194,85,-0.1792
ENSG00000074800,ENO1,616,-0.1171,520,-0.3788,868,0.42870,768,0.38451,519,-0.3827,520,-0.3790,538,-0.3546
ENSG00000142583,SLC2A5,8,-0.3181,12,0.31872,7,-0.4473,6,-0.8340,16,0.85147,18,1.01706,11,0.18578
ENSG00000171612,SLC25A33,28,-0.2723,58,0.85785,29,-0.2261,24,-0.7880,49,0.58720,45,0.45315,39,0.25770
ENSG00000188807,TMEM201,22,1.27508,23,1.34475,7,-0.5363,8,-0.5965,4,-1.4321,6,-0.8534,10,0.05243
ENSG00000171603,CLSTN1,783,0.34556,451,-0.5180,560,-0.1837,869,0.92170,380,-0.7796,289,-1.1942,374,-0.8622
ENSG00000178585,CTNNBIP1,46,1.05082,52,1.25311,15,-0.7375,15,-1.0379,18,-0.4565,30,0.34490,27,0.21098
ENSG00000162441,LZIC,20,-0.3705,35,0.45866,24,-0.1446,24,-0.1718,26,0.02131,37,0.55506,24,-0.1036
ENSG00000130939,UBE4B,50,0.68386,34,0.05773,27,-0.2685,36,0.26138,34,0.08245,24,-0.4755,20,-0.7614
ENSG00000054523,KIF1B,299,0.55192,275,0.41704,160,-0.4309,194,-0.2044,231,0.14162,243,0.22108,179,-0.2808
ENSG00000142657,PGD,46,0.33583,60,0.76897,19,-1.0059,33,-0.2441,52,0.54650,28,-0.4152,36,-0.0448
ENSG00000175279,CENPS,9,-0.4748,18,0.56910,13,0.05682,14,0.29826,5,-1.2420,4,-1.5404,15,0.30781
ENSG00000241563,CORT,84,-0.0530,760,4.85247,6,-3.7661,13,-3.3452,43,-1.0655,36,-1.3344,24,-2.0371
ENSG00000160049,DFFA,30,0.04813,42,0.55706,27,-0.1231,24,-0.4516,57,1.05896,23,-0.3579,27,-0.1750
ENSG00000142655,PEX14,26,0.12762,34,0.56591,22,-0.1453,26,0.17690,26,0.14261,14,-0.8440,18,-0.4340
ENSG00000120948,TARDBP,48,-0.2858,62,0.10293,51,-0.2034,69,0.43737,66,0.19011,39,-0.6145,44,-0.4619
ENSG00000116649,SRM,61,-0.6601,90,-0.0674,78,-0.2931,123,0.73119,74,-0.3754,53,-0.8690,80,-0.2812
ENSG00000171824,EXOSC10,14,-0.4568,31,0.83872,14,-0.4363,24,0.73221,11,-0.7419,14,-0.4377,8,-1.2419
ENSG00000198793,MTOR,38,0.06677,29,-0.3234,36,-0.0011,44,0.50262,26,-0.4872,13,-1.4835,36,0.00028
ENSG00000116661,FBXO2,183,-0.4267,217,-0.1624,156,-0.6645,253,0.13221,258,0.10969,233,-0.0512,286,0.30564
ENSG00000132879,FBXO44,159,0.21478,81,-0.8200,171,0.33792,183,0.77176,112,-0.3314,61,-1.2410,82,-0.8696
ENSG00000116670,MAD2L2,11,-1.1540,18,-0.4854,35,0.59775,32,0.77896,10,-1.2717,15,-0.7381,20,-0.2948
ENSG00000177674,AGTRAP,5,-0.8157,16,0.75410,7,-0.3772,4,-1.6796,32,1.99812,15,0.64685,10,0.12646
ENSG00000177000,MTHFR,33,1.63510,18,0.58438,10,-0.3408,9,-0.6116,9,-0.4745,15,0.34997,8,-0.7080
ENSG00000011021,CLCN6,78,0.94293,67,0.68708,27,-0.7317,50,0.32965,27,-0.7428,30,-0.5557,23,-1.0363
ENSG00000116685,KIAA2013,32,0.19629,37,0.43077,20,-0.5097,32,0.33532,33,0.23984,20,-0.5084,18,-0.7625
ENSG00000083444,PLOD1,17,0.24864,19,0.44169,9,-0.7088,14,-0.0485,27,0.97588,13,-0.1271,9,-0.8021
ENSG00000116688,MFN2,93,0.26133,96,0.31349,82,0.06901,91,0.37333,53,-0.6108,44,-0.8737,61,-0.4315
ENSG00000116691,MIIP,16,0.15909,10,-0.4668,11,-0.4469,18,0.58014,14,0.00866,8,-0.8656,12,-0.3468
ENSG00000028137,TNFRSF1B,5,-2.3796,16,-0.7677,18,-0.6034,6,-2.8461,185,3.77579,37,0.45584,20,-0.5544
ENSG00000048707,VPS13D,71,0.82583,53,0.35289,25,-0.8003,44,0.11669,37,-0.2271,23,-0.9494,39,-0.1346
ENSG00000162496,DHRS3,23,0.53557,26,0.77673,8,-0.9718,9,-1.2113,32,1.07324,25,0.66309,18,0.15716
ENSG00000116731,PRDM2,106,0.51882,44,-0.8447,91,0.26807,88,0.37758,60,-0.3830,89,0.23836,43,-0.9373
ENSG00000189337,KAZN,76,1.38004,87,1.62373,12,-1.5162,23,-0.7815,43,0.43807,18,-0.9191,21,-0.6952
ENSG00000142634,EFHD2,288,2.22403,210,1.61408,13,-2.6376,33,-1.7657,109,0.49366,70,-0.2179,53,-0.6910
ENSG00000116138,DNAJC16,30,0.64608,27,0.48439,25,0.32293,24,0.47989,10,-1.0239,10,-1.0094,9,-1.2927
ENSG00000197312,DDI2,35,0.82243,20,-0.0429,12,-0.7903,25,0.50567,16,-0.3608,16,-0.4319,12,-0.8848
ENSG00000116786,PLEKHM2,48,-0.0297,50,0.03459,52,0.08935,46,-0.1401,45,-0.1519,52,0.09910,55,0.20385
ENSG00000065526,SPEN,42,0.55536,42,0.58463,22,-0.4232,22,-0.6626,51,0.89942,47,0.74286,19,-0.6838
ENSG00000116809,ZBTB17,11,-0.2070,11,-0.1649,10,-0.3080,14,0.31633,13,0.12062,13,0.04463,10,-0.3311
ENSG00000185519,FAM131C,18,0.34318,49,2.08895,8,-0.8322,7,-1.3304,10,-0.5535,10,-0.4758,20,0.56430
ENSG00000037637,FBXO42,33,0.92300,14,-0.3771,12,-0.6004,24,0.69604,10,-0.9357,9,-1.1312,12,-0.7041
ENSG00000055070,SZRD1,11,-0.9087,30,0.64676,18,-0.1753,15,-0.5848,25,0.33023,33,0.81476,23,0.24565
ENSG00000157191,NECAP2,10,-0.3044,33,1.60528,10,-0.4000,7,-1.0821,19,0.67938,11,-0.2016,15,0.30111
ENSG00000058453,CROCC,19,1.17907,12,0.50067,8,-0.2417,10,0.34066,1,-3.1529,9,-0.0774,4,-1.2104
ENSG00000159363,ATP13A2,147,0.57964,152,0.64068,51,-1.0502,120,0.43132,54,-0.9852,54,-0.9771,83,-0.3513
ENSG00000117118,SDHB,60,-0.5998,103,0.24297,110,0.34995,100,0.31341,76,-0.2372,57,-0.6680,78,-0.2206
ENSG00000117115,PADI2,25,-0.6192,37,-0.0128,27,-0.5059,17,-1.5467,99,1.61011,74,1.10791,51,0.52746
ENSG00000179051,RCC2,14,0.28831,18,0.66465,11,-0.1038,10,-0.2912,6,-0.8862,10,-0.2342,14,0.40117
ENSG00000074964,ARHGEF10L,10,0.25221,9,0.08163,10,0.22733,6,-0.7623,6,-0.4459,14,0.81758,11,0.50748
ENSG00000117154,IGSF21,92,0.81801,73,0.44258,39,-0.5260,63,0.33876,35,-0.6735,43,-0.3906,33,-0.8617
ENSG00000159423,ALDH4A1,10,-1.2780,22,-0.0791,14,-0.7815,22,-0.1298,14,-0.7411,47,1.15546,30,0.49138
ENSG00000169991,IFFO2,16,0.88968,10,0.10659,13,0.51781,6,-0.8527,22,1.37632,10,0.15123,4,-1.0979
ENSG00000127463,EMC1,40,0.70747,32,0.31597,25,-0.0642,28,0.17659,23,-0.1650,16,-0.7433,18,-0.6095
ENSG00000053372,MRTO4,65,0.66424,28,-0.6336,33,-0.3943,53,0.56295,37,-0.2429,25,-0.8300,31,-0.5441
ENSG00000053371,AKR7A2,35,-0.4944,58,0.26987,48,-0.0155,47,-0.1113,48,-0.0148,47,-0.0737,58,0.30377
ENSG00000077549,CAPZB,209,-0.1284,173,-0.4179,203,-0.1732,270,0.46517,218,-0.0620,157,-0.5665,205,-0.1752
ENSG00000173436,MICOS10,202,-0.6863,292,-0.1144,333,0.08934,292,-0.1785,272,-0.2278,309,-0.0266,453,0.65872
ENSG00000158747,NBL1,268,0.72025,191,0.17346,136,-0.3593,168,-0.0530,162,-0.0890,157,-0.1371,152,-0.2063
ENSG00000169914,OTUD3,28,0.52751,15,-0.4207,31,0.70880,22,0.21117,7,-1.5360,11,-0.9181,19,-0.0461
ENSG00000162545,CAMK2N1,731,-1.2700,781,-1.1705,2761,0.80559,2178,0.72236,740,-1.2512,899,-0.9585,1664,-0.0141
ENSG00000090432,MUL1,34,0.74003,24,0.19548,15,-0.5769,23,0.19655,20,-0.0958,15,-0.4992,16,-0.4525
ENSG00000183114,FAM43B,24,1.62618,41,2.70146,7,-0.2829,2,-2.2462,7,-0.2715,6,-0.6519,4,-1.1218
ENSG00000158828,PINK1,381,0.31190,310,-0.0131,286,-0.1404,329,0.12629,295,-0.0919,253,-0.3321,292,-0.1167
ENSG00000244038,DDOST,19,-0.2470,21,-0.1492,19,-0.2809,30,0.72537,19,-0.2420,13,-0.7902,16,-0.5434
ENSG00000117245,KIF17,36,1.31680,19,0.22313,2,-2.6870,21,0.67272,4,-2.1344,7,-1.1878,11,-0.6302
ENSG00000189410,SH2D5,38,0.10678,22,-0.7536,43,0.31698,48,0.84717,20,-0.8832,18,-1.0001,22,-0.7673
ENSG00000127483,HP1BP3,206,0.52128,192,0.40141,133,-0.1717,147,-0.0252,186,0.35057,116,-0.3816,108,-0.5363
ENSG00000075151,EIF4G3,131,0.19095,110,-0.0828,119,0.04566,136,0.42067,92,-0.3674,61,-0.9756,99,-0.2690
ENSG00000117298,ECE1,5,-1.7951,16,0.02031,9,-0.9121,11,-0.8134,75,2.79181,12,-0.4716,10,-0.7370
ENSG00000076864,RAP1GAP,214,0.84987,86,-0.5995,95,-0.4475,175,0.92706,67,-0.9731,57,-1.2070,62,-1.1621
ENSG00000090686,USP48,49,0.40664,50,0.44244,32,-0.2292,36,-0.0753,52,0.51093,26,-0.5842,30,-0.3623
ENSG00000070831,CDC42,284,0.44798,293,0.49892,167,-0.3892,227,0.14857,256,0.28027,132,-0.7470,152,-0.5770
ENSG00000173372,C1QA,11,-2.1951,63,0.37588,35,-0.5308,10,-2.8496,273,3.20119,58,0.24146,52,0.06734
ENSG00000159189,C1QC,16,-1.5320,38,-0.2959,58,0.38229,13,-2.3616,228,2.93396,64,0.52067,41,-0.2112
ENSG00000173369,C1QB,18,-2.1937,82,0.03435,80,0.01294,27,-2.1143,341,2.59701,123,0.69451,89,0.19801
ENSG00000004487,KDM1A,37,-0.3905,62,0.40373,68,0.55862,51,0.17263,42,-0.1979,25,-1.0085,42,-0.2144
ENSG00000169641,LUZP1,46,0.55025,45,0.51863,29,-0.1882,36,0.31252,10,-1.7202,29,-0.1436,23,-0.5465
ENSG00000125944,HNRNPR,106,0.08352,140,0.53011,98,-0.0411,112,0.29020,90,-0.1629,54,-0.9449,77,-0.4398
ENSG00000125945,ZNF436,28,0.01075,25,-0.1286,37,0.45851,41,1.12938,6,-2.2119,9,-1.7072,12,-1.3624
ENSG00000204219,TCEA3,13,0.37084,17,0.79687,3,-1.6912,4,-1.8904,39,2.28624,10,-0.0413,11,0.14520
ENSG00000117318,ID3,2,-3.3536,11,-1.1296,3,-2.9330,2,-3.8727,216,4.92931,28,0.23098,9,-1.6001
ENSG00000142676,RPL11,209,-0.9366,396,0.04866,384,-0.0035,273,-0.7648,999,1.60378,467,0.30963,396,0.05327
ENSG00000011007,ELOA,27,0.78709,29,0.94492,6,-1.3931,17,0.10684,12,-0.4003,9,-0.8913,13,-0.3446
ENSG00000057757,PITHD1,214,0.32675,211,0.30780,159,-0.1383,213,0.53796,138,-0.3566,91,-0.9995,106,-0.8268
ENSG00000011009,LYPLA2,32,-0.3515,22,-0.9037,39,-0.0421,60,1.13005,33,-0.3351,10,-2.0874,26,-0.7243
ENSG00000117308,GALE,5,-1.6536,21,0.34779,19,0.22209,25,1.22099,4,-2.0968,12,-0.5235,6,-1.4711
ENSG00000117305,HMGCL,11,-0.5146,16,0.11027,13,-0.2559,14,-0.1454,8,-1.0318,21,0.47474,22,0.60260
ENSG00000179163,FUCA1,22,0.83545,6,-0.9994,10,-0.3964,16,0.55537,14,0.14655,6,-0.9939,8,-0.7676
ENSG00000189266,PNRC2,52,0.07896,61,0.31204,56,0.18746,42,-0.3813,86,0.87492,40,-0.3402,46,-0.1457
ENSG00000188529,SRSF10,49,0.03207,56,0.23456,45,-0.1120,54,0.28843,46,-0.0703,45,-0.0980,34,-0.5960
ENSG00000001461,NIPAL3,99,1.12579,113,1.35755,29,-0.8097,43,-0.3511,47,-0.0692,43,-0.2083,25,-1.1142
ENSG00000133226,SRRM1,88,0.42907,83,0.33284,51,-0.4054,56,-0.3953,95,0.56079,106,0.73217,49,-0.5174
ENSG00000169504,CLIC4,17,-0.9169,43,0.50678,1,-4.2541,8,-2.5729,205,3.67358,51,0.76639,10,-1.7321
ENSG00000117614,SYF2,54,-0.3776,77,0.19191,75,0.13634,72,0.11390,95,0.52416,61,-0.1797,51,-0.5014
ENSG00000117616,RSRP1,39,0.22045,28,-0.3062,101,1.84354,33,-0.0734,24,-0.5562,17,-1.0810,17,-1.0883
ENSG00000183726,TMEM50A,46,-0.8396,82,0.04092,102,0.38970,90,0.32147,108,0.47571,55,-0.5776,57,-0.5740
ENSG00000204178,MACO1,32,0.19008,34,0.31642,28,0.02164,27,-0.0787,54,1.08078,13,-1.1783,19,-0.6009
ENSG00000117643,MAN1C1,19,-1.0637,10,-2.0098,66,0.84527,60,1.31384,10,-2.0036,9,-2.1957,27,-0.6293
ENSG00000162430,SELENON,23,-0.3810,39,0.43248,34,0.24622,27,-0.2084,45,0.65643,29,-0.0024,24,-0.3261
ENSG00000117640,MTFR1L,59,-0.0439,84,0.52007,60,-0.0193,61,0.00071,85,0.54687,34,-0.8939,51,-0.2891
ENSG00000117632,STMN1,1400,-0.0627,1598,0.14580,503,-1.6183,1928,0.78222,967,-0.6346,777,-0.9668,1301,-0.1944
ENSG00000158008,EXTL1,40,0.15876,26,-0.5347,43,0.27119,44,0.53878,13,-1.5560,27,-0.4509,32,-0.1991
ENSG00000142684,ZNF593,39,0.05869,21,-0.8973,43,0.19990,38,0.01325,37,-0.0099,34,-0.1603,44,0.28085
ENSG00000142669,SH3BGRL3,289,0.29876,268,0.18211,246,0.04594,230,-0.0983,328,0.50496,188,-0.3748,201,-0.2951
ENSG00000158062,UBXN11,13,-0.6974,8,-1.5204,17,-0.3910,30,0.94986,15,-0.4875,10,-1.1684,22,0.05278
ENSG00000117682,DHDDS,26,0.68926,21,0.32403,14,-0.2646,17,-0.0457,16,-0.0875,8,-1.0715,17,0.03813
ENSG00000198830,HMGN2,77,-0.7601,206,0.79741,120,-0.0742,104,-0.4289,211,0.83763,118,-0.0991,127,0.01891
ENSG00000117713,ARID1A,82,0.51352,63,0.08916,58,-0.0562,64,0.17035,75,0.35004,35,-0.8181,42,-0.5792
ENSG00000204160,ZDHHC18,29,0.52034,23,0.16120,20,-0.0834,25,0.48595,11,-0.9617,8,-1.3563,17,-0.3654
ENSG00000142751,GPN2,15,-0.0397,15,-0.0727,14,-0.1392,20,0.67553,3,-2.1335,11,-0.5622,14,-0.1609
ENSG00000090273,NUDC,124,-0.6939,188,-0.0542,272,0.53760,202,0.08991,205,0.08183,141,-0.4927,198,0.02787
ENSG00000253368,TRNP1,29,-0.8499,84,0.84168,38,-0.4305,60,0.49514,38,-0.4233,22,-1.2553,44,-0.2165
ENSG00000090020,SLC9A1,29,0.68341,18,-0.0960,20,0.12776,22,0.35838,19,0.00267,8,-1.3077,12,-0.7395
ENSG00000142784,WDTC1,38,0.61063,40,0.72072,27,0.07887,19,-0.6523,17,-0.6151,25,-0.0680,33,0.42710
ENSG00000186501,TMEM222,72,0.34251,66,0.21108,54,-0.0924,67,0.38802,32,-0.8736,40,-0.5582,46,-0.3662
ENSG00000158195,WASF2,16,-0.5045,26,0.26596,9,-1.2580,12,-1.2019,74,2.05982,40,0.94315,19,-0.2489
ENSG00000126705,AHDC1,87,1.24565,42,0.04591,30,-0.4671,46,0.35027,36,-0.1934,22,-0.9389,19,-1.2087
ENSG00000126709,IFI6,227,0.98516,234,1.03514,52,-1.3125,63,-1.4088,352,1.76243,135,0.13561,87,-0.5992
ENSG00000009780,FAM76A,22,0.68621,8,-0.8006,8,-0.8267,18,0.65755,9,-0.5813,11,-0.4057,10,-0.5154
ENSG00000117758,STX12,127,0.53980,138,0.66968,36,-1.4145,88,-0.0661,121,0.45853,73,-0.3384,76,-0.2938
ENSG00000117751,PPP1R8,37,0.37607,40,0.49289,34,0.23685,29,0.00524,33,0.22550,20,-0.5864,20,-0.6425
ENSG00000130775,THEMIS2,8,-0.2829,6,-0.6612,2,-1.8964,4,-1.8022,48,2.92800,17,0.91847,7,-0.4628
ENSG00000117748,RPA2,59,0.23095,45,-0.1833,53,0.05021,66,0.69290,38,-0.4596,26,-1.0290,31,-0.8022
ENSG00000126698,DNAJC8,123,-0.3521,139,-0.1722,144,-0.1087,180,0.39425,131,-0.2573,134,-0.2247,143,-0.1353
ENSG00000130770,ATP5IF1,285,-1.1910,412,-0.6323,681,0.14731,813,0.75305,349,-0.8867,351,-0.8776,650,0.08073
ENSG00000204138,PHACTR4,13,0.36907,15,0.60501,9,-0.0796,8,-0.5929,13,0.40767,18,0.95344,7,-0.6142
ENSG00000180098,TRNAU1AP,14,-0.3061,22,0.39148,15,-0.1808,16,-0.1737,37,1.24675,12,-0.5602,13,-0.4529
ENSG00000197989,SNHG12,7,-0.8926,17,0.40321,17,0.40550,11,-0.4704,27,1.14113,12,-0.1741,12,-0.1052
ENSG00000120656,TAF12,12,-0.2375,13,-0.0755,14,0.02226,15,0.27172,17,0.33432,10,-0.4672,11,-0.3344
ENSG00000198492,YTHDF2,104,0.60730,88,0.34302,50,-0.5564,87,0.54587,65,-0.1311,38,-0.9444,36,-1.1152
ENSG00000116350,SRSF4,35,-0.2119,49,0.31367,32,-0.3483,39,-0.0566,49,0.30711,36,-0.1792,43,0.09969
ENSG00000116353,MECR,30,-0.0685,20,-0.7072,27,-0.2556,40,0.63902,17,-0.9751,21,-0.5971,32,0.02661
ENSG00000060656,PTPRU,46,2.87269,24,1.51392,4,-1.1218,2,-2.3016,10,0.05731,9,-0.0605,3,-1.6237
ENSG00000162511,LAPTM5,20,-1.6291,88,0.61706,47,-0.3685,23,-1.8431,222,2.29662,79,0.44738,71,0.30600
ENSG00000162512,SDC3,147,-0.1176,213,0.46547,133,-0.2820,169,0.14779,172,0.12491,123,-0.3952,138,-0.2380
