Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000242485,MRPL20,30,-2.4806,124,-0.3447,202,0.45230,212,0.53001,133,-0.2348,123,-0.3540,207,0.49134,175,0.21527,177,0.23506
ENSG00000205090,TMEM240,30,-1.0276,7,-3.0342,76,0.43854,135,1.46876,38,-0.6670,65,0.19068,65,0.19239,59,0.04019,46,-0.3630
ENSG00000160075,SSU72,39,-1.9950,141,-0.0372,194,0.48536,201,0.55019,136,-0.0938,152,0.08318,188,0.43934,95,-0.6650,153,0.09214
ENSG00000228594,FNDC10,87,1.02198,39,-0.3070,66,0.54181,17,-1.5704,50,0.09202,41,-0.2418,36,-0.4541,41,-0.2368,51,0.10845
ENSG00000197530,MIB2,30,-0.3090,26,-0.5485,43,0.27956,53,0.61176,33,-0.1616,56,0.71882,26,-0.5177,30,-0.3156,31,-0.2555
ENSG00000189339,SLC35E2B,30,-0.2175,0,-6.4465,39,0.19321,32,-0.1057,44,0.39250,59,0.89527,37,0.12885,41,0.28512,28,-0.3315
ENSG00000078369,GNB1,47,-3.2206,271,-0.6173,556,0.54889,424,0.09579,482,0.30732,471,0.27047,578,0.61488,272,-0.6109,495,0.35309
ENSG00000187730,GABRD,30,-2.5289,68,-1.3158,207,0.43398,276,0.93053,196,0.34234,298,1.07329,162,0.03438,84,-0.9957,109,-0.5918
ENSG00000067606,PRKCZ,51,-2.1051,33,-2.7229,318,0.76297,308,0.70623,240,0.28444,234,0.24599,174,-0.2373,141,-0.5660,316,0.75121
ENSG00000162585,FAAP20,30,-0.7398,91,1.08608,108,1.40509,15,-1.7703,30,-0.7130,23,-1.1071,40,-0.2861,26,-0.9727,68,0.58649
ENSG00000157933,SKI,30,-0.9433,71,0.41556,39,-0.5497,88,0.79829,40,-0.4867,65,0.27296,65,0.27612,47,-0.2468,49,-0.1869
ENSG00000157916,RER1,30,-1.0518,50,-0.2646,75,0.38888,78,0.46752,90,0.71566,65,0.15996,34,-0.8559,69,0.25540,39,-0.6544
ENSG00000157870,PRXL2B,30,-1.2997,75,0.12071,37,-0.9759,92,0.46371,81,0.26213,135,1.14148,50,-0.5132,54,-0.3955,70,0.00436
ENSG00000158109,TPRG1L,30,-2.7610,136,-0.4915,259,0.54952,325,0.94574,308,0.84717,203,0.14037,153,-0.3093,115,-0.7625,145,-0.3987
ENSG00000130764,LRRC47,595,3.03156,49,-1.5017,97,-0.4723,56,-1.3045,92,-0.5556,122,-0.1062,45,-1.6236,49,-1.5068,68,-1.0243
ENSG00000196581,AJAP1,30,-0.8267,14,-1.9027,48,-0.0930,114,1.39570,100,1.15478,30,-0.8235,36,-0.5523,57,0.19952,28,-0.9276
ENSG00000069424,KCNAB2,88,-1.6620,73,-1.9333,297,0.23627,387,0.68399,220,-0.2454,374,0.62547,412,0.79478,230,-0.1787,231,-0.1696
ENSG00000116254,CHD5,30,-2.6700,39,-2.2938,337,1.12322,323,1.04837,189,0.12875,211,0.30583,153,-0.2159,91,-1.0127,200,0.21719
ENSG00000116251,RPL22,30,-4.0710,1057,1.46792,330,-0.5168,329,-0.5205,528,0.23752,262,-0.8773,411,-0.1690,631,0.53557,533,0.25215
ENSG00000116237,ICMT,30,-0.7540,53,0.13692,48,-0.0177,65,0.49032,66,0.51310,92,1.08540,21,-1.2951,23,-1.1767,39,-0.3554
ENSG00000097021,ACOT7,34,-3.0241,70,-1.9655,420,0.85063,398,0.75310,383,0.68972,434,0.90586,243,-0.0712,170,-0.6389,132,-1.0294
ENSG00000162408,NOL9,30,-0.7298,31,-0.6653,38,-0.3503,48,0.01164,102,1.31204,47,-0.0320,49,0.06118,24,-1.0674,59,0.35934
ENSG00000007923,DNAJC11,30,-0.4529,46,0.24800,60,0.66785,68,0.90331,34,-0.2629,39,-0.0172,16,-1.4083,21,-0.9904,44,0.17205
ENSG00000171735,CAMTA1,30,-2.7593,200,0.12181,305,0.83585,201,0.12763,190,0.03942,225,0.31361,155,-0.2859,162,-0.2206,203,0.14460
ENSG00000116288,PARK7,32,-3.1690,151,-0.8815,291,0.15974,287,0.13841,368,0.55085,295,0.18008,402,0.70487,313,0.28191,236,-0.1817
ENSG00000142599,RERE,30,-1.8515,114,0.21234,94,-0.1093,131,0.44005,116,0.24142,110,0.15253,157,0.75432,110,0.15380,40,-1.4336
ENSG00000074800,ENO1,482,-0.2065,452,-0.3113,465,-0.2655,606,0.16250,718,0.44629,711,0.42854,583,0.10087,583,0.09930,335,-0.7771
ENSG00000171603,CLSTN1,30,-4.3851,220,-1.4979,804,0.54838,584,0.01639,1306,1.42289,1052,1.01974,415,-0.5286,385,-0.6420,404,-0.5680
ENSG00000178585,CTNNBIP1,30,-0.5874,49,0.18866,52,0.28128,29,-0.6407,67,0.71658,46,0.07585,30,-0.5676,15,-1.6231,74,0.89688
ENSG00000162441,LZIC,30,-0.4778,71,0.93512,63,0.73631,44,0.12842,12,-1.8308,29,-0.5110,44,0.13141,53,0.43221,19,-1.1641
ENSG00000130939,UBE4B,30,-0.6288,33,-0.4613,75,0.87515,42,-0.1044,62,0.53856,44,-0.0233,41,-0.1198,29,-0.6940,45,0.03069
ENSG00000054523,KIF1B,373,0.02406,218,-0.8240,361,-0.0309,428,0.25105,426,0.24098,488,0.47019,266,-0.5121,297,-0.3391,450,0.33198
ENSG00000142657,PGD,30,-0.5382,20,-1.1692,33,-0.3835,32,-0.4268,98,1.46026,63,0.65979,40,-0.0871,17,-1.3887,47,0.17796
ENSG00000241563,CORT,11787,8.11390,2,-9.4839,159,-3.2325,31,-5.5960,11,-6.9917,44,-5.0944,13,-6.7580,31,-5.5795,46,-5.0330
ENSG00000120948,TARDBP,426,2.57010,69,-0.7452,82,-0.4754,95,-0.2463,76,-0.5871,80,-0.5074,40,-1.5509,69,-0.7479,58,-0.9978
ENSG00000116649,SRM,30,-1.6119,51,-0.8030,143,0.86887,72,-0.2796,129,0.69238,125,0.62776,99,0.23404,59,-0.5940,61,-0.5221
ENSG00000198793,MTOR,30,-0.4254,11,-1.9504,72,1.02810,33,-0.2690,48,0.34869,52,0.46382,29,-0.4494,49,0.38250,27,-0.5621
ENSG00000116661,FBXO2,30,-2.9387,159,-0.4427,178,-0.2622,196,-0.1117,174,-0.3044,222,0.09424,254,0.31362,444,1.29495,232,0.16384
ENSG00000132879,FBXO44,313,1.09723,75,-1.2239,192,0.25433,325,1.16926,141,-0.2463,172,0.07364,109,-0.6531,56,-1.6598,97,-0.8289
ENSG00000011021,CLCN6,30,-1.0227,5,-3.4941,85,0.63718,40,-0.5884,101,0.93464,117,1.20728,25,-1.3166,53,-0.1252,65,0.18089
ENSG00000116688,MFN2,30,-1.8657,64,-0.7308,164,0.80273,106,0.07227,80,-0.3804,207,1.23169,68,-0.6221,91,-0.1681,102,0.01081
ENSG00000048707,VPS13D,374,2.50851,47,-1.1697,94,-0.0862,75,-0.4448,76,-0.4345,65,-0.6664,34,-1.6388,56,-0.8987,74,-0.4624
ENSG00000162496,DHRS3,30,-0.4642,109,1.78113,26,-0.6671,29,-0.4988,3,-3.7383,39,-0.0457,15,-1.5044,55,0.52438,54,0.50059
ENSG00000116731,PRDM2,30,-1.5597,111,0.48388,70,-0.2581,108,0.44812,102,0.35414,123,0.66633,64,-0.3940,58,-0.5633,76,-0.1374
ENSG00000189337,KAZN,30,-0.6260,60,0.49276,106,1.50462,30,-0.6403,39,-0.2183,45,0.00809,32,-0.5143,4,-3.3502,55,0.35889
ENSG00000142634,EFHD2,30,-0.9445,24,-1.2715,106,1.11739,21,-1.4753,55,0.01132,76,0.53769,23,-1.3422,14,-2.0721,145,1.72289
ENSG00000116786,PLEKHM2,30,-1.3993,55,-0.4638,83,0.17543,70,-0.0884,91,0.34410,64,-0.2363,91,0.33082,57,-0.4079,126,0.88854
ENSG00000065526,SPEN,30,-0.9164,111,1.24178,15,-1.9549,63,0.26845,105,1.14369,23,-1.3403,20,-1.4945,48,-0.1795,69,0.40833
ENSG00000159363,ATP13A2,278,1.03237,26,-2.6490,237,0.75342,98,-0.6895,215,0.58503,209,0.53808,58,-1.4861,87,-0.8672,153,0.02019
ENSG00000117118,SDHB,30,-1.4251,96,0.39351,86,0.21710,54,-0.5342,101,0.48715,80,0.08735,94,0.36931,84,0.16817,54,-0.5302
ENSG00000117115,PADI2,30,-0.3297,69,1.05872,4,-3.3033,15,-1.3960,11,-1.7700,23,-0.7435,52,0.57191,91,1.57928,37,0.00757
ENSG00000117154,IGSF21,104,0.81519,18,-1.9225,99,0.72986,32,-1.0641,93,0.62319,118,1.02729,32,-1.0763,21,-1.7317,59,-0.1233
ENSG00000127463,EMC1,30,-0.5634,44,0.03901,21,-1.0993,17,-1.4041,145,2.26037,73,0.90242,9,-2.3362,22,-0.9955,23,-0.9477
ENSG00000053372,MRTO4,30,-0.3309,0,-6.5563,43,0.25086,64,0.92487,53,0.59420,46,0.37002,52,0.58110,3,-3.5733,40,0.14245
ENSG00000053371,AKR7A2,30,-0.3148,46,0.37068,29,-0.3487,36,-0.0083,58,0.75714,15,-1.3845,23,-0.7496,65,0.96263,28,-0.4388
ENSG00000077549,CAPZB,46,-2.2638,222,0.13635,249,0.32229,249,0.32851,237,0.24586,260,0.39727,265,0.43236,168,-0.3136,141,-0.5867
ENSG00000173436,MICOS10,30,-3.0968,304,0.43223,271,0.23851,216,-0.1314,178,-0.4369,256,0.14535,262,0.18501,312,0.47390,278,0.28271
ENSG00000158747,NBL1,30,-2.6325,294,0.92198,251,0.64594,112,-0.6602,159,-0.1079,246,0.60828,155,-0.1561,133,-0.3941,154,-0.1675
ENSG00000162545,CAMK2N1,797,-1.0213,428,-1.9560,1127,-0.4847,2417,0.77214,1908,0.36708,1132,-0.4773,3113,1.22835,1713,0.18801,1105,-0.5147
ENSG00000158828,PINK1,612,0.57565,296,-0.6053,486,0.18832,415,-0.0658,332,-0.4224,649,0.67607,301,-0.5756,282,-0.6796,522,0.30943
ENSG00000189410,SH2D5,30,-0.7494,7,-2.7911,35,-0.4857,101,1.26670,72,0.67335,85,0.95934,35,-0.4924,52,0.11384,16,-1.6862
ENSG00000127483,HP1BP3,96,-1.0357,261,0.56296,179,-0.0622,195,0.08209,200,0.12132,212,0.21978,159,-0.2435,202,0.14041,166,-0.1777
ENSG00000075151,EIF4G3,30,-2.1853,121,-0.0666,103,-0.3160,116,-0.1308,213,0.89017,210,0.86528,107,-0.2609,110,-0.2184,122,-0.0481
ENSG00000076864,RAP1GAP,266,0.93449,19,-3.1184,252,0.83798,110,-0.5207,225,0.63676,267,0.94025,64,-1.3601,63,-1.3753,112,-0.4921
ENSG00000090686,USP48,30,-0.8261,70,0.53857,65,0.40370,50,-0.0199,43,-0.2779,40,-0.3967,98,1.12297,41,-0.3217,20,-1.4503
ENSG00000070831,CDC42,30,-2.8634,218,0.14441,331,0.85479,269,0.49533,248,0.36016,283,0.58467,128,-0.7003,133,-0.6412,154,-0.4139
ENSG00000004487,KDM1A,423,3.30556,44,-1.0215,28,-1.6915,62,-0.5021,61,-0.5073,56,-0.6585,30,-1.5835,44,-1.0069,13,-2.7631
ENSG00000169641,LUZP1,63,0.06567,66,0.12363,115,1.08234,56,-0.1415,79,0.41761,46,-0.4442,43,-0.5677,30,-1.0909,51,-0.2865
ENSG00000125944,HNRNPR,30,-1.8272,119,0.30729,67,-0.6045,70,-0.5474,125,0.39261,171,0.92824,154,0.74034,68,-0.5896,84,-0.2569
ENSG00000142676,RPL11,1473,1.28252,1640,1.48806,421,-0.8055,385,-0.9439,257,-1.5587,305,-1.2996,502,-0.5334,739,0.08434,593,-0.2702
ENSG00000057757,PITHD1,32,-2.5502,95,-0.9052,233,0.52299,234,0.53230,265,0.74691,224,0.45818,186,0.15105,164,-0.0600,95,-0.9127
ENSG00000011009,LYPLA2,30,-0.3846,32,-0.2605,55,0.61406,72,1.07367,40,0.09156,55,0.61929,21,-0.9129,20,-0.9997,17,-1.2622
ENSG00000189266,PNRC2,30,-1.2646,119,0.95246,58,-0.2459,79,0.24694,94,0.54192,37,-0.9359,85,0.36230,47,-0.5678,61,-0.1742
ENSG00000188529,SRSF10,30,-0.9373,93,0.89780,66,0.29798,47,-0.2340,44,-0.3383,45,-0.3144,60,0.16594,62,0.20774,44,-0.3362
ENSG00000001461,NIPAL3,41,-0.3692,25,-1.1057,117,1.40686,61,0.25201,44,-0.2583,42,-0.3224,28,-0.9700,36,-0.5644,73,0.55264
ENSG00000133226,SRRM1,30,-0.9147,130,1.54532,51,-0.0699,20,-1.4882,112,1.25524,26,-1.1401,43,-0.3515,30,-0.8850,41,-0.4219
ENSG00000117614,SYF2,30,-1.0598,140,1.50792,26,-1.2506,66,0.17287,40,-0.6089,54,-0.1583,64,0.12800,53,-0.1651,59,-0.0046
ENSG00000117616,RSRP1,30,-1.2740,91,0.48042,55,-0.3499,109,0.78141,131,1.11829,57,-0.2914,68,-0.0114,42,-0.7439,31,-1.2391
ENSG00000183726,TMEM50A,30,-1.6777,150,0.86779,36,-1.4064,140,0.74009,109,0.31154,173,1.12458,76,-0.2728,83,-0.1339,11,-3.0965
ENSG00000117643,MAN1C1,30,-0.4791,51,0.38073,27,-0.6625,108,1.73298,28,-0.5655,61,0.66457,21,-1.0160,22,-0.9468,17,-1.2898
ENSG00000162430,SELENON,68,0.63446,90,1.12748,31,-0.6442,32,-0.5922,23,-1.0989,60,0.41540,27,-0.8486,52,0.17817,36,-0.4187
ENSG00000117640,MTFR1L,30,-1.3031,55,-0.3830,65,-0.1180,114,0.83547,90,0.41570,65,-0.1090,65,-0.1030,62,-0.1722,80,0.22899
ENSG00000117632,STMN1,30,-5.2216,306,-1.8404,1491,0.64934,1642,0.81705,1568,0.73640,1382,0.51882,974,-0.0603,668,-0.6560,1035,0.03805
ENSG00000158008,EXTL1,30,-0.7061,5,-3.1873,39,-0.2940,96,1.23421,41,-0.2230,82,0.94314,33,-0.5606,49,0.08132,46,-0.0148
ENSG00000142669,SH3BGRL3,30,-2.7559,220,0.28312,184,-0.0083,173,-0.1122,227,0.33527,194,0.07468,217,0.25834,122,-0.6586,300,0.80873
ENSG00000198830,HMGN2,30,-2.5349,368,1.46210,88,-0.9268,127,-0.3658,162,0.02652,109,-0.6057,140,-0.2050,198,0.35871,212,0.47221
ENSG00000117713,ARID1A,30,-1.2736,120,0.95195,43,-0.7383,81,0.27757,104,0.70787,105,0.71746,26,-1.4769,66,-0.0578,39,-0.8561
ENSG00000090273,NUDC,30,-2.4483,125,-0.2978,108,-0.5284,222,0.64690,190,0.38797,152,0.02260,256,0.89738,167,0.16873,103,-0.5921
ENSG00000253368,TRNP1,30,-1.1216,24,-1.4767,115,1.06412,62,0.01935,43,-0.5715,91,0.64731,73,0.28436,19,-1.8249,98,0.76824
ENSG00000142784,WDTC1,112,1.13250,51,-0.1967,34,-0.8376,54,-0.1049,52,-0.1700,54,-0.1085,75,0.41866,43,-0.4636,45,-0.3932
ENSG00000186501,TMEM222,30,-1.4165,82,0.15311,90,0.29355,74,-0.0301,120,0.78574,117,0.74554,54,-0.5228,55,-0.4922,53,-0.5410
ENSG00000126705,AHDC1,30,-0.8573,78,0.68279,37,-0.5417,46,-0.1923,72,0.54600,85,0.82414,78,0.66999,19,-1.5276,22,-1.3207
ENSG00000126709,IFI6,30,-2.3723,519,2.43168,141,-0.0144,84,-0.8332,150,0.07868,125,-0.2115,48,-1.6774,92,-0.6973,96,-0.6298
ENSG00000117758,STX12,30,-1.7847,97,0.02316,117,0.33251,115,0.29269,100,0.07026,147,0.71455,69,-0.5242,86,-0.1677,101,0.08663
ENSG00000117751,PPP1R8,30,-0.2917,33,-0.1191,36,0.01955,37,0.05141,39,0.11696,32,-0.1961,55,0.69663,29,-0.3639,33,-0.1340
ENSG00000117748,RPA2,30,-0.6532,56,0.33051,36,-0.3826,68,0.67432,71,0.75363,54,0.27428,32,-0.5489,35,-0.3905,27,-0.8326
ENSG00000126698,DNAJC8,30,-2.0924,122,0.04755,132,0.18624,111,-0.0971,253,1.31457,101,-0.2526,122,0.05986,112,-0.0781,79,-0.6309
ENSG00000130770,ATP5IF1,417,-0.0823,239,-0.9562,488,0.17481,448,0.03641,498,0.20769,359,-0.3222,778,0.97321,354,-0.3412,366,-0.2909
ENSG00000198492,YTHDF2,30,-1.4412,30,-1.4519,127,0.85375,83,0.13468,112,0.63394,140,1.03617,71,-0.1154,58,-0.4460,36,-1.1491
ENSG00000116350,SRSF4,30,-0.6888,82,0.95634,78,0.87502,43,-0.1199,29,-0.7355,37,-0.3530,34,-0.4774,36,-0.3932,48,0.05470
ENSG00000162512,SDC3,30,-1.9615,75,-0.5786,174,0.79959,93,-0.2474,121,0.18978,198,1.02746,88,-0.3355,115,0.10685,79,-0.5023
ENSG00000134644,PUM1,132,-0.2576,56,-1.5654,188,0.31149,240,0.73061,208,0.48291,232,0.67450,122,-0.3823,109,-0.5610,109,-0.5614
ENSG00000121766,ZCCHC17,30,-1.9313,100,-0.0974,113,0.10418,157,0.65454,68,-0.6976,140,0.46210,117,0.15521,84,-0.3651,145,0.51649
ENSG00000121769,FABP3,613,2.53383,25,-2.8037,209,0.41852,85,-1.0042,125,-0.4160,212,0.44551,48,-1.8660,31,-2.5145,109,-0.6244
ENSG00000162517,PEF1,30,-1.2363,27,-1.4137,63,-0.0772,127,1.10537,62,-0.0990,121,1.01445,80,0.30373,55,-0.3073,33,-1.0918
ENSG00000084636,COL16A1,30,-0.5501,69,0.81218,11,-2.0768,38,-0.1777,18,-1.2765,64,0.69528,58,0.51387,49,0.23653,44,0.06809
ENSG00000121753,ADGRB2,429,0.77250,39,-2.9209,216,-0.3641,407,0.67868,233,-0.2430,525,1.13171,216,-0.3642,155,-0.8806,219,-0.3390
ENSG00000184007,PTP4A2,30,-2.3981,163,0.19081,154,0.09968,140,-0.0616,157,0.13065,138,-0.0837,96,-0.6611,138,-0.0822,291,1.19202
ENSG00000121774,KHDRBS1,30,-2.1753,107,-0.2591,127,0.01911,178,0.57702,214,0.89487,119,-0.0873,143,0.20539,145,0.23201,69,-0.9426
ENSG00000025800,KPNA6,30,-0.8256,28,-0.9181,91,0.98469,51,0.02226,85,0.86706,46,-0.1573,39,-0.4279,29,-0.8826,58,0.20790
ENSG00000084623,EIF3I,30,-1.5935,30,-1.5958,131,0.73513,90,0.10933,109,0.41940,151,0.98678,78,-0.1232,63,-0.4685,77,-0.1397
ENSG00000175130,MARCKSL1,30,-1.8326,133,0.48495,104,0.07171,49,-1.0874,63,-0.7190,76,-0.4113,78,-0.3749,237,1.52891,121,0.33297
ENSG00000160058,BSDC1,30,-1.1047,60,-0.0236,62,0.03974,45,-0.4921,99,0.81038,80,0.44983,70,0.21944,36,-0.8079,66,0.13596
ENSG00000176261,ZBTB8OS,30,-0.3394,33,-0.1605,13,-1.6390,27,-0.4759,6,-2.7131,58,0.75835,66,0.96799,67,1.00703,33,-0.2029
ENSG00000162521,RBBP4,58,-0.5700,101,0.31834,124,0.65935,103,0.35396,92,0.16045,68,-0.3123,95,0.20653,69,-0.2954,39,-1.1785
ENSG00000162522,KIAA1522,219,2.65124,23,-1.3722,31,-0.9026,33,-0.7763,31,-0.8923,50,-0.1571,41,-0.4818,32,-0.8427,36,-0.6841
ENSG00000134684,YARS,30,-1.5370,13,-2.6910,139,0.89857,138,0.89779,132,0.81025,104,0.40840,52,-0.7089,68,-0.2884,55,-0.6067
ENSG00000121905,HPCA,30,-2.4478,17,-3.2981,215,0.59938,216,0.60051,128,-0.2583,311,1.25630,148,-0.0274,69,-1.2131,219,0.62400
ENSG00000134686,PHC2,30,-0.7234,28,-0.8255,43,-0.1561,41,-0.2369,64,0.48479,90,1.08422,36,-0.4287,28,-0.8044,67,0.57334
ENSG00000163866,SMIM12,30,-0.6488,11,-2.1493,64,0.56369,53,0.24440,88,1.12869,69,0.69738,22,-1.0916,32,-0.5394,39,-0.2343
ENSG00000116544,DLGAP3,30,-1.2822,58,-0.2752,72,0.08753,94,0.51897,80,0.24439,48,-0.5565,117,0.89930,81,0.27478,37,-0.9540
ENSG00000116560,SFPQ,231,0.44813,265,0.67800,125,-0.5479,123,-0.5663,172,-0.0409,187,0.09161,180,0.03124,162,-0.1352,142,-0.3429
ENSG00000146463,ZMYM4,30,-0.9248,102,1.07826,89,0.83432,59,0.14342,71,0.43692,16,-1.8781,30,-0.9044,52,-0.0519,38,-0.5629
ENSG00000142687,KIAA0319L,30,-0.9574,52,-0.1105,53,-0.0674,99,0.98804,67,0.30765,86,0.73412,36,-0.6746,53,-0.0641,22,-1.4086
ENSG00000020129,NCDN,1266,0.99559,138,-2.4885,475,-0.6268,1446,1.24014,785,0.17722,770,0.14389,760,0.12300,383,-0.9588,319,-1.2350
ENSG00000126067,PSMB2,30,-2.0390,86,-0.4431,181,0.77445,171,0.67922,174,0.70906,192,0.87722,73,-0.6932,52,-1.2099,65,-0.8721
ENSG00000142686,C1orf216,355,1.69505,18,-3.0594,118,-0.2313,165,0.31043,126,-0.1293,141,0.05057,167,0.33314,52,-1.5004,87,-0.7070
ENSG00000092847,AGO1,30,-0.3648,36,-0.0581,36,-0.0552,27,-0.5120,62,0.83180,67,0.97005,18,-1.1084,45,0.27415,17,-1.2014
ENSG00000054116,TRAPPC3,278,2.37535,27,-1.6412,50,-0.6982,46,-0.8192,68,-0.2115,101,0.42414,49,-0.7193,48,-0.7637,35,-1.2430
ENSG00000116871,MAP7D1,30,-2.7594,99,-0.9836,292,0.75759,201,0.12723,188,0.02195,203,0.14318,343,1.04282,178,-0.0655,138,-0.4768
ENSG00000054118,THRAP3,30,-1.4510,146,1.06212,43,-0.9402,71,-0.1464,134,0.91009,65,-0.3020,93,0.28459,59,-0.4557,62,-0.3603
ENSG00000181817,LSM10,30,-0.4771,35,-0.2197,37,-0.1636,43,0.08907,46,0.21214,46,0.19235,69,0.90529,14,-1.6146,45,0.15981
ENSG00000116898,MRPS15,30,-0.8114,46,-0.1245,88,0.94569,35,-0.5751,58,0.23010,18,-1.5719,119,1.49981,33,-0.6511,25,-1.0733
ENSG00000163875,MEAF6,559,2.27051,37,-2.2758,161,-0.0369,180,0.14166,176,0.10743,116,-0.5564,93,-0.8929,78,-1.1671,83,-1.0749
ENSG00000197982,C1orf122,30,-2.6210,174,0.04649,189,0.18294,153,-0.1565,120,-0.5421,140,-0.3018,198,0.25454,239,0.57738,278,0.83724
ENSG00000116954,RRAGC,30,-0.6409,52,0.24168,53,0.27442,69,0.71739,62,0.52991,53,0.25432,12,-1.9774,50,0.17602,23,-1.0202
ENSG00000174574,AKIRIN1,51,-1.0706,56,-0.9344,86,-0.2625,132,0.43333,145,0.59363,127,0.37132,160,0.75694,101,-0.0092,55,-0.9470
ENSG00000168653,NDUFS5,1066,0.74407,425,-0.7526,644,-0.0967,755,0.15999,750,0.15020,415,-0.7888,845,0.34701,596,-0.2224,661,-0.0554
ENSG00000127603,MACF1,304,0.42209,396,0.87914,249,0.09377,143,-0.7861,223,-0.0849,148,-0.7352,86,-1.5589,359,0.70582,210,-0.1860
ENSG00000090621,PABPC4,30,-1.0751,94,0.74801,59,-0.0272,45,-0.4539,47,-0.3752,50,-0.2712,56,-0.1022,61,0.04225,96,0.78793
ENSG00000116983,HPCAL4,709,0.66775,88,-2.5583,416,-0.2137,767,0.80530,532,0.18620,428,-0.1668,614,0.42299,347,-0.5008,374,-0.3814
ENSG00000131236,CAP1,30,-2.2912,220,0.81694,143,0.08804,185,0.51860,182,0.49102,120,-0.1869,159,0.26537,68,-1.0685,110,-0.3337
ENSG00000131238,PPT1,30,-2.0718,154,0.46509,88,-0.4418,125,0.11191,197,0.89083,155,0.47060,128,0.15170,95,-0.3271,76,-0.6805
ENSG00000084073,ZMPSTE24,30,-0.4763,43,0.11585,48,0.27359,35,-0.2238,54,0.46971,65,0.78386,23,-0.8890,33,-0.3071,33,-0.3262
ENSG00000084070,SMAP2,57,-1.3859,130,-0.1149,150,0.12193,128,-0.1339,256,1.03195,170,0.32349,184,0.46107,77,-0.9288,102,-0.4922
ENSG00000117016,RIMS3,30,-2.0103,17,-2.8546,201,0.99861,130,0.25043,92,-0.3119,151,0.49291,137,0.33831,106,-0.0778,141,0.38333
ENSG00000066136,NFYC,30,-0.4724,54,0.48551,56,0.53484,63,0.75406,39,-0.0680,72,0.96740,24,-0.8298,11,-1.9123,14,-1.5781
ENSG00000198815,FOXJ3,332,2.28540,58,-0.8059,111,0.21678,92,-0.0883,82,-0.2643,105,0.13203,40,-1.3865,28,-1.8990,26,-2.0254
ENSG00000177181,RIMKLA,405,3.37126,35,-1.2533,65,-0.3204,21,-1.9952,43,-0.9489,47,-0.8065,31,-1.4594,34,-1.3277,33,-1.3619
ENSG00000127125,PPCS,30,-0.8241,11,-2.2427,49,-0.0601,111,1.34610,45,-0.1993,68,0.47608,54,0.10902,34,-0.6351,55,0.13277
ENSG00000065978,YBX1,175,0.71183,316,1.82062,110,-0.0571,42,-1.5422,70,-0.7638,34,-1.8414,62,-0.9537,129,0.20109,89,-0.3949
ENSG00000117394,SLC2A1,30,-2.2737,830,4.14891,23,-2.6276,38,-1.9319,47,-1.6096,69,-1.0305,64,-1.1388,58,-1.2946,42,-1.7914
