Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8
ENSG00000215790,SLC35E2A,5,-2.5872,38,0.49194,28,-0.1020,32,0.23219
ENSG00000008130,NADK,22,-0.7435,48,0.56056,22,-0.7581,37,0.08030
ENSG00000078369,GNB1,342,-0.0870,438,0.38526,267,-0.4853,350,-0.0834
ENSG00000187730,GABRD,156,0.44777,175,0.78921,37,-1.8121,103,-0.3928
ENSG00000067606,PRKCZ,221,0.08547,280,0.59182,130,-0.7654,191,-0.2518
ENSG00000162585,FAAP20,93,0.20439,42,-1.1813,115,0.55930,92,0.32813
ENSG00000157933,SKI,75,0.41654,63,0.12290,38,-0.6967,58,-0.0430
ENSG00000157916,RER1,86,0.23577,101,0.61882,54,-0.5054,63,-0.4301
ENSG00000157911,PEX10,21,-1.1343,28,-0.7969,32,-0.5126,61,1.13350
ENSG00000149527,PLCH2,39,0.28406,43,0.56661,27,-0.2699,27,-0.4930
ENSG00000197921,HES5,51,-0.6658,68,-0.2411,35,-1.2510,100,0.83496
ENSG00000157870,PRXL2B,146,0.25100,157,0.45331,72,-0.8762,118,-0.1784
ENSG00000177133,PRDM16-DT,44,-0.3203,28,-1.1360,70,0.42596,66,0.61280
ENSG00000158109,TPRG1L,144,-0.0016,225,0.94674,68,-1.1799,122,-0.4382
ENSG00000130764,LRRC47,52,-0.2979,87,0.68452,28,-1.2513,61,-0.0551
ENSG00000196581,AJAP1,81,0.94340,74,0.96601,27,-0.8500,30,-1.1094
ENSG00000069424,KCNAB2,286,-0.0866,384,0.48604,145,-1.1526,303,0.01600
ENSG00000116254,CHD5,494,0.83160,308,0.02422,145,-1.1765,295,-0.0883
ENSG00000116251,RPL22,523,-0.3413,399,-0.8649,1050,0.83690,698,0.23519
ENSG00000116237,ICMT,37,-0.0179,66,1.20199,18,-1.1197,28,-0.7023
ENSG00000158292,GPR153,54,0.87744,36,0.23656,23,-0.5286,27,-0.4655
ENSG00000097021,ACOT7,165,0.44893,190,0.85834,59,-1.1947,101,-0.5766
ENSG00000215788,TNFRSF25,51,0.72479,51,0.87984,31,-0.1296,21,-1.1320
ENSG00000171680,PLEKHG5,39,-0.4596,86,1.09206,12,-2.2453,47,-0.2241
ENSG00000162408,NOL9,67,0.57528,61,0.49232,30,-0.7363,40,-0.4284
ENSG00000162413,KLHL21,53,0.54576,37,-0.0924,42,0.15917,35,-0.2796
ENSG00000007923,DNAJC11,80,0.83372,48,-0.0626,20,-1.3975,50,0.02125
ENSG00000171735,CAMTA1,440,0.57220,258,-0.3658,303,-0.0565,313,-0.0085
ENSG00000049245,VAMP3,17,-1.4837,18,-1.4912,59,0.52206,59,1.05563
ENSG00000049246,PER3,18,-1.1771,41,0.15238,26,-0.5536,44,0.47492
ENSG00000116288,PARK7,224,-0.5317,217,-0.6592,306,-0.0292,382,0.66351
ENSG00000162426,SLC45A1,63,1.34398,42,0.73998,3,-3.0872,21,-0.8318
ENSG00000142599,RERE,116,-0.3755,152,0.06541,167,0.21600,147,-0.0006
ENSG00000074800,ENO1,471,-0.8720,858,0.10335,495,-0.7937,956,0.51195
ENSG00000171612,SLC25A33,31,-0.9696,34,-0.9153,56,-0.0067,75,0.93978
ENSG00000171603,CLSTN1,612,0.07130,933,0.98667,358,-0.7880,464,-0.6132
ENSG00000178585,CTNNBIP1,32,-0.1350,36,0.10751,34,-0.0151,34,-0.0184
ENSG00000162441,LZIC,31,-0.4677,28,-0.6723,62,0.69160,45,0.26572
ENSG00000130939,UBE4B,42,0.13338,50,0.54885,22,-0.8367,35,-0.2157
ENSG00000054523,KIF1B,373,0.10807,399,0.26229,264,-0.4566,340,-0.0768
ENSG00000142657,PGD,91,0.84346,53,-0.0954,55,-0.0190,48,-0.3796
ENSG00000160049,DFFA,30,-0.6353,56,0.42513,63,0.54583,39,-0.3829
ENSG00000120948,TARDBP,55,-0.4242,107,0.84656,69,-0.0440,58,-0.5411
ENSG00000116649,SRM,103,-0.4370,153,0.23522,105,-0.4052,142,0.14659
ENSG00000198793,MTOR,33,-0.4457,57,0.55534,32,-0.4559,42,-0.1041
ENSG00000116661,FBXO2,304,-0.2972,275,-0.5250,439,0.30789,407,0.33327
ENSG00000132879,FBXO44,220,0.28636,286,0.91693,71,-1.4964,154,-0.4824
ENSG00000116670,MAD2L2,63,0.88428,47,0.41664,25,-0.6381,30,-0.5889
ENSG00000011021,CLCN6,60,-0.3866,122,0.99531,53,-0.5910,63,-0.4914
ENSG00000116685,KIAA2013,44,0.10005,69,1.08821,37,-0.1898,28,-0.9495
ENSG00000083444,PLOD1,39,0.31180,25,-0.4372,45,0.56185,31,-0.1288
ENSG00000116688,MFN2,101,0.12408,110,0.32049,92,-0.0207,84,-0.3015
ENSG00000048707,VPS13D,79,0.94006,44,-0.0779,37,-0.3167,40,-0.3364
ENSG00000162496,DHRS3,14,-1.5605,22,-0.9363,57,0.71585,46,0.67824
ENSG00000116731,PRDM2,143,0.77315,117,0.51317,72,-0.3730,69,-0.6937
ENSG00000189337,KAZN,32,-0.1762,25,-0.6896,30,-0.2883,44,0.65604
ENSG00000142634,EFHD2,73,1.06072,39,-0.0047,86,1.36705,20,-1.5714
ENSG00000116786,PLEKHM2,101,-0.3362,99,-0.4278,104,-0.2915,148,0.55641
ENSG00000065526,SPEN,67,0.29370,70,0.41911,67,0.29342,44,-0.6229
ENSG00000055070,SZRD1,28,-0.9484,32,-0.8068,57,0.18168,64,0.77767
ENSG00000159363,ATP13A2,153,0.30655,115,-0.1994,68,-0.9924,142,0.33549
ENSG00000117118,SDHB,40,-1.0489,105,0.61161,84,0.14247,71,-0.2211
ENSG00000117115,PADI2,35,-0.6039,30,-0.9521,72,0.54718,62,0.55149
ENSG00000117154,IGSF21,44,-0.5138,88,0.76258,70,0.24084,49,-0.5646
ENSG00000159423,ALDH4A1,54,-0.4274,44,-0.8257,46,-0.6643,93,0.97624
ENSG00000127463,EMC1,17,-0.8359,36,0.45257,33,0.26269,27,-0.1946
ENSG00000053372,MRTO4,64,0.61579,39,-0.2552,21,-1.2087,49,0.25391
ENSG00000053371,AKR7A2,52,-0.6423,62,-0.4133,69,-0.1754,93,0.60707
ENSG00000077549,CAPZB,306,0.34736,362,0.77788,169,-0.6225,198,-0.5993
ENSG00000173436,MICOS10,232,-0.6868,275,-0.4767,368,0.05601,424,0.56059
ENSG00000158747,NBL1,246,0.12370,235,0.05329,342,0.68538,193,-0.4567
ENSG00000162545,CAMK2N1,789,-0.6896,1634,0.60810,819,-0.6304,1206,-0.0159
ENSG00000158828,PINK1,322,-0.1941,294,-0.3950,278,-0.4299,429,0.53041
ENSG00000127483,HP1BP3,138,-0.3078,198,0.33765,159,-0.0818,161,-0.1084
ENSG00000075151,EIF4G3,171,0.31881,184,0.53654,118,-0.2913,118,-0.4756
ENSG00000117298,ECE1,31,0.13439,26,-0.1910,66,1.51289,20,-0.9004
ENSG00000076864,RAP1GAP,197,0.59688,221,0.98395,72,-1.0391,100,-0.8301
ENSG00000090686,USP48,43,0.34512,38,0.18150,35,0.02501,31,-0.3176
ENSG00000070831,CDC42,248,0.49886,211,0.26357,165,-0.1796,160,-0.3817
ENSG00000004487,KDM1A,51,0.00973,80,0.97883,22,-1.2756,43,-0.4534
ENSG00000169641,LUZP1,83,0.75677,63,0.31817,70,0.44619,37,-0.8991
ENSG00000125944,HNRNPR,77,-0.3753,109,0.21153,94,-0.0674,98,0.01347
ENSG00000117318,ID3,9,-2.3246,21,-1.1867,214,3.59608,17,-1.9012
ENSG00000142676,RPL11,397,-0.6715,298,-1.2435,1228,1.25578,652,0.23087
ENSG00000057757,PITHD1,90,-0.3088,163,0.83636,62,-0.9054,99,-0.2742
ENSG00000011009,LYPLA2,44,-0.4204,77,0.60994,36,-0.7299,55,-0.0746
ENSG00000189266,PNRC2,76,0.23866,71,0.15622,102,0.75204,51,-0.6394
ENSG00000188529,SRSF10,34,-0.6172,66,0.56883,54,0.13711,44,-0.3001
ENSG00000001461,NIPAL3,59,0.42598,47,0.03314,61,0.46398,38,-0.4654
ENSG00000133226,SRRM1,124,0.92537,68,-0.1334,114,0.77651,52,-0.8493
ENSG00000169504,CLIC4,49,0.21844,16,-1.6207,153,2.47419,27,-1.1063
ENSG00000117614,SYF2,85,0.19956,68,-0.1846,109,0.61737,68,-0.2747
ENSG00000117616,RSRP1,51,-0.5623,96,0.58299,90,0.37071,61,-0.4488
ENSG00000183726,TMEM50A,105,-0.1737,147,0.46000,121,0.06597,103,-0.3296
ENSG00000117643,MAN1C1,39,0.15591,66,1.34521,24,-0.6336,23,-1.0885
ENSG00000162430,SELENON,74,0.06592,71,0.00893,101,0.59103,63,-0.3381
ENSG00000117640,MTFR1L,116,0.52259,85,-0.0028,106,0.37295,72,-0.4421
ENSG00000117632,STMN1,497,-0.1346,895,1.08941,338,-0.7465,422,-0.6366
ENSG00000158008,EXTL1,78,0.29804,79,0.38619,31,-1.1563,64,-0.0754
ENSG00000142684,ZNF593,49,0.09010,52,0.24004,30,-0.6965,47,0.02611
ENSG00000142669,SH3BGRL3,222,-0.1199,237,-0.0208,174,-0.5118,261,0.26301
ENSG00000198830,HMGN2,61,-1.0202,112,-0.0687,205,0.97758,110,-0.1532
ENSG00000117713,ARID1A,98,0.49026,94,0.49913,57,-0.3908,61,-0.4990
ENSG00000204160,ZDHHC18,53,0.50732,64,1.02882,19,-1.1529,29,-0.7923
ENSG00000090273,NUDC,148,-0.2373,203,0.32941,156,-0.1532,166,-0.0988
ENSG00000253368,TRNP1,18,-1.3115,61,0.77755,18,-1.3357,44,0.16397
ENSG00000090020,SLC9A1,52,0.59315,64,1.19254,27,-0.4798,22,-1.2405
ENSG00000142784,WDTC1,55,0.00551,43,-0.4737,39,-0.5478,65,0.53699
ENSG00000186501,TMEM222,131,0.18709,150,0.49213,102,-0.2304,101,-0.3926
ENSG00000158195,WASF2,21,-1.0313,37,-0.1318,70,0.97316,39,-0.1016
ENSG00000126705,AHDC1,83,0.29850,104,0.83565,42,-0.8111,56,-0.5712
ENSG00000126709,IFI6,164,0.47132,110,-0.2241,155,0.37282,113,-0.2512
ENSG00000117758,STX12,66,-0.5211,107,0.30364,93,0.02661,90,-0.0522
ENSG00000117751,PPP1R8,39,0.12488,54,0.80725,53,0.65385,23,-1.1321
ENSG00000117748,RPA2,25,-0.8492,59,0.59638,37,-0.2775,42,-0.0807
ENSG00000126698,DNAJC8,135,-0.1438,166,0.23257,146,-0.0134,141,-0.1149
ENSG00000130770,ATP5IF1,187,-0.6026,319,0.31572,163,-0.8189,297,0.26545
ENSG00000198492,YTHDF2,68,0.05207,101,0.89786,31,-1.1731,56,-0.4167
ENSG00000116350,SRSF4,60,0.40206,60,0.48495,37,-0.3985,40,-0.4342
ENSG00000116353,MECR,14,-1.3177,37,0.13498,38,0.17267,37,0.22645
ENSG00000162512,SDC3,313,0.14417,299,0.07668,214,-0.4718,293,0.05870
ENSG00000134644,PUM1,262,0.93809,212,0.67411,84,-0.9380,112,-0.7770
ENSG00000121766,ZCCHC17,187,0.19139,217,0.54037,100,-0.8145,152,-0.2422
ENSG00000121769,FABP3,211,1.02995,148,0.47361,35,-1.8658,98,-0.4653
ENSG00000162517,PEF1,89,-0.1396,126,0.51546,53,-0.9737,96,-0.0306
ENSG00000084636,COL16A1,27,-0.5358,54,0.70796,45,0.27401,31,-0.5222
ENSG00000121753,ADGRB2,431,0.48577,390,0.37192,180,-0.9271,299,-0.2193
ENSG00000184007,PTP4A2,269,0.56395,155,-0.4028,240,0.36620,181,-0.1803
ENSG00000121774,KHDRBS1,90,-0.1917,143,0.69516,93,-0.1531,86,-0.4392
ENSG00000025800,KPNA6,86,0.87971,59,0.27017,33,-0.7227,44,-0.4333
ENSG00000160050,CCDC28B,22,-0.6388,19,-0.9317,21,-0.6467,44,1.11138
ENSG00000084623,EIF3I,82,-0.6145,152,0.46338,117,-0.0485,115,-0.1246
ENSG00000175130,MARCKSL1,207,-0.9709,251,-0.7573,399,0.07485,486,0.80862
ENSG00000160058,BSDC1,117,0.49498,101,0.27957,73,-0.2968,77,-0.3468
ENSG00000176261,ZBTB8OS,32,-0.6025,49,0.07470,50,0.07823,50,0.13352
ENSG00000162521,RBBP4,75,-0.2859,101,0.24364,82,-0.1367,89,-0.0165
ENSG00000162522,KIAA1522,32,-0.6341,48,0.02403,38,-0.3575,54,0.36118
ENSG00000134684,YARS,82,0.12072,99,0.52744,52,-0.6214,69,-0.2542
ENSG00000121905,HPCA,296,0.05614,481,1.11871,111,-1.4808,230,-0.5724
ENSG00000121900,TMEM54,82,0.31363,40,-0.9266,95,0.56438,71,0.14795
ENSG00000004455,AK2,22,-0.6451,30,-0.1655,53,0.80537,32,-0.0727
ENSG00000134686,PHC2,58,-0.0150,76,0.54658,48,-0.3005,52,-0.3201
ENSG00000163866,SMIM12,32,-0.2017,49,0.58717,36,-0.0236,32,-0.3911
ENSG00000116544,DLGAP3,116,-0.3883,154,0.07744,142,-0.0696,154,0.12465
ENSG00000116560,SFPQ,122,-0.3433,170,0.23135,135,-0.1745,152,0.02990
ENSG00000146463,ZMYM4,46,0.15700,47,0.20285,47,0.18642,37,-0.3157
ENSG00000142687,KIAA0319L,76,0.17775,80,0.30181,57,-0.2975,64,-0.1992
ENSG00000020129,NCDN,550,0.16423,884,1.25584,208,-1.3708,365,-0.7898
ENSG00000126067,PSMB2,91,-0.2178,149,0.73760,88,-0.2847,89,-0.4160
ENSG00000142686,C1orf216,112,0.26949,172,1.30750,36,-1.5164,67,-0.8711
ENSG00000092847,AGO1,44,0.24918,27,-0.5966,24,-0.7379,45,0.55701
ENSG00000054116,TRAPPC3,19,-1.8284,93,0.82515,45,-0.5296,62,-8.1862
ENSG00000116871,MAP7D1,126,-0.6046,261,0.72281,137,-0.4736,171,-0.1968
ENSG00000054118,THRAP3,94,0.77519,63,0.09682,61,0.04867,49,-0.5131
ENSG00000181817,LSM10,45,-0.3605,37,-0.7466,40,-0.5358,72,0.85792
ENSG00000116898,MRPS15,40,-0.6399,91,0.85677,55,-0.1601,51,-0.4287
ENSG00000163875,MEAF6,117,0.43167,136,0.85728,52,-0.8740,70,-0.6475
ENSG00000183317,EPHA10,48,0.68283,45,0.68936,6,-2.4044,28,-0.3621
ENSG00000185090,MANEAL,67,0.98559,37,-0.0307,14,-1.5747,37,-0.0709
ENSG00000197982,C1orf122,310,-0.1376,218,-0.7870,336,-0.0089,404,0.57805
ENSG00000183431,SF3A3,32,-0.1977,51,0.66903,29,-0.3757,32,-0.3265
ENSG00000116954,RRAGC,50,0.13437,40,-0.2690,50,0.13055,47,0.07233
ENSG00000174574,AKIRIN1,72,-0.1815,114,0.71738,61,-0.4365,70,-0.3560
ENSG00000168653,NDUFS5,368,-0.5693,452,-0.2751,499,-0.0797,604,0.44866
ENSG00000127603,MACF1,194,0.42267,129,-0.2984,148,-0.0341,152,0.02077
ENSG00000090621,PABPC4,70,-0.1931,74,-0.1224,108,0.52758,77,-0.0939
ENSG00000116983,HPCAL4,445,0.09111,519,0.41732,237,-0.9122,412,-0.0614
ENSG00000084072,PPIE,47,0.46267,31,-0.2684,56,0.75064,30,-0.4362
ENSG00000131236,CAP1,106,-0.5055,192,0.56561,131,-0.1721,135,-0.1983
ENSG00000131238,PPT1,98,-0.5648,165,0.32927,86,-0.7706,151,0.22834
ENSG00000084073,ZMPSTE24,51,0.17890,45,-0.0233,33,-0.5055,47,0.12930
ENSG00000084070,SMAP2,114,0.20024,187,1.36282,46,-1.2427,69,-0.9537
ENSG00000117016,RIMS3,73,0.15333,73,0.17500,58,-0.2299,64,-0.1103
ENSG00000066136,NFYC,46,0.21747,53,0.53602,40,-0.0082,33,-0.5409
ENSG00000198815,FOXJ3,48,-0.0956,88,1.21173,40,-0.3572,35,-0.9181
ENSG00000177181,RIMKLA,72,1.40993,31,-0.0897,20,-0.8036,27,-0.5210
ENSG00000127125,PPCS,34,-0.5373,36,-0.4843,21,-1.2590,63,0.96747
ENSG00000065978,YBX1,99,-0.5203,98,-0.6025,278,1.24970,130,-0.1394
ENSG00000177868,SVBP,50,-0.0646,43,-0.3391,52,0.02188,56,0.25808
ENSG00000117394,SLC2A1,88,-0.5639,71,-1.0014,414,2.30782,88,-0.8624
ENSG00000117395,EBNA1BP2,25,-0.9363,61,0.60512,46,0.01205,43,-0.1839
ENSG00000178922,HYI,12,-1.5212,20,-0.7788,51,0.85422,37,0.49335
ENSG00000142949,PTPRF,321,0.65608,254,0.30152,138,-0.7299,195,-0.3142
ENSG00000126091,ST3GAL3,52,-0.1314,64,0.25768,50,-0.1872,55,-0.0681
ENSG00000117408,IPO13,78,-0.1491,111,0.52559,78,-0.1554,77,-0.3015
ENSG00000117410,ATP6V0B,504,0.52964,482,0.54413,232,-0.7399,312,-0.4469
ENSG00000117411,B4GALT2,187,0.56919,73,-1.0693,115,-0.2450,155,0.46844
ENSG00000178028,DMAP1,48,-0.2226,87,0.94733,61,0.17436,40,-0.8249
ENSG00000117419,ERI3,235,0.20331,247,0.34073,123,-0.8437,203,-0.0681
ENSG00000187147,RNF220,114,0.43300,105,0.34021,78,-0.1966,76,-0.4023
ENSG00000142937,RPS8,818,-0.6091,702,-0.9516,2335,1.17962,1248,0.13211
ENSG00000126088,UROD,76,0.30640,65,0.04324,63,-0.0173,60,-0.1703
ENSG00000117450,PRDX1,368,-0.4574,444,-0.1838,452,-0.1267,551,0.36666
ENSG00000117448,AKR1A1,17,-1.4070,51,0.36689,59,0.58261,40,-0.1616
ENSG00000132780,NASP,50,0.72103,29,-0.2369,44,0.47394,28,-0.4458
ENSG00000159592,GPBP1L1,24,-0.5955,39,0.19619,43,0.34793,34,-0.0957
ENSG00000085998,POMGNT1,100,0.33994,76,-0.1279,80,-0.0395,80,-0.0513
ENSG00000132128,LRRC41,71,0.20612,88,0.70075,33,-0.9957,55,-0.3463
ENSG00000173660,UQCRH,374,-0.3099,422,-0.1300,332,-0.4970,517,0.41408
ENSG00000117480,FAAH,33,-0.1677,63,1.12597,33,-0.1789,26,-0.8678
ENSG00000079277,MKNK1,22,-0.3946,46,1.04984,16,-0.8290,23,-0.4701
ENSG00000123472,ATPAF1,191,0.28641,132,-0.3717,143,-0.1925,173,0.20615
ENSG00000159658,EFCAB14,61,-0.5479,69,-0.3937,103,0.30955,96,0.33735
ENSG00000162368,CMPK1,111,0.25068,89,-0.1447,104,0.13207,93,-0.0709
ENSG00000162374,ELAVL4,369,1.32569,194,0.20047,83,-1.1796,140,-0.5845
ENSG00000185104,FAF1,31,-0.2322,36,0.01427,41,0.24814,35,-0.0308
ENSG00000123091,RNF11,399,-0.1576,524,0.34750,252,-0.8876,454,0.09803
ENSG00000085832,EPS15,177,0.37087,125,-0.2421,102,-0.5379,152,0.20011
ENSG00000078618,NRDC,70,-0.1136,110,0.77682,74,-0.0228,60,-0.6055
ENSG00000169213,RAB3B,587,2.03759,75,-1.6743,103,-1.0390,186,-0.1689
ENSG00000117862,TXNDC12,16,-1.3844,40,0.11437,48,0.39044,40,0.14577
ENSG00000134717,BTF3L4,39,-0.8040,84,0.52503,55,-0.2573,64,-0.0378
ENSG00000157077,ZFYVE9,59,1.10937,39,0.41102,37,0.29250,19,-1.1652
ENSG00000134748,PRPF38A,42,0.31529,34,-0.0473,37,0.10606,33,-0.1622
ENSG00000162378,ZYG11B,306,0.72658,284,0.72482,116,-0.8612,152,-0.7020
ENSG00000116171,SCP2,76,-0.6603,104,-0.1802,160,0.57162,118,0.08458
ENSG00000162384,CZIB,55,-0.2009,50,-0.3930,79,0.39114,66,0.16881
ENSG00000157193,LRP8,42,0.00951,37,-0.2352,42,0.02825,44,0.15267
ENSG00000081870,HSPB11,16,-1.2851,43,0.37217,34,-0.0673,38,0.13424
ENSG00000116209,TMEM59,142,-0.4814,207,0.15518,205,0.11729,192,0.01330
ENSG00000116221,MRPL37,70,0.69111,47,0.01447,35,-0.4636,43,-0.1917
ENSG00000157216,SSBP3,284,0.71387,220,0.31756,130,-0.5852,161,-0.4081
ENSG00000116133,DHCR24,338,1.38228,228,0.78980,60,-1.4754,98,-1.1261
ENSG00000162402,USP24,30,-0.4753,42,0.07897,38,-0.0984,43,0.16575
ENSG00000162407,PLPP3,122,-1.6195,234,-0.6983,251,-0.5072,478,1.18025
ENSG00000162409,PRKAA2,97,0.79590,72,0.33299,38,-0.7583,52,-0.4202
ENSG00000177606,JUN,119,-0.1709,173,0.54735,205,0.74924,97,-0.7914
ENSG00000172456,FGGY,30,-0.1466,20,-0.8648,25,-0.4143,41,0.79369
ENSG00000134709,HOOK1,53,0.72964,58,1.09838,31,-0.1817,19,-1.3615
ENSG00000134716,CYP2J2,9,-2.1789,28,-0.4820,19,-1.0555,53,1.30889
ENSG00000162599,NFIA,126,-0.2419,83,-0.9915,269,1.06870,151,0.10436
ENSG00000162604,TM2D1,48,-0.3324,57,-0.0792,39,-0.6630,68,0.43908
ENSG00000116641,DOCK7,34,-0.3244,35,-0.2838,42,0.02269,46,0.32408
ENSG00000079739,PGM1,19,-1.7794,60,-0.0544,48,-0.3865,76,0.69737
ENSG00000158966,CACHD1,29,-0.8048,42,-0.2804,31,-0.7246,61,0.76468
ENSG00000162437,RAVER2,12,-1.5331,26,-0.3349,20,-0.7344,42,0.98828
ENSG00000162434,JAK1,46,-0.6678,92,0.53627,61,-0.2294,68,-0.0980
ENSG00000162433,AK4,86,-0.4075,118,0.12194,56,-1.0786,127,0.42567
ENSG00000116675,DNAJC6,317,0.15084,481,1.09140,144,-1.1096,223,-0.6713
ENSG00000213625,LEPROT,18,-1.6302,42,-0.4107,64,0.31044,64,0.61455
ENSG00000184588,PDE4B,95,0.23615,95,0.26939,69,-0.2940,77,-0.2023
ENSG00000118473,SGIP1,58,-0.6712,134,0.88262,63,-0.5382,79,-0.3042
ENSG00000198160,MIER1,24,-0.5462,33,-0.0523,44,0.42236,35,0.04006
ENSG00000142864,SERBP1,129,0.02688,117,-0.1589,155,0.33655,125,-0.0564
ENSG00000172380,GNG12,18,-0.7720,17,-1.0388,41,0.51840,37,0.66565
ENSG00000116729,WLS,39,-1.6167,119,0.11576,107,-0.0719,128,0.40956
ENSG00000033122,LRRC7,82,0.23085,106,0.82097,48,-0.6259,57,-0.5784
ENSG00000116754,SRSF11,183,0.44513,160,0.25961,169,0.31378,112,-0.5780
ENSG00000132485,ZRANB2,134,0.34135,137,0.44265,81,-0.4807,97,-0.3356
ENSG00000172260,NEGR1,208,0.67829,185,0.57147,130,-0.1092,102,-0.7943
ENSG00000178965,ERICH3,57,0.38475,83,1.32333,30,-0.6509,28,-1.1907
ENSG00000117054,ACADM,29,-0.9897,41,-0.5337,58,0.09623,67,0.66512
ENSG00000137955,RABGGTB,42,0.27086,36,0.02105,34,-0.0920,35,-0.1036
ENSG00000117069,ST6GALNAC5,94,0.56294,119,1.22861,9,-2.9375,50,-0.7748
ENSG00000154027,AK5,149,-0.6108,417,1.45818,84,-1.4830,169,-0.6587
ENSG00000077254,USP33,63,-0.3512,128,1.05130,72,-0.1381,59,-0.7318
ENSG00000180488,MIGA1,82,0.32797,80,0.33626,45,-0.6434,63,-0.1850
ENSG00000162613,FUBP1,27,-0.8260,57,0.49099,31,-0.5978,47,0.11637
ENSG00000162616,DNAJB4,63,0.16165,66,0.28566,64,0.19463,49,-0.3902
ENSG00000117114,ADGRL2,20,-0.6585,59,1.44777,15,-1.0674,23,-0.7249
ENSG00000137941,TTLL7,141,0.30677,159,0.61958,110,-0.1120,92,-0.6187
ENSG00000142875,PRKACB,265,-0.1861,445,0.84536,217,-0.5058,251,-0.4511
ENSG00000174021,GNG5,58,-1.5855,112,-0.6710,177,0.14907,208,0.85963
ENSG00000117155,SSX2IP,163,0.71147,142,0.56702,34,-1.7882,94,-0.3471
ENSG00000162642,C1orf52,132,1.13534,88,0.50347,37,-0.9797,51,-0.7511
ENSG00000153904,DDAH1,222,-0.8681,330,-0.2766,249,-0.6878,482,0.76889
ENSG00000122417,ODF2L,47,0.75277,38,0.49099,20,-0.6243,24,-0.5720
ENSG00000097033,SH3GLB1,30,-1.1356,70,0.21420,72,0.24136,64,0.09017
ENSG00000183291,SELENOF,121,0.23550,108,0.04567,120,0.21069,96,-0.2419
ENSG00000153936,HS2ST1,56,-0.2134,73,0.26165,55,-0.2345,63,-0.0201
ENSG00000143013,LMO4,2300,1.54748,911,-0.1310,378,-1.4877,827,-0.4443
ENSG00000197147,LRRC8B,141,0.53127,205,1.55654,49,-1.1768,56,-1.4031
ENSG00000162664,ZNF326,39,0.18140,34,-0.0484,63,1.00515,28,-0.6211
ENSG00000233593,LINC02609,25,-0.6504,38,0.01244,26,-0.5758,43,0.45088
ENSG00000122482,ZNF644,19,-0.7808,24,-0.4896,41,0.43397,36,0.40429
ENSG00000189195,BTBD8,137,0.32878,150,0.58262,64,-0.8912,100,-0.3281
ENSG00000122484,RPAP2,55,0.82728,31,-0.1556,40,0.28306,28,-0.4693
ENSG00000067208,EVI5,85,1.21820,41,-0.0355,69,0.84359,25,-1.2149
ENSG00000122406,RPL5,280,-0.8643,362,-0.5261,725,0.70037,530,0.29463
ENSG00000117500,TMED5,20,-0.9388,36,-0.0259,49,0.47418,38,0.10636
ENSG00000117505,DR1,44,-0.1466,86,1.27780,36,-0.4855,33,-0.9176
ENSG00000067334,DNTTIP2,49,0.45277,38,0.02328,34,-0.1561,35,-0.1746
ENSG00000023909,GCLM,50,0.78299,34,0.12981,29,-0.1313,26,-0.4652
ENSG00000117528,ABCD3,45,-0.4515,57,-0.1105,42,-0.5787,70,0.47877
ENSG00000117525,F3,29,-1.9500,91,-0.2401,77,-0.4818,135,0.90228
