Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000181817,LSM10,45,0.10614,41,-0.0365,42,-0.0072
ENSG00000116898,MRPS15,20,-1.3768,49,-0.0707,59,0.44723
ENSG00000163873,GRIK3,30,0.31734,33,0.90551,14,-1.1463
ENSG00000163875,MEAF6,106,-0.0480,134,0.56844,86,-0.5741
ENSG00000183317,EPHA10,10,-1.5243,43,1.68312,14,-1.3525
ENSG00000197982,C1orf122,214,-0.1434,193,-0.4694,280,0.50765
ENSG00000183431,SF3A3,30,-0.6130,47,0.13428,46,0.07270
ENSG00000183520,UTP11,34,0.40499,29,0.16315,23,-0.3508
ENSG00000116954,RRAGC,23,-0.6834,34,-0.1231,41,0.34678
ENSG00000174574,AKIRIN1,55,-0.4179,87,0.56008,60,-0.4257
ENSG00000168653,NDUFS5,447,0.01842,420,-0.1301,463,0.12151
ENSG00000127603,MACF1,143,-0.2458,137,-0.4824,203,0.55630
ENSG00000090621,PABPC4,142,0.85379,76,-0.2764,80,-0.1558
ENSG00000116983,HPCAL4,352,-0.4419,542,0.42994,415,-0.2809
ENSG00000084072,PPIE,24,-0.5956,37,0.10924,37,0.09286
ENSG00000168389,MFSD2A,48,0.45553,25,-0.8435,45,0.58420
ENSG00000131236,CAP1,190,0.40435,156,0.11839,132,-0.3036
ENSG00000131238,PPT1,65,-1.0107,124,-0.0138,140,0.31912
ENSG00000084073,ZMPSTE24,30,-0.4511,41,0.05019,42,0.10903
ENSG00000084070,SMAP2,56,-1.0886,160,1.08879,80,-0.8012
ENSG00000117016,RIMS3,30,-2.1362,157,0.74701,109,-0.2677
ENSG00000066136,NFYC,53,-0.1653,70,0.44770,50,-0.3970
ENSG00000198815,FOXJ3,79,0.29693,81,0.58482,47,-0.7559
ENSG00000177181,RIMKLA,1,-4.7764,39,0.88186,26,-0.2652
ENSG00000127125,PPCS,32,-0.5626,38,-0.4376,57,0.61518
ENSG00000065978,YBX1,186,1.38424,43,-1.4185,99,0.45845
ENSG00000164008,C1orf50,5,-2.3044,22,-0.3641,34,0.85905
ENSG00000117394,SLC2A1,299,2.15939,40,-1.7282,93,0.01599
ENSG00000117395,EBNA1BP2,24,-0.8179,43,0.18873,41,0.07231
ENSG00000178922,HYI,36,0.03815,31,-0.3475,40,0.32320
ENSG00000142949,PTPRF,81,-1.3625,223,0.37876,194,-0.0037
ENSG00000066135,KDM4A,46,0.74332,29,0.00422,25,-0.3733
ENSG00000126091,ST3GAL3,49,-0.4657,77,0.45880,58,-0.3034
ENSG00000117408,IPO13,102,0.21416,92,0.06274,84,-0.1546
ENSG00000117410,ATP6V0B,499,-0.3843,817,0.74305,485,-0.6340
ENSG00000117411,B4GALT2,104,-0.4299,119,-0.3448,163,0.48730
ENSG00000178028,DMAP1,16,-1.8728,66,0.44690,56,0.00531
ENSG00000117419,ERI3,199,-0.2419,263,0.35134,208,-0.2672
ENSG00000187147,RNF220,72,-0.3813,97,0.15759,91,-0.0208
ENSG00000142937,RPS8,1053,0.47376,584,-0.7091,932,0.45780
ENSG00000070785,EIF2B3,11,-1.1237,33,0.89476,19,-0.5853
ENSG00000126107,HECTD3,39,0.17959,38,0.25727,30,-0.3404
ENSG00000126088,UROD,96,0.19958,82,-0.0972,85,0.01260
ENSG00000117450,PRDX1,506,-0.0300,404,-0.5793,629,0.56617
ENSG00000117448,AKR1A1,10,-2.2537,54,0.47575,46,0.01976
ENSG00000132780,NASP,33,0.07906,30,-0.1119,32,0.07887
ENSG00000159592,GPBP1L1,1,-5.0997,39,0.28835,39,0.33454
ENSG00000085998,POMGNT1,53,-0.7932,88,0.03284,95,0.22175
ENSG00000132128,LRRC41,52,-0.6464,88,0.31860,75,-0.1045
ENSG00000173660,UQCRH,290,-0.4328,396,0.10721,387,0.04632
ENSG00000117480,FAAH,33,-0.3210,48,0.54129,33,-0.4391
ENSG00000079277,MKNK1,16,-1.4517,50,0.48089,40,-0.0918
ENSG00000123472,ATPAF1,112,-0.4576,125,-0.4425,184,0.58827
ENSG00000159658,EFCAB14,91,0.18363,63,-0.5915,96,0.48884
ENSG00000162368,CMPK1,56,-0.8322,102,0.18062,98,0.08401
ENSG00000162374,ELAVL4,174,-0.2610,257,0.65750,160,-0.5860
ENSG00000185104,FAF1,17,-0.9170,37,0.58358,27,-0.3070
ENSG00000123091,RNF11,458,-0.1126,536,0.23470,454,-0.1943
ENSG00000085832,EPS15,85,-0.8288,163,0.33654,140,-0.0745
ENSG00000078618,NRDC,68,-0.1956,91,0.49648,64,-0.4373
ENSG00000169213,RAB3B,115,-0.0508,105,-0.2970,133,0.31014
ENSG00000117862,TXNDC12,15,-1.2648,35,-0.0539,41,0.41038
ENSG00000134717,BTF3L4,31,-1.2228,90,0.80750,56,-0.4718
ENSG00000157077,ZFYVE9,31,-0.9270,70,0.64581,48,-0.3695
ENSG00000134748,PRPF38A,30,0.08553,19,-0.9637,39,0.85909
ENSG00000134744,TUT4,97,1.64060,21,-1.3318,41,0.19714
ENSG00000162378,ZYG11B,193,-0.3962,324,0.80082,184,-0.6930
ENSG00000116171,SCP2,72,-0.4649,85,-0.3267,115,0.48080
ENSG00000162384,CZIB,98,0.82492,54,-0.2603,56,-0.1540
ENSG00000157193,LRP8,43,-0.3663,59,0.17868,54,-0.0470
ENSG00000081870,HSPB11,19,-0.3832,24,-0.0165,25,0.15399
ENSG00000116209,TMEM59,310,0.85175,152,-0.5070,192,0.06592
ENSG00000116221,MRPL37,34,-0.8248,66,0.33477,57,-0.0737
ENSG00000157216,SSBP3,225,-0.2802,363,0.91637,184,-0.8656
ENSG00000243725,TTC4,18,-0.4987,30,0.50893,21,-0.3454
ENSG00000116133,DHCR24,140,-0.4438,270,1.18775,113,-1.1119
ENSG00000162402,USP24,15,-1.4190,35,-0.2052,47,0.58637
ENSG00000162407,PLPP3,132,-1.0811,130,-1.5028,428,1.71380
ENSG00000162409,PRKAA2,19,-1.4738,62,0.67912,43,-0.2910
ENSG00000162601,MYSM1,47,0.79688,27,-0.2294,27,-0.1675
ENSG00000177606,JUN,131,-0.3792,142,-0.3757,198,0.50058
ENSG00000134709,HOOK1,15,-1.0251,39,0.93309,22,-0.6492
ENSG00000162599,NFIA,242,0.79095,101,-0.9061,178,0.45480
ENSG00000162604,TM2D1,40,-0.4682,45,-0.4182,65,0.56870
ENSG00000162607,USP1,9,-1.6047,27,0.22106,27,0.19485
ENSG00000116641,DOCK7,35,-0.3232,26,-1.0869,61,1.12447
ENSG00000079739,PGM1,13,-1.4296,18,-1.3304,55,1.64405
ENSG00000158966,CACHD1,3,-3.4328,25,-0.8138,54,1.38164
ENSG00000162437,RAVER2,73,1.31192,18,-1.3605,40,0.46987
ENSG00000162434,JAK1,105,0.70231,57,-0.4570,72,0.10680
ENSG00000162433,AK4,80,-0.5417,101,-0.2629,131,0.44262
ENSG00000116675,DNAJC6,160,-0.9346,407,1.03852,207,-0.7859
ENSG00000213625,LEPROT,57,0.49881,20,-1.6080,61,1.16454
ENSG00000184588,PDE4B,60,-0.2685,65,-0.2073,79,0.30284
ENSG00000118473,SGIP1,58,-0.5676,96,0.38936,77,-0.1999
ENSG00000198160,MIER1,47,0.61958,32,-0.0192,29,-0.2766
ENSG00000142864,SERBP1,134,0.33777,96,-0.3164,116,0.16261
ENSG00000172380,GNG12,38,0.36001,17,-1.2785,42,0.99012
ENSG00000116729,WLS,55,-0.8055,47,-1.4234,145,1.56861
ENSG00000033122,LRRC7,53,-0.3880,88,0.76837,51,-0.6604
ENSG00000116754,SRSF11,219,0.74019,142,0.01467,121,-0.3824
ENSG00000118454,ANKRD13C,17,-1.0178,38,0.36419,32,-0.0580
ENSG00000132485,ZRANB2,80,-0.4174,119,0.35811,96,-0.2142
ENSG00000172260,NEGR1,186,0.14993,212,0.64513,123,-0.7494
ENSG00000178965,ERICH3,24,-1.0037,68,1.23249,30,-0.9798
ENSG00000117054,ACADM,57,0.33578,37,-0.5114,52,0.34653
ENSG00000137955,RABGGTB,31,-0.3333,37,-0.0494,40,0.17023
ENSG00000117069,ST6GALNAC5,62,-0.1186,85,0.72063,49,-0.7121
ENSG00000142892,PIGK,7,-1.8855,27,0.19844,28,0.25648
ENSG00000154027,AK5,111,-1.0498,329,1.36298,132,-1.1122
ENSG00000036549,AC118549.1,7,-1.8997,28,0.49177,23,-0.0366
ENSG00000077254,USP33,58,-0.5322,100,0.58702,68,-0.4173
ENSG00000180488,MIGA1,29,-0.6053,53,0.59233,37,-0.4005
ENSG00000162613,FUBP1,50,-0.0557,60,0.41267,44,-0.4031
ENSG00000162616,DNAJB4,71,0.31332,61,0.12853,53,-0.2689
ENSG00000117114,ADGRL2,34,-0.0454,47,0.89634,23,-0.9439
ENSG00000137941,TTLL7,144,0.54920,113,0.24084,83,-0.5117
ENSG00000142875,PRKACB,289,-0.0534,322,0.19954,278,-0.1812
ENSG00000174021,GNG5,76,-0.0609,48,-1.1039,110,1.03895
ENSG00000117155,SSX2IP,36,-1.2864,102,0.57415,76,-0.2171
ENSG00000162642,C1orf52,54,-0.4775,87,0.46637,65,-0.3075
ENSG00000153904,DDAH1,223,-0.9567,356,-0.3525,512,0.63641
ENSG00000142871,CCN1,39,0.49128,13,-1.6689,42,1.21203
ENSG00000117174,ZNHIT6,29,0.05707,22,-0.5824,34,0.53412
ENSG00000122417,ODF2L,49,0.67305,36,0.30504,24,-0.6560
ENSG00000097033,SH3GLB1,15,-1.6648,41,-0.2535,57,0.67270
ENSG00000183291,SELENOF,103,0.20636,74,-0.5108,106,0.40495
ENSG00000153936,HS2ST1,23,-1.4224,46,-0.5354,78,0.90563
ENSG00000143013,LMO4,615,-0.8240,1399,0.90680,779,-0.6733
ENSG00000197147,LRRC8B,68,-0.4566,121,0.85292,67,-0.7290
ENSG00000162664,ZNF326,32,-0.1146,32,-0.1294,36,0.17222
ENSG00000233593,LINC02609,43,0.18178,34,-0.2664,41,0.18555
ENSG00000122482,ZNF644,48,0.76232,23,-0.6501,34,0.24924
ENSG00000189195,BTBD8,81,-0.5084,139,0.63786,91,-0.4788
ENSG00000067208,EVI5,73,1.35213,26,-0.6035,31,-0.1842
ENSG00000122406,RPL5,470,0.37172,314,-0.4339,412,0.25751
ENSG00000117500,TMED5,54,0.92848,17,-1.2757,39,0.66673
ENSG00000117505,DR1,101,0.62713,75,0.22160,55,-0.5360
ENSG00000067334,DNTTIP2,24,-0.4567,29,-0.2402,36,0.39536
ENSG00000117528,ABCD3,31,-0.6752,39,-0.5050,62,0.71039
ENSG00000117525,F3,49,-1.0337,39,-1.8094,161,1.95838
ENSG00000117519,CNN3,222,0.29587,106,-1.2195,255,0.97495
ENSG00000152078,TLCD4,64,0.19058,65,0.36649,47,-0.4618
ENSG00000228971,LINC02607,33,-0.7298,71,0.88136,39,-0.6726
ENSG00000117569,PTBP2,57,-0.2278,79,0.50080,55,-0.4298
ENSG00000117598,PLPPR5,19,-0.5515,36,0.73710,22,-0.5713
ENSG00000117600,PLPPR4,99,-0.3825,153,0.56394,105,-0.4418
ENSG00000162688,AGL,26,-0.6247,33,-0.3710,47,0.56978
ENSG00000156875,MFSD14A,51,0.04069,53,0.18687,45,-0.2063
ENSG00000137992,DBT,30,-0.6261,38,-0.4039,56,0.60138
ENSG00000137996,RTCA,18,-0.8502,31,-0.0382,35,0.30608
ENSG00000181656,GPR88,32,-0.2424,53,1.15512,22,-1.1577
ENSG00000162694,EXTL2,28,-0.4050,47,0.73228,28,-0.6150
ENSG00000170989,S1PR1,60,-0.6441,38,-1.7811,149,1.80949
ENSG00000118733,OLFM3,21,-1.1831,63,0.92059,36,-0.5994
ENSG00000162636,FAM102B,31,0.26175,31,0.46055,20,-0.5987
ENSG00000162639,HENMT1,13,-0.9029,36,1.28921,15,-1.0713
ENSG00000134186,PRPF38B,120,1.76185,32,-0.7236,38,-0.4092
ENSG00000116266,STXBP3,18,-0.9731,28,-0.4676,45,0.75004
ENSG00000121957,GPSM2,19,-0.7103,13,-1.6987,49,1.76644
ENSG00000085433,WDR47,78,-0.8135,192,1.22347,83,-1.0244
ENSG00000197780,TAF13,33,-0.9771,68,0.21786,65,0.08084
ENSG00000215717,TMEM167B,89,0.40038,72,0.07675,63,-0.2584
