Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000197530,MIB2,37,-0.0718,16,-1.3275,49,0.39000,31,-0.3593,62,0.79509,35,-0.1832,33,-0.2402,47,0.30833
ENSG00000189339,SLC35E2B,18,-0.1573,23,0.26774,35,0.98397,15,-0.4215,20,0.03571,20,-0.0226,15,-0.4730,12,-0.7426
ENSG00000215790,SLC35E2A,28,-0.6868,33,-0.4506,48,0.15078,22,-1.0768,49,0.18643,50,0.21250,76,0.94952,44,0.00589
ENSG00000008130,NADK,39,0.46497,25,-0.2744,28,-0.0854,24,-0.3546,47,0.79054,24,-0.3369,22,-0.4633,28,-0.1105
ENSG00000078369,GNB1,422,-0.1699,515,0.15915,577,0.35140,372,-0.3737,458,-0.0341,487,0.06426,456,-0.0415,457,-0.0398
ENSG00000187730,GABRD,80,-1.3070,169,-0.1360,127,-0.5915,241,0.45768,200,0.13816,119,-0.6942,157,-0.2505,376,1.26493
ENSG00000067606,PRKCZ,165,-0.5659,248,0.09111,278,0.27974,219,-0.1159,288,0.34355,205,-0.2187,257,0.15188,218,-0.1241
ENSG00000162585,FAAP20,86,0.97061,42,-0.2419,63,0.43400,49,0.00627,52,0.11511,48,-0.0304,37,-0.4387,13,-2.0123
ENSG00000157933,SKI,35,0.19849,42,0.53952,21,-0.6276,31,0.00255,24,-0.3871,37,0.30387,25,-0.3073,31,0.00655
ENSG00000157916,RER1,43,-1.0140,52,-0.7100,75,-0.1222,103,0.39482,123,0.70526,83,0.04145,81,-0.0038,89,0.16033
ENSG00000157911,PEX10,27,-0.1833,32,0.05845,35,0.21768,31,-0.0101,24,-0.4272,36,0.26178,27,-0.2364,35,0.20804
ENSG00000149527,PLCH2,28,0.01243,30,0.11355,21,-0.4596,25,-0.1444,62,1.44523,12,-1.2643,27,-0.0381,16,-0.8529
ENSG00000157881,PANK4,10,-1.0927,17,-0.3317,28,0.53594,21,0.06631,31,0.70626,6,-1.7511,29,0.56578,21,0.05594
ENSG00000157870,PRXL2B,56,-0.4348,66,-0.1818,92,0.36049,56,-0.4363,92,0.37241,59,-0.3714,99,0.49722,70,-0.0839
ENSG00000177133,PRDM16-DT,39,0.80278,17,-0.5497,3,-3.0352,5,-2.3738,8,-1.5789,63,1.75431,26,0.12720,31,0.43455
ENSG00000158109,TPRG1L,136,-0.8522,207,-0.1863,277,0.29389,283,0.32777,274,0.27772,260,0.18826,193,-0.3005,228,-0.0330
ENSG00000130764,LRRC47,54,-0.6652,56,-0.6070,98,0.30395,130,0.79674,110,0.49109,77,-0.1010,72,-0.2120,58,-0.5602
ENSG00000196581,AJAP1,23,-0.9282,30,-0.5230,31,-0.4947,48,0.23233,45,0.12706,30,-0.5299,35,-0.2688,92,1.39437
ENSG00000069424,KCNAB2,203,-0.3324,324,0.44454,205,-0.3158,311,0.37073,307,0.35007,126,-1.0724,296,0.29131,219,-0.2086
ENSG00000116254,CHD5,134,0.07549,136,0.10607,153,0.29482,99,-0.4150,134,0.08082,111,-0.2271,107,-0.2958,149,0.25612
ENSG00000116251,RPL22,862,1.02114,515,0.11943,393,-0.3226,439,-0.1448,348,-0.5149,357,-0.4748,598,0.37068,322,-0.6406
ENSG00000116237,ICMT,25,-0.9021,36,-0.3549,48,0.12391,70,0.76305,38,-0.2776,27,-0.7764,60,0.49332,54,0.29174
ENSG00000097021,ACOT7,210,-0.8976,271,-0.5022,521,0.58048,376,0.02620,514,0.55751,279,-0.4524,374,0.01778,413,0.18284
ENSG00000215788,TNFRSF25,24,0.26470,15,-0.4215,9,-1.1613,27,0.47739,27,0.48486,9,-1.1564,23,0.22699,26,0.42698
ENSG00000171680,PLEKHG5,25,-0.3522,25,-0.3510,36,0.20484,35,0.16709,30,-0.0964,13,-1.3404,26,-0.3037,62,1.17611
ENSG00000162408,NOL9,20,-0.4675,30,0.15014,24,-0.2077,22,-0.3108,30,0.19457,35,0.41123,22,-0.3388,33,0.35541
ENSG00000162413,KLHL21,30,-0.2080,26,-0.4234,39,0.23111,44,0.41720,24,-0.5469,36,0.07831,42,0.34651,32,-0.1221
ENSG00000041988,THAP3,14,-0.8267,15,-0.7160,23,-0.0253,29,0.34469,19,-0.3293,28,0.29113,40,0.87512,21,-0.2044
ENSG00000007923,DNAJC11,22,-0.7650,32,-0.1814,38,0.08016,41,0.20628,39,0.11997,36,-0.0130,36,-0.0032,45,0.35768
ENSG00000171735,CAMTA1,116,-0.1785,133,0.05052,164,0.40243,117,-0.1561,111,-0.2450,159,0.35391,129,0.00471,102,-0.3746
ENSG00000049245,VAMP3,56,1.40230,9,-1.5785,12,-1.1215,10,-1.3489,8,-1.6696,80,2.17776,17,-0.6421,9,-1.5636
ENSG00000049246,PER3,29,0.37317,21,-0.1489,17,-0.5188,23,-0.0388,12,-1.0762,24,0.00867,30,0.43566,31,0.47779
ENSG00000116288,PARK7,382,-0.1452,423,0.02105,454,0.13534,387,-0.1260,498,0.29401,413,-0.0204,384,-0.1379,402,-0.0643
ENSG00000116285,ERRFI1,21,0.11349,17,-0.2504,25,0.41958,14,-0.5124,20,0.01386,21,0.09779,17,-0.2544,22,0.21059
ENSG00000162426,SLC45A1,33,-0.3885,29,-0.6029,61,0.62817,49,0.27895,50,0.30723,32,-0.4289,34,-0.3067,46,0.15657
ENSG00000142599,RERE,111,0.06304,103,-0.0671,85,-0.3665,129,0.31885,68,-0.7177,95,-0.1838,127,0.29143,136,0.40104
ENSG00000074800,ENO1,680,-0.3477,758,-0.1716,833,-0.0179,844,0.00412,1032,0.34034,844,0.00364,778,-0.1306,968,0.23220
ENSG00000171612,SLC25A33,85,1.56231,20,-0.9171,30,-0.2691,22,-0.7446,43,0.31017,50,0.56446,22,-0.7659,13,-1.5659
ENSG00000171603,CLSTN1,502,-0.8183,650,-0.4114,1038,0.35868,1154,0.54147,966,0.23666,699,-0.2945,922,0.15871,772,-0.1340
ENSG00000178585,CTNNBIP1,29,-0.0364,26,-0.2653,39,0.44034,20,-0.6077,25,-0.2720,67,1.42590,27,-0.1834,6,-2.2828
ENSG00000162441,LZIC,43,0.93047,19,-0.4088,32,0.44667,22,-0.2251,22,-0.1677,28,0.21282,25,-0.0100,7,-1.8603
ENSG00000130939,UBE4B,17,-1.2308,28,-0.4837,59,0.76456,25,-0.6209,52,0.56237,57,0.70486,27,-0.5000,34,-0.1392
ENSG00000054523,KIF1B,187,-0.3686,198,-0.2828,279,0.28270,237,0.01631,215,-0.1485,303,0.42825,240,0.03688,221,-0.0978
ENSG00000142657,PGD,47,-0.3360,37,-0.6902,75,0.44755,99,0.92817,59,0.04244,66,0.23413,53,-0.1206,24,-1.3819
ENSG00000241563,CORT,55,-1.1144,44,-1.4447,67,-0.7965,576,3.68743,11,-3.4135,84,-0.4372,40,-1.5672,8,-3.8745
ENSG00000160049,DFFA,25,-0.1188,28,0.04136,19,-0.5966,23,-0.2309,18,-0.6648,35,0.44510,32,0.25650,37,0.51443
ENSG00000142655,PEX14,25,-0.0508,15,-0.8606,44,0.95025,41,0.82499,34,0.48605,16,-0.6865,13,-0.9914,14,-0.8741
ENSG00000120948,TARDBP,61,-0.0999,43,-0.6626,78,0.30277,67,0.05148,67,0.06927,63,-0.0364,61,-0.1027,78,0.31400
ENSG00000116649,SRM,91,-0.3624,107,-0.1041,110,-0.0543,116,0.03584,120,0.08114,85,-0.4640,119,0.06622,163,0.60758
ENSG00000171824,EXOSC10,21,-0.2807,12,-1.0933,31,0.38555,41,0.86073,21,-0.2841,18,-0.4570,23,-0.0973,30,0.32413
ENSG00000198793,MTOR,34,-0.3862,39,-0.1723,56,0.42629,51,0.25795,71,0.82081,21,-1.1110,21,-1.1519,55,0.39421
ENSG00000116661,FBXO2,432,0.86660,222,-0.2602,305,0.25881,256,-0.0283,203,-0.4021,202,-0.4101,272,0.06649,194,-0.4753
ENSG00000132879,FBXO44,87,-1.1071,157,-0.1772,185,0.08948,217,0.35786,256,0.64226,148,-0.2710,142,-0.3394,209,0.29718
ENSG00000116670,MAD2L2,39,0.11408,43,0.24256,21,-0.8769,31,-0.2810,44,0.28359,28,-0.4331,38,0.05210,51,0.53322
ENSG00000011021,CLCN6,36,-0.8279,52,-0.2594,67,0.17925,66,0.13228,75,0.36319,60,-0.0092,88,0.62202,41,-0.6297
ENSG00000116685,KIAA2013,39,-0.1005,25,-0.7639,40,-0.0416,27,-0.6884,52,0.38880,50,0.30401,37,-0.1609,60,0.62679
ENSG00000083444,PLOD1,30,0.83403,17,-0.1734,20,0.14517,11,-0.7671,14,-0.4832,25,0.48984,9,-1.0289,22,0.25302
ENSG00000116688,MFN2,70,-0.3984,85,-0.0794,112,0.37748,100,0.18399,118,0.47588,69,-0.4114,102,0.21620,58,-0.6797
ENSG00000116691,MIIP,22,0.05622,19,-0.1274,28,0.46957,25,0.24722,24,0.18814,22,0.06283,11,-1.0701,19,-0.1888
ENSG00000048707,VPS13D,41,-0.2506,33,-0.5789,43,-0.1770,46,-0.0625,79,0.87171,54,0.19518,47,-0.0409,39,-0.3109
ENSG00000162496,DHRS3,41,1.40523,6,-1.5783,14,-0.4449,8,-1.2258,9,-1.1326,37,1.20586,22,0.27375,10,-0.9024
ENSG00000116731,PRDM2,53,-0.4093,54,-0.3739,51,-0.4669,92,0.50903,76,0.18298,62,-0.1439,54,-0.3748,102,0.69368
ENSG00000189337,KAZN,16,-1.3486,27,-0.5364,73,1.13259,29,-0.4151,38,0.01436,57,0.69675,58,0.72295,5,-3.0436
ENSG00000142634,EFHD2,52,-0.9518,21,-2.2964,290,2.10053,55,-0.8765,76,-0.3543,219,1.49314,27,-1.9220,20,-2.3520
ENSG00000116138,DNAJC16,13,-1.0025,18,-0.5429,23,-0.1838,35,0.52242,20,-0.3517,24,-0.0948,42,0.87393,28,0.14030
ENSG00000116786,PLEKHM2,61,-0.3723,61,-0.3928,78,0.00564,68,-0.2033,78,0.00708,94,0.32987,91,0.27833,87,0.20318
ENSG00000065526,SPEN,43,1.09227,23,-0.0193,22,-0.0591,18,-0.3499,10,-1.2721,19,-0.2907,15,-0.6305,33,0.58746
ENSG00000037637,FBXO42,7,-1.6035,20,-0.0345,15,-0.5182,31,0.72857,31,0.71815,10,-1.0185,22,0.15376,26,0.38588
ENSG00000055070,SZRD1,45,1.55706,14,-0.4683,19,-0.0072,14,-0.4315,13,-0.5501,18,-0.0661,11,-0.7786,16,-0.2934
ENSG00000159363,ATP13A2,141,-0.4026,177,-0.0441,204,0.19563,250,0.54122,218,0.30877,191,0.08148,133,-0.4987,137,-0.4512
ENSG00000117118,SDHB,83,-0.3608,99,-0.0729,99,-0.0698,130,0.39169,87,-0.2713,110,0.10024,123,0.29377,95,-0.1363
ENSG00000117115,PADI2,68,1.51179,32,0.15753,10,-1.6609,6,-2.2846,8,-2.0009,72,1.63567,20,-0.5590,16,-0.9000
ENSG00000117154,IGSF21,45,-0.5404,34,-0.9575,174,1.88004,43,-0.5929,54,-0.2575,86,0.52631,34,-0.9565,32,-1.0402
ENSG00000159423,ALDH4A1,40,0.64147,32,0.28834,21,-0.4263,9,-1.6590,27,-0.0356,41,0.68896,35,0.43676,12,-1.2064
ENSG00000127463,EMC1,16,-1.0461,18,-0.8659,38,0.31644,38,0.32139,35,0.15225,28,-0.2068,37,0.28479,42,0.46523
ENSG00000053372,MRTO4,21,-0.9137,43,0.20992,56,0.63631,37,-0.0559,50,0.45257,42,0.15106,27,-0.5258,29,-0.4532
ENSG00000053371,AKR7A2,61,0.27593,43,-0.2866,58,0.18700,42,-0.3277,47,-0.1433,53,0.03915,68,0.45305,41,-0.3701
ENSG00000077549,CAPZB,160,-0.5346,151,-0.6275,235,0.08986,275,0.35220,295,0.47510,192,-0.2453,207,-0.1216,268,0.30586
ENSG00000173436,MICOS10,437,0.41037,364,0.10336,425,0.36380,321,-0.1060,299,-0.2183,309,-0.1690,248,-0.5176,334,-0.0387
ENSG00000158747,NBL1,189,-0.0285,150,-0.4025,344,1.00952,154,-0.3603,255,0.47126,223,0.24814,133,-0.5923,91,-1.1830
ENSG00000162545,CAMK2N1,1276,-0.3160,2213,0.60447,583,-1.5323,1627,0.07984,1373,-0.1978,857,-0.9442,1750,0.20146,2721,0.97644
ENSG00000090432,MUL1,26,0.00264,18,-0.5515,38,0.61498,38,0.61338,30,0.23354,24,-0.1456,12,-1.1574,23,-0.2274
ENSG00000158828,PINK1,339,-0.4667,461,0.03118,656,0.63240,424,-0.1065,573,0.39663,542,0.30154,352,-0.4077,272,-0.8115
ENSG00000244038,DDOST,39,-0.0005,29,-0.4491,46,0.27015,41,0.08523,40,0.03237,29,-0.4474,35,-0.1676,52,0.48484
ENSG00000117245,KIF17,12,-1.1493,11,-1.3154,48,1.05496,38,0.62519,47,0.98983,34,0.41416,12,-1.2434,8,-1.8569
ENSG00000189410,SH2D5,23,-0.8646,31,-0.4171,47,0.24041,55,0.51113,53,0.43689,26,-0.7258,36,-0.2142,54,0.47705
ENSG00000127483,HP1BP3,125,-0.0358,84,-0.6692,167,0.44821,163,0.40124,78,-0.7951,99,-0.4129,152,0.28744,156,0.32730
ENSG00000075151,EIF4G3,68,-0.9702,77,-0.7898,170,0.51239,135,0.12313,145,0.23835,139,0.16178,125,-0.0086,146,0.25267
ENSG00000076864,RAP1GAP,67,-1.5928,103,-0.9449,332,0.99190,276,0.65655,224,0.29897,146,-0.4012,181,-0.0577,169,-0.1671
ENSG00000090686,USP48,40,0.10337,26,-0.5938,40,0.08953,23,-0.7733,44,0.27123,34,-0.1693,49,0.46345,44,0.27137
ENSG00000070831,CDC42,175,-0.4298,146,-0.7159,310,0.51030,311,0.51717,295,0.42609,236,0.05347,211,-0.1356,146,-0.7148
ENSG00000173372,C1QA,107,2.84283,16,-0.7323,9,-1.6409,8,-1.7209,14,-0.9542,3,-3.2622,38,0.64197,13,-1.0699
ENSG00000159189,C1QC,90,2.79936,10,-1.2392,8,-1.6171,22,-0.0562,11,-1.1448,8,-1.5012,20,-0.1443,10,-1.2722
ENSG00000173369,C1QB,141,2.78515,19,-0.9471,13,-1.5475,19,-0.9428,11,-1.7176,25,-0.5470,22,-0.7549,31,-0.2036
ENSG00000004487,KDM1A,55,-0.1211,23,-1.5103,87,0.62651,63,0.08936,77,0.41425,57,-0.0695,56,-0.1061,61,0.02097
ENSG00000169641,LUZP1,28,-0.3009,33,-0.0673,37,0.13944,52,0.72231,40,0.25421,24,-0.5599,28,-0.3235,31,-0.1648
ENSG00000125944,HNRNPR,44,-1.2470,104,0.10734,101,0.05215,124,0.39601,102,0.07041,103,0.08600,110,0.19408,94,-0.0665
ENSG00000125945,ZNF436,9,-1.4759,26,0.10893,34,0.51918,15,-0.7287,21,-0.2279,15,-0.7767,35,0.61006,40,0.84012
ENSG00000142676,RPL11,945,1.32891,402,-0.1715,293,-0.6764,414,-0.1249,307,-0.6026,376,-0.2821,470,0.08448,367,-0.3185
ENSG00000057757,PITHD1,153,-0.5608,180,-0.3045,283,0.44611,228,0.08120,253,0.25462,227,0.07577,179,-0.3122,233,0.11730
ENSG00000011009,LYPLA2,30,-0.8138,55,0.16007,48,-0.0739,60,0.30239,66,0.45715,37,-0.4972,38,-0.4437,67,0.48883
ENSG00000117308,GALE,14,-0.2319,15,-0.1387,19,0.22246,11,-0.6813,11,-0.5985,25,0.67348,12,-0.4984,25,0.70055
ENSG00000117305,HMGCL,21,0.29216,13,-0.4866,18,0.06558,19,0.16151,15,-0.2731,25,0.62452,11,-0.7170,17,-0.0052
ENSG00000179163,FUCA1,16,-0.3071,13,-0.6636,15,-0.4578,30,0.70473,35,0.93996,16,-0.3447,22,0.14687,12,-0.7578
ENSG00000189266,PNRC2,66,0.69968,23,-0.9899,61,0.54310,35,-0.3453,43,-0.0426,33,-0.4524,32,-0.5063,57,0.45211
ENSG00000188529,SRSF10,39,-0.2333,40,-0.1834,51,0.22818,59,0.45415,42,-0.1085,36,-0.3391,20,-1.2840,71,0.79828
ENSG00000001461,NIPAL3,41,-0.2355,22,-1.1550,92,1.16360,31,-0.6385,33,-0.5462,76,0.82468,52,0.15763,29,-0.7857
ENSG00000133226,SRRM1,48,0.17966,44,0.02790,36,-0.2910,43,0.01980,28,-0.6646,38,-0.1783,72,0.88154,34,-0.3718
ENSG00000169504,CLIC4,73,2.08462,6,-2.0544,13,-0.9658,8,-1.6744,3,-2.8645,61,1.69839,19,-0.3360,7,-1.7487
ENSG00000117614,SYF2,82,0.73419,35,-0.6699,43,-0.3471,57,0.13211,52,-0.0401,57,0.11733,46,-0.2210,52,-0.0141
ENSG00000117616,RSRP1,42,0.31006,26,-0.4465,32,-0.1311,20,-0.8513,42,0.30902,30,-0.2471,33,-0.0712,52,0.70030
ENSG00000183726,TMEM50A,89,0.03343,73,-0.2758,56,-0.7035,107,0.34699,101,0.24430,78,-0.1771,99,0.20689,93,0.11578
ENSG00000204178,MACO1,25,0.07622,21,-0.2186,22,-0.1583,45,1.07803,28,0.28364,16,-0.6438,18,-0.4590,17,-0.5567
ENSG00000117643,MAN1C1,27,-0.7660,45,0.05239,11,-2.0261,68,0.75239,47,0.11892,9,-2.3381,49,0.18989,92,1.32614
ENSG00000162430,SELENON,77,1.25842,36,-0.0518,20,-0.9963,30,-0.3824,29,-0.4395,30,-0.3488,39,0.04266,40,0.11705
ENSG00000117640,MTFR1L,67,0.07013,58,-0.1641,49,-0.4288,75,0.25524,49,-0.4295,69,0.11046,73,0.19496,75,0.24556
ENSG00000117632,STMN1,990,-0.7581,1116,-0.5692,1864,0.26687,1989,0.37764,2550,0.81298,1527,-0.0643,1220,-0.4278,1452,-0.1475
ENSG00000158008,EXTL1,45,-0.3672,73,0.42264,65,0.21554,62,0.14126,61,0.11497,50,-0.1996,30,-0.9789,68,0.29360
ENSG00000142684,ZNF593,41,0.36382,15,-1.2583,43,0.44809,47,0.57643,35,0.10418,35,0.10374,37,0.18952,11,-1.6561
ENSG00000142669,SH3BGRL3,310,0.06192,187,-0.7461,448,0.68928,351,0.26790,339,0.21136,423,0.58764,175,-0.8523,157,-1.0210
ENSG00000158062,UBXN11,16,-0.6612,21,-0.2054,23,-0.0995,36,0.65025,24,-0.0462,16,-0.6053,25,0.05352,33,0.51605
ENSG00000117682,DHDDS,20,-0.2552,14,-0.7666,33,0.62431,25,0.14854,22,-0.0940,21,-0.1456,32,0.57278,17,-0.5163
ENSG00000198830,HMGN2,171,0.64763,93,-0.3661,109,-0.1122,101,-0.2281,77,-0.6543,134,0.23688,138,0.27662,109,-0.1073
ENSG00000117713,ARID1A,46,-0.3119,44,-0.3615,57,0.04862,70,0.38365,76,0.52924,38,-0.5924,54,-0.0301,58,0.07373
ENSG00000204160,ZDHHC18,23,-0.4609,34,0.19735,28,-0.1625,15,-1.0572,40,0.44840,34,0.15611,44,0.60229,27,-0.2220
ENSG00000142751,GPN2,18,-0.1057,6,-1.6143,24,0.40320,21,0.15374,28,0.69468,19,-0.0139,9,-1.1118,25,0.50379
ENSG00000090273,NUDC,123,-0.5786,173,-0.0390,148,-0.2866,180,0.03144,187,0.09446,193,0.14845,211,0.29125,199,0.19503
ENSG00000253368,TRNP1,42,-0.6740,60,-0.0874,69,0.13033,76,0.29975,87,0.53019,49,-0.4107,74,0.24538,52,-0.3361
ENSG00000090020,SLC9A1,11,-1.3802,18,-0.5764,31,0.26937,27,0.07174,53,1.23314,14,-0.9461,23,-0.1857,32,0.31732
ENSG00000142784,WDTC1,26,-0.1765,34,0.24042,23,-0.3829,22,-0.4620,22,-0.4330,33,0.19424,30,0.03337,44,0.68678
ENSG00000186501,TMEM222,51,-0.7486,75,-0.1298,98,0.32162,85,0.08052,72,-0.1986,99,0.33502,106,0.44863,63,-0.4130
ENSG00000158195,WASF2,42,1.44223,13,-0.5114,16,-0.2690,4,-2.1744,18,-0.0147,38,1.22972,12,-0.6966,5,-1.9041
ENSG00000126705,AHDC1,15,-1.7706,43,-0.1559,52,0.16513,52,0.15402,76,0.82175,41,-0.2231,41,-0.2145,57,0.31262
ENSG00000126709,IFI6,107,0.21565,45,-1.1526,165,0.97582,62,-0.6523,74,-0.3765,169,1.02245,93,-0.0014,34,-1.5757
ENSG00000117758,STX12,66,-0.5084,83,-0.1429,165,1.04343,68,-0.4622,89,-0.0217,122,0.50451,60,-0.6580,71,-0.3969
ENSG00000117751,PPP1R8,17,-0.5992,20,-0.3327,28,0.25004,21,-0.2241,36,0.68064,32,0.48057,20,-0.3459,20,-0.2965
ENSG00000117748,RPA2,41,-0.6856,47,-0.4540,74,0.27841,64,0.01654,68,0.13106,43,-0.6158,71,0.19404,95,0.70635
ENSG00000126698,DNAJC8,125,-0.0255,99,-0.3931,134,0.09721,184,0.63169,123,-0.0445,110,-0.2228,96,-0.4464,141,0.18150
ENSG00000130770,ATP5IF1,392,-0.8662,681,0.01354,561,-0.3012,906,0.49696,976,0.62681,459,-0.6210,699,0.05743,726,0.12133
ENSG00000180098,TRNAU1AP,18,-0.0917,9,-1.1092,19,0.03705,26,0.56923,15,-0.3828,31,0.86378,16,-0.2193,15,-0.3215
ENSG00000198492,YTHDF2,34,-1.1219,53,-0.4256,115,0.88028,78,0.21403,90,0.44174,56,-0.3268,62,-0.1810,64,-0.1331
ENSG00000116350,SRSF4,54,0.30417,32,-0.5193,42,-0.0893,62,0.53883,41,-0.1229,56,0.39097,35,-0.4023,35,-0.3968
ENSG00000116353,MECR,42,-0.0383,33,-0.4270,48,0.18722,39,-0.1780,52,0.30791,41,-0.0758,54,0.38384,36,-0.3139
ENSG00000162511,LAPTM5,60,1.52954,38,0.65659,13,-1.0460,11,-1.2912,8,-1.6616,30,0.27216,31,0.33709,12,-1.1334
ENSG00000162512,SDC3,121,-0.0720,92,-0.5163,131,0.06577,143,0.20907,152,0.31367,94,-0.4684,148,0.26604,128,0.02329
ENSG00000134644,PUM1,90,-0.4498,97,-0.3299,174,0.63938,84,-0.5555,132,0.16448,104,-0.2280,118,-0.0106,154,0.43361
ENSG00000060688,SNRNP40,22,0.00507,14,-0.7692,46,1.25412,23,0.06276,10,-1.2865,19,-0.2725,25,0.16063,20,-0.1435
ENSG00000121766,ZCCHC17,80,-0.7265,126,-0.0165,125,-0.0199,153,0.30806,147,0.23999,124,-0.0384,76,-0.8104,184,0.63153
ENSG00000121769,FABP3,126,-0.8513,171,-0.3701,252,0.26669,264,0.34524,345,0.81382,197,-0.1373,190,-0.1963,172,-0.3576
ENSG00000162517,PEF1,79,-0.4883,87,-0.3371,82,-0.4415,113,0.08419,152,0.58167,89,-0.3041,130,0.31133,128,0.29189
ENSG00000084636,COL16A1,22,-0.4040,10,-1.6553,28,-0.0506,25,-0.2468,38,0.45875,47,0.84927,38,0.45612,22,-0.3974
ENSG00000121753,ADGRB2,220,-0.5805,286,-0.1582,269,-0.2561,333,0.09179,477,0.70777,296,-0.1038,196,-0.7576,444,0.57934
ENSG00000184007,PTP4A2,174,0.37717,108,-0.4116,150,0.12979,87,-0.7560,110,-0.3786,206,0.67276,131,-0.0992,146,0.07997
ENSG00000121774,KHDRBS1,92,-0.1466,104,0.05052,107,0.09492,91,-0.1624,103,0.04452,79,-0.3866,112,0.18090,117,0.24687
ENSG00000025800,KPNA6,29,-0.2453,30,-0.1839,43,0.39780,36,0.10345,51,0.69796,24,-0.5502,22,-0.6410,35,0.04350
ENSG00000084652,TXLNA,19,-0.2181,19,-0.2087,17,-0.4087,25,0.20218,17,-0.4255,28,0.37373,24,0.14424,27,0.34547
ENSG00000084623,EIF3I,110,-0.1719,119,-0.0371,155,0.39961,145,0.28402,146,0.29786,110,-0.1765,108,-0.1979,84,-0.5992
ENSG00000175130,MARCKSL1,417,1.07975,133,-0.8350,196,-0.2215,85,-1.5158,81,-1.5972,593,1.78394,205,-0.1504,87,-1.4916
